experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_ppt_hand_movement_location_0,landmarkstimulus_estimates_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0
2_toolusenotinVR,204,1,1,1,1,904.0626,923.553,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T001.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T001.csv,,,
2_toolusenotinVR,204,1,2,1,2,968.4653,1001.539,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T002.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T002.csv,,,
2_toolusenotinVR,204,1,3,1,3,1004.494,1027.937,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T003.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T003.csv,,,
2_toolusenotinVR,204,1,4,1,4,1030.891,1100.57,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T004.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T004.csv,,,
2_toolusenotinVR,204,1,5,1,5,1103.524,1111.876,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T005.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T005.csv,,,
2_toolusenotinVR,204,1,6,1,6,1114.83,1121.771,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T006.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T006.csv,,,
2_toolusenotinVR,204,1,7,1,7,1124.726,1129.855,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T007.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T007.csv,,,
2_toolusenotinVR,204,1,8,1,8,1132.81,1137.931,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T008.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T008.csv,,,
2_toolusenotinVR,204,1,9,1,9,1140.884,1146.659,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T009.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T009.csv,,,
2_toolusenotinVR,204,1,10,1,10,1149.614,1154.733,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T010.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T010.csv,,,
2_toolusenotinVR,204,1,11,1,11,1157.688,1162.563,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T011.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T011.csv,,,
2_toolusenotinVR,204,1,12,1,12,1165.64,1170.637,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T012.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T012.csv,,,
2_toolusenotinVR,204,1,13,1,13,1173.591,1178.544,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T013.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T013.csv,,,
2_toolusenotinVR,204,1,14,1,14,1181.498,1186.219,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T014.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T014.csv,,,
2_toolusenotinVR,204,1,15,1,15,1189.172,1194.147,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T015.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T015.csv,,,
2_toolusenotinVR,204,1,16,1,16,1197.101,1201.789,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T016.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T016.csv,,,
2_toolusenotinVR,204,1,17,1,17,1204.744,1209.385,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T017.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T017.csv,,,
2_toolusenotinVR,204,1,18,1,18,1212.593,1217.149,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T018.csv,2_toolusenotinVR/204/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T018.csv,,,
2_toolusenotinVR,204,1,19,2,1,1657.718,1659.86,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T019.csv,,
2_toolusenotinVR,204,1,20,2,2,1663.903,1666.137,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T020.csv,,
2_toolusenotinVR,204,1,21,2,3,1670.17,1672.423,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T021.csv,,
2_toolusenotinVR,204,1,22,2,4,1676.465,1677.443,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T022.csv,,
2_toolusenotinVR,204,1,23,2,5,1681.485,1682.229,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T023.csv,,
2_toolusenotinVR,204,1,24,2,6,1686.283,1686.905,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T024.csv,,
2_toolusenotinVR,204,1,25,2,7,1690.948,1693.335,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T025.csv,,
2_toolusenotinVR,204,1,26,2,8,1697.389,1697.944,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T026.csv,,
2_toolusenotinVR,204,1,27,2,9,1701.998,1704.83,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T027.csv,,
2_toolusenotinVR,204,1,28,2,10,1708.883,1710.216,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T028.csv,,
2_toolusenotinVR,204,1,29,2,11,1714.27,1715.256,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T029.csv,,
2_toolusenotinVR,204,1,30,2,12,1719.301,1720.945,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T030.csv,,
2_toolusenotinVR,204,1,31,2,13,1724.998,1727.474,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T031.csv,,
2_toolusenotinVR,204,1,32,2,14,1731.518,1734.182,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T032.csv,,
2_toolusenotinVR,204,1,33,2,15,1738.225,1739.98,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T033.csv,,
2_toolusenotinVR,204,1,34,2,16,1744.034,1746.743,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T034.csv,,
2_toolusenotinVR,204,1,35,2,17,1750.798,1751.708,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T035.csv,,
2_toolusenotinVR,204,1,36,2,18,1755.762,1759.671,,,2_toolusenotinVR/204/S001/trackers/landmark/landmarkstimulus_estimates_T036.csv,,
2_toolusenotinVR,204,1,37,3,1,2015.616,2022.168,,,,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv
2_toolusenotinVR,204,1,38,3,2,2025.123,2030.887,,,,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv
2_toolusenotinVR,204,1,39,3,3,2033.84,2041.237,,,,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv
2_toolusenotinVR,204,1,40,3,4,2044.192,2055.464,,,,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv
2_toolusenotinVR,204,1,41,3,5,2058.418,2065.205,,,,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv
2_toolusenotinVR,204,1,42,3,6,2068.158,2074.822,,,,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv
2_toolusenotinVR,204,1,43,3,7,2077.776,2083.928,,,,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv
2_toolusenotinVR,204,1,44,3,8,2086.883,2095.355,,,,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv
2_toolusenotinVR,204,1,45,3,9,2098.311,2106.006,,,,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,2_toolusenotinVR/204/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv
