participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-006,5,105,startbuffer,2.0000,right_hand,0.2817,0.7550,-0.9495,0.4014,-0.8867,0.2045,-0.1041,-0.0027,-0.0013,-0.0002
d3-006,5,105,startbuffer,2.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,startbuffer,2.0000,stimulus,0.0013,0.7943,-0.5061,0.0162,-0.0301,-0.7148,-0.6986,-0.0010,0.0013,-0.0023
d3-006,5,105,startbuffer,2.0000,origin,-0.0002,0.0090,0.0003,0.0090,0.0091,0.7108,0.7035,-0.0028,0.0003,-0.0033
d3-006,5,105,startbuffer,9.0000,right_hand,0.2817,0.7551,-0.9494,0.4014,-0.8867,0.2045,-0.1041,-0.0024,-0.0011,-0.0005
d3-006,5,105,startbuffer,9.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,startbuffer,9.0000,stimulus,0.0013,0.7944,-0.5060,0.0162,-0.0301,-0.7148,-0.6986,-0.0009,0.0013,-0.0024
d3-006,5,105,startbuffer,9.0000,origin,-0.0002,0.0091,0.0003,0.0090,0.0091,0.7107,0.7034,-0.0031,0.0007,-0.0027
d3-006,5,105,startbuffer,14.0000,right_hand,0.2817,0.7550,-0.9494,0.4014,-0.8867,0.2044,-0.1041,-0.0023,-0.0013,-0.0005
d3-006,5,105,startbuffer,14.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,startbuffer,14.0000,stimulus,0.0013,0.7943,-0.5061,0.0162,-0.0301,-0.7148,-0.6986,-0.0010,0.0000,-0.0017
d3-006,5,105,startbuffer,14.0000,origin,-0.0002,0.0091,0.0003,0.0090,0.0091,0.7108,0.7034,-0.0025,0.0016,-0.0020
d3-006,5,105,startbuffer,19.0000,right_hand,0.2817,0.7551,-0.9495,0.4013,-0.8867,0.2044,-0.1041,-0.0014,-0.0010,0.0003
d3-006,5,105,startbuffer,19.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,startbuffer,19.0000,stimulus,0.0013,0.7943,-0.5061,0.0162,-0.0301,-0.7148,-0.6986,-0.0009,0.0003,-0.0016
d3-006,5,105,startbuffer,19.0000,origin,-0.0001,0.0090,0.0001,0.0090,0.0092,0.7108,0.7034,-0.0010,0.0008,0.0002
d3-006,5,105,startbuffer,24.0000,right_hand,0.2817,0.7551,-0.9495,0.4013,-0.8868,0.2044,-0.1041,-0.0014,-0.0011,0.0002
d3-006,5,105,startbuffer,24.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,startbuffer,24.0000,stimulus,0.0014,0.7943,-0.5062,0.0162,-0.0301,-0.7148,-0.6985,0.0012,0.0006,0.0005
d3-006,5,105,startbuffer,24.0000,origin,-0.0001,0.0090,0.0001,0.0090,0.0092,0.7108,0.7034,-0.0015,0.0007,0.0002
d3-006,5,105,startbuffer,29.0000,right_hand,0.2817,0.7551,-0.9496,0.4012,-0.8868,0.2044,-0.1041,-0.0013,-0.0010,0.0011
d3-006,5,105,startbuffer,29.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,startbuffer,29.0000,stimulus,0.0014,0.7943,-0.5063,0.0162,-0.0301,-0.7148,-0.6985,0.0010,0.0006,0.0006
d3-006,5,105,startbuffer,29.0000,origin,-0.0001,0.0091,0.0001,0.0090,0.0092,0.7108,0.7034,-0.0005,0.0015,0.0006
d3-006,5,105,startbuffer,34.0000,right_hand,0.2817,0.7551,-0.9496,0.4012,-0.8868,0.2043,-0.1041,-0.0013,-0.0008,0.0010
d3-006,5,105,startbuffer,34.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,startbuffer,34.0000,stimulus,0.0014,0.7943,-0.5063,0.0162,-0.0301,-0.7148,-0.6986,0.0009,0.0000,0.0014
d3-006,5,105,startbuffer,34.0000,origin,0.0000,0.0091,0.0000,0.0090,0.0092,0.7108,0.7035,0.0005,0.0007,0.0019
d3-006,5,105,startbuffer,39.0000,right_hand,0.2818,0.7551,-0.9496,0.4012,-0.8868,0.2043,-0.1041,-0.0008,-0.0006,0.0019
d3-006,5,105,startbuffer,39.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,startbuffer,39.0000,stimulus,0.0015,0.7943,-0.5063,0.0162,-0.0301,-0.7148,-0.6985,0.0015,0.0004,0.0013
d3-006,5,105,startbuffer,39.0000,origin,0.0000,0.0091,0.0000,0.0090,0.0092,0.7108,0.7034,0.0003,0.0007,0.0019
d3-006,5,105,startbuffer,44.0000,right_hand,0.2818,0.7551,-0.9496,0.4012,-0.8868,0.2042,-0.1041,-0.0008,-0.0002,0.0014
d3-006,5,105,startbuffer,44.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,startbuffer,44.0000,stimulus,0.0015,0.7943,-0.5063,0.0162,-0.0301,-0.7148,-0.6985,0.0012,0.0003,0.0014
d3-006,5,105,startbuffer,44.0000,origin,0.0000,0.0091,0.0000,0.0090,0.0092,0.7108,0.7035,0.0002,0.0004,0.0019
d3-006,5,105,startbuffer,48.0000,right_hand,0.2818,0.7551,-0.9496,0.4012,-0.8869,0.2042,-0.1040,-0.0007,-0.0002,0.0014
d3-006,5,105,startbuffer,48.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,startbuffer,48.0000,stimulus,0.0015,0.7943,-0.5063,0.0162,-0.0301,-0.7148,-0.6985,0.0010,-0.0007,0.0011
d3-006,5,105,startbuffer,48.0000,origin,0.0000,0.0090,0.0000,0.0090,0.0092,0.7107,0.7034,0.0007,-0.0005,0.0013
d3-006,5,105,begin,53.0000,right_hand,0.2818,0.7551,-0.9496,0.4012,-0.8869,0.2041,-0.1041,-0.0007,-0.0002,0.0015
d3-006,5,105,begin,53.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,begin,53.0000,stimulus,0.0015,0.7943,-0.5063,0.0162,-0.0301,-0.7148,-0.6986,0.0012,-0.0007,0.0012
d3-006,5,105,begin,53.0000,origin,0.0000,0.0090,0.0000,0.0090,0.0093,0.7109,0.7035,0.0004,-0.0003,0.0012
d3-006,5,105,begin,58.0000,right_hand,0.2818,0.7551,-0.9496,0.4011,-0.8869,0.2041,-0.1041,0.0003,-0.0004,0.0012
d3-006,5,105,begin,58.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,begin,58.0000,stimulus,0.0015,0.7943,-0.5063,0.0161,-0.0301,-0.7148,-0.6986,0.0015,-0.0001,0.0006
d3-006,5,105,begin,58.0000,origin,0.0000,0.0091,0.0000,0.0091,0.0092,0.7107,0.7034,0.0004,0.0000,0.0014
d3-006,5,105,begin,63.0000,right_hand,0.2818,0.7551,-0.9496,0.4011,-0.8869,0.2041,-0.1041,0.0006,0.0003,0.0007
d3-006,5,105,begin,63.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,begin,63.0000,stimulus,0.0015,0.7943,-0.5062,0.0162,-0.0301,-0.7148,-0.6986,0.0022,-0.0009,0.0001
d3-006,5,105,begin,63.0000,origin,0.0000,0.0091,0.0000,0.0090,0.0092,0.7108,0.7035,0.0004,-0.0003,0.0014
d3-006,5,105,begin,68.0000,right_hand,0.2819,0.7551,-0.9496,0.4011,-0.8870,0.2040,-0.1041,0.0006,0.0003,0.0006
d3-006,5,105,begin,68.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,begin,68.0000,stimulus,0.0016,0.7943,-0.5063,0.0161,-0.0301,-0.7148,-0.6985,0.0023,-0.0006,0.0003
d3-006,5,105,begin,68.0000,origin,0.0001,0.0090,0.0001,0.0091,0.0093,0.7108,0.7035,0.0008,-0.0012,0.0006
d3-006,5,105,begin,73.0000,right_hand,0.2819,0.7551,-0.9495,0.4010,-0.8870,0.2039,-0.1041,0.0006,-0.0006,0.0000
d3-006,5,105,begin,73.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,begin,73.0000,stimulus,0.0016,0.7943,-0.5063,0.0161,-0.0301,-0.7148,-0.6985,0.0023,-0.0005,0.0003
d3-006,5,105,begin,73.0000,origin,0.0001,0.0090,0.0001,0.0091,0.0092,0.7107,0.7034,0.0011,-0.0015,0.0003
d3-006,5,105,begin,78.0000,right_hand,0.2819,0.7551,-0.9496,0.4010,-0.8870,0.2039,-0.1041,0.0012,-0.0008,0.0006
d3-006,5,105,begin,78.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,105,begin,78.0000,stimulus,0.0016,0.7943,-0.5063,0.0161,-0.0301,-0.7148,-0.6985,0.0023,-0.0006,0.0005
d3-006,5,105,begin,78.0000,origin,0.0001,0.0089,0.0001,0.0091,0.0093,0.7108,0.7035,0.0017,-0.0022,0.0003
d3-006,5,105,begin,83.0000,right_hand,0.2819,0.7551,-0.9496,0.4010,-0.8870,0.2039,-0.1041,0.0012,-0.0008,0.0006
d3-006,5,105,begin,83.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
