participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-006,5,112,startbuffer,1.0000,right_hand,0.2891,0.7417,-0.9595,0.3592,-0.8900,0.2468,-0.1338,0.0005,0.0004,0.0001
d3-006,5,112,startbuffer,1.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,112,startbuffer,1.0000,stimulus,0.0043,0.7946,-0.4961,0.0081,-0.0222,-0.7146,-0.6993,0.0006,-0.0008,-0.0009
d3-006,5,112,startbuffer,1.0000,origin,0.0000,0.0091,0.0003,0.0094,0.0090,0.7108,0.7034,0.0014,0.0003,0.0013
d3-006,5,112,startbuffer,6.0000,right_hand,0.2891,0.7417,-0.9595,0.3592,-0.8900,0.2468,-0.1337,0.0005,0.0006,-0.0001
d3-006,5,112,startbuffer,6.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,112,startbuffer,6.0000,stimulus,0.0043,0.7946,-0.4961,0.0081,-0.0222,-0.7147,-0.6993,0.0009,-0.0005,-0.0004
d3-006,5,112,startbuffer,6.0000,origin,0.0000,0.0091,0.0003,0.0094,0.0091,0.7108,0.7034,0.0016,0.0001,0.0012
d3-006,5,112,startbuffer,11.0000,right_hand,0.2891,0.7417,-0.9595,0.3592,-0.8900,0.2468,-0.1337,0.0006,0.0010,-0.0002
d3-006,5,112,startbuffer,11.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,112,startbuffer,11.0000,stimulus,0.0043,0.7946,-0.4961,0.0081,-0.0221,-0.7146,-0.6992,0.0008,-0.0006,-0.0004
d3-006,5,112,startbuffer,11.0000,origin,0.0001,0.0091,0.0003,0.0094,0.0091,0.7108,0.7034,0.0015,-0.0001,0.0013
d3-006,5,112,startbuffer,16.0000,right_hand,0.2892,0.7416,-0.9594,0.3593,-0.8900,0.2468,-0.1337,0.0015,-0.0004,-0.0012
d3-006,5,112,startbuffer,16.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,112,startbuffer,16.0000,stimulus,0.0043,0.7946,-0.4961,0.0081,-0.0221,-0.7146,-0.6992,0.0008,-0.0006,-0.0004
d3-006,5,112,startbuffer,16.0000,origin,0.0000,0.0091,0.0003,0.0094,0.0091,0.7108,0.7034,0.0010,-0.0003,0.0012
d3-006,5,112,startbuffer,21.0000,right_hand,0.2892,0.7416,-0.9594,0.3593,-0.8900,0.2468,-0.1337,0.0016,-0.0002,-0.0013
d3-006,5,112,startbuffer,21.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
