participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-006,5,103,startbuffer,2.0000,right_hand,0.2582,0.7070,-0.9806,0.2496,-0.9216,0.2899,-0.0653,-0.0016,0.0000,0.0017
d3-006,5,103,startbuffer,2.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,103,startbuffer,2.0000,stimulus,0.0027,0.7943,-0.5140,0.0230,-0.0367,-0.7141,-0.6987,0.0010,-0.0001,-0.0002
d3-006,5,103,startbuffer,2.0000,origin,0.0000,0.0091,0.0000,0.0094,0.0093,0.7110,0.7034,0.0017,0.0005,0.0006
d3-006,5,103,startbuffer,7.0000,right_hand,0.2583,0.7070,-0.9806,0.2495,-0.9216,0.2899,-0.0653,-0.0007,0.0004,0.0013
d3-006,5,103,startbuffer,7.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,103,startbuffer,7.0000,stimulus,0.0027,0.7943,-0.5140,0.0230,-0.0367,-0.7141,-0.6988,0.0011,0.0000,0.0000
d3-006,5,103,startbuffer,7.0000,origin,0.0000,0.0091,0.0000,0.0094,0.0093,0.7109,0.7034,0.0019,0.0004,0.0005
d3-006,5,103,startbuffer,12.0000,right_hand,0.2583,0.7070,-0.9806,0.2495,-0.9217,0.2899,-0.0653,-0.0007,0.0005,0.0013
d3-006,5,103,startbuffer,12.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,103,startbuffer,12.0000,stimulus,0.0027,0.7943,-0.5141,0.0230,-0.0367,-0.7141,-0.6987,0.0011,0.0002,0.0003
d3-006,5,103,startbuffer,12.0000,origin,0.0000,0.0091,0.0000,0.0094,0.0093,0.7109,0.7033,0.0017,0.0005,0.0004
d3-006,5,103,startbuffer,17.0000,right_hand,0.2582,0.7070,-0.9806,0.2495,-0.9217,0.2898,-0.0653,-0.0009,0.0003,0.0010
