participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-006,2,22,startbuffer,2.0000,right_hand,0.2645,0.7502,-0.9616,0.3150,-0.8879,0.3150,-0.1148,0.0021,-0.0002,0.0029
d3-006,2,22,startbuffer,2.0000,right_elbow,0.1295,0.1851,-0.6524,0.0487,-0.0650,0.0916,0.9925,0.0004,0.0010,-0.0012
d3-006,2,22,startbuffer,2.0000,stimulus,-0.0005,0.7887,-0.5001,0.7007,-0.7113,0.0425,0.0349,-0.0006,-0.0018,0.0001
d3-006,2,22,startbuffer,2.0000,origin,-0.0001,0.0092,-0.0001,0.0082,0.0084,0.7108,0.7035,0.0001,0.0000,0.0006
d3-006,2,22,startbuffer,7.0000,right_hand,0.2645,0.7502,-0.9616,0.3150,-0.8879,0.3150,-0.1148,0.0023,-0.0002,0.0027
d3-006,2,22,startbuffer,7.0000,right_elbow,0.1295,0.1851,-0.6524,0.0487,-0.0650,0.0916,0.9925,0.0004,0.0006,-0.0008
d3-006,2,22,startbuffer,7.0000,stimulus,-0.0005,0.7887,-0.5001,0.7007,-0.7113,0.0425,0.0349,-0.0005,-0.0015,0.0001
d3-006,2,22,startbuffer,7.0000,origin,0.0000,0.0092,-0.0001,0.0082,0.0084,0.7108,0.7035,0.0005,0.0001,0.0007
d3-006,2,22,startbuffer,12.0000,right_hand,0.2645,0.7502,-0.9616,0.3150,-0.8879,0.3150,-0.1148,0.0023,-0.0004,0.0026
d3-006,2,22,startbuffer,12.0000,right_elbow,0.1295,0.1851,-0.6524,0.0487,-0.0651,0.0916,0.9925,0.0006,0.0005,-0.0011
d3-006,2,22,startbuffer,12.0000,stimulus,-0.0005,0.7887,-0.5001,0.7007,-0.7113,0.0425,0.0349,-0.0004,-0.0017,0.0002
d3-006,2,22,startbuffer,12.0000,origin,0.0000,0.0092,-0.0001,0.0082,0.0084,0.7108,0.7035,0.0005,0.0001,0.0007
d3-006,2,22,startbuffer,17.0000,right_hand,0.2645,0.7502,-0.9616,0.3150,-0.8879,0.3150,-0.1148,0.0024,-0.0004,0.0028
d3-006,2,22,startbuffer,17.0000,right_elbow,0.1296,0.1851,-0.6524,0.0487,-0.0651,0.0916,0.9925,0.0011,0.0005,-0.0008
d3-006,2,22,startbuffer,17.0000,stimulus,-0.0005,0.7887,-0.5001,0.7007,-0.7113,0.0425,0.0349,-0.0006,-0.0017,0.0003
d3-006,2,22,startbuffer,17.0000,origin,0.0000,0.0092,-0.0001,0.0082,0.0084,0.7108,0.7034,0.0009,-0.0009,0.0000
d3-006,2,22,startbuffer,22.0000,right_hand,0.2645,0.7502,-0.9616,0.3150,-0.8879,0.3150,-0.1149,0.0023,-0.0003,0.0030
d3-006,2,22,startbuffer,22.0000,right_elbow,0.1296,0.1851,-0.6524,0.0487,-0.0650,0.0916,0.9925,0.0012,0.0004,-0.0005
d3-006,2,22,startbuffer,22.0000,stimulus,-0.0003,0.7888,-0.5003,0.7007,-0.7113,0.0425,0.0348,0.0012,-0.0005,0.0020
d3-006,2,22,startbuffer,22.0000,origin,0.0000,0.0092,-0.0001,0.0082,0.0084,0.7108,0.7035,0.0009,-0.0009,0.0000
d3-006,2,22,startbuffer,27.0000,right_hand,0.2645,0.7503,-0.9615,0.3151,-0.8879,0.3150,-0.1148,0.0021,0.0002,0.0024
d3-006,2,22,startbuffer,27.0000,right_elbow,0.1296,0.1851,-0.6524,0.0487,-0.0651,0.0916,0.9925,0.0012,0.0004,-0.0005
d3-006,2,22,startbuffer,27.0000,stimulus,-0.0003,0.7888,-0.5003,0.7007,-0.7113,0.0425,0.0348,0.0012,-0.0004,0.0020
d3-006,2,22,startbuffer,27.0000,origin,0.0000,0.0091,0.0000,0.0081,0.0084,0.7108,0.7035,0.0007,-0.0012,-0.0012
d3-006,2,22,startbuffer,32.0000,right_hand,0.2645,0.7502,-0.9615,0.3151,-0.8879,0.3150,-0.1148,0.0014,-0.0001,0.0020
d3-006,2,22,startbuffer,32.0000,right_elbow,0.1296,0.1851,-0.6524,0.0487,-0.0651,0.0916,0.9925,0.0014,0.0004,-0.0009
d3-006,2,22,startbuffer,32.0000,stimulus,-0.0003,0.7888,-0.5003,0.7007,-0.7113,0.0425,0.0348,0.0012,-0.0004,0.0022
d3-006,2,22,startbuffer,32.0000,origin,0.0000,0.0091,0.0000,0.0082,0.0084,0.7107,0.7035,0.0007,-0.0012,-0.0012
d3-006,2,22,startbuffer,37.0000,right_hand,0.2645,0.7502,-0.9615,0.3151,-0.8879,0.3150,-0.1148,0.0015,0.0000,0.0022
d3-006,2,22,startbuffer,37.0000,right_elbow,0.1295,0.1851,-0.6524,0.0487,-0.0651,0.0916,0.9925,0.0008,0.0001,-0.0012
d3-006,2,22,startbuffer,37.0000,stimulus,-0.0003,0.7888,-0.5003,0.7007,-0.7113,0.0425,0.0348,0.0012,-0.0005,0.0021
d3-006,2,22,startbuffer,37.0000,origin,0.0000,0.0091,0.0000,0.0081,0.0084,0.7107,0.7034,0.0004,-0.0012,-0.0013
d3-006,2,22,startbuffer,42.0000,right_hand,0.2645,0.7502,-0.9615,0.3151,-0.8879,0.3150,-0.1148,0.0017,0.0004,0.0024
d3-006,2,22,startbuffer,42.0000,right_elbow,0.1296,0.1851,-0.6524,0.0487,-0.0651,0.0916,0.9925,0.0009,0.0000,-0.0012
d3-006,2,22,startbuffer,42.0000,stimulus,-0.0003,0.7888,-0.5003,0.7007,-0.7113,0.0425,0.0348,0.0012,-0.0005,0.0021
d3-006,2,22,startbuffer,42.0000,origin,0.0000,0.0091,0.0000,0.0081,0.0084,0.7108,0.7035,0.0005,-0.0011,-0.0014
d3-006,2,22,startbuffer,47.0000,right_hand,0.2645,0.7502,-0.9615,0.3152,-0.8879,0.3150,-0.1148,0.0015,0.0004,0.0023
d3-006,2,22,startbuffer,47.0000,right_elbow,0.1296,0.1851,-0.6524,0.0487,-0.0651,0.0916,0.9925,0.0009,0.0001,-0.0013
d3-006,2,22,startbuffer,47.0000,stimulus,-0.0004,0.7889,-0.5002,0.7007,-0.7113,0.0425,0.0348,-0.0001,0.0000,0.0009
d3-006,2,22,startbuffer,47.0000,origin,0.0000,0.0090,0.0000,0.0081,0.0084,0.7108,0.7035,-0.0003,-0.0016,-0.0008
d3-006,2,22,startbuffer,52.0000,right_hand,0.2645,0.7501,-0.9615,0.3152,-0.8879,0.3149,-0.1148,0.0013,-0.0001,0.0020
d3-006,2,22,startbuffer,52.0000,right_elbow,0.1296,0.1851,-0.6524,0.0487,-0.0651,0.0916,0.9925,0.0011,0.0005,-0.0011
d3-006,2,22,startbuffer,52.0000,stimulus,-0.0004,0.7889,-0.5002,0.7007,-0.7113,0.0425,0.0348,-0.0001,0.0000,0.0009
d3-006,2,22,startbuffer,52.0000,origin,0.0000,0.0090,0.0000,0.0081,0.0084,0.7108,0.7036,-0.0003,-0.0016,-0.0008
d3-006,2,22,begin,57.0000,right_hand,0.2645,0.7501,-0.9615,0.3152,-0.8879,0.3149,-0.1148,0.0012,-0.0003,0.0023
d3-006,2,22,begin,57.0000,right_elbow,0.1296,0.1851,-0.6524,0.0487,-0.0651,0.0916,0.9925,0.0008,0.0004,-0.0009
d3-006,2,22,begin,57.0000,stimulus,-0.0004,0.7889,-0.5002,0.7007,-0.7113,0.0425,0.0348,-0.0002,-0.0001,0.0005
d3-006,2,22,begin,57.0000,origin,0.0000,0.0090,0.0000,0.0081,0.0084,0.7107,0.7035,-0.0002,-0.0019,-0.0007
d3-006,2,22,begin,62.0000,right_hand,0.2645,0.7501,-0.9615,0.3152,-0.8879,0.3149,-0.1148,0.0012,-0.0001,0.0023
d3-006,2,22,begin,62.0000,right_elbow,0.1296,0.1851,-0.6524,0.0487,-0.0651,0.0917,0.9925,0.0009,0.0004,-0.0007
d3-006,2,22,begin,62.0000,stimulus,-0.0005,0.7889,-0.5001,0.7008,-0.7113,0.0425,0.0348,-0.0009,0.0003,0.0001
d3-006,2,22,begin,62.0000,origin,0.0000,0.0091,0.0001,0.0081,0.0084,0.7108,0.7035,-0.0003,-0.0005,-0.0015
d3-006,2,22,begin,67.0000,right_hand,0.2644,0.7501,-0.9615,0.3152,-0.8879,0.3149,-0.1148,0.0006,-0.0006,0.0019
d3-006,2,22,begin,67.0000,right_elbow,0.1295,0.1851,-0.6524,0.0487,-0.0651,0.0916,0.9925,0.0004,0.0006,-0.0004
