participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-006,2,29,startbuffer,1.0000,right_hand,0.2555,0.7643,-0.9524,0.3121,-0.8992,0.2924,-0.0924,0.0006,-0.0006,0.0002
d3-006,2,29,startbuffer,1.0000,right_elbow,0.1271,0.1874,-0.6490,0.0513,-0.0627,0.0950,0.9922,0.0002,0.0007,0.0005
d3-006,2,29,startbuffer,1.0000,stimulus,0.0028,0.7881,-0.4978,0.7015,-0.7126,-0.0033,-0.0102,0.0017,0.0010,0.0007
d3-006,2,29,startbuffer,1.0000,origin,0.0003,0.0090,0.0000,0.0084,0.0084,0.7111,0.7033,0.0001,-0.0007,0.0002
d3-006,2,29,startbuffer,6.0000,right_hand,0.2555,0.7644,-0.9524,0.3121,-0.8992,0.2924,-0.0923,0.0002,-0.0002,0.0003
d3-006,2,29,startbuffer,6.0000,right_elbow,0.1271,0.1873,-0.6491,0.0513,-0.0627,0.0951,0.9922,0.0002,0.0003,0.0011
d3-006,2,29,startbuffer,6.0000,stimulus,0.0028,0.7880,-0.4978,0.7015,-0.7126,-0.0033,-0.0102,0.0015,0.0006,0.0003
d3-006,2,29,startbuffer,6.0000,origin,0.0002,0.0090,0.0000,0.0084,0.0083,0.7110,0.7033,-0.0003,-0.0002,0.0006
d3-006,2,29,startbuffer,11.0000,right_hand,0.2554,0.7643,-0.9524,0.3122,-0.8992,0.2923,-0.0923,-0.0010,-0.0008,0.0000
d3-006,2,29,startbuffer,11.0000,right_elbow,0.1271,0.1873,-0.6491,0.0513,-0.0627,0.0951,0.9922,0.0002,0.0003,0.0011
d3-006,2,29,startbuffer,11.0000,stimulus,0.0028,0.7880,-0.4978,0.7015,-0.7126,-0.0033,-0.0102,0.0016,0.0007,0.0005
d3-006,2,29,startbuffer,11.0000,origin,0.0002,0.0090,-0.0001,0.0083,0.0083,0.7111,0.7034,-0.0006,0.0000,0.0011
d3-006,2,29,startbuffer,16.0000,right_hand,0.2554,0.7643,-0.9524,0.3121,-0.8992,0.2923,-0.0923,-0.0009,-0.0007,-0.0001
d3-006,2,29,startbuffer,16.0000,right_elbow,0.1270,0.1873,-0.6491,0.0512,-0.0627,0.0951,0.9922,-0.0011,0.0001,0.0016
d3-006,2,29,startbuffer,16.0000,stimulus,0.0028,0.7880,-0.4979,0.7014,-0.7126,-0.0033,-0.0102,0.0011,0.0003,0.0016
d3-006,2,29,startbuffer,16.0000,origin,0.0000,0.0090,-0.0001,0.0083,0.0083,0.7111,0.7033,-0.0031,-0.0005,0.0006
