participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-006,2,30,startbuffer,2.0000,right_hand,0.2610,0.7558,-0.9537,0.3527,-0.8704,0.3309,-0.0922,0.0004,-0.0020,0.0007
d3-006,2,30,startbuffer,2.0000,right_elbow,0.1277,0.1873,-0.6492,0.0511,-0.0633,0.0943,0.9922,0.0008,0.0005,0.0005
d3-006,2,30,startbuffer,2.0000,stimulus,-0.0018,0.7882,-0.5017,0.7021,-0.7121,0.0019,-0.0050,-0.0017,-0.0009,0.0006
d3-006,2,30,startbuffer,2.0000,origin,0.0002,0.0093,-0.0001,0.0084,0.0082,0.7110,0.7033,-0.0001,0.0023,0.0017
d3-006,2,30,startbuffer,7.0000,right_hand,0.2610,0.7558,-0.9537,0.3527,-0.8704,0.3309,-0.0922,0.0003,-0.0020,0.0006
d3-006,2,30,startbuffer,7.0000,right_elbow,0.1277,0.1873,-0.6492,0.0511,-0.0633,0.0943,0.9922,0.0006,0.0006,0.0004
d3-006,2,30,startbuffer,7.0000,stimulus,-0.0018,0.7883,-0.5016,0.7021,-0.7121,0.0019,-0.0050,-0.0019,-0.0002,-0.0003
d3-006,2,30,startbuffer,7.0000,origin,0.0002,0.0093,-0.0001,0.0084,0.0082,0.7109,0.7032,-0.0002,0.0020,0.0018
d3-006,2,30,startbuffer,12.0000,right_hand,0.2610,0.7558,-0.9537,0.3527,-0.8704,0.3310,-0.0922,0.0003,-0.0020,0.0006
d3-006,2,30,startbuffer,12.0000,right_elbow,0.1277,0.1873,-0.6492,0.0510,-0.0633,0.0943,0.9922,0.0009,0.0005,-0.0003
d3-006,2,30,startbuffer,12.0000,stimulus,-0.0018,0.7883,-0.5016,0.7021,-0.7121,0.0019,-0.0050,-0.0019,-0.0002,-0.0003
d3-006,2,30,startbuffer,12.0000,origin,0.0002,0.0093,-0.0001,0.0084,0.0082,0.7110,0.7033,-0.0003,0.0019,0.0006
