participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-006,5,106,startbuffer,2.0000,right_hand,0.3000,0.7429,-0.9652,0.4424,-0.8225,0.3266,-0.1457,0.0009,-0.0006,-0.0002
d3-006,5,106,startbuffer,2.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,startbuffer,2.0000,stimulus,0.0015,0.7946,-0.4993,0.0173,-0.0036,0.7150,0.6990,0.0008,-0.0001,-0.0005
d3-006,5,106,startbuffer,2.0000,origin,0.0001,0.0091,-0.0002,0.0090,0.0091,0.7107,0.7036,-0.0006,0.0005,0.0016
d3-006,5,106,startbuffer,6.0000,right_hand,0.3001,0.7429,-0.9652,0.4424,-0.8225,0.3266,-0.1457,0.0015,-0.0008,-0.0002
d3-006,5,106,startbuffer,6.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,startbuffer,6.0000,stimulus,0.0015,0.7946,-0.4993,0.0173,-0.0036,0.7150,0.6990,0.0010,-0.0004,-0.0004
d3-006,5,106,startbuffer,6.0000,origin,0.0001,0.0091,-0.0002,0.0090,0.0091,0.7107,0.7036,-0.0007,0.0008,0.0017
d3-006,5,106,startbuffer,11.0000,right_hand,0.3001,0.7429,-0.9652,0.4423,-0.8225,0.3266,-0.1457,0.0017,-0.0006,0.0000
d3-006,5,106,startbuffer,11.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,startbuffer,11.0000,stimulus,0.0015,0.7946,-0.4993,0.0173,-0.0036,0.7150,0.6989,0.0011,0.0001,-0.0005
d3-006,5,106,startbuffer,11.0000,origin,0.0001,0.0092,-0.0002,0.0090,0.0091,0.7107,0.7036,-0.0009,0.0013,0.0015
d3-006,5,106,startbuffer,16.0000,right_hand,0.3001,0.7429,-0.9652,0.4423,-0.8225,0.3266,-0.1458,0.0017,-0.0003,-0.0003
d3-006,5,106,startbuffer,16.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,startbuffer,16.0000,stimulus,0.0016,0.7946,-0.4994,0.0173,-0.0036,0.7150,0.6990,0.0012,0.0002,-0.0005
d3-006,5,106,startbuffer,16.0000,origin,0.0001,0.0092,-0.0002,0.0090,0.0091,0.7107,0.7036,-0.0011,0.0014,0.0012
d3-006,5,106,startbuffer,21.0000,right_hand,0.3001,0.7430,-0.9652,0.4424,-0.8224,0.3266,-0.1458,0.0013,0.0000,0.0000
d3-006,5,106,startbuffer,21.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,startbuffer,21.0000,stimulus,0.0016,0.7946,-0.4994,0.0173,-0.0036,0.7149,0.6990,0.0013,0.0002,-0.0004
d3-006,5,106,startbuffer,21.0000,origin,0.0001,0.0091,-0.0002,0.0090,0.0091,0.7107,0.7036,-0.0008,0.0011,0.0012
d3-006,5,106,startbuffer,26.0000,right_hand,0.3001,0.7430,-0.9653,0.4424,-0.8224,0.3266,-0.1458,0.0014,-0.0001,0.0004
d3-006,5,106,startbuffer,26.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,startbuffer,26.0000,stimulus,0.0016,0.7946,-0.4994,0.0173,-0.0036,0.7150,0.6990,0.0013,0.0003,-0.0003
d3-006,5,106,startbuffer,26.0000,origin,0.0001,0.0091,-0.0001,0.0090,0.0090,0.7107,0.7036,-0.0006,0.0003,0.0007
d3-006,5,106,startbuffer,31.0000,right_hand,0.3001,0.7430,-0.9653,0.4425,-0.8223,0.3267,-0.1458,0.0019,0.0001,0.0005
d3-006,5,106,startbuffer,31.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,startbuffer,31.0000,stimulus,0.0016,0.7946,-0.4994,0.0173,-0.0036,0.7150,0.6990,0.0013,0.0004,-0.0003
d3-006,5,106,startbuffer,31.0000,origin,0.0001,0.0091,-0.0001,0.0090,0.0090,0.7107,0.7036,-0.0006,0.0002,0.0006
d3-006,5,106,startbuffer,36.0000,right_hand,0.3001,0.7430,-0.9653,0.4425,-0.8223,0.3267,-0.1459,0.0017,0.0001,0.0004
d3-006,5,106,startbuffer,36.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,startbuffer,36.0000,stimulus,0.0016,0.7946,-0.4994,0.0173,-0.0036,0.7150,0.6990,0.0013,0.0004,-0.0004
d3-006,5,106,startbuffer,36.0000,origin,0.0001,0.0091,-0.0002,0.0090,0.0090,0.7106,0.7035,-0.0008,-0.0002,0.0011
d3-006,5,106,startbuffer,41.0000,right_hand,0.3001,0.7430,-0.9653,0.4425,-0.8223,0.3267,-0.1459,0.0010,0.0006,0.0007
d3-006,5,106,startbuffer,41.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,startbuffer,41.0000,stimulus,0.0016,0.7947,-0.4994,0.0173,-0.0036,0.7150,0.6990,0.0008,0.0004,0.0003
d3-006,5,106,startbuffer,41.0000,origin,-0.0001,0.0090,-0.0001,0.0091,0.0090,0.7108,0.7036,-0.0025,-0.0006,0.0000
d3-006,5,106,startbuffer,46.0000,right_hand,0.3001,0.7430,-0.9653,0.4425,-0.8223,0.3268,-0.1460,0.0016,0.0006,0.0008
d3-006,5,106,startbuffer,46.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,startbuffer,46.0000,stimulus,0.0016,0.7946,-0.4994,0.0173,-0.0037,0.7150,0.6990,0.0010,-0.0006,0.0005
d3-006,5,106,startbuffer,46.0000,origin,-0.0001,0.0090,-0.0001,0.0091,0.0090,0.7108,0.7036,-0.0025,-0.0010,0.0000
d3-006,5,106,begin,51.0000,right_hand,0.3001,0.7430,-0.9653,0.4425,-0.8222,0.3268,-0.1460,0.0018,0.0006,0.0009
d3-006,5,106,begin,51.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,begin,51.0000,stimulus,0.0016,0.7946,-0.4995,0.0173,-0.0037,0.7150,0.6990,0.0010,-0.0007,0.0006
d3-006,5,106,begin,51.0000,origin,0.0000,0.0091,-0.0002,0.0091,0.0090,0.7107,0.7035,-0.0017,0.0002,0.0007
d3-006,5,106,begin,56.0000,right_hand,0.3001,0.7430,-0.9654,0.4426,-0.8222,0.3269,-0.1461,0.0021,0.0000,0.0013
d3-006,5,106,begin,56.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,begin,56.0000,stimulus,0.0016,0.7946,-0.4995,0.0173,-0.0037,0.7150,0.6990,0.0011,-0.0005,0.0006
d3-006,5,106,begin,56.0000,origin,0.0000,0.0091,-0.0002,0.0091,0.0090,0.7108,0.7036,-0.0017,0.0004,0.0006
d3-006,5,106,begin,61.0000,right_hand,0.3001,0.7429,-0.9654,0.4426,-0.8221,0.3270,-0.1462,0.0033,-0.0002,0.0014
d3-006,5,106,begin,61.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,begin,61.0000,stimulus,0.0016,0.7946,-0.4995,0.0173,-0.0037,0.7150,0.6990,0.0012,-0.0003,0.0004
d3-006,5,106,begin,61.0000,origin,-0.0002,0.0091,-0.0001,0.0090,0.0090,0.7107,0.7036,-0.0035,0.0003,-0.0006
d3-006,5,106,begin,66.0000,right_hand,0.3001,0.7429,-0.9654,0.4426,-0.8220,0.3271,-0.1463,0.0038,-0.0002,0.0015
d3-006,5,106,begin,66.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,begin,66.0000,stimulus,0.0016,0.7946,-0.4995,0.0173,-0.0037,0.7150,0.6990,0.0012,-0.0004,0.0001
d3-006,5,106,begin,66.0000,origin,-0.0002,0.0091,-0.0001,0.0090,0.0090,0.7106,0.7035,-0.0035,0.0003,-0.0006
d3-006,5,106,begin,71.0000,right_hand,0.3002,0.7430,-0.9654,0.4426,-0.8220,0.3271,-0.1464,0.0042,0.0001,0.0019
d3-006,5,106,begin,71.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,begin,71.0000,stimulus,0.0016,0.7946,-0.4994,0.0173,-0.0037,0.7150,0.6989,0.0013,-0.0003,0.0001
d3-006,5,106,begin,71.0000,origin,-0.0002,0.0091,-0.0001,0.0090,0.0090,0.7108,0.7036,-0.0035,0.0002,-0.0004
d3-006,5,106,begin,76.0000,right_hand,0.3002,0.7430,-0.9654,0.4426,-0.8219,0.3273,-0.1466,0.0045,0.0002,0.0021
d3-006,5,106,begin,76.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,begin,76.0000,stimulus,0.0016,0.7946,-0.4994,0.0173,-0.0037,0.7150,0.6990,0.0013,-0.0003,0.0001
d3-006,5,106,begin,76.0000,origin,-0.0002,0.0091,-0.0001,0.0090,0.0090,0.7107,0.7035,-0.0034,0.0004,-0.0010
d3-006,5,106,begin,81.0000,right_hand,0.3002,0.7430,-0.9654,0.4426,-0.8218,0.3274,-0.1467,0.0046,0.0002,0.0022
d3-006,5,106,begin,81.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,begin,81.0000,stimulus,0.0015,0.7946,-0.4994,0.0173,-0.0037,0.7150,0.6990,0.0002,-0.0003,-0.0004
d3-006,5,106,begin,81.0000,origin,-0.0001,0.0092,-0.0001,0.0091,0.0090,0.7107,0.7036,-0.0013,0.0003,-0.0014
d3-006,5,106,begin,86.0000,right_hand,0.2999,0.7429,-0.9654,0.4425,-0.8218,0.3275,-0.1468,0.0016,-0.0005,0.0015
d3-006,5,106,begin,86.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,106,begin,86.0000,stimulus,0.0015,0.7946,-0.4994,0.0173,-0.0037,0.7150,0.6990,0.0001,-0.0003,-0.0004
d3-006,5,106,begin,86.0000,origin,-0.0001,0.0092,-0.0001,0.0091,0.0090,0.7108,0.7037,-0.0014,0.0002,-0.0014
