participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-006,2,25,startbuffer,1.0000,right_hand,0.2528,0.7509,-0.9628,0.3726,-0.8351,0.3775,-0.1458,-0.0008,-0.0009,0.0018
d3-006,2,25,startbuffer,1.0000,right_elbow,0.1277,0.1863,-0.6504,0.0496,-0.0649,0.0924,0.9924,-0.0014,-0.0001,-0.0013
d3-006,2,25,startbuffer,1.0000,stimulus,-0.0005,0.7885,-0.4972,0.7018,-0.7123,-0.0045,-0.0109,0.0028,0.0007,0.0009
d3-006,2,25,startbuffer,1.0000,origin,0.0001,0.0091,0.0000,0.0081,0.0085,0.7110,0.7033,0.0000,0.0017,-0.0003
d3-006,2,25,startbuffer,6.0000,right_hand,0.2528,0.7509,-0.9627,0.3726,-0.8351,0.3775,-0.1458,-0.0018,-0.0008,0.0011
d3-006,2,25,startbuffer,6.0000,right_elbow,0.1277,0.1863,-0.6504,0.0496,-0.0649,0.0924,0.9924,-0.0014,-0.0001,-0.0013
d3-006,2,25,startbuffer,6.0000,stimulus,-0.0005,0.7885,-0.4972,0.7018,-0.7123,-0.0045,-0.0109,0.0029,0.0009,0.0009
d3-006,2,25,startbuffer,6.0000,origin,0.0001,0.0091,0.0000,0.0082,0.0085,0.7109,0.7032,-0.0001,0.0020,-0.0004
d3-006,2,25,startbuffer,11.0000,right_hand,0.2527,0.7509,-0.9627,0.3725,-0.8351,0.3775,-0.1459,-0.0025,-0.0013,0.0005
d3-006,2,25,startbuffer,11.0000,right_elbow,0.1277,0.1863,-0.6504,0.0496,-0.0649,0.0925,0.9924,-0.0012,-0.0006,-0.0007
d3-006,2,25,startbuffer,11.0000,stimulus,-0.0009,0.7885,-0.4970,0.7018,-0.7123,-0.0045,-0.0109,-0.0002,0.0006,-0.0006
d3-006,2,25,startbuffer,11.0000,origin,0.0002,0.0091,0.0000,0.0082,0.0085,0.7110,0.7033,0.0002,0.0018,-0.0004
d3-006,2,25,startbuffer,16.0000,right_hand,0.2527,0.7509,-0.9627,0.3725,-0.8351,0.3775,-0.1459,-0.0025,-0.0013,0.0005
d3-006,2,25,startbuffer,16.0000,right_elbow,0.1277,0.1863,-0.6504,0.0496,-0.0649,0.0924,0.9924,-0.0013,-0.0007,-0.0008
d3-006,2,25,startbuffer,16.0000,stimulus,-0.0009,0.7885,-0.4970,0.7018,-0.7123,-0.0045,-0.0109,0.0000,0.0006,-0.0007
d3-006,2,25,startbuffer,16.0000,origin,0.0002,0.0091,0.0000,0.0082,0.0084,0.7109,0.7032,0.0003,0.0010,0.0002
d3-006,2,25,startbuffer,21.0000,right_hand,0.2527,0.7508,-0.9627,0.3725,-0.8351,0.3775,-0.1458,-0.0026,-0.0014,0.0009
