participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-006,2,34,startbuffer,2.0000,right_hand,0.2604,0.7714,-0.9348,0.3580,-0.8733,0.2858,-0.1656,0.0002,0.0000,0.0000
d3-006,2,34,startbuffer,2.0000,right_elbow,0.1255,0.1890,-0.6469,0.0546,-0.0626,0.0920,0.9923,-0.0004,0.0010,-0.0013
d3-006,2,34,startbuffer,2.0000,stimulus,0.0010,0.7884,-0.4941,0.7008,-0.7122,0.0329,0.0250,0.0004,0.0006,0.0007
d3-006,2,34,startbuffer,2.0000,origin,0.0000,0.0089,0.0000,0.0082,0.0082,0.7109,0.7035,-0.0008,-0.0011,-0.0008
d3-006,2,34,startbuffer,7.0000,right_hand,0.2605,0.7715,-0.9348,0.3580,-0.8734,0.2858,-0.1656,0.0007,0.0002,-0.0001
d3-006,2,34,startbuffer,7.0000,right_elbow,0.1255,0.1890,-0.6469,0.0546,-0.0626,0.0920,0.9923,-0.0002,0.0011,-0.0009
d3-006,2,34,startbuffer,7.0000,stimulus,0.0010,0.7884,-0.4941,0.7007,-0.7122,0.0329,0.0250,0.0004,0.0005,0.0007
d3-006,2,34,startbuffer,7.0000,origin,0.0001,0.0090,0.0000,0.0082,0.0082,0.7110,0.7035,-0.0001,-0.0004,-0.0010
d3-006,2,34,startbuffer,12.0000,right_hand,0.2605,0.7715,-0.9348,0.3580,-0.8734,0.2858,-0.1656,0.0006,0.0002,-0.0002
d3-006,2,34,startbuffer,12.0000,right_elbow,0.1255,0.1890,-0.6469,0.0546,-0.0626,0.0920,0.9923,-0.0002,0.0011,-0.0011
d3-006,2,34,startbuffer,12.0000,stimulus,0.0010,0.7884,-0.4941,0.7007,-0.7122,0.0329,0.0250,0.0003,0.0006,0.0008
d3-006,2,34,startbuffer,12.0000,origin,0.0001,0.0090,0.0000,0.0082,0.0082,0.7109,0.7034,-0.0003,-0.0004,-0.0010
d3-006,2,34,startbuffer,17.0000,right_hand,0.2605,0.7714,-0.9348,0.3580,-0.8733,0.2858,-0.1656,0.0013,-0.0004,-0.0007
d3-006,2,34,startbuffer,17.0000,right_elbow,0.1256,0.1890,-0.6469,0.0546,-0.0626,0.0920,0.9923,0.0006,0.0009,-0.0012
d3-006,2,34,startbuffer,17.0000,stimulus,0.0010,0.7884,-0.4941,0.7007,-0.7122,0.0329,0.0250,0.0002,0.0005,0.0009
d3-006,2,34,startbuffer,17.0000,origin,0.0001,0.0090,-0.0001,0.0082,0.0082,0.7108,0.7034,0.0000,-0.0007,-0.0008
d3-006,2,34,startbuffer,22.0000,right_hand,0.2606,0.7714,-0.9347,0.3580,-0.8733,0.2858,-0.1656,0.0015,-0.0003,-0.0015
d3-006,2,34,startbuffer,22.0000,right_elbow,0.1257,0.1890,-0.6469,0.0546,-0.0626,0.0920,0.9923,0.0011,0.0008,-0.0013
