participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-006,5,117,startbuffer,2.0000,right_hand,0.2804,0.7400,-0.9628,0.3738,-0.8821,0.2516,-0.1376,0.0001,0.0001,-0.0010
d3-006,5,117,startbuffer,2.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,117,startbuffer,2.0000,stimulus,-0.0030,0.7957,-0.4982,0.0058,0.0096,0.7152,0.6994,0.0016,-0.0006,-0.0008
d3-006,5,117,startbuffer,2.0000,origin,-0.0001,0.0093,0.0000,0.0093,0.0093,0.7108,0.7035,-0.0001,0.0002,-0.0004
d3-006,5,117,startbuffer,7.0000,right_hand,0.2804,0.7400,-0.9628,0.3738,-0.8821,0.2516,-0.1376,-0.0002,0.0005,-0.0010
d3-006,5,117,startbuffer,7.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,117,startbuffer,7.0000,stimulus,-0.0030,0.7957,-0.4982,0.0058,0.0096,0.7153,0.6994,0.0015,-0.0005,-0.0009
d3-006,5,117,startbuffer,7.0000,origin,-0.0001,0.0093,0.0000,0.0093,0.0093,0.7108,0.7034,0.0003,0.0006,-0.0006
d3-006,5,117,startbuffer,12.0000,right_hand,0.2805,0.7400,-0.9627,0.3739,-0.8820,0.2516,-0.1376,0.0007,0.0002,-0.0021
d3-006,5,117,startbuffer,12.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,117,startbuffer,12.0000,stimulus,-0.0030,0.7957,-0.4982,0.0058,0.0096,0.7152,0.6994,0.0015,-0.0006,-0.0009
d3-006,5,117,startbuffer,12.0000,origin,-0.0001,0.0093,0.0000,0.0093,0.0093,0.7108,0.7034,0.0003,0.0006,-0.0006
d3-006,5,117,startbuffer,17.0000,right_hand,0.2805,0.7400,-0.9627,0.3739,-0.8820,0.2516,-0.1375,0.0006,0.0008,-0.0020
d3-006,5,117,startbuffer,17.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,117,startbuffer,17.0000,stimulus,-0.0030,0.7957,-0.4982,0.0058,0.0096,0.7153,0.6995,0.0012,-0.0008,-0.0013
d3-006,5,117,startbuffer,17.0000,origin,-0.0001,0.0093,0.0000,0.0093,0.0093,0.7110,0.7035,0.0004,0.0008,-0.0006
d3-006,5,117,startbuffer,22.0000,right_hand,0.2805,0.7400,-0.9627,0.3739,-0.8820,0.2516,-0.1375,0.0006,0.0008,-0.0022
d3-006,5,117,startbuffer,22.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,117,startbuffer,22.0000,stimulus,-0.0030,0.7957,-0.4982,0.0058,0.0096,0.7153,0.6995,0.0012,-0.0005,-0.0014
d3-006,5,117,startbuffer,22.0000,origin,-0.0001,0.0093,0.0000,0.0093,0.0093,0.7109,0.7034,0.0004,0.0008,-0.0006
d3-006,5,117,startbuffer,27.0000,right_hand,0.2805,0.7400,-0.9627,0.3739,-0.8820,0.2516,-0.1375,0.0006,0.0009,-0.0022
d3-006,5,117,startbuffer,27.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,117,startbuffer,27.0000,stimulus,-0.0030,0.7958,-0.4982,0.0058,0.0096,0.7152,0.6994,0.0005,0.0005,-0.0012
d3-006,5,117,startbuffer,27.0000,origin,-0.0001,0.0093,0.0000,0.0093,0.0093,0.7109,0.7034,0.0007,0.0006,-0.0007
d3-006,5,117,startbuffer,32.0000,right_hand,0.2805,0.7400,-0.9627,0.3740,-0.8820,0.2515,-0.1375,0.0010,0.0008,-0.0022
d3-006,5,117,startbuffer,32.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,117,startbuffer,32.0000,stimulus,-0.0030,0.7958,-0.4982,0.0058,0.0096,0.7152,0.6994,0.0007,0.0007,-0.0012
d3-006,5,117,startbuffer,32.0000,origin,-0.0001,0.0093,0.0000,0.0094,0.0092,0.7109,0.7034,0.0005,0.0007,-0.0008
d3-006,5,117,startbuffer,37.0000,right_hand,0.2805,0.7399,-0.9628,0.3740,-0.8820,0.2515,-0.1375,0.0009,-0.0002,-0.0012
d3-006,5,117,startbuffer,37.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,117,startbuffer,37.0000,stimulus,-0.0030,0.7958,-0.4982,0.0058,0.0096,0.7152,0.6994,0.0007,0.0008,-0.0010
d3-006,5,117,startbuffer,37.0000,origin,-0.0001,0.0093,0.0000,0.0093,0.0093,0.7109,0.7034,0.0004,0.0007,-0.0009
d3-006,5,117,startbuffer,42.0000,right_hand,0.2805,0.7399,-0.9628,0.3740,-0.8820,0.2515,-0.1376,0.0008,0.0000,-0.0009
d3-006,5,117,startbuffer,42.0000,right_elbow,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
d3-006,5,117,startbuffer,42.0000,stimulus,-0.0030,0.7958,-0.4982,0.0058,0.0096,0.7154,0.6996,0.0007,0.0008,-0.0010
d3-006,5,117,startbuffer,42.0000,origin,0.0000,0.0093,0.0000,0.0094,0.0093,0.7109,0.7034,0.0010,0.0011,0.0001
d3-006,5,117,startbuffer,47.0000,right_hand,0.2805,0.7399,-0.9628,0.3740,-0.8820,0.2514,-0.1376,0.0007,0.0000,-0.0008
