participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,direction,trialtime
206,15,1,0.29,0.7911,-0.5056,0.2769,0.8349,-0.7443,0.2834,0.813,-0.6249,0.2834,0.7711,-0.6461,Forearm,-0.0212,0.243,0.2776,0.2416,0.4561536,backward,2.6989
