participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,direction,trialtime
206,5,1,0.2924,0.7905,-0.5081,0.275,0.8355,-0.7427,0.2837,0.813,-0.6254,0.279,0.7705,-0.8319,Elbow,-0.0892,0.2396,0.2135,0.28,0.3266042,backward,5.6091
