participant,block,trial,tracked,pos_x,pos_y,pos_z,aperture,time_ms,phase
d-002,4,5,wrist,0.3224,0.8182,-1.4649,0.0000,0,start
d-002,4,5,wrist,0.3201,0.8141,-1.4618,0.0000,4.9871,start
d-002,4,5,wrist,0.3201,0.8140,-1.4620,0.0000,9.9734,start
d-002,4,5,wrist,0.3200,0.8140,-1.4619,0.0000,14.9608,start
d-002,4,5,wrist,0.3199,0.8139,-1.4620,0.0000,19.947,start
d-002,4,5,wrist,0.3200,0.8139,-1.4619,0.0000,24.9335,start
d-002,4,5,wrist,0.3197,0.8140,-1.4616,0.0000,29.9206,start
d-002,4,5,wrist,0.3200,0.8139,-1.4619,0.0000,34.9076,start
d-002,4,5,wrist,0.3200,0.8139,-1.4619,0.0000,39.8931,start
d-002,4,5,wrist,0.3200,0.8139,-1.4619,0.0000,44.8805,start
d-002,4,5,wrist,0.3203,0.8140,-1.4621,0.0000,49.8666,start
d-002,4,5,wrist,0.3203,0.8140,-1.4621,0.0000,54.8531,start
d-002,4,5,wrist,0.3203,0.8140,-1.4621,0.0000,59.8398,start
d-002,4,5,wrist,0.3201,0.8139,-1.4619,0.0000,64.827,start
d-002,4,5,wrist,0.3200,0.8139,-1.4619,0.0000,69.8137,start
d-002,4,5,wrist,0.3200,0.8139,-1.4619,0.0000,74.7996,start
d-002,4,5,wrist,0.3204,0.8139,-1.4621,0.0000,79.7869,start
d-002,4,5,wrist,0.3203,0.8139,-1.4621,0.0000,84.7737,start
d-002,4,5,wrist,0.3202,0.8138,-1.4620,0.0000,89.7605,start
d-002,4,5,wrist,0.3201,0.8138,-1.4620,0.0000,94.7472,start
d-002,4,5,wrist,0.3201,0.8138,-1.4620,0.0000,99.7334,start
d-002,4,5,wrist,0.3204,0.8139,-1.4621,0.0000,104.7197,start
d-002,4,5,wrist,0.3204,0.8139,-1.4621,0.0000,109.7071,start
d-002,4,5,wrist,0.3203,0.8136,-1.4621,0.0000,114.694,start
d-002,4,5,wrist,0.3203,0.8135,-1.4621,0.0000,119.6799,start
d-002,4,5,wrist,0.3203,0.8135,-1.4621,0.0000,124.6663,start
d-002,4,5,wrist,0.3207,0.8135,-1.4622,0.0000,129.6533,start
d-002,4,5,wrist,0.3207,0.8135,-1.4622,0.0000,134.64,start
d-002,4,5,wrist,0.3204,0.8135,-1.4621,0.0000,139.6264,start
d-002,4,5,wrist,0.3203,0.8135,-1.4621,0.0000,144.6136,start
d-002,4,5,wrist,0.3203,0.8135,-1.4621,0.0000,149.5997,start
d-002,4,5,wrist,0.3206,0.8135,-1.4622,0.0000,154.5873,start
d-002,4,5,wrist,0.3207,0.8135,-1.4622,0.0000,159.573,start
d-002,4,5,wrist,0.3207,0.8135,-1.4622,0.0000,164.5609,start
d-002,4,5,wrist,0.3203,0.8135,-1.4621,0.0000,169.5474,start
d-002,4,5,wrist,0.3203,0.8135,-1.4621,0.0000,174.5334,start
d-002,4,5,wrist,0.3203,0.8135,-1.4621,0.0000,179.5203,start
d-002,4,5,wrist,0.3203,0.8135,-1.4621,0.0000,184.507,start
d-002,4,5,wrist,0.3204,0.8134,-1.4621,0.0000,189.4934,start
d-002,4,5,wrist,0.3203,0.8135,-1.4621,0.0000,194.4796,start
d-002,4,5,wrist,0.3203,0.8135,-1.4621,0.0000,199.4672,start
d-002,4,5,wrist,0.3203,0.8135,-1.4621,0.0000,204.4532,start
d-002,4,5,wrist,0.3207,0.8133,-1.4623,0.0000,209.4402,start
d-002,4,5,wrist,0.3208,0.8132,-1.4623,0.0000,214.4265,start
d-002,4,5,wrist,0.3208,0.8132,-1.4623,0.0000,219.4129,start
d-002,4,5,wrist,0.3208,0.8132,-1.4623,0.0000,224.3998,start
d-002,4,5,wrist,0.3208,0.8132,-1.4623,0.0000,229.3864,start
d-002,4,5,wrist,0.3209,0.8130,-1.4625,0.0000,234.3732,start
d-002,4,5,wrist,0.3210,0.8129,-1.4625,0.0000,239.3601,start
d-002,4,5,wrist,0.3210,0.8129,-1.4625,0.0000,244.3472,start
d-002,4,5,wrist,0.3205,0.8131,-1.4624,0.0000,249.3329,start
d-002,4,5,wrist,0.3205,0.8131,-1.4624,0.0000,254.3207,start
d-002,4,5,wrist,0.3205,0.8131,-1.4624,0.0000,259.3072,start
d-002,4,5,wrist,0.3205,0.8131,-1.4624,0.0000,264.2935,start
d-002,4,5,wrist,0.3166,0.8109,-1.4655,0.0000,269.2807,start
d-002,4,5,wrist,0.3205,0.8131,-1.4624,0.0000,274.2664,start
d-002,4,5,wrist,0.3205,0.8131,-1.4624,0.0000,279.2548,start
d-002,4,5,wrist,0.3205,0.8131,-1.4624,0.0000,284.2398,start
d-002,4,5,wrist,0.3208,0.8128,-1.4624,0.0000,289.2267,start
d-002,4,5,wrist,0.3208,0.8128,-1.4624,0.0000,294.2131,start
d-002,4,5,wrist,0.3208,0.8128,-1.4624,0.0000,299.2004,start
d-002,4,5,wrist,0.3208,0.8128,-1.4624,0.0000,304.1866,start
d-002,4,5,wrist,0.3208,0.8128,-1.4624,0.0000,309.1737,start
d-002,4,5,wrist,0.3211,0.8126,-1.4625,0.0000,314.1596,start
d-002,4,5,wrist,0.3212,0.8125,-1.4626,0.0000,319.1462,start
d-002,4,5,wrist,0.3207,0.8119,-1.4625,0.0000,324.133,start
d-002,4,5,wrist,0.3207,0.8119,-1.4625,0.0000,329.1198,start
d-002,4,5,wrist,0.3207,0.8119,-1.4625,0.0000,334.1071,start
d-002,4,5,wrist,0.3207,0.8119,-1.4625,0.0000,339.0939,start
d-002,4,5,wrist,0.3207,0.8119,-1.4625,0.0000,344.0797,start
d-002,4,5,wrist,0.3205,0.8119,-1.4625,0.0000,349.0662,start
d-002,4,5,wrist,0.3204,0.8121,-1.4625,0.0000,354.0533,start
d-002,4,5,wrist,0.3204,0.8121,-1.4625,0.0000,359.0398,start
d-002,4,5,wrist,0.3204,0.8121,-1.4625,0.0000,364.0265,start
d-002,4,5,wrist,0.3206,0.8123,-1.4625,0.0000,369.0132,start
d-002,4,5,wrist,0.3207,0.8122,-1.4624,0.0000,373.9998,start
d-002,4,5,wrist,0.3202,0.8126,-1.4621,0.0000,378.9871,start
d-002,4,5,wrist,0.3202,0.8126,-1.4622,0.0000,383.9728,start
d-002,4,5,wrist,0.3202,0.8126,-1.4622,0.0000,388.9597,start
d-002,4,5,wrist,0.3205,0.8125,-1.4621,0.0000,393.9461,start
d-002,4,5,wrist,0.3205,0.8124,-1.4621,0.0000,398.9336,start
d-002,4,5,wrist,0.3205,0.8124,-1.4621,0.0000,403.9198,start
d-002,4,5,wrist,0.3205,0.8124,-1.4621,0.0000,408.9064,start
d-002,4,5,wrist,0.3205,0.8124,-1.4621,0.0000,413.8931,start
d-002,4,5,wrist,0.3209,0.8122,-1.4623,0.0000,418.8796,start
d-002,4,5,wrist,0.3209,0.8122,-1.4623,0.0000,423.8667,start
d-002,4,5,wrist,0.3209,0.8122,-1.4622,0.0000,428.8528,start
d-002,4,5,wrist,0.3208,0.8122,-1.4621,0.0000,433.8397,start
d-002,4,5,wrist,0.3208,0.8122,-1.4621,0.0000,438.8267,start
d-002,4,5,wrist,0.3207,0.8122,-1.4622,0.0000,443.8129,start
d-002,4,5,wrist,0.3209,0.8122,-1.4621,0.0000,448.8,start
d-002,4,5,wrist,0.3209,0.8122,-1.4621,0.0000,453.7866,start
d-002,4,5,wrist,0.3209,0.8122,-1.4621,0.0000,458.7731,start
d-002,4,5,wrist,0.3209,0.8122,-1.4621,0.0000,463.7605,start
d-002,4,5,wrist,0.3209,0.8122,-1.4621,0.0000,468.7465,start
d-002,4,5,wrist,0.3209,0.8122,-1.4621,0.0000,473.7329,start
d-002,4,5,wrist,0.3209,0.8122,-1.4621,0.0000,478.7196,start
d-002,4,5,wrist,0.3208,0.8122,-1.4622,0.0000,483.7061,start
d-002,4,5,wrist,0.3208,0.8122,-1.4622,0.0000,488.6932,start
d-002,4,5,wrist,0.3209,0.8122,-1.4621,0.0000,493.6801,start
d-002,4,5,wrist,0.3209,0.8122,-1.4621,0.0000,498.6671,start
d-002,4,5,wrist,0.3209,0.8122,-1.4621,0.0000,503.653,start
d-002,4,5,wrist,0.3208,0.8122,-1.4622,0.0000,509.6373,start
d-002,4,5,wrist,0.3209,0.8122,-1.4621,0.0000,514.6234,start
d-002,4,5,wrist,0.3211,0.8117,-1.4619,0.0000,519.6104,start
d-002,4,5,wrist,0.3216,0.8113,-1.4621,0.0000,524.5968,start
d-002,4,5,wrist,0.3217,0.8112,-1.4622,0.0000,529.186,start
d-002,4,5,wrist,0.3216,0.8111,-1.4623,0.0000,534.1732,start
d-002,4,5,wrist,0.3215,0.8113,-1.4621,0.0000,539.1599,start
d-002,4,5,wrist,0.3215,0.8113,-1.4621,0.0000,544.1469,start
d-002,4,5,wrist,0.3216,0.8112,-1.4622,0.0000,549.1325,start
d-002,4,5,wrist,0.3216,0.8112,-1.4622,0.0000,554.1206,start
d-002,4,5,wrist,0.3217,0.8111,-1.4624,0.0000,559.1059,start
d-002,4,5,wrist,0.3217,0.8111,-1.4624,0.0000,564.0938,start
d-002,4,5,wrist,0.3188,0.8103,-1.4652,0.0000,569.08,start
d-002,4,5,wrist,0.3216,0.8111,-1.4624,0.0000,574.0661,start
d-002,4,5,wrist,0.3216,0.8111,-1.4624,0.0000,579.0527,start
d-002,4,5,wrist,0.3217,0.8112,-1.4625,0.0000,584.0394,start
d-002,4,5,wrist,0.3216,0.8111,-1.4625,0.0000,589.0263,start
d-002,4,5,wrist,0.3214,0.8112,-1.4626,0.0000,594.0127,start
d-002,4,5,wrist,0.3214,0.8112,-1.4627,0.0000,598.9997,start
d-002,4,5,wrist,0.3215,0.8112,-1.4627,0.0000,603.9858,start
d-002,4,5,wrist,0.3215,0.8112,-1.4628,0.0000,608.9737,start
d-002,4,5,wrist,0.3215,0.8111,-1.4628,0.0000,613.9602,start
d-002,4,5,wrist,0.3213,0.8108,-1.4629,0.0000,618.9466,start
d-002,4,5,wrist,0.3213,0.8108,-1.4629,0.0000,623.9331,start
d-002,4,5,wrist,0.3214,0.8107,-1.4629,0.0000,628.9192,start
d-002,4,5,wrist,0.3214,0.8107,-1.4628,0.0000,633.9064,start
d-002,4,5,wrist,0.3213,0.8107,-1.4629,0.0000,638.8929,start
d-002,4,5,wrist,0.3213,0.8107,-1.4629,0.0000,643.8796,start
d-002,4,5,wrist,0.3213,0.8107,-1.4629,0.0000,648.8664,start
d-002,4,5,wrist,0.3213,0.8107,-1.4629,0.0000,653.8529,start
d-002,4,5,wrist,0.3213,0.8107,-1.4629,0.0000,658.8398,start
d-002,4,5,wrist,0.3214,0.8107,-1.4628,0.0000,663.8276,start
d-002,4,5,wrist,0.3214,0.8107,-1.4628,0.0000,668.8139,start
d-002,4,5,wrist,0.3206,0.8108,-1.4632,0.0000,673.7998,start
d-002,4,5,wrist,0.3206,0.8108,-1.4632,0.0000,678.7862,start
d-002,4,5,wrist,0.3208,0.8109,-1.4630,0.0000,683.773,start
d-002,4,5,wrist,0.3208,0.8109,-1.4630,0.0000,688.7606,start
d-002,4,5,wrist,0.3202,0.8114,-1.4631,0.0000,693.7459,start
d-002,4,5,wrist,0.3202,0.8114,-1.4631,0.0000,698.7329,start
d-002,4,5,wrist,0.3199,0.8118,-1.4630,0.0000,703.7192,start
d-002,4,5,wrist,0.3203,0.8120,-1.4631,0.0000,708.7066,start
d-002,4,5,wrist,0.3205,0.8122,-1.4632,0.0000,713.6933,start
d-002,4,5,wrist,0.3205,0.8124,-1.4632,0.0000,718.6794,start
d-002,4,5,wrist,0.3199,0.8125,-1.4632,0.0000,723.6666,start
d-002,4,5,wrist,0.3195,0.8127,-1.4631,0.0000,728.6525,start
d-002,4,5,wrist,0.3195,0.8127,-1.4631,0.0000,733.148,start
d-002,4,5,wrist,0.3198,0.8130,-1.4632,0.0000,738.1341,start
d-002,4,5,wrist,0.3201,0.8131,-1.4631,0.0000,743.1217,start
d-002,4,5,wrist,0.3193,0.8132,-1.4629,0.0000,748.1073,start
d-002,4,5,wrist,0.3193,0.8133,-1.4628,0.0000,753.0949,start
d-002,4,5,wrist,0.3193,0.8134,-1.4627,0.0000,758.0817,start
d-002,4,5,wrist,0.3199,0.8136,-1.4626,0.0000,763.0677,start
d-002,4,5,wrist,0.3199,0.8137,-1.4625,0.0000,768.0545,start
d-002,4,5,wrist,0.3193,0.8136,-1.4623,0.0000,773.0415,start
d-002,4,5,wrist,0.3193,0.8136,-1.4623,0.0000,778.0286,start
d-002,4,5,wrist,0.3193,0.8136,-1.4622,0.0000,783.0148,start
d-002,4,5,wrist,0.3193,0.8136,-1.4622,0.0000,788.0015,start
d-002,4,5,wrist,0.3195,0.8137,-1.4620,0.0000,792.9882,start
d-002,4,5,wrist,0.3195,0.8138,-1.4620,0.0000,797.9749,start
d-002,4,5,wrist,0.3193,0.8138,-1.4617,0.0000,802.9612,start
d-002,4,5,wrist,0.3193,0.8138,-1.4617,0.0000,807.9475,start
d-002,4,5,wrist,0.3193,0.8138,-1.4618,0.0000,812.9352,start
d-002,4,5,wrist,0.3194,0.8139,-1.4616,0.0000,817.9218,start
d-002,4,5,wrist,0.3194,0.8139,-1.4616,0.0000,822.9083,start
d-002,4,5,wrist,0.3190,0.8136,-1.4614,0.0000,827.8944,start
d-002,4,5,wrist,0.3190,0.8134,-1.4615,0.0000,832.3911,start
d-002,4,5,wrist,0.3190,0.8134,-1.4615,0.0000,837.378,start
d-002,4,5,wrist,0.3196,0.8133,-1.4617,0.0000,842.365,start
d-002,4,5,wrist,0.3196,0.8130,-1.4616,0.0000,847.3519,start
d-002,4,5,wrist,0.3196,0.8128,-1.4616,0.0000,852.3386,start
d-002,4,5,wrist,0.3188,0.8125,-1.4615,0.0000,857.3253,start
d-002,4,5,wrist,0.3187,0.8121,-1.4615,0.0000,862.3111,start
d-002,4,5,wrist,0.3192,0.8119,-1.4617,0.0000,867.298,start
d-002,4,5,wrist,0.3195,0.8117,-1.4617,0.0000,872.2846,start
d-002,4,5,wrist,0.3195,0.8116,-1.4618,0.0000,877.2732,start
d-002,4,5,wrist,0.3187,0.8112,-1.4617,0.0000,882.2578,start
d-002,4,5,wrist,0.3182,0.8103,-1.4607,0.0000,887.245,start
d-002,4,5,wrist,0.3189,0.8108,-1.4618,0.0000,892.2312,start
d-002,4,5,wrist,0.3194,0.8105,-1.4619,0.0000,897.218,start
d-002,4,5,wrist,0.3193,0.8101,-1.4619,0.0000,902.2049,start
d-002,4,5,wrist,0.3187,0.8099,-1.4617,0.0000,907.1908,start
d-002,4,5,wrist,0.3187,0.8099,-1.4617,0.0000,912.1784,start
d-002,4,5,wrist,0.3188,0.8096,-1.4616,0.0000,917.1645,start
d-002,4,5,wrist,0.3193,0.8095,-1.4619,0.0000,922.1512,start
d-002,4,5,wrist,0.3192,0.8093,-1.4618,0.0000,927.138,start
d-002,4,5,wrist,0.3192,0.8093,-1.4618,0.0000,931.5922,start
d-002,4,5,wrist,0.3189,0.8092,-1.4616,0.0000,936.5775,start
