ppid,experiment,order,block,trial,time,target,lapse_fix_target,error,lapse_fix_error,forearmlength,closest_to,lapse
d1-015,1_tooluseinVR,second,5,14,post,Forearm,Forearm,-0.004,-0.004,0.2346,Forearm,FALSE
d1-015,1_tooluseinVR,second,5,15,post,Elbow,Elbow,-0.0221,-0.0221,0.235,Elbow,FALSE
d1-015,1_tooluseinVR,second,5,16,post,Forearm,Forearm,-0.1005,-0.1005,0.235,Elbow,FALSE
d1-015,1_tooluseinVR,second,5,17,post,Elbow,Elbow,-0.0045,-0.0045,0.2349,Elbow,FALSE
d1-015,1_tooluseinVR,second,5,18,post,Forearm,Forearm,-0.0078,-0.0078,0.2345,Forearm,FALSE
d1-016,1_tooluseinVR,pre,1,1,pre,Forearm,Forearm,0.0307,0.0307,0.2933,Forearm,FALSE
d1-016,1_tooluseinVR,pre,1,2,pre,Wrist,Forearm,-0.1611,-0.0165000000000002,0.2922,Forearm,TRUE
d1-016,1_tooluseinVR,pre,1,3,pre,Forearm,Forearm,-0.0463,-0.0463,0.2923,Forearm,FALSE
d1-016,1_tooluseinVR,pre,1,4,pre,Wrist,Wrist,-0.1148,-0.1148,0.2923,Forearm,FALSE
d1-016,1_tooluseinVR,pre,1,5,pre,Elbow,Elbow,-0.0092,-0.0092,0.292,Elbow,FALSE
d1-016,1_tooluseinVR,pre,1,6,pre,Forearm,Forearm,-0.0673,-0.0673,0.2921,Forearm,FALSE
d1-016,1_tooluseinVR,pre,1,7,pre,Elbow,Elbow,-0.0609,-0.0609,0.2921,Elbow,FALSE
d1-016,1_tooluseinVR,pre,1,8,pre,Forearm,Forearm,-0.0777,-0.0777,0.292,Elbow,FALSE
d1-016,1_tooluseinVR,pre,1,9,pre,Elbow,Elbow,-0.0363,-0.0363,0.2918,Elbow,FALSE
d1-016,1_tooluseinVR,pre,1,10,pre,Wrist,Forearm,-0.1465,-0.002,0.2918,Forearm,TRUE
d1-016,1_tooluseinVR,pre,1,11,pre,Elbow,Elbow,-0.0367,-0.0367,0.2923,Elbow,FALSE
d1-016,1_tooluseinVR,pre,1,12,pre,Wrist,Wrist,-0.0939,-0.0939,0.2923,Forearm,FALSE
d1-016,1_tooluseinVR,pre,1,13,pre,Forearm,Forearm,-0.0597,-0.0597,0.2925,Forearm,FALSE
d1-016,1_tooluseinVR,pre,1,14,pre,Wrist,Wrist,-0.0847,-0.0847,0.2924,Forearm,FALSE
d1-016,1_tooluseinVR,pre,1,15,pre,Forearm,Forearm,-0.0384,-0.0384,0.2925,Forearm,FALSE
d1-016,1_tooluseinVR,pre,1,16,pre,Elbow,Elbow,-0.0344,-0.0344,0.2927,Elbow,FALSE
d1-016,1_tooluseinVR,pre,1,17,pre,Wrist,Wrist,-0.0961,-0.0961,0.2928,Forearm,FALSE
d1-016,1_tooluseinVR,pre,1,18,pre,Elbow,Elbow,-0.0943,-0.0943,0.293,Elbow,FALSE
d1-016,1_tooluseinVR,first,4,1,post,Forearm,Elbow,-0.2012,-0.0555999999999999,0.2922,Elbow,TRUE
d1-016,1_tooluseinVR,first,4,2,post,Elbow,Elbow,-0.0669,-0.0669,0.2927,Elbow,FALSE
d1-016,1_tooluseinVR,first,4,3,post,Wrist,Wrist,-0.0883,-0.0883,0.2937,Forearm,FALSE
d1-016,1_tooluseinVR,first,4,4,post,Elbow,Elbow,-0.1179,-0.1179,0.2932,Elbow,FALSE
d1-016,1_tooluseinVR,first,4,5,post,Forearm,Forearm,-0.1018,-0.1018,0.2935,Elbow,FALSE
d1-016,1_tooluseinVR,first,4,6,post,Wrist,Wrist,-0.1295,-0.1295,0.2948,Forearm,FALSE
d1-016,1_tooluseinVR,first,4,7,post,Forearm,Forearm,-0.0827,-0.0827,0.2945,Elbow,FALSE
d1-016,1_tooluseinVR,first,4,8,post,Elbow,Elbow,-0.0912,-0.0912,0.295,Elbow,FALSE
d1-016,1_tooluseinVR,first,4,9,post,Wrist,Wrist,-0.1395,-0.1395,0.295,Forearm,FALSE
d1-016,1_tooluseinVR,first,4,10,post,Elbow,Elbow,-0.0971,-0.0971,0.2955,Elbow,FALSE
d1-016,1_tooluseinVR,first,4,11,post,Forearm,Forearm,-0.0984,-0.0984,0.2963,Elbow,FALSE
d1-016,1_tooluseinVR,first,4,12,post,Elbow,Elbow,-0.1289,-0.1289,0.2961,Elbow,FALSE
d1-016,1_tooluseinVR,first,4,13,post,Wrist,Forearm,-0.1701,-0.0227999999999999,0.2964,Forearm,TRUE
d1-016,1_tooluseinVR,first,4,14,post,Forearm,Forearm,-0.0555,-0.0555,0.2969,Forearm,FALSE
d1-016,1_tooluseinVR,first,4,15,post,Wrist,Wrist,-0.0725,-0.0725,0.298,Wrist,FALSE
d1-016,1_tooluseinVR,first,4,16,post,Forearm,Forearm,-0.067,-0.067,0.2982,Forearm,FALSE
d1-016,1_tooluseinVR,first,4,17,post,Elbow,Elbow,-0.1085,-0.1085,0.2991,Elbow,FALSE
d1-016,1_tooluseinVR,first,4,18,post,Wrist,Wrist,-0.0859,-0.0859,0.2998,Forearm,FALSE
d1-017,1_tooluseinVR,pre,2,1,pre,Wrist,Wrist,0.1307,0.1307,0.2246,Wrist,FALSE
d1-017,1_tooluseinVR,pre,2,2,pre,Forearm,Forearm,0.0178,0.0178,0.2264,Forearm,FALSE
d1-017,1_tooluseinVR,pre,2,3,pre,Wrist,Wrist,0.0187,0.0187,0.2271,Wrist,FALSE
d1-017,1_tooluseinVR,pre,2,4,pre,Elbow,Wrist,0.1741,-0.0508,0.2273,Wrist,TRUE
d1-017,1_tooluseinVR,pre,2,5,pre,Wrist,Wrist,0.0801,0.0801,0.2275,Wrist,FALSE
d1-017,1_tooluseinVR,pre,2,6,pre,Forearm,Forearm,-0.0901,-0.0901,0.2285,Elbow,FALSE
d1-017,1_tooluseinVR,pre,2,7,pre,Wrist,Wrist,-0.0136,-0.0136,0.2295,Wrist,FALSE
d1-017,1_tooluseinVR,pre,2,8,pre,Forearm,Forearm,-0.0876,-0.0876,0.2295,Elbow,FALSE
d1-017,1_tooluseinVR,pre,2,9,pre,Elbow,Elbow,-0.1053,-0.1053,0.2305,Elbow,FALSE
d1-017,1_tooluseinVR,pre,2,10,pre,Wrist,Wrist,0.0284,0.0284,0.2316,Wrist,FALSE
d1-017,1_tooluseinVR,pre,2,11,pre,Elbow,Elbow,-0.1441,-0.1441,0.2318,Elbow,FALSE
d1-017,1_tooluseinVR,pre,2,12,pre,Forearm,Elbow,-0.1321,-0.0169999999999999,0.2319,Elbow,TRUE
d1-017,1_tooluseinVR,pre,2,13,pre,Elbow,Elbow,-0.1391,-0.1391,0.232,Elbow,FALSE
d1-017,1_tooluseinVR,pre,2,14,pre,Wrist,Wrist,0.0112,0.0112,0.232,Wrist,FALSE
d1-017,1_tooluseinVR,pre,2,15,pre,Elbow,Elbow,-0.218,-0.218,0.2316,Elbow,FALSE
d1-017,1_tooluseinVR,pre,2,16,pre,Forearm,Forearm,-0.1117,-0.1117,0.2311,Elbow,FALSE
d1-017,1_tooluseinVR,pre,2,17,pre,Elbow,Elbow,-0.1056,-0.1056,0.2309,Elbow,FALSE
d1-017,1_tooluseinVR,pre,2,18,pre,Forearm,Forearm,0.0092,0.0092,0.2307,Forearm,FALSE
d1-017,1_tooluseinVR,second,5,1,post,Elbow,Elbow,-0.0566,-0.0566,0.2305,Elbow,FALSE
d1-017,1_tooluseinVR,second,5,2,post,Forearm,Forearm,-0.0041,-0.0041,0.23,Forearm,FALSE
d1-017,1_tooluseinVR,second,5,3,post,Wrist,Wrist,0.0372,0.0372,0.2291,Wrist,FALSE
d1-017,1_tooluseinVR,second,5,4,post,Forearm,Forearm,-0.0015,-0.0015,0.2296,Forearm,FALSE
d1-017,1_tooluseinVR,second,5,5,post,Elbow,Elbow,-0.0774,-0.0774,0.2294,Elbow,FALSE
d1-017,1_tooluseinVR,second,5,6,post,Wrist,Wrist,-0.0345,-0.0345,0.2301,Wrist,FALSE
d1-017,1_tooluseinVR,second,5,7,post,Elbow,Elbow,-0.1041,-0.1041,0.2316,Elbow,FALSE
d1-017,1_tooluseinVR,second,5,8,post,Forearm,Forearm,-0.0794,-0.0794,0.232,Elbow,FALSE
d1-017,1_tooluseinVR,second,5,9,post,Elbow,Elbow,-0.1468,-0.1468,0.2326,Elbow,FALSE
d1-017,1_tooluseinVR,second,5,10,post,Wrist,Wrist,0.0702,0.0702,0.2318,Wrist,FALSE
d1-017,1_tooluseinVR,second,5,11,post,Forearm,Forearm,-0.055,-0.055,0.2313,Forearm,FALSE
d1-017,1_tooluseinVR,second,5,12,post,Elbow,Elbow,-0.1374,-0.1374,0.2332,Elbow,FALSE
d1-017,1_tooluseinVR,second,5,13,post,Wrist,Wrist,0.038,0.038,0.2318,Wrist,FALSE
d1-017,1_tooluseinVR,second,5,14,post,Forearm,Forearm,-0.0722,-0.0722,0.2316,Elbow,FALSE
d1-017,1_tooluseinVR,second,5,15,post,Wrist,Wrist,-0.0493,-0.0493,0.2319,Wrist,FALSE
d1-017,1_tooluseinVR,second,5,16,post,Elbow,Elbow,-0.1615,-0.1615,0.2326,Elbow,FALSE
d1-017,1_tooluseinVR,second,5,17,post,Forearm,Forearm,-0.0654,-0.0654,0.2327,Elbow,FALSE
d1-017,1_tooluseinVR,second,5,18,post,Wrist,Wrist,0.0743,0.0743,0.2358,Wrist,FALSE
d1-018,1_tooluseinVR,pre,1,1,pre,Forearm,Forearm,-0.1054,-0.1054,0.2113,Elbow,FALSE
d1-018,1_tooluseinVR,pre,1,2,pre,Wrist,Wrist,0.0725,0.0725,0.2113,Wrist,FALSE
d1-018,1_tooluseinVR,pre,1,3,pre,Forearm,Forearm,-0.006,-0.006,0.2118,Forearm,FALSE
d1-018,1_tooluseinVR,pre,1,4,pre,Wrist,Wrist,-0.0206,-0.0206,0.2123,Wrist,FALSE
d1-018,1_tooluseinVR,pre,1,5,pre,Elbow,Elbow,-0.0408,-0.0408,0.2123,Elbow,FALSE
d1-018,1_tooluseinVR,pre,1,6,pre,Forearm,Forearm,-0.0943,-0.0943,0.2125,Elbow,FALSE
d1-018,1_tooluseinVR,pre,1,7,pre,Wrist,Wrist,0.0434,0.0434,0.2122,Wrist,FALSE
d1-018,1_tooluseinVR,pre,1,8,pre,Elbow,Elbow,0.0065,0.0065,0.2122,Elbow,FALSE
d1-018,1_tooluseinVR,pre,1,9,pre,Wrist,Wrist,0.0406,0.0406,0.2119,Wrist,FALSE
d1-018,1_tooluseinVR,pre,1,10,pre,Elbow,Elbow,-0.0413,-0.0413,0.212,Elbow,FALSE
d1-018,1_tooluseinVR,pre,1,11,pre,Forearm,Forearm,0.0305,0.0305,0.2117,Forearm,FALSE
d1-018,1_tooluseinVR,pre,1,12,pre,Wrist,Wrist,0.037,0.037,0.2118,Wrist,FALSE
d1-018,1_tooluseinVR,pre,1,13,pre,Elbow,Elbow,-0.0347,-0.0347,0.2115,Elbow,FALSE
d1-018,1_tooluseinVR,pre,1,14,pre,Forearm,Forearm,-0.0281,-0.0281,0.2117,Forearm,FALSE
d1-018,1_tooluseinVR,pre,1,15,pre,Wrist,Wrist,-0.0166,-0.0166,0.2113,Wrist,FALSE
d1-018,1_tooluseinVR,pre,1,16,pre,Elbow,Elbow,-0.0583,-0.0583,0.2115,Elbow,FALSE
d1-018,1_tooluseinVR,pre,1,17,pre,Forearm,Forearm,-0.0163,-0.0163,0.2113,Forearm,FALSE
d1-018,1_tooluseinVR,pre,1,18,pre,Elbow,Elbow,-0.0833,-0.0833,0.2114,Elbow,FALSE
d1-018,1_tooluseinVR,second,5,1,post,Forearm,Elbow,-0.1284,-0.0252999999999999,0.2107,Elbow,TRUE
d1-018,1_tooluseinVR,second,5,2,post,Wrist,Wrist,0.0545,0.0545,0.2105,Wrist,FALSE
d1-018,1_tooluseinVR,second,5,3,post,Forearm,Forearm,0.0119,0.0119,0.211,Forearm,FALSE
d1-018,1_tooluseinVR,second,5,4,post,Elbow,Elbow,-0.015,-0.015,0.2113,Elbow,FALSE
d1-018,1_tooluseinVR,second,5,5,post,Wrist,Wrist,0.0676,0.0676,0.2116,Wrist,FALSE
d1-018,1_tooluseinVR,second,5,6,post,Elbow,Elbow,-0.0168,-0.0168,0.2123,Elbow,FALSE
d1-018,1_tooluseinVR,second,5,7,post,Forearm,Forearm,0.0055,0.0055,0.2127,Forearm,FALSE
d1-018,1_tooluseinVR,second,5,8,post,Wrist,Wrist,0.0297,0.0297,0.2129,Wrist,FALSE
d1-018,1_tooluseinVR,second,5,9,post,Elbow,Elbow,0.0061,0.0061,0.2134,Elbow,FALSE
d1-018,1_tooluseinVR,second,5,10,post,Wrist,Wrist,0.0373,0.0373,0.2133,Wrist,FALSE
d1-018,1_tooluseinVR,second,5,11,post,Elbow,Elbow,-0.0243,-0.0243,0.214,Elbow,FALSE
d1-018,1_tooluseinVR,second,5,12,post,Forearm,Forearm,0.0118,0.0118,0.2141,Forearm,FALSE
d1-018,1_tooluseinVR,second,5,13,post,Elbow,Elbow,-0.0192,-0.0192,0.2144,Elbow,FALSE
d1-018,1_tooluseinVR,second,5,14,post,Wrist,Wrist,0.0652,0.0652,0.2144,Wrist,FALSE
d1-018,1_tooluseinVR,second,5,15,post,Forearm,Forearm,0.0333,0.0333,0.2143,Forearm,FALSE
d1-018,1_tooluseinVR,second,5,16,post,Elbow,Elbow,-0.0318,-0.0318,0.2145,Elbow,FALSE
d1-018,1_tooluseinVR,second,5,17,post,Forearm,Forearm,0.0297,0.0297,0.2143,Forearm,FALSE
d1-018,1_tooluseinVR,second,5,18,post,Wrist,Wrist,0.0559,0.0559,0.2141,Wrist,FALSE
d1-019,1_tooluseinVR,pre,1,1,pre,Forearm,Forearm,-0.0325,-0.0325,0.2456,Forearm,FALSE
d1-019,1_tooluseinVR,pre,1,2,pre,Wrist,Wrist,-0.0729,-0.0729,0.2467,Forearm,FALSE
d1-019,1_tooluseinVR,pre,1,3,pre,Elbow,Elbow,-0.0449,-0.0449,0.247,Elbow,FALSE
d1-019,1_tooluseinVR,pre,1,4,pre,Forearm,Forearm,-0.0848,-0.0848,0.2473,Elbow,FALSE
d1-019,1_tooluseinVR,pre,1,5,pre,Elbow,Elbow,-0.0633,-0.0633,0.2481,Elbow,FALSE
d1-019,1_tooluseinVR,pre,1,6,pre,Forearm,Forearm,-0.1183,-0.1183,0.2488,Elbow,FALSE
d1-019,1_tooluseinVR,pre,1,7,pre,Wrist,Wrist,-0.1182,-0.1182,0.249,Forearm,FALSE
d1-019,1_tooluseinVR,pre,1,8,pre,Elbow,Elbow,-0.0571,-0.0571,0.2512,Elbow,FALSE
d1-019,1_tooluseinVR,pre,1,9,pre,Wrist,Wrist,-0.0879,-0.0879,0.2532,Forearm,FALSE
d1-019,1_tooluseinVR,pre,1,10,pre,Elbow,Elbow,-0.1324,-0.1324,0.2544,Elbow,FALSE
d1-019,1_tooluseinVR,pre,1,11,pre,Wrist,Wrist,-0.0868,-0.0868,0.2555,Forearm,FALSE
d1-019,1_tooluseinVR,pre,1,12,pre,Elbow,Elbow,-0.0816,-0.0816,0.2559,Elbow,FALSE
d1-019,1_tooluseinVR,pre,1,13,pre,Forearm,Elbow,-0.1386,-0.0121,0.2569,Elbow,TRUE
d1-019,1_tooluseinVR,pre,1,14,pre,Wrist,Forearm,-0.1438,-0.0168999999999999,0.2575,Forearm,TRUE
d1-019,1_tooluseinVR,pre,1,15,pre,Elbow,Elbow,-0.0865,-0.0865,0.2585,Elbow,FALSE
d1-019,1_tooluseinVR,pre,1,16,pre,Forearm,Forearm,-0.1232,-0.1232,0.2571,Elbow,FALSE
d1-019,1_tooluseinVR,pre,1,17,pre,Wrist,Wrist,-0.0305,-0.0305,0.2585,Wrist,FALSE
d1-019,1_tooluseinVR,pre,1,18,pre,Forearm,Elbow,-0.2278,-0.1006,0.2579,Elbow,TRUE
d1-019,1_tooluseinVR,second,5,1,post,Forearm,Forearm,-0.0583,-0.0583,0.2584,Forearm,FALSE
d1-019,1_tooluseinVR,second,5,2,post,Wrist,Wrist,-0.0591,-0.0591,0.2596,Wrist,FALSE
d1-019,1_tooluseinVR,second,5,3,post,Forearm,Forearm,-0.0104,-0.0104,0.2605,Forearm,FALSE
d1-019,1_tooluseinVR,second,5,4,post,Wrist,Wrist,-0.0529,-0.0529,0.2603,Wrist,FALSE
d1-019,1_tooluseinVR,second,5,5,post,Elbow,Elbow,-0.0228,-0.0228,0.26,Elbow,FALSE
d1-019,1_tooluseinVR,second,5,6,post,Forearm,Forearm,-0.0546,-0.0546,0.2595,Forearm,FALSE
d1-019,1_tooluseinVR,second,5,7,post,Wrist,Wrist,-0.0908,-0.0908,0.2589,Forearm,FALSE
d1-019,1_tooluseinVR,second,5,8,post,Elbow,Elbow,-0.0279,-0.0279,0.2583,Elbow,FALSE
d1-019,1_tooluseinVR,second,5,9,post,Wrist,Wrist,-0.0705,-0.0705,0.2581,Forearm,FALSE
d1-019,1_tooluseinVR,second,5,10,post,Forearm,Forearm,-0.0742,-0.0742,0.2583,Elbow,FALSE
d1-019,1_tooluseinVR,second,5,11,post,Elbow,Elbow,-0.0332,-0.0332,0.2597,Elbow,FALSE
d1-019,1_tooluseinVR,second,5,12,post,Forearm,Forearm,-0.0795,-0.0795,0.2613,Elbow,FALSE
d1-019,1_tooluseinVR,second,5,13,post,Elbow,Elbow,-0.0538,-0.0538,0.2643,Elbow,FALSE
d1-019,1_tooluseinVR,second,5,14,post,Wrist,Wrist,-0.0508,-0.0508,0.2653,Wrist,FALSE
d1-019,1_tooluseinVR,second,5,15,post,Elbow,Elbow,-0.04,-0.04,0.2671,Elbow,FALSE
d1-019,1_tooluseinVR,second,5,16,post,Wrist,Wrist,-0.0332,-0.0332,0.2677,Wrist,FALSE
d1-019,1_tooluseinVR,second,5,17,post,Elbow,Elbow,-0.0522,-0.0522,0.2693,Elbow,FALSE
d1-019,1_tooluseinVR,second,5,18,post,Forearm,Forearm,-0.0776,-0.0776,0.2697,Elbow,FALSE
d1-020,1_tooluseinVR,pre,2,1,pre,Elbow,Elbow,0.0059,0.0059,0.2345,Elbow,FALSE
d1-020,1_tooluseinVR,pre,2,2,pre,Forearm,Forearm,0.0304,0.0304,0.2354,Forearm,FALSE
d1-020,1_tooluseinVR,pre,2,3,pre,Elbow,Elbow,-0.0518,-0.0518,0.2359,Elbow,FALSE
d1-020,1_tooluseinVR,pre,2,4,pre,Forearm,Forearm,-3e-04,-3e-04,0.2355,Forearm,FALSE
d1-020,1_tooluseinVR,pre,2,5,pre,Elbow,Elbow,-0.0717,-0.0717,0.2354,Elbow,FALSE
d1-020,1_tooluseinVR,pre,2,6,pre,Wrist,Wrist,-0.0061,-0.0061,0.2323,Wrist,FALSE
d1-020,1_tooluseinVR,pre,2,7,pre,Forearm,Forearm,0.0633,0.0633,0.2325,Wrist,FALSE
d1-020,1_tooluseinVR,pre,2,8,pre,Wrist,Wrist,0.0224,0.0224,0.2323,Wrist,FALSE
d1-020,1_tooluseinVR,pre,2,9,pre,Forearm,Forearm,0.053,0.053,0.2327,Forearm,FALSE
d1-020,1_tooluseinVR,pre,2,10,pre,Elbow,Elbow,-0.1201,-0.1201,0.2286,Elbow,FALSE
d1-020,1_tooluseinVR,pre,2,11,pre,Wrist,Wrist,-0.0392,-0.0392,0.2279,Wrist,FALSE
d1-020,1_tooluseinVR,pre,2,12,pre,Forearm,Forearm,-0.0502,-0.0502,0.227,Forearm,FALSE
d1-020,1_tooluseinVR,pre,2,13,pre,Wrist,Wrist,-0.0115,-0.0115,0.2255,Wrist,FALSE
d1-020,1_tooluseinVR,pre,2,14,pre,Forearm,Forearm,-0.0093,-0.0093,0.2255,Forearm,FALSE
d1-020,1_tooluseinVR,pre,2,15,pre,Wrist,Wrist,-0.066,-0.066,0.2254,Forearm,FALSE
d1-020,1_tooluseinVR,pre,2,16,pre,Elbow,Elbow,-0.0458,-0.0458,0.2354,Elbow,FALSE
d1-020,1_tooluseinVR,pre,2,17,pre,Wrist,Wrist,-0.0688,-0.0688,0.2293,Forearm,FALSE
d1-020,1_tooluseinVR,pre,2,18,pre,Elbow,Elbow,-0.0309,-0.0309,0.2308,Elbow,FALSE
d1-020,1_tooluseinVR,second,5,1,post,Forearm,Forearm,-0.012,-0.012,0.2181,Forearm,FALSE
d1-020,1_tooluseinVR,second,5,2,post,Elbow,Elbow,-0.0856,-0.0856,0.2176,Elbow,FALSE
d1-020,1_tooluseinVR,second,5,3,post,Wrist,Wrist,-0.0244,-0.0244,0.2143,Wrist,FALSE
d1-020,1_tooluseinVR,second,5,4,post,Forearm,Forearm,-0.0483,-0.0483,0.2139,Forearm,FALSE
d1-020,1_tooluseinVR,second,5,5,post,Elbow,Elbow,-0.0584,-0.0584,0.2137,Elbow,FALSE
d1-020,1_tooluseinVR,second,5,6,post,Wrist,Wrist,-0.0972,-0.0972,0.2135,Forearm,FALSE
d1-020,1_tooluseinVR,second,5,7,post,Elbow,Elbow,-0.1046,-0.1046,0.2131,Elbow,FALSE
d1-020,1_tooluseinVR,second,5,8,post,Wrist,Wrist,-0.0939,-0.0939,0.2126,Forearm,FALSE
d1-020,1_tooluseinVR,second,5,9,post,Forearm,Forearm,-0.0933,-0.0933,0.2126,Elbow,FALSE
d1-020,1_tooluseinVR,second,5,10,post,Wrist,Wrist,-0.0736,-0.0736,0.2123,Forearm,FALSE
d1-020,1_tooluseinVR,second,5,11,post,Forearm,Elbow,-0.1063,-0.00230000000000019,0.2123,Elbow,TRUE
d1-020,1_tooluseinVR,second,5,12,post,Wrist,Wrist,-0.0622,-0.0622,0.2122,Forearm,FALSE
d1-020,1_tooluseinVR,second,5,13,post,Elbow,Elbow,-0.066,-0.066,0.2122,Elbow,FALSE
d1-020,1_tooluseinVR,second,5,14,post,Forearm,Elbow,-0.1383,-0.0343,0.2121,Elbow,TRUE
d1-020,1_tooluseinVR,second,5,15,post,Wrist,Wrist,-0.0238,-0.0238,0.2119,Wrist,FALSE
d1-020,1_tooluseinVR,second,5,16,post,Elbow,Elbow,-0.052,-0.052,0.2116,Elbow,FALSE
d1-020,1_tooluseinVR,second,5,17,post,Forearm,Forearm,-0.0689,-0.0689,0.2118,Elbow,FALSE
d1-020,1_tooluseinVR,second,5,18,post,Elbow,Elbow,-0.0449,-0.0449,0.2119,Elbow,FALSE
d1-021,1_tooluseinVR,pre,2,1,pre,Elbow,Elbow,0.0509,0.0509,0.2409,Elbow,FALSE
d1-021,1_tooluseinVR,pre,2,2,pre,Forearm,Forearm,0.0648,0.0648,0.2411,Wrist,FALSE
d1-021,1_tooluseinVR,pre,2,3,pre,Elbow,Elbow,-0.0637,-0.0637,0.2417,Elbow,FALSE
d1-021,1_tooluseinVR,pre,2,4,pre,Wrist,Wrist,-0.0235,-0.0235,0.242,Wrist,FALSE
d1-021,1_tooluseinVR,pre,2,5,pre,Elbow,Elbow,-0.0609,-0.0609,0.2416,Elbow,FALSE
d1-021,1_tooluseinVR,pre,2,6,pre,Forearm,Forearm,-0.0152,-0.0152,0.2412,Forearm,FALSE
d1-021,1_tooluseinVR,pre,2,7,pre,Wrist,Wrist,-0.0187,-0.0187,0.2417,Wrist,FALSE
d1-021,1_tooluseinVR,pre,2,8,pre,Forearm,Forearm,-0.0175,-0.0175,0.2417,Forearm,FALSE
d1-021,1_tooluseinVR,pre,2,9,pre,Wrist,Wrist,-0.0472,-0.0472,0.2417,Wrist,FALSE
d1-021,1_tooluseinVR,pre,2,10,pre,Forearm,Forearm,-0.0316,-0.0316,0.2415,Forearm,FALSE
d1-021,1_tooluseinVR,pre,2,11,pre,Wrist,Wrist,-0.0697,-0.0697,0.2418,Forearm,FALSE
d1-021,1_tooluseinVR,pre,2,12,pre,Forearm,Forearm,-0.0677,-0.0677,0.2413,Elbow,FALSE
d1-021,1_tooluseinVR,pre,2,13,pre,Elbow,Elbow,-0.0908,-0.0908,0.2417,Elbow,FALSE
d1-021,1_tooluseinVR,pre,2,14,pre,Forearm,Forearm,-0.0415,-0.0415,0.2417,Forearm,FALSE
d1-021,1_tooluseinVR,pre,2,15,pre,Wrist,Wrist,-0.072,-0.072,0.2413,Forearm,FALSE
d1-021,1_tooluseinVR,pre,2,16,pre,Elbow,Elbow,-0.0595,-0.0595,0.2413,Elbow,FALSE
d1-021,1_tooluseinVR,pre,2,17,pre,Wrist,Wrist,-0.0504,-0.0504,0.2412,Wrist,FALSE
d1-021,1_tooluseinVR,pre,2,18,pre,Elbow,Elbow,-0.0592,-0.0592,0.2418,Elbow,FALSE
d1-021,1_tooluseinVR,first,4,1,post,Wrist,Wrist,0.019,0.019,0.2513,Wrist,FALSE
d1-021,1_tooluseinVR,first,4,2,post,Elbow,Elbow,-0.0046,-0.0046,0.2505,Elbow,FALSE
d1-021,1_tooluseinVR,first,4,3,post,Forearm,Forearm,-0.0232,-0.0232,0.2504,Forearm,FALSE
d1-021,1_tooluseinVR,first,4,4,post,Wrist,Wrist,0.0031,0.0031,0.2501,Wrist,FALSE
d1-021,1_tooluseinVR,first,4,5,post,Elbow,Elbow,0.0069,0.0069,0.2501,Elbow,FALSE
d1-021,1_tooluseinVR,first,4,6,post,Forearm,Forearm,-0.0143,-0.0143,0.2495,Forearm,FALSE
d1-021,1_tooluseinVR,first,4,7,post,Elbow,Elbow,-0.0479,-0.0479,0.2495,Elbow,FALSE
d1-021,1_tooluseinVR,first,4,8,post,Wrist,Wrist,0.0305,0.0305,0.2491,Wrist,FALSE
d1-021,1_tooluseinVR,first,4,9,post,Elbow,Elbow,-0.0928,-0.0928,0.2498,Elbow,FALSE
d1-021,1_tooluseinVR,first,4,10,post,Wrist,Wrist,0.0317,0.0317,0.2508,Wrist,FALSE
d1-021,1_tooluseinVR,first,4,11,post,Forearm,Forearm,-0.0465,-0.0465,0.2502,Forearm,FALSE
d1-021,1_tooluseinVR,first,4,12,post,Elbow,Elbow,-0.0916,-0.0916,0.2508,Elbow,FALSE
d1-021,1_tooluseinVR,first,4,13,post,Wrist,Wrist,0.0131,0.0131,0.251,Wrist,FALSE
d1-021,1_tooluseinVR,first,4,14,post,Forearm,Forearm,-0.0681,-0.0681,0.251,Elbow,FALSE
d1-021,1_tooluseinVR,first,4,15,post,Wrist,Wrist,-0.0166,-0.0166,0.2512,Wrist,FALSE
d1-021,1_tooluseinVR,first,4,16,post,Forearm,Forearm,-0.0505,-0.0505,0.2514,Forearm,FALSE
d1-021,1_tooluseinVR,first,4,17,post,Elbow,Elbow,-0.0472,-0.0472,0.2517,Elbow,FALSE
d1-021,1_tooluseinVR,first,4,18,post,Forearm,Forearm,-0.0396,-0.0396,0.2515,Forearm,FALSE
d1-022,1_tooluseinVR,pre,1,1,pre,Forearm,Forearm,0.0653,0.0653,0.2424,Wrist,FALSE
d1-022,1_tooluseinVR,pre,1,2,pre,Wrist,Wrist,0.067,0.067,0.2421,Wrist,FALSE
d1-022,1_tooluseinVR,pre,1,3,pre,Elbow,Elbow,-0.0577,-0.0577,0.2416,Elbow,FALSE
d1-022,1_tooluseinVR,pre,1,4,pre,Forearm,Forearm,-0.0584,-0.0584,0.2413,Forearm,FALSE
d1-022,1_tooluseinVR,pre,1,5,pre,Wrist,Wrist,-0.0581,-0.0581,0.2409,Wrist,FALSE
d1-022,1_tooluseinVR,pre,1,6,pre,Forearm,Forearm,-0.0269,-0.0269,0.2404,Forearm,FALSE
d1-022,1_tooluseinVR,pre,1,7,pre,Wrist,Wrist,-0.041,-0.041,0.2398,Wrist,FALSE
d1-022,1_tooluseinVR,pre,1,8,pre,Elbow,Elbow,-0.0796,-0.0796,0.2392,Elbow,FALSE
d1-022,1_tooluseinVR,pre,1,9,pre,Wrist,Wrist,-0.0261,-0.0261,0.2389,Wrist,FALSE
