participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,trialtime
d1-009,16,2,0.3219,0.7791,-1.0124,0.3301,0.79,-1.2803,0.326,0.7845,-1.1463,0.3282,0.7591,-1.3901,Elbow,-0.1098,0.2682,0.2415,0.1911,1.286407,1.2438
