participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,trialtime
d1-009,3,5,0.3452,0.7745,-1.0393,0.3542,0.7822,-1.3124,0.3497,0.7783,-1.1759,0.3483,0.7545,-1.0264,Wrist,0.0129,0.2733,0.2117,0.2528,1.260208,1.311
