participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,trialtime
d1-009,6,5,0.3445,0.776,-1.0381,0.354,0.7823,-1.312,0.3493,0.7792,-1.1751,0.3517,0.756,-1.3762,Elbow,-0.0642,0.2741,0.2639,0.2948,0.9634519,0.8999
