participant,block,trial,tracked,pos_x,pos_y,pos_z,aperture,time_ms,phase
d1-015,1,7,wrist,0.2871,0.7462,-1.4677,0.0000,0,start
d1-015,1,7,wrist,0.2833,0.7454,-1.4449,0.0000,4.9877,start
d1-015,1,7,wrist,0.2833,0.7454,-1.4449,0.0000,9.9736,start
d1-015,1,7,wrist,0.2833,0.7454,-1.4449,0.0000,14.9605,start
d1-015,1,7,wrist,0.2833,0.7454,-1.4449,0.0000,19.9468,start
d1-015,1,7,wrist,0.2833,0.7454,-1.4449,0.0000,24.9337,start
d1-015,1,7,wrist,0.2833,0.7454,-1.4449,0.0000,29.9203,start
d1-015,1,7,wrist,0.2833,0.7454,-1.4449,0.0000,34.9064,start
d1-015,1,7,wrist,0.2833,0.7454,-1.4449,0.0000,39.8932,start
d1-015,1,7,wrist,0.2833,0.7454,-1.4449,0.0000,44.8804,start
d1-015,1,7,wrist,0.2833,0.7454,-1.4449,0.0000,49.8664,start
d1-015,1,7,wrist,0.2833,0.7455,-1.4449,0.0000,54.8531,begin
d1-015,1,7,wrist,0.2833,0.7455,-1.4448,0.0000,59.8408,begin
d1-015,1,7,wrist,0.2833,0.7455,-1.4448,0.0000,64.3345,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4447,0.0000,68.3238,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4447,0.0000,73.3104,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4447,0.0000,78.2974,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4447,0.0000,83.2841,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4447,0.0000,88.2706,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4447,0.0000,93.6999,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4447,0.0000,98.6749,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4447,0.0000,103.6615,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4447,0.0000,108.6487,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4447,0.0000,113.6352,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4447,0.0000,118.6215,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4447,0.0000,123.6084,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4447,0.0000,128.5949,begin
d1-015,1,7,wrist,0.2834,0.7455,-1.4448,0.0000,133.5819,begin
d1-015,1,7,wrist,0.2834,0.7456,-1.4448,0.0000,138.5682,begin
d1-015,1,7,wrist,0.2834,0.7456,-1.4448,0.0000,143.5555,begin
d1-015,1,7,wrist,0.2832,0.7458,-1.4448,0.0000,148.542,begin
d1-015,1,7,wrist,0.2831,0.7457,-1.4448,0.0000,153.5287,begin
d1-015,1,7,wrist,0.2833,0.7456,-1.4448,0.0000,158.5147,begin
d1-015,1,7,wrist,0.2834,0.7455,-1.4448,0.0000,163.5016,begin
d1-015,1,7,wrist,0.2834,0.7455,-1.4448,0.0000,168.4884,begin
d1-015,1,7,wrist,0.2834,0.7455,-1.4448,0.0000,173.4747,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4448,0.0000,178.4619,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4448,0.0000,183.4481,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4448,0.0000,188.4352,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4449,0.0000,193.4216,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4449,0.0000,197.9189,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4449,0.0000,202.905,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4449,0.0000,207.891,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4449,0.0000,212.8778,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4449,0.0000,217.8642,begin
d1-015,1,7,wrist,0.2832,0.7456,-1.4449,0.0000,222.8518,begin
d1-015,1,7,wrist,0.2832,0.7457,-1.4449,0.0000,227.8378,begin
d1-015,1,7,wrist,0.2832,0.7457,-1.4449,0.0000,232.8241,begin
d1-015,1,7,wrist,0.2834,0.7455,-1.4448,0.0000,237.8106,begin
d1-015,1,7,wrist,0.2834,0.7454,-1.4448,0.0000,242.7976,begin
d1-015,1,7,wrist,0.2834,0.7454,-1.4448,0.0000,247.7846,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,252.7713,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,257.7574,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,262.2612,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,267.2386,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,272.2259,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,277.2138,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,282.1986,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,287.1858,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,292.1725,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,297.159,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,302.1458,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,307.1322,begin
d1-015,1,7,wrist,0.2830,0.7458,-1.4448,0.0000,312.1189,begin
d1-015,1,7,wrist,0.2833,0.7456,-1.4447,0.0000,317.1052,begin
d1-015,1,7,wrist,0.2833,0.7457,-1.4447,0.0000,322.0924,begin
d1-015,1,7,wrist,0.2831,0.7459,-1.4446,0.0000,327.0788,begin
d1-015,1,7,wrist,0.2831,0.7459,-1.4446,0.0000,332.0656,begin
d1-015,1,7,wrist,0.2831,0.7459,-1.4446,0.0000,337.0522,begin
d1-015,1,7,wrist,0.2832,0.7458,-1.4446,0.0000,342.0389,begin
d1-015,1,7,wrist,0.2833,0.7457,-1.4445,0.0000,347.0262,begin
d1-015,1,7,wrist,0.2832,0.7459,-1.4445,0.0000,352.0125,begin
d1-015,1,7,wrist,0.2831,0.7460,-1.4445,0.0000,356.999,begin
d1-015,1,7,wrist,0.2831,0.7460,-1.4445,0.0000,361.9855,begin
d1-015,1,7,wrist,0.2831,0.7460,-1.4445,0.0000,366.9723,begin
d1-015,1,7,wrist,0.2831,0.7460,-1.4445,0.0000,371.959,begin
d1-015,1,7,wrist,0.2831,0.7460,-1.4445,0.0000,376.9454,begin
d1-015,1,7,wrist,0.2824,0.7459,-1.4442,0.0000,381.9318,begin
d1-015,1,7,wrist,0.2824,0.7460,-1.4441,0.0000,386.9187,begin
d1-015,1,7,wrist,0.2824,0.7461,-1.4441,0.0000,391.9052,begin
d1-015,1,7,wrist,0.2826,0.7460,-1.4439,0.0000,396.8925,begin
d1-015,1,7,wrist,0.2827,0.7460,-1.4440,0.0000,401.8793,begin
d1-015,1,7,wrist,0.2821,0.7463,-1.4438,0.0000,406.8649,begin
d1-015,1,7,wrist,0.2818,0.7465,-1.4438,0.0000,411.8522,begin
d1-015,1,7,wrist,0.2818,0.7466,-1.4437,0.0000,416.8382,begin
d1-015,1,7,wrist,0.2823,0.7464,-1.4436,0.0000,421.8253,begin
d1-015,1,7,wrist,0.2823,0.7467,-1.4433,0.0000,426.8126,begin
d1-015,1,7,wrist,0.2817,0.7470,-1.4433,0.0000,431.799,begin
d1-015,1,7,wrist,0.2811,0.7473,-1.4430,0.0000,436.7859,begin
d1-015,1,7,wrist,0.2810,0.7474,-1.4429,0.0000,441.7721,begin
d1-015,1,7,wrist,0.2812,0.7475,-1.4428,0.0000,446.7592,begin
d1-015,1,7,wrist,0.2816,0.7475,-1.4426,0.0000,451.7461,begin
d1-015,1,7,wrist,0.2814,0.7477,-1.4423,0.0000,456.7328,begin
d1-015,1,7,wrist,0.2801,0.7484,-1.4418,0.0000,461.7187,begin
d1-015,1,7,wrist,0.2799,0.7486,-1.4415,0.0000,466.7056,begin
d1-015,1,7,wrist,0.2797,0.7489,-1.4412,0.0000,471.6929,begin
d1-015,1,7,wrist,0.2801,0.7489,-1.4407,0.0000,476.6795,begin
d1-015,1,7,wrist,0.2799,0.7492,-1.4404,0.0000,481.1744,begin
d1-015,1,7,wrist,0.2786,0.7503,-1.4394,0.0000,486.1609,begin
d1-015,1,7,wrist,0.2783,0.7506,-1.4389,0.0000,491.1478,begin
d1-015,1,7,wrist,0.2780,0.7510,-1.4383,0.0000,495.6456,begin
d1-015,1,7,wrist,0.2780,0.7512,-1.4380,0.0000,500.6326,begin
d1-015,1,7,wrist,0.2772,0.7520,-1.4367,0.0000,505.6193,begin
d1-015,1,7,wrist,0.2772,0.7520,-1.4367,0.0000,510.6074,begin
d1-015,1,7,wrist,0.2758,0.7535,-1.4354,0.0000,515.5922,begin
d1-015,1,7,wrist,0.2751,0.7543,-1.4348,0.0000,520.5786,begin
d1-015,1,7,wrist,0.2753,0.7546,-1.4340,0.0000,525.5658,begin
d1-015,1,7,wrist,0.2744,0.7557,-1.4324,0.0000,530.5555,begin
d1-015,1,7,wrist,0.2744,0.7557,-1.4324,0.0000,535.5413,begin
d1-015,1,7,wrist,0.2727,0.7575,-1.4306,0.0000,540.5284,begin
d1-015,1,7,wrist,0.2727,0.7575,-1.4306,0.0000,545.5152,begin
d1-015,1,7,wrist,0.2716,0.7587,-1.4290,0.0000,550.5013,begin
d1-015,1,7,wrist,0.2716,0.7593,-1.4279,0.0000,555.4883,begin
d1-015,1,7,wrist,0.2703,0.7608,-1.4260,0.0000,560.475,begin
d1-015,1,7,wrist,0.2688,0.7619,-1.4248,0.0000,565.4619,begin
d1-015,1,7,wrist,0.2681,0.7626,-1.4239,0.0000,570.4477,out
d1-015,1,7,wrist,0.2675,0.7633,-1.4228,0.0000,575.4359,out
d1-015,1,7,wrist,0.2674,0.7639,-1.4217,0.0000,580.4225,out
d1-015,1,7,wrist,0.2659,0.7655,-1.4195,0.0000,585.4083,out
d1-015,1,7,wrist,0.2645,0.7666,-1.4182,0.0000,590.3951,out
d1-015,1,7,wrist,0.2635,0.7673,-1.4171,0.0000,595.3813,out
d1-015,1,7,wrist,0.2626,0.7683,-1.4161,0.0000,600.3687,out
d1-015,1,7,wrist,0.2624,0.7688,-1.4149,0.0000,605.3555,out
d1-015,1,7,wrist,0.2609,0.7703,-1.4124,0.0000,610.3418,out
d1-015,1,7,wrist,0.2596,0.7713,-1.4109,0.0000,615.3283,out
d1-015,1,7,wrist,0.2585,0.7723,-1.4098,0.0000,620.3149,out
d1-015,1,7,wrist,0.2573,0.7731,-1.4086,0.0000,625.3015,out
d1-015,1,7,wrist,0.2563,0.7742,-1.4058,0.0000,630.2888,out
d1-015,1,7,wrist,0.2563,0.7742,-1.4058,0.0000,635.2747,out
d1-015,1,7,wrist,0.2545,0.7760,-1.4031,0.0000,640.2616,out
d1-015,1,7,wrist,0.2529,0.7772,-1.4019,0.0000,645.2482,out
d1-015,1,7,wrist,0.2520,0.7779,-1.4005,0.0000,650.235,out
d1-015,1,7,wrist,0.2515,0.7786,-1.3987,0.0000,655.2214,out
d1-015,1,7,wrist,0.2501,0.7798,-1.3957,0.0000,660.2089,out
d1-015,1,7,wrist,0.2495,0.7806,-1.3941,0.0000,665.195,out
d1-015,1,7,wrist,0.2495,0.7806,-1.3941,0.0000,670.1813,out
d1-015,1,7,wrist,0.2469,0.7823,-1.3910,0.0000,675.1681,out
d1-015,1,7,wrist,0.2456,0.7831,-1.3895,0.0000,680.1557,out
d1-015,1,7,wrist,0.2445,0.7840,-1.3862,0.0000,685.1415,out
d1-015,1,7,wrist,0.2435,0.7846,-1.3845,0.0000,690.1286,out
d1-015,1,7,wrist,0.2420,0.7854,-1.3828,0.0000,695.1147,out
d1-015,1,7,wrist,0.2407,0.7861,-1.3813,0.0000,700.1014,out
d1-015,1,7,wrist,0.2397,0.7869,-1.3794,0.0000,705.0881,out
