participant,block,trial,tracked,pos_x,pos_y,pos_z,aperture,time_ms,phase
d1-015,4,101,wrist,0.2760,0.7322,-1.4504,0.0000,0,start
d1-015,4,101,wrist,0.2670,0.7295,-1.4495,0.0000,5.9838,start
d1-015,4,101,wrist,0.2670,0.7295,-1.4495,0.0000,10.9713,start
d1-015,4,101,wrist,0.2671,0.7295,-1.4496,0.0000,15.9575,start
d1-015,4,101,wrist,0.2671,0.7295,-1.4496,0.0000,22.9386,start
d1-015,4,101,wrist,0.2671,0.7295,-1.4496,0.0000,27.9253,start
d1-015,4,101,wrist,0.2671,0.7295,-1.4496,0.0000,32.9123,start
d1-015,4,101,wrist,0.2671,0.7295,-1.4496,0.0000,37.8983,start
d1-015,4,101,wrist,0.2671,0.7295,-1.4496,0.0000,42.8859,start
d1-015,4,101,wrist,0.2671,0.7295,-1.4496,0.0000,47.8723,start
d1-015,4,101,wrist,0.2671,0.7295,-1.4496,0.0000,52.8587,start
d1-015,4,101,wrist,0.2671,0.7295,-1.4496,0.0000,57.8457,begin
d1-015,4,101,wrist,0.2672,0.7292,-1.4495,0.0000,62.8319,begin
d1-015,4,101,wrist,0.2673,0.7292,-1.4495,0.0000,67.8185,begin
d1-015,4,101,wrist,0.2673,0.7292,-1.4495,0.0000,72.8054,begin
d1-015,4,101,wrist,0.2673,0.7292,-1.4495,0.0000,77.7926,begin
d1-015,4,101,wrist,0.2673,0.7292,-1.4495,0.0000,82.7785,begin
d1-015,4,101,wrist,0.2673,0.7292,-1.4495,0.0000,88.7634,begin
d1-015,4,101,wrist,0.2673,0.7292,-1.4495,0.0000,95.7443,begin
d1-015,4,101,wrist,0.2673,0.7292,-1.4495,0.0000,100.7309,begin
d1-015,4,101,wrist,0.2669,0.7295,-1.4497,0.0000,105.5262,begin
d1-015,4,101,wrist,0.2669,0.7295,-1.4497,0.0000,109.7068,begin
d1-015,4,101,wrist,0.2669,0.7295,-1.4497,0.0000,114.6931,begin
d1-015,4,101,wrist,0.2669,0.7295,-1.4497,0.0000,119.6802,begin
d1-015,4,101,wrist,0.2669,0.7295,-1.4497,0.0000,124.6665,begin
d1-015,4,101,wrist,0.2669,0.7295,-1.4497,0.0000,129.6529,begin
d1-015,4,101,wrist,0.2668,0.7296,-1.4498,0.0000,134.6398,begin
d1-015,4,101,wrist,0.2670,0.7294,-1.4499,0.0000,139.6266,begin
d1-015,4,101,wrist,0.2670,0.7294,-1.4499,0.0000,144.1219,begin
