experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_ppt_hand_movement_location_0,landmarkstimulus_estimates_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0
2_toolusenotinVR,211,1,1,1,1,344.9839,351.2694,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T001.csv,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T001.csv,,,
2_toolusenotinVR,211,1,2,1,2,355.8564,361.1985,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T002.csv,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T002.csv,,,
2_toolusenotinVR,211,1,3,1,3,364.1525,368.8617,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T003.csv,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T003.csv,,,
2_toolusenotinVR,211,1,4,1,4,371.8159,377.6575,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T004.csv,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T004.csv,,,
2_toolusenotinVR,211,1,5,1,5,380.6114,386.0851,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T005.csv,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T005.csv,,,
2_toolusenotinVR,211,1,6,1,6,389.0411,394.5932,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T006.csv,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T006.csv,,,
2_toolusenotinVR,211,1,7,1,7,397.5475,404.0324,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T007.csv,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T007.csv,,,
2_toolusenotinVR,211,1,8,1,8,406.988,413.2288,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T008.csv,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T008.csv,,,
2_toolusenotinVR,211,1,9,1,9,416.1831,421.8262,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T009.csv,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T009.csv,,,
2_toolusenotinVR,211,1,10,1,10,424.7792,430.4208,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T010.csv,2_toolusenotinVR/211/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T010.csv,,,
