experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_ppt_hand_movement_location_0,manual_reach_eyeTrackingData_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0,tool_reach_eyeTrackingData_location_0
1_tooluseinVR,d1-024,1,11,1,11,735.5742,738.1954,1_tooluseinVR/d1-024/S001/trackers/landmark/landmarkstimulus_estimates_T011.csv,1_tooluseinVR/d1-024/S001/trackers/landmark/landmark_eyeTrackingData_T011.csv,,,,,,
1_tooluseinVR,d1-024,1,12,1,12,742.2379,742.9376,1_tooluseinVR/d1-024/S001/trackers/landmark/landmarkstimulus_estimates_T012.csv,1_tooluseinVR/d1-024/S001/trackers/landmark/landmark_eyeTrackingData_T012.csv,,,,,,
1_tooluseinVR,d1-024,1,13,1,13,746.9915,748.9347,1_tooluseinVR/d1-024/S001/trackers/landmark/landmarkstimulus_estimates_T013.csv,1_tooluseinVR/d1-024/S001/trackers/landmark/landmark_eyeTrackingData_T013.csv,,,,,,
1_tooluseinVR,d1-024,1,14,1,14,752.9771,753.7656,1_tooluseinVR/d1-024/S001/trackers/landmark/landmarkstimulus_estimates_T014.csv,1_tooluseinVR/d1-024/S001/trackers/landmark/landmark_eyeTrackingData_T014.csv,,,,,,
1_tooluseinVR,d1-024,1,15,1,15,757.8084,758.9521,1_tooluseinVR/d1-024/S001/trackers/landmark/landmarkstimulus_estimates_T015.csv,1_tooluseinVR/d1-024/S001/trackers/landmark/landmark_eyeTrackingData_T015.csv,,,,,,
1_tooluseinVR,d1-024,1,16,1,16,762.9951,763.6943,1_tooluseinVR/d1-024/S001/trackers/landmark/landmarkstimulus_estimates_T016.csv,1_tooluseinVR/d1-024/S001/trackers/landmark/landmark_eyeTrackingData_T016.csv,,,,,,
1_tooluseinVR,d1-024,1,17,1,17,767.7368,768.7585,1_tooluseinVR/d1-024/S001/trackers/landmark/landmarkstimulus_estimates_T017.csv,1_tooluseinVR/d1-024/S001/trackers/landmark/landmark_eyeTrackingData_T017.csv,,,,,,
1_tooluseinVR,d1-024,1,18,1,18,772.8013,775.4776,1_tooluseinVR/d1-024/S001/trackers/landmark/landmarkstimulus_estimates_T018.csv,1_tooluseinVR/d1-024/S001/trackers/landmark/landmark_eyeTrackingData_T018.csv,,,,,,
1_tooluseinVR,d1-024,1,19,2,1,1013.063,1018.951,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T019.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T019.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T019.csv,,,
1_tooluseinVR,d1-024,1,20,2,2,1021.905,1026.692,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T020.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T020.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T020.csv,,,
1_tooluseinVR,d1-024,1,21,2,3,1029.644,1034.818,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T021.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T021.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T021.csv,,,
1_tooluseinVR,d1-024,1,22,2,4,1037.775,1042.851,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T022.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T022.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T022.csv,,,
1_tooluseinVR,d1-024,1,23,2,5,1045.804,1051.646,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T023.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T023.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T023.csv,,,
1_tooluseinVR,d1-024,1,24,2,6,1054.599,1059.221,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T024.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T024.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T024.csv,,,
1_tooluseinVR,d1-024,1,25,2,7,1062.174,1066.896,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T025.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T025.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T025.csv,,,
1_tooluseinVR,d1-024,1,26,2,8,1069.848,1074.515,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T026.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T026.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T026.csv,,,
1_tooluseinVR,d1-024,1,27,2,9,1077.466,1081.744,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T027.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T027.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T027.csv,,,
1_tooluseinVR,d1-024,1,28,2,10,1084.698,1089.208,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T028.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T028.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T028.csv,,,
1_tooluseinVR,d1-024,1,29,2,11,1092.158,1096.381,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T029.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T029.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T029.csv,,,
1_tooluseinVR,d1-024,1,30,2,12,1099.333,1104.189,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T030.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T030.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T030.csv,,,
1_tooluseinVR,d1-024,1,31,2,13,1107.142,1111.196,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T031.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T031.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T031.csv,,,
1_tooluseinVR,d1-024,1,32,2,14,1114.15,1118.272,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T032.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T032.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T032.csv,,,
1_tooluseinVR,d1-024,1,33,2,15,1121.223,1125.057,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T033.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T033.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T033.csv,,,
1_tooluseinVR,d1-024,1,34,2,16,1128.009,1132.01,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T034.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T034.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T034.csv,,,
1_tooluseinVR,d1-024,1,35,2,17,1134.97,1139.062,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T035.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T035.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T035.csv,,,
1_tooluseinVR,d1-024,1,36,2,18,1142.015,1146.514,,,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T036.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T036.csv,1_tooluseinVR/d1-024/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T036.csv,,,
1_tooluseinVR,d1-024,1,37,3,1,1402.902,1408.578,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T037.csv
1_tooluseinVR,d1-024,1,38,3,2,1411.53,1416.285,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T038.csv
1_tooluseinVR,d1-024,1,39,3,3,1419.24,1423.202,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T039.csv
1_tooluseinVR,d1-024,1,40,3,4,1426.159,1429.902,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T040.csv
1_tooluseinVR,d1-024,1,41,3,5,1432.855,1436.653,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T041.csv
1_tooluseinVR,d1-024,1,42,3,6,1439.607,1443.394,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T042.csv
1_tooluseinVR,d1-024,1,43,3,7,1446.349,1450.09,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T043.csv
1_tooluseinVR,d1-024,1,44,3,8,1453.044,1456.687,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T044.csv
1_tooluseinVR,d1-024,1,45,3,9,1459.641,1463.619,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T045.csv
1_tooluseinVR,d1-024,1,46,3,10,1466.573,1470.604,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T046.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T046.csv
1_tooluseinVR,d1-024,1,47,3,11,1475.299,1479.134,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T047.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T047.csv
1_tooluseinVR,d1-024,1,48,3,12,1482.088,1486.474,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T048.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T048.csv
1_tooluseinVR,d1-024,1,49,3,13,1489.427,1493.304,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T049.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T049.csv
1_tooluseinVR,d1-024,1,50,3,14,1496.257,1500.099,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T050.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T050.csv
1_tooluseinVR,d1-024,1,51,3,15,1503.054,1509.131,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T051.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T051.csv
1_tooluseinVR,d1-024,1,52,3,16,1512.083,1516.57,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T052.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T052.csv
1_tooluseinVR,d1-024,1,53,3,17,1565.092,1570.724,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T053.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T053.csv
1_tooluseinVR,d1-024,1,54,3,18,1573.678,1577.864,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T054.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T054.csv
1_tooluseinVR,d1-024,1,55,3,19,1580.818,1585.505,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T055.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T055.csv
1_tooluseinVR,d1-024,1,56,3,20,1588.46,1592.567,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T056.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T056.csv
1_tooluseinVR,d1-024,1,57,3,21,1595.523,1600.132,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T057.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T057.csv
1_tooluseinVR,d1-024,1,58,3,22,1603.086,1607.229,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T058.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T058.csv
1_tooluseinVR,d1-024,1,59,3,23,1610.182,1614.413,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T059.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T059.csv
1_tooluseinVR,d1-024,1,60,3,24,1617.365,1621.354,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T060.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T060.csv
1_tooluseinVR,d1-024,1,61,3,25,1624.31,1628.84,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T061.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T061.csv
1_tooluseinVR,d1-024,1,62,3,26,1631.793,1636.725,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T062.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T062.csv
1_tooluseinVR,d1-024,1,63,3,27,1639.68,1644.965,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T063.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T063.csv
1_tooluseinVR,d1-024,1,64,3,28,1647.921,1652.518,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T064.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T064.csv
1_tooluseinVR,d1-024,1,65,3,29,1655.47,1660.724,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T065.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T065.csv
1_tooluseinVR,d1-024,1,66,3,30,1685.669,1690.279,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T066.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T066.csv
1_tooluseinVR,d1-024,1,67,3,31,1693.23,1698.161,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T067.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T067.csv
1_tooluseinVR,d1-024,1,68,3,32,1701.117,1706.06,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T068.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T068.csv
1_tooluseinVR,d1-024,1,69,3,33,1709.012,1713.865,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T069.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T069.csv
1_tooluseinVR,d1-024,1,70,3,34,1716.821,1721.941,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T070.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T070.csv
1_tooluseinVR,d1-024,1,71,3,35,1724.895,1729.948,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T071.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T071.csv
1_tooluseinVR,d1-024,1,72,3,36,1732.903,1738.056,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T072.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T072.csv
1_tooluseinVR,d1-024,1,73,3,37,1741.01,1745.683,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T073.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T073.csv
1_tooluseinVR,d1-024,1,74,3,38,1748.64,1753.692,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T074.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T074.csv
1_tooluseinVR,d1-024,1,75,3,39,1756.645,1761.765,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T075.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T075.csv
1_tooluseinVR,d1-024,1,76,3,40,1764.721,1770.807,,,,,,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T076.csv,1_tooluseinVR/d1-024/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T076.csv
