experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,openvr_position_offset_x,openvr_position_offset_y,openvr_position_offset_z,openvr_rotation_offset_x,openvr_rotation_offset_y,openvr_rotation_offset_z,openvr_scale_offset_x,openvr_scale_offset_y,openvr_scale_offset_z,landmark_estimates_location_0,landmark_gaze_data_location_0,manual_reach_vrpn_movement_location_0,manual_reach_gaze_data_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,tool_reach_gaze_data_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse,d3-022,1,1,1,1,1974.822,1979.62,0,0,0,0.967774,0,0.370126,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T001.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T001.csv,,,,,,,,
3_avatartooluse,d3-022,1,2,1,2,1983.673,1988.193,0,0,0,0.962119,0,0.361456,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T002.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T002.csv,,,,,,,,
3_avatartooluse,d3-022,1,3,1,3,1993.124,1996.401,0,0,0,0.962119,0,0.361456,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T003.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T003.csv,,,,,,,,
3_avatartooluse,d3-022,1,4,1,4,2010.261,2011.038,0,0,0,0.956523,0,0.35719,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T004.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T004.csv,,,,,,,,
3_avatartooluse,d3-022,1,5,1,5,2015.092,2016.791,0,0,0,0.956523,0,0.35719,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T005.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T005.csv,,,,,,,,
3_avatartooluse,d3-022,1,6,1,6,2020.834,2021.832,0,0,0,0.950131,0,0.350034,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T006.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T006.csv,,,,,,,,
3_avatartooluse,d3-022,1,7,1,7,2025.876,2029.329,0,0,0,0.950131,0,0.350034,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T007.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T007.csv,,,,,,,,
3_avatartooluse,d3-022,1,8,1,8,2033.383,2037.348,0,0,0,0.943807,0,0.342856,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T008.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T008.csv,,,,,,,,
3_avatartooluse,d3-022,1,9,1,9,2041.401,2048.598,0,0,0,0.939483,0,0.334515,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T009.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T009.csv,,,,,,,,
3_avatartooluse,d3-022,1,10,1,10,2052.641,2056.317,0,0,0,0.931669,0,0.325543,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T010.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T010.csv,,,,,,,,
3_avatartooluse,d3-022,1,11,1,11,2060.37,2063.037,0,0,0,0.931669,0,0.325543,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T011.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T011.csv,,,,,,,,
3_avatartooluse,d3-022,1,12,1,12,2067.078,2071.276,0,0,0,0.931669,0,0.325543,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T012.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T012.csv,,,,,,,,
3_avatartooluse,d3-022,1,13,1,13,2075.319,2078.04,0,0,0,0.931669,0,0.325543,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T013.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T013.csv,,,,,,,,
3_avatartooluse,d3-022,1,14,1,14,2082.094,2086.258,0,0,0,0.931669,0,0.325543,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T014.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T014.csv,,,,,,,,
3_avatartooluse,d3-022,1,15,1,15,2090.312,2094.651,0,0,0,0.928355,0,0.315076,1,1,1,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_estimates_T015.csv,3_avatartooluse/d3-022/S001/trackers/landmark/landmark_gaze_data_T015.csv,,,,,,,,
