participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,perceivedforearmlength,perceivedforearmlengthratio,noisewrist,noiseelbow,startposition,direction,speed,trialtime
d3-012,3,4,0.3017,0.7561,-0.3722,0.2938,0.7439,-0.6273,0.2978,0.75,-0.4997,0.2998,0.7561,-0.3241,Wrist,0.0481,0.2555,0.3461,1.3545,0.1983,0.1759,-0.6933,forward,0.251795,3.7205
