experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_ppt_hand_movement_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,landmarkstimulus_estimates_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0
2_toolusenotinVR,221,1,20,2,2,1085.25,1085.839,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T020.csv,,
2_toolusenotinVR,221,1,21,2,3,1089.881,1090.926,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T021.csv,,
2_toolusenotinVR,221,1,22,2,4,1094.968,1095.489,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T022.csv,,
2_toolusenotinVR,221,1,23,2,5,1099.543,1101.375,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T023.csv,,
2_toolusenotinVR,221,1,24,2,6,1105.418,1106.029,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T024.csv,,
2_toolusenotinVR,221,1,25,2,7,1110.072,1112.082,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T025.csv,,
2_toolusenotinVR,221,1,26,2,8,1116.125,1118.513,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T026.csv,,
2_toolusenotinVR,221,1,27,2,9,1122.556,1125.231,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T027.csv,,
2_toolusenotinVR,221,1,28,2,10,1129.285,1129.718,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T028.csv,,
2_toolusenotinVR,221,1,29,2,11,1133.761,1135.316,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T029.csv,,
2_toolusenotinVR,221,1,30,2,12,1139.369,1145.678,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T030.csv,,
2_toolusenotinVR,221,1,31,2,13,1149.731,1151.775,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T031.csv,,
2_toolusenotinVR,221,1,32,2,14,1155.817,1157.238,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T032.csv,,
2_toolusenotinVR,221,1,33,2,15,1161.282,1164.547,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T033.csv,,
2_toolusenotinVR,221,1,34,2,16,1168.589,1169.108,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T034.csv,,
2_toolusenotinVR,221,1,35,2,17,1173.143,1178.329,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T035.csv,,
2_toolusenotinVR,221,1,36,2,18,1182.383,1186.025,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T036.csv,,
2_toolusenotinVR,221,1,37,3,1,1555.305,1562.924,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv
2_toolusenotinVR,221,1,38,3,2,1565.878,1571.409,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv
2_toolusenotinVR,221,1,39,3,3,1574.364,1579.283,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv
2_toolusenotinVR,221,1,40,3,4,1582.238,1587.423,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv
2_toolusenotinVR,221,1,41,3,5,1590.378,1595.242,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv
2_toolusenotinVR,221,1,42,3,6,1598.195,1603.517,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv
2_toolusenotinVR,221,1,43,3,7,1606.469,1611.979,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv
2_toolusenotinVR,221,1,44,3,8,1614.933,1620.475,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv
2_toolusenotinVR,221,1,45,3,9,1623.428,1629.415,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv
2_toolusenotinVR,221,1,46,3,10,1632.369,1637.789,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T046.csv
2_toolusenotinVR,221,1,47,3,11,1640.743,1646.141,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T047.csv
2_toolusenotinVR,221,1,48,3,12,1649.094,1654.126,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T048.csv
2_toolusenotinVR,221,1,49,3,13,1657.08,1662.233,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T049.csv
2_toolusenotinVR,221,1,50,3,14,1665.187,1670.573,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T050.csv
2_toolusenotinVR,221,1,51,3,15,1673.527,1679.125,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T051.csv
2_toolusenotinVR,221,1,52,3,16,1682.078,1687.899,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T052.csv
2_toolusenotinVR,221,1,53,3,17,1690.853,1696.828,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T053.csv
2_toolusenotinVR,221,1,54,3,18,1699.782,1705.657,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T054.csv
2_toolusenotinVR,221,1,55,3,19,1708.611,1714.431,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T055.csv
2_toolusenotinVR,221,1,56,3,20,1717.385,1723.337,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T056.csv
2_toolusenotinVR,221,1,57,3,21,1726.292,1731.889,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T057.csv
2_toolusenotinVR,221,1,58,3,22,1734.843,1740.53,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T058.csv
2_toolusenotinVR,221,1,59,3,23,1743.484,1750.281,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T059.csv
2_toolusenotinVR,221,1,60,3,24,1753.234,1759.464,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T060.csv
2_toolusenotinVR,221,1,61,3,25,1762.419,1768.017,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T061.csv
2_toolusenotinVR,221,1,62,3,26,1770.97,1776.812,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T062.csv
2_toolusenotinVR,221,1,63,3,27,1779.766,1785.786,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T063.csv
2_toolusenotinVR,221,1,64,3,28,1788.74,1794.438,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T064.csv
2_toolusenotinVR,221,1,65,3,29,1797.392,1803.211,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T065.csv
2_toolusenotinVR,221,1,66,3,30,1806.165,1812.006,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T066.csv
2_toolusenotinVR,221,1,67,3,31,1814.961,1820.513,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T067.csv
2_toolusenotinVR,221,1,68,3,32,1823.468,1829.797,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T068.csv
2_toolusenotinVR,221,1,69,3,33,1832.753,1838.883,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T069.csv
2_toolusenotinVR,221,1,70,3,34,1841.837,1848.211,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T070.csv
2_toolusenotinVR,221,1,71,3,35,1851.166,1857.029,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T071.csv
2_toolusenotinVR,221,1,72,3,36,1859.984,1865.693,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T072.csv
2_toolusenotinVR,221,1,73,3,37,1868.646,1874.155,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T073.csv
2_toolusenotinVR,221,1,74,3,38,1877.109,1882.862,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T074.csv
2_toolusenotinVR,221,1,75,3,39,1885.816,1891.791,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T075.csv
2_toolusenotinVR,221,1,76,3,40,1894.744,1900.032,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T076.csv
2_toolusenotinVR,221,1,77,3,41,1902.985,1908.484,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T077.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T077.csv
2_toolusenotinVR,221,1,78,3,42,1911.438,1917.613,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T078.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T078.csv
2_toolusenotinVR,221,1,79,3,43,1920.567,1926.198,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T079.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T079.csv
2_toolusenotinVR,221,1,80,3,44,1929.151,1935.238,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T080.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T080.csv
2_toolusenotinVR,221,1,81,3,45,1938.191,1944.544,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T081.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T081.csv
2_toolusenotinVR,221,1,82,3,46,1947.498,1953.528,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T082.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T082.csv
2_toolusenotinVR,221,1,83,3,47,1956.482,1962.246,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T083.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T083.csv
2_toolusenotinVR,221,1,84,3,48,1965.201,1971.465,,,,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T084.csv,2_toolusenotinVR/221/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T084.csv
2_toolusenotinVR,221,1,85,4,1,2174.702,2177.19,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T085.csv,,
2_toolusenotinVR,221,1,86,4,2,2181.244,2185.497,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T086.csv,,
2_toolusenotinVR,221,1,87,4,3,2194.993,2196.544,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T087.csv,,
2_toolusenotinVR,221,1,88,4,4,2200.59,2202.9,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T088.csv,,
2_toolusenotinVR,221,1,89,4,5,2206.943,2207.554,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T089.csv,,
2_toolusenotinVR,221,1,90,4,6,2211.608,2214.939,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T090.csv,,
2_toolusenotinVR,221,1,91,4,7,2218.993,2221.402,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T091.csv,,
2_toolusenotinVR,221,1,92,4,8,2225.456,2227.922,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T092.csv,,
2_toolusenotinVR,221,1,93,4,9,2238.406,2239.95,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T093.csv,,
2_toolusenotinVR,221,1,94,4,10,2244.003,2246.757,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T094.csv,,
2_toolusenotinVR,221,1,95,4,11,2250.8,2256.43,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T095.csv,,
2_toolusenotinVR,221,1,96,4,12,2260.462,2263.083,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T096.csv,,
2_toolusenotinVR,221,1,97,4,13,2267.115,2270.524,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T097.csv,,
2_toolusenotinVR,221,1,98,4,14,2274.567,2277.021,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T098.csv,,
2_toolusenotinVR,221,1,99,4,15,2284.228,2289.626,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T099.csv,,
2_toolusenotinVR,221,1,100,4,16,2296.411,2297.2,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T100.csv,,
2_toolusenotinVR,221,1,101,4,17,2303.664,2307.162,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T101.csv,,
2_toolusenotinVR,221,1,102,4,18,2311.215,2312.394,,,2_toolusenotinVR/221/S001/trackers/landmark/landmarkstimulus_estimates_T102.csv,,
2_toolusenotinVR,221,1,103,5,1,2422.019,2427.483,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T103.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T103.csv,,,
2_toolusenotinVR,221,1,104,5,2,2430.437,2436.356,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T104.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T104.csv,,,
2_toolusenotinVR,221,1,105,5,3,2439.31,2444.919,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T105.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T105.csv,,,
2_toolusenotinVR,221,1,106,5,4,2464.887,2470.341,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T106.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T106.csv,,,
2_toolusenotinVR,221,1,107,5,5,2475.504,2480.68,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T107.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T107.csv,,,
2_toolusenotinVR,221,1,108,5,6,2483.634,2489.253,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T108.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T108.csv,,,
2_toolusenotinVR,221,1,109,5,7,2492.208,2497.794,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T109.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T109.csv,,,
2_toolusenotinVR,221,1,110,5,8,2500.748,2506.401,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T110.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T110.csv,,,
2_toolusenotinVR,221,1,111,5,9,2509.356,2514.564,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T111.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T111.csv,,,
2_toolusenotinVR,221,1,112,5,10,2519.528,2525.281,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T112.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T112.csv,,,
2_toolusenotinVR,221,1,113,5,11,2528.235,2533.888,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T113.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T113.csv,,,
2_toolusenotinVR,221,1,114,5,12,2536.842,2542.862,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T114.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T114.csv,,,
2_toolusenotinVR,221,1,115,5,13,2545.816,2551.391,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T115.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T115.csv,,,
2_toolusenotinVR,221,1,116,5,14,2554.345,2559.698,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T116.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T116.csv,,,
2_toolusenotinVR,221,1,117,5,15,2562.652,2568.261,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T117.csv,2_toolusenotinVR/221/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T117.csv,,,
