participant,block,trial,tracked,time_ms,phase,pos_x,pos_y,pos_z
d3-019,2,33,Wrist,0.0000,startbuffer,0.2855,0.8173,-0.6974
d3-019,2,33,Wrist,6.9806,startbuffer,0.2816,0.8180,-0.6993
d3-019,2,33,Wrist,12.9645,startbuffer,0.2816,0.8178,-0.6991
d3-019,2,33,Wrist,18.9487,startbuffer,0.2817,0.8178,-0.6991
d3-019,2,33,Wrist,25.0779,startbuffer,0.2817,0.8178,-0.6991
d3-019,2,33,Wrist,31.0450,startbuffer,0.2817,0.8178,-0.6991
d3-019,2,33,Wrist,36.5445,startbuffer,0.2816,0.8179,-0.6991
d3-019,2,33,Wrist,42.5291,startbuffer,0.2817,0.8178,-0.6991
d3-019,2,33,Wrist,48.2599,startbuffer,0.2817,0.8178,-0.6991
d3-019,2,33,Wrist,54.2445,begin,0.2817,0.8178,-0.6991
d3-019,2,33,Wrist,60.2279,begin,0.2817,0.8178,-0.6991
d3-019,2,33,Wrist,66.0096,begin,0.2817,0.8178,-0.6991
d3-019,2,33,Wrist,71.9932,begin,0.2816,0.8178,-0.6990
d3-019,2,33,Wrist,77.9775,begin,0.2813,0.8182,-0.6988
d3-019,2,33,Wrist,83.9616,begin,0.2814,0.8182,-0.6988
d3-019,2,33,Wrist,89.9452,begin,0.2814,0.8182,-0.6988
d3-019,2,33,Wrist,95.5665,begin,0.2813,0.8178,-0.6984
d3-019,2,33,Wrist,101.5504,begin,0.2813,0.8178,-0.6984
d3-019,2,33,Wrist,106.9105,begin,0.2812,0.8178,-0.6984
d3-019,2,33,Wrist,112.8946,begin,0.2811,0.8178,-0.6984
d3-019,2,33,Wrist,118.5068,begin,0.2811,0.8179,-0.6984
d3-019,2,33,Wrist,124.0222,begin,0.2811,0.8178,-0.6984
d3-019,2,33,Wrist,129.9960,begin,0.2811,0.8178,-0.6984
d3-019,2,33,Wrist,135.8853,begin,0.2811,0.8178,-0.6984
d3-019,2,33,Wrist,141.8695,begin,0.2811,0.8178,-0.6984
d3-019,2,33,Wrist,147.3637,begin,0.2811,0.8178,-0.6984
d3-019,2,33,Wrist,153.3479,begin,0.2811,0.8178,-0.6984
d3-019,2,33,Wrist,159.3315,begin,0.2811,0.8179,-0.6984
d3-019,2,33,Wrist,165.3159,begin,0.2811,0.8180,-0.6984
d3-019,2,33,Wrist,171.2995,begin,0.2812,0.8178,-0.6983
d3-019,2,33,Wrist,177.1150,begin,0.2812,0.8178,-0.6982
d3-019,2,33,Wrist,183.0992,begin,0.2812,0.8178,-0.6982
d3-019,2,33,Wrist,188.5219,begin,0.2812,0.8178,-0.6982
d3-019,2,33,Wrist,194.2131,begin,0.2812,0.8178,-0.6982
d3-019,2,33,Wrist,200.1877,begin,0.2812,0.8178,-0.6983
d3-019,2,33,Wrist,205.5080,begin,0.2812,0.8178,-0.6983
d3-019,2,33,Wrist,211.4925,begin,0.2812,0.8178,-0.6983
d3-019,2,33,Wrist,216.4787,begin,0.2811,0.8179,-0.6984
d3-019,2,33,Wrist,222.4630,begin,0.2811,0.8179,-0.6984
d3-019,2,33,Wrist,228.0463,begin,0.2811,0.8179,-0.6984
d3-019,2,33,Wrist,234.0304,begin,0.2811,0.8179,-0.6984
d3-019,2,33,Wrist,239.1873,begin,0.2814,0.8180,-0.6984
d3-019,2,33,Wrist,245.1191,begin,0.2813,0.8181,-0.6984
d3-019,2,33,Wrist,251.1024,begin,0.2816,0.8179,-0.6983
d3-019,2,33,Wrist,257.0865,begin,0.2816,0.8179,-0.6983
d3-019,2,33,Wrist,263.0706,begin,0.2816,0.8179,-0.6983
d3-019,2,33,Wrist,268.9651,begin,0.2816,0.8179,-0.6983
d3-019,2,33,Wrist,274.9491,begin,0.2816,0.8179,-0.6983
d3-019,2,33,Wrist,280.9328,begin,0.2816,0.8179,-0.6983
d3-019,2,33,Wrist,286.8927,begin,0.2816,0.8179,-0.6983
d3-019,2,33,Wrist,292.8762,begin,0.2815,0.8180,-0.6985
d3-019,2,33,Wrist,298.4963,begin,0.2815,0.8180,-0.6985
d3-019,2,33,Wrist,304.4949,begin,0.2815,0.8180,-0.6985
d3-019,2,33,Wrist,310.4664,begin,0.2815,0.8180,-0.6985
d3-019,2,33,Wrist,316.0102,begin,0.2815,0.8180,-0.6984
d3-019,2,33,Wrist,321.9947,begin,0.2815,0.8180,-0.6985
d3-019,2,33,Wrist,327.9781,begin,0.2815,0.8178,-0.6984
d3-019,2,33,Wrist,333.9622,begin,0.2817,0.8177,-0.6984
d3-019,2,33,Wrist,339.8640,begin,0.2817,0.8177,-0.6984
d3-019,2,33,Wrist,345.1604,begin,0.2817,0.8177,-0.6984
d3-019,2,33,Wrist,351.1439,begin,0.2817,0.8177,-0.6984
d3-019,2,33,Wrist,356.5922,begin,0.2816,0.8178,-0.6985
d3-019,2,33,Wrist,362.5762,begin,0.2817,0.8177,-0.6984
d3-019,2,33,Wrist,368.5599,begin,0.2817,0.8177,-0.6984
d3-019,2,33,Wrist,374.0685,begin,0.2816,0.8179,-0.6986
d3-019,2,33,Wrist,380.0440,begin,0.2816,0.8179,-0.6986
d3-019,2,33,Wrist,385.1203,begin,0.2816,0.8179,-0.6986
d3-019,2,33,Wrist,391.1045,begin,0.2816,0.8179,-0.6986
d3-019,2,33,Wrist,396.2115,begin,0.2814,0.8179,-0.6986
d3-019,2,33,Wrist,402.1954,begin,0.2814,0.8179,-0.6986
d3-019,2,33,Wrist,408.1796,begin,0.2812,0.8175,-0.6984
d3-019,2,33,Wrist,414.1764,begin,0.2813,0.8174,-0.6984
d3-019,2,33,Wrist,420.1506,begin,0.2813,0.8174,-0.6984
d3-019,2,33,Wrist,426.0046,begin,0.2812,0.8176,-0.6985
d3-019,2,33,Wrist,431.9890,begin,0.2812,0.8176,-0.6985
d3-019,2,33,Wrist,437.8001,begin,0.2813,0.8174,-0.6984
d3-019,2,33,Wrist,443.7850,begin,0.2813,0.8174,-0.6984
d3-019,2,33,Wrist,449.2078,begin,0.2813,0.8174,-0.6984
d3-019,2,33,Wrist,454.6734,begin,0.2813,0.8174,-0.6984
d3-019,2,33,Wrist,460.6333,begin,0.2813,0.8174,-0.6984
d3-019,2,33,Wrist,465.9028,begin,0.2813,0.8174,-0.6984
d3-019,2,33,Wrist,471.8861,begin,0.2813,0.8174,-0.6984
d3-019,2,33,Wrist,477.1159,begin,0.2814,0.8179,-0.6987
d3-019,2,33,Wrist,483.0997,begin,0.2813,0.8179,-0.6987
d3-019,2,33,Wrist,488.4888,begin,0.2816,0.8177,-0.6987
d3-019,2,33,Wrist,494.1498,begin,0.2816,0.8176,-0.6987
d3-019,2,33,Wrist,500.1238,begin,0.2816,0.8176,-0.6987
d3-019,2,33,Wrist,505.5976,begin,0.2816,0.8176,-0.6987
d3-019,2,33,Wrist,511.5820,begin,0.2815,0.8177,-0.6987
d3-019,2,33,Wrist,517.0864,begin,0.2816,0.8176,-0.6987
d3-019,2,33,Wrist,523.0704,begin,0.2816,0.8176,-0.6987
d3-019,2,33,Wrist,529.0529,begin,0.2816,0.8176,-0.6987
d3-019,2,33,Wrist,534.5925,begin,0.2816,0.8176,-0.6987
d3-019,2,33,Wrist,540.5673,begin,0.2816,0.8176,-0.6987
d3-019,2,33,Wrist,546.5509,begin,0.2816,0.8176,-0.6987
