experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_eyeTrackingData_location_0,manual_reach_ppt_hand_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_eyeTrackingData_location_0,tool_reach_ppt_tool_movement_location_0
1_tooluseinVR,d1-018,1,1,1,1,307.9072,309.2733,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T001.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T001.csv,,,,,,
1_tooluseinVR,d1-018,1,2,1,2,313.3269,314.9266,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T002.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T002.csv,,,,,,
1_tooluseinVR,d1-018,1,3,1,3,318.9801,320.8014,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T003.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T003.csv,,,,,,
1_tooluseinVR,d1-018,1,4,1,4,324.855,326.4765,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T004.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T004.csv,,,,,,
1_tooluseinVR,d1-018,1,5,1,5,330.5299,333.7507,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T005.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T005.csv,,,,,,
1_tooluseinVR,d1-018,1,6,1,6,337.7932,339.8481,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T006.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T006.csv,,,,,,
1_tooluseinVR,d1-018,1,7,1,7,343.9017,345.7017,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T007.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T007.csv,,,,,,
1_tooluseinVR,d1-018,1,8,1,8,349.7435,352.0312,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T008.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T008.csv,,,,,,
1_tooluseinVR,d1-018,1,9,1,9,356.0847,357.8394,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T009.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T009.csv,,,,,,
1_tooluseinVR,d1-018,1,10,1,10,361.893,364.3918,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T010.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T010.csv,,,,,,
1_tooluseinVR,d1-018,1,11,1,11,368.4456,370.6011,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T011.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T011.csv,,,,,,
1_tooluseinVR,d1-018,1,12,1,12,374.6534,375.7755,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T012.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T012.csv,,,,,,
1_tooluseinVR,d1-018,1,13,1,13,379.8181,380.8175,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T013.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T013.csv,,,,,,
1_tooluseinVR,d1-018,1,14,1,14,384.8712,386.4262,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T014.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T014.csv,,,,,,
1_tooluseinVR,d1-018,1,15,1,15,390.4799,393.3118,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T015.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T015.csv,,,,,,
1_tooluseinVR,d1-018,1,16,1,16,397.3653,398.4759,1_tooluseinVR/d1-018/S001/trackers/landmark/landmarkstimulus_estimates_T016.csv,1_tooluseinVR/d1-018/S001/trackers/landmark/landmark_eyeTrackingData_T016.csv,,,,,,
