participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,trialtime
d1-019,3,5,0.3359,0.7851,-1.0579,0.3381,0.8177,-1.3163,0.337,0.8014,-1.1871,0.3371,0.7651,-1.1975,Forearm,-0.0104,0.2605,0.2699,0.2935,0.9122393,3.4985
