experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_ppt_hand_movement_location_0,landmarkstimulus_estimates_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0
2_toolusenotinVR,223,1,1,1,1,29.72442,36.29968,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T001.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T001.csv,,,
2_toolusenotinVR,223,1,2,1,2,39.25319,43.6845,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T002.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T002.csv,,,
2_toolusenotinVR,223,1,3,1,3,46.63899,51.32583,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T003.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T003.csv,,,
2_toolusenotinVR,223,1,4,1,4,54.27941,58.81049,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T004.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T004.csv,,,
2_toolusenotinVR,223,1,5,1,5,61.76488,66.12971,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T005.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T005.csv,,,
2_toolusenotinVR,223,1,6,1,6,69.0835,73.38045,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T006.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T006.csv,,,
2_toolusenotinVR,223,1,7,1,7,76.33601,80.92255,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T007.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T007.csv,,,
2_toolusenotinVR,223,1,8,1,8,83.87682,88.06406,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T008.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T008.csv,,,
2_toolusenotinVR,223,1,9,1,9,91.01772,95.149,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T009.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T009.csv,,,
2_toolusenotinVR,223,1,10,1,10,98.10317,102.1456,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T010.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T010.csv,,,
2_toolusenotinVR,223,1,11,1,11,105.1003,109.1976,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T011.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T011.csv,,,
2_toolusenotinVR,223,1,12,1,12,112.1525,116.484,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T012.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T012.csv,,,
2_toolusenotinVR,223,1,13,1,13,119.438,123.6025,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T013.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T013.csv,,,
2_toolusenotinVR,223,1,14,1,14,126.5563,130.7658,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T014.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T014.csv,,,
2_toolusenotinVR,223,1,15,1,15,133.7202,137.7398,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T015.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T015.csv,,,
2_toolusenotinVR,223,1,16,1,16,140.6942,144.9151,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T016.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T016.csv,,,
2_toolusenotinVR,223,1,17,1,17,147.8689,152.2226,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T017.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T017.csv,,,
2_toolusenotinVR,223,1,18,1,18,155.1767,159.3855,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T018.csv,2_toolusenotinVR/223/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T018.csv,,,
2_toolusenotinVR,223,1,19,2,1,542.3709,548.4691,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T019.csv,,
2_toolusenotinVR,223,1,20,2,2,552.5112,556.9436,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T020.csv,,
2_toolusenotinVR,223,1,21,2,3,566.1833,569.2773,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T021.csv,,
2_toolusenotinVR,223,1,22,2,4,573.3236,578.2769,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T022.csv,,
2_toolusenotinVR,223,1,23,2,5,586.9286,590.3054,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T023.csv,,
2_toolusenotinVR,223,1,24,2,6,594.3577,601.0442,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T024.csv,,
2_toolusenotinVR,223,1,25,2,7,605.0862,611.3618,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T025.csv,,
2_toolusenotinVR,223,1,26,2,8,619.9576,631.941,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T026.csv,,
2_toolusenotinVR,223,1,27,2,9,635.9941,639.1038,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T027.csv,,
2_toolusenotinVR,223,1,28,2,10,643.1357,649.111,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T028.csv,,
2_toolusenotinVR,223,1,29,2,11,653.1646,657.529,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T029.csv,,
2_toolusenotinVR,223,1,30,2,12,662.349,665.0143,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T030.csv,,
2_toolusenotinVR,223,1,31,2,13,672.1223,674.9761,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T031.csv,,
2_toolusenotinVR,223,1,32,2,14,679.0081,686.7386,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T032.csv,,
2_toolusenotinVR,223,1,33,2,15,690.7909,695.1002,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T033.csv,,
2_toolusenotinVR,223,1,34,2,16,699.1534,708.6382,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T034.csv,,
2_toolusenotinVR,223,1,35,2,17,712.6805,719.7776,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T035.csv,,
2_toolusenotinVR,223,1,36,2,18,723.8203,730.6281,,,2_toolusenotinVR/223/S001/trackers/landmark/landmarkstimulus_estimates_T036.csv,,
2_toolusenotinVR,223,1,37,3,1,1076.563,1083.305,,,,2_toolusenotinVR/223/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,2_toolusenotinVR/223/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv
2_toolusenotinVR,223,1,38,3,2,1086.259,1092.178,,,,2_toolusenotinVR/223/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,2_toolusenotinVR/223/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv
2_toolusenotinVR,223,1,39,3,3,1095.131,1100.496,,,,2_toolusenotinVR/223/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,2_toolusenotinVR/223/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv
