participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,perceivedforearmlength,perceivedforearmlengthratio,noisewrist,noiseelbow,startposition,direction,speed,trialtime
d3-023,1,5,0.2884,0.7565,-0.3584,0.2676,0.7718,-0.5901,0.278,0.7641,-0.4742,0.2834,0.7565,-0.3352,Wrist,0.0237,0.2331,0,0,0.1513,0.1443,-0.3879,forward,0.280867,5.0342
