participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,speed,startposition,direction,trialtime
221,17,4,0.3815,0.7937,-0.5172,0.3973,0.797,-0.8343,0.3894,0.7953,-0.6757,0.3882,0.7737,-0.5933,Wrist,-0.0761,0.3175,0.2241,0.2166,0.283,0.5948939,forward,3.4978
