participant,block,trial,tracked,time_ms,phase,pos_x,pos_y,pos_z
d3-002,2,22,Wrist,0.0000,startbuffer,0.3281,0.8269,-0.8268
d3-002,2,22,Wrist,5.9842,startbuffer,0.3283,0.8266,-0.8267
d3-002,2,22,Wrist,11.9683,startbuffer,0.3283,0.8266,-0.8267
d3-002,2,22,Wrist,17.9520,startbuffer,0.3284,0.8270,-0.8271
d3-002,2,22,Wrist,23.9361,startbuffer,0.3285,0.8269,-0.8271
d3-002,2,22,Wrist,29.4810,startbuffer,0.3284,0.8269,-0.8271
d3-002,2,22,Wrist,35.4646,startbuffer,0.3286,0.8266,-0.8270
d3-002,2,22,Wrist,41.4488,startbuffer,0.3286,0.8266,-0.8270
d3-002,2,22,Wrist,47.4333,startbuffer,0.3287,0.8266,-0.8270
d3-002,2,22,Wrist,53.4179,startbuffer,0.3287,0.8266,-0.8270
d3-002,2,22,Wrist,60.7545,startbuffer,0.3287,0.8265,-0.8271
d3-002,2,22,Wrist,66.7389,begin,0.3287,0.8265,-0.8271
d3-002,2,22,Wrist,72.7231,begin,0.3288,0.8268,-0.8273
d3-002,2,22,Wrist,78.7069,begin,0.3288,0.8268,-0.8273
d3-002,2,22,Wrist,84.6910,begin,0.3288,0.8268,-0.8273
d3-002,2,22,Wrist,90.6748,begin,0.3289,0.8267,-0.8273
d3-002,2,22,Wrist,96.6614,begin,0.3285,0.8271,-0.8273
d3-002,2,22,Wrist,102.6454,begin,0.3284,0.8272,-0.8274
d3-002,2,22,Wrist,108.6298,begin,0.3284,0.8272,-0.8273
d3-002,2,22,Wrist,114.6129,begin,0.3284,0.8271,-0.8274
d3-002,2,22,Wrist,120.5979,begin,0.3285,0.8270,-0.8273
d3-002,2,22,Wrist,126.5814,begin,0.3281,0.8275,-0.8273
d3-002,2,22,Wrist,132.1621,begin,0.3280,0.8276,-0.8273
d3-002,2,22,Wrist,138.1454,begin,0.3280,0.8273,-0.8272
d3-002,2,22,Wrist,144.1297,begin,0.3280,0.8273,-0.8272
d3-002,2,22,Wrist,149.6223,begin,0.3278,0.8276,-0.8272
d3-002,2,22,Wrist,155.6060,begin,0.3277,0.8277,-0.8272
d3-002,2,22,Wrist,160.7564,begin,0.3277,0.8278,-0.8272
d3-002,2,22,Wrist,166.2495,begin,0.3277,0.8278,-0.8272
d3-002,2,22,Wrist,172.2331,begin,0.3277,0.8277,-0.8271
d3-002,2,22,Wrist,178.6178,begin,0.3276,0.8279,-0.8271
d3-002,2,22,Wrist,184.5813,begin,0.3275,0.8279,-0.8271
d3-002,2,22,Wrist,190.5647,begin,0.3275,0.8279,-0.8271
d3-002,2,22,Wrist,196.2698,begin,0.3275,0.8279,-0.8271
d3-002,2,22,Wrist,202.2531,begin,0.3274,0.8281,-0.8271
d3-002,2,22,Wrist,208.2374,begin,0.3274,0.8281,-0.8270
d3-002,2,22,Wrist,213.3414,begin,0.3274,0.8279,-0.8269
d3-002,2,22,Wrist,219.3132,begin,0.3275,0.8279,-0.8269
d3-002,2,22,Wrist,225.2965,begin,0.3275,0.8279,-0.8269
d3-002,2,22,Wrist,230.7905,begin,0.3274,0.8281,-0.8269
d3-002,2,22,Wrist,236.7742,begin,0.3274,0.8281,-0.8269
d3-002,2,22,Wrist,242.7586,begin,0.3273,0.8281,-0.8269
