ppid,trial_num_in_block,time,order,vel_m_filt,vel_lat_filt,acc_m_filtfilt,dec_m_filtfilt,acc_lat_filtfilt,dec_lat_filtfilt,tracking,combined_vel,combined_vel_lat,combined_acc,combined_acc_lat,combined_dec,combined_dec_lat,ovr_vel_m_filt,ovr_vel_lat_filt,ovr_acc_m_filtfilt,ovr_acc_lat_filtfilt,ovr_dec_m_filtfilt,ovr_dec_lat_filtfilt
d3-006,11,pre,pre,858.190907664591,645,2597.54412281171,-3253.91836498785,175,905,steamvr,858.190907664591,645,2597.54412281171,175,-3253.91836498785,905,1012.34860684742,1005,3391.276212139,535,-3939.37918340208,1260
d3-006,12,post,second,880.544759071559,535,4381.01536765373,-2641.41264563177,205,760,steamvr,880.544759071559,535,4381.01536765373,205,-2641.41264563177,760,1032.64724836741,505,5709.4550173171,210,-3262.93693669549,765
d3-006,12,pre,pre,1224.51354606152,550,5608.12413540269,-4724.8455102184,255,745,steamvr,1224.51354606152,550,5608.12413540269,255,-4724.8455102184,745,1465.09145757937,580,7554.11524077392,265,-5855.15343794428,765
d3-006,13,post,second,1095.04311897779,565,5158.24572644004,-3140.10430254205,215,660,steamvr,1095.04311897779,565,5158.24572644004,215,-3140.10430254205,660,1306.57865314846,570,6378.0526564493,220,-3639.82759157437,705
d3-006,13,pre,pre,889.602450685636,675,3605.36120001427,-3062.87008228161,240,875,steamvr,889.602450685636,675,3605.36120001427,240,-3062.87008228161,875,1050.47135842714,680,4818.67723589466,245,-3600.68199350293,885
d3-006,14,post,second,941.905744370897,565,4264.38673380637,-3019.17495365306,220,720,steamvr,941.905744370897,565,4264.38673380637,220,-3019.17495365306,720,1084.86019026457,610,5794.95885951901,230,-3894.15416122642,880
d3-006,14,pre,pre,994.437448049744,610,3325.37892131865,-5049.41821561145,185,810,steamvr,994.437448049744,610,3325.37892131865,185,-5049.41821561145,810,1155.65360547824,630,4284.24970377519,185,-6204.1535579961,815
d3-006,15,post,second,1067.67075449724,530,5428.89213313119,-2988.42327655913,305,785,steamvr,1067.67075449724,530,5428.89213313119,305,-2988.42327655913,785,1282.89431105703,560,7246.97523050425,355,-3388.52951052961,795
d3-006,15,pre,pre,1053.62402901651,600,3164.07840087775,-3966.29061655853,200,775,steamvr,1053.62402901651,600,3164.07840087775,200,-3966.29061655853,775,1243.07765659546,605,4203.61306179627,205,-4644.02444292207,775
d3-006,16,post,second,831.597240788232,495,3768.60460108034,-2799.14289800508,275,855,steamvr,831.597240788232,495,3768.60460108034,275,-2799.14289800508,855,1036.59490434202,465,5071.00356820345,270,-3689.13132546052,860
d3-006,16,pre,pre,933.442989571929,515,4575.24936812593,-3032.58511536949,220,770,steamvr,933.442989571929,515,4575.24936812593,220,-3032.58511536949,770,1097.86790361533,485,5934.10942255528,220,-3658.45158245724,775
d3-006,17,post,second,879.650355519093,770,2178.95642557664,-2022.14819659765,545,1020,steamvr,879.650355519093,770,2178.95642557664,545,-2022.14819659765,1020,1060.12022741701,740,2698.38033021392,525,-2364.44446371723,1010
d3-006,17,pre,pre,849.631009796356,600,4418.24481161104,-2177.78957655791,180,875,steamvr,849.631009796356,600,4418.24481161104,180,-2177.78957655791,875,981.719867460836,620,5856.74013785713,180,-2590.57533409243,855
d3-006,18,post,second,1119.32663825069,500,6900.05961732565,-3858.66205408645,245,690,steamvr,1119.32663825069,500,6900.05961732565,245,-3858.66205408645,690,1346.31746656276,495,9260.99295085365,265,-4419.53994951189,710
d3-006,18,pre,pre,911.830114221388,565,4167.94707309054,-1972.65203982425,240,715,steamvr,911.830114221388,565,4167.94707309054,240,-1972.65203982425,715,1055.24808772325,510,5518.79884162986,240,-2166.39997833924,715
d3-007,1,post,first,1174.45529529882,350,7908.97002704001,-3296.53402930551,185,585,steamvr,1174.45529529882,350,7908.97002704001,185,-3296.53402930551,585,1467.29038098939,295,10393.9251616922,185,-4050.42833717802,585
d3-007,1,pre,pre,732.311543165996,425,3401.03154484235,-2173.86598320003,260,1080,steamvr,732.311543165996,425,3401.03154484235,260,-2173.86598320003,1080,900.855018906137,430,4598.90490270706,260,-2988.55275183608,1085
d3-007,2,post,first,807.281696476229,505,3783.79055482799,-2298.55661843682,215,735,steamvr,807.281696476229,505,3783.79055482799,215,-2298.55661843682,735,964.383838393964,510,4967.19459584816,215,-2460.98998882444,740
d3-007,2,pre,pre,700.369795004995,360,3940.85218000492,-1822.87958201519,195,970,steamvr,700.369795004995,360,3940.85218000492,195,-1822.87958201519,970,865.821800812963,365,5104.04210634799,205,-2314.25677494842,985
d3-007,3,post,first,1270.0292478205,365,7964.89541843355,-5318.72970488515,165,500,steamvr,1270.0292478205,365,7964.89541843355,165,-5318.72970488515,500,1515.09677508523,345,10257.6072693255,170,-5926.56237215649,505
d3-007,3,pre,pre,1009.56582776854,380,5801.020374092,-3044.51559314726,190,735,steamvr,1009.56582776854,380,5801.020374092,190,-3044.51559314726,735,1206.78083030665,315,7340.91500180158,190,-4014.41218137277,740
d3-007,4,post,first,1422.61831793414,350,7843.26909817323,-4319.29482499343,215,585,steamvr,1422.61831793414,350,7843.26909817323,215,-4319.29482499343,585,1744.40465963237,335,9847.04111418118,215,-4903.08223512515,410
d3-007,4,pre,pre,1007.49765402835,385,5711.70332546581,-2505.7748504385,220,830,steamvr,1007.49765402835,385,5711.70332546581,220,-2505.7748504385,830,1227.88081536326,380,7360.6103520111,220,-3393.50665868425,835
d3-007,5,post,first,1220.27860896642,340,8353.18121949229,-4121.40375505285,150,520,steamvr,1220.27860896642,340,8353.18121949229,150,-4121.40375505285,520,1457.22865600542,325,10864.548030378,150,-4624.45809860634,550
d3-007,5,pre,pre,805.122470692072,305,4375.85750183897,-1649.14840046166,200,580,steamvr,805.122470692072,305,4375.85750183897,200,-1649.14840046166,580,1017.77150884139,310,5586.84476001585,200,-1972.69063122818,495
d3-007,6,post,first,1225.1488288322,285,7629.97519994963,-3652.38125602908,190,535,steamvr,1225.1488288322,285,7629.97519994963,190,-3652.38125602908,535,1530.48958862159,280,9947.04712867445,180,-4038.49098714893,535
d3-007,6,pre,pre,884.646721902797,370,5256.59088625643,-3455.41473012778,200,755,steamvr,884.646721902797,370,5256.59088625643,200,-3455.41473012778,755,1048.76535544518,360,6599.25904692167,215,-4569.49835105347,770
d3-007,7,post,first,1202.76273624241,320,7374.02130390144,-3661.64635329936,185,455,steamvr,1202.76273624241,320,7374.02130390144,185,-3661.64635329936,455,1474.0318754364,295,9412.43172496379,185,-4282.63204337911,460
d3-007,7,pre,pre,752.541184706056,360,5215.75916407556,-1804.56066155073,220,1265,steamvr,752.541184706056,360,5215.75916407556,220,-1804.56066155073,1265,915.303024252459,355,6893.21504275121,230,-2277.65198818093,1270
d3-007,8,post,first,1248.43707387947,315,7251.70297842175,-4648.8520239253,185,500,steamvr,1248.43707387947,315,7251.70297842175,185,-4648.8520239253,500,1515.4427751889,295,9386.59856470458,185,-5007.02429256963,495
d3-007,8,pre,pre,766.110534784894,465,4421.46201391847,-1530.48596406995,245,1200,steamvr,766.110534784894,465,4421.46201391847,245,-1530.48596406995,1200,914.568582758025,470,5805.78678095756,250,-1952.92156588078,1205
d3-007,9,post,first,1173.59357289699,360,7315.44393478417,-3455.33816643205,175,485,steamvr,1173.59357289699,360,7315.44393478417,175,-3455.33816643205,485,1424.69921062095,300,9623.29977989678,185,-4111.48585681238,485
d3-007,9,pre,pre,894.069143943906,420,4131.1162214117,-1992.82524033229,180,655,steamvr,894.069143943906,420,4131.1162214117,180,-1992.82524033229,655,1070.80896676943,325,5228.98682083729,170,-2469.39250456397,745
d3-007,10,post,first,1288.53214773171,345,6719.93507759109,-4893.00585098218,155,475,steamvr,1288.53214773171,345,6719.93507759109,155,-4893.00585098218,475,1554.86658444164,320,8766.02342405607,155,-5394.58940388763,485
d3-007,10,pre,pre,970.004515397739,345,6106.96596788607,-2391.47843710303,230,685,steamvr,970.004515397739,345,6106.96596788607,230,-2391.47843710303,685,1183.42758765065,345,7827.69999966974,240,-2756.35295199946,705
d3-007,11,post,first,1141.31971699519,300,8398.67057905981,-3080.33964485572,145,585,steamvr,1141.31971699519,300,8398.67057905981,145,-3080.33964485572,585,1407.29220700237,285,10948.2421401597,150,-3537.07027976248,600
d3-007,11,pre,pre,913.829823081458,435,5963.85657358334,-1959.41080629809,240,705,steamvr,913.829823081458,435,5963.85657358334,240,-1959.41080629809,705,1104.55345638504,430,7829.46080590176,240,-2428.67024406109,495
d3-007,12,post,first,1166.90122628704,340,8835.33335141759,-3535.09979493466,170,440,steamvr,1166.90122628704,340,8835.33335141759,170,-3535.09979493466,440,1441.00160636404,255,11325.7247314085,170,-4332.87487128219,445
d3-007,12,pre,pre,884.601126984978,315,5372.57879885867,-2466.62020930775,200,870,steamvr,884.601126984978,315,5372.57879885867,200,-2466.62020930775,870,1075.72311844016,325,6996.53496344942,215,-3144.63071058753,885
d3-007,13,post,first,1156.93894340061,280,8762.21551442952,-3427.07429681976,180,475,steamvr,1156.93894340061,280,8762.21551442952,180,-3427.07429681976,475,1421.66642142176,270,11489.9908052799,185,-4099.51315645127,450
d3-007,13,pre,pre,882.600933469959,465,4343.02565372716,-2647.93283410317,235,785,steamvr,882.600933469959,465,4343.02565372716,235,-2647.93283410317,785,1075.34238848785,435,5551.95549443566,240,-3200.22490400664,790
d3-007,14,post,first,1179.34604620237,305,8858.85136423911,-3985.87239004038,160,560,steamvr,1179.34604620237,305,8858.85136423911,160,-3985.87239004038,560,1476.95245017029,260,11964.8762392735,155,-4598.10157329166,550
d3-007,14,pre,pre,941.688161458143,450,4939.81230216987,-2459.12441866438,200,845,steamvr,941.688161458143,450,4939.81230216987,200,-2459.12441866438,845,1138.19347905463,460,6277.47295553273,220,-3157.13474404845,835
d3-007,15,post,first,1205.09733811349,280,8218.82307009472,-3634.4438249467,185,605,steamvr,1205.09733811349,280,8218.82307009472,185,-3634.4438249467,605,1508.13788757758,280,10821.7542635915,185,-4330.51247803567,625
d3-007,15,pre,pre,1006.2474748752,400,5768.14701107677,-3326.8353203134,200,635,steamvr,1006.2474748752,400,5768.14701107677,200,-3326.8353203134,635,1217.71742396982,410,7535.36138603999,205,-3664.55523484622,620
d3-007,16,post,first,1175.32957633577,345,8196.05396569851,-3597.02381296613,160,535,steamvr,1175.32957633577,345,8196.05396569851,160,-3597.02381296613,535,1411.90482494834,350,10684.6131531163,160,-4185.78906664932,575
d3-007,16,pre,pre,987.877838610839,415,5655.99504550087,-3326.22461781216,195,605,steamvr,987.877838610839,415,5655.99504550087,195,-3326.22461781216,605,1166.52495933536,425,7345.77732032426,205,-3974.58218709396,620
d3-007,17,post,first,1291.02488661577,360,7483.97173789182,-4681.73320533364,155,500,steamvr,1291.02488661577,360,7483.97173789182,155,-4681.73320533364,500,1562.32720979579,350,10000.300072355,150,-5356.27030583562,495
d3-007,17,pre,pre,944.966583592601,405,5093.52058987222,-3105.29315232842,175,855,steamvr,944.966583592601,405,5093.52058987222,175,-3105.29315232842,855,1145.92053828181,415,5907.0374267518,190,-4086.30412027848,875
d3-007,18,post,first,1239.79167684388,315,7782.75250188615,-3675.26882874397,185,480,steamvr,1239.79167684388,315,7782.75250188615,185,-3675.26882874397,480,1514.07819834784,305,9932.76894112096,190,-3784.78992048906,470
d3-007,18,pre,pre,865.365645203876,390,4777.39153828605,-1874.14666935258,160,660,steamvr,865.365645203876,390,4777.39153828605,160,-1874.14666935258,660,1048.98406655533,375,6019.0201577602,235,-2470.55432695048,1010
d3-008,1,post,second,686.832924076563,465,3289.8391269244,-1696.92571379323,215,540,ppt,,,,,,,,,,,,
d3-008,1,pre,pre,694.861508883257,400,3482.55427658397,-1789.34847531849,120,575,ppt,,,,,,,,,,,,
d3-008,2,post,second,872.687946735549,405,3614.1992042255,-3215.60164271769,175,565,ppt,,,,,,,,,,,,
d3-008,2,pre,pre,621.843039310664,330,4253.42259853601,-1781.8878398641,125,595,ppt,,,,,,,,,,,,
d3-008,3,post,second,927.63484572262,420,4623.15652473681,-3037.33509189443,200,480,ppt,,,,,,,,,,,,
d3-008,3,pre,pre,703.808379232625,355,3871.67505390936,-2508.47288573444,155,420,ppt,,,,,,,,,,,,
d3-008,4,post,second,909.631606327608,425,3213.810675365,-4056.80102057666,175,520,ppt,,,,,,,,,,,,
d3-008,4,pre,pre,804.172718443291,560,3433.82499909748,-2626.62625776776,470,620,ppt,,,,,,,,,,,,
d3-008,5,post,second,1010.97250436949,465,3565.88647162114,-4673.2473679578,280,590,ppt,,,,,,,,,,,,
d3-008,5,pre,pre,860.483869719182,455,2728.99234159885,-2688.90509171808,330,555,ppt,,,,,,,,,,,,
d3-008,6,post,second,899.059881928539,430,4680.97019459861,-4174.79145106719,200,565,ppt,,,,,,,,,,,,
d3-008,6,pre,pre,957.039449988303,355,4510.84421999357,-3495.16913000945,205,455,ppt,,,,,,,,,,,,
d3-008,7,post,second,898.159329382922,465,3062.78671454783,-3407.85889203528,225,745,ppt,,,,,,,,,,,,
d3-008,7,pre,pre,765.796328569491,395,2510.68583181136,-2350.61180935959,130,570,ppt,,,,,,,,,,,,
d3-008,8,post,second,1077.46416124502,425,4036.59598491971,-3557.28009520128,295,605,ppt,,,,,,,,,,,,
d3-008,8,pre,pre,946.506433997813,415,3890.96859674351,-3383.8980794351,280,530,ppt,,,,,,,,,,,,
d3-008,9,post,second,827.883534035636,420,3934.4340942639,-2827.69855128744,225,495,ppt,,,,,,,,,,,,
d3-008,9,pre,pre,737.538564955814,475,3819.80682109332,-2568.56834493072,235,640,ppt,,,,,,,,,,,,
d3-008,10,post,second,893.504157754961,385,3823.84058926198,-2986.49758207863,120,590,ppt,,,,,,,,,,,,
d3-008,10,pre,pre,919.412496185461,495,3213.00846264345,-3108.48775085408,345,630,ppt,,,,,,,,,,,,
d3-008,11,post,second,976.726299393698,475,3135.39939963539,-3678.0225772553,350,770,ppt,,,,,,,,,,,,
d3-008,11,pre,pre,969.009940104095,505,4214.6403036703,-3773.32353378708,355,640,ppt,,,,,,,,,,,,
d3-008,12,post,second,895.033048792427,460,3551.32696746511,-3511.20102264611,160,560,ppt,,,,,,,,,,,,
d3-008,12,pre,pre,905.646300440111,425,5245.07471875915,-2774.15624243779,255,590,ppt,,,,,,,,,,,,
d3-008,13,post,second,873.116980043206,375,4662.66822011148,-3539.73554323424,210,600,ppt,,,,,,,,,,,,
d3-008,13,pre,pre,974.603000352721,570,3441.65006795903,-4915.97074160324,390,715,ppt,,,,,,,,,,,,
d3-008,14,post,second,925.353160749655,405,3113.44342903975,-3784.2790766476,130,515,ppt,,,,,,,,,,,,
d3-008,14,pre,pre,782.009468157366,425,4351.52880950154,-3532.29579390075,160,595,ppt,,,,,,,,,,,,
d3-008,15,post,second,994.646592046947,400,6286.6791141191,-4533.24898994864,205,545,ppt,,,,,,,,,,,,
d3-008,15,pre,pre,836.69468508926,530,3753.16987214159,-3277.72746591027,230,655,ppt,,,,,,,,,,,,
d3-008,16,post,second,977.597799951895,410,3796.1071687736,-4319.5029796292,120,585,ppt,,,,,,,,,,,,
d3-008,16,pre,pre,888.794874534195,355,3634.8849300285,-3382.09482570101,225,560,ppt,,,,,,,,,,,,
d3-008,17,post,second,1001.95171854515,425,4223.27737799253,-3242.80781519148,210,525,ppt,,,,,,,,,,,,
d3-008,17,pre,pre,876.556094487528,500,3516.08022963629,-4477.67940649307,255,600,ppt,,,,,,,,,,,,
d3-008,18,post,second,1002.02717736513,370,4795.1177362988,-3679.19836371761,140,665,ppt,,,,,,,,,,,,
d3-008,18,pre,pre,934.694030670398,370,4116.92803488843,-2835.1420815535,180,475,ppt,,,,,,,,,,,,
d3-009,1,post,first,853.130587622622,305,6925.36761497625,-2613.98018198126,195,475,ppt,,,,,,,,,,,,
d3-009,1,pre,pre,950.609349824362,335,5325.1154379266,-3080.96669804173,170,535,ppt,,,,,,,,,,,,
d3-009,2,post,first,1131.40048394596,310,6693.68488169408,-4423.97998519349,190,450,ppt,,,,,,,,,,,,
d3-009,2,pre,pre,1222.11846746052,325,6503.84342920483,-4837.75190255874,155,450,ppt,,,,,,,,,,,,
d3-009,3,post,first,890.202774203768,305,6122.28021819457,-3211.6495952949,200,530,ppt,,,,,,,,,,,,
d3-009,3,pre,pre,885.919027193435,430,7409.84365190102,-3217.85006200194,155,795,ppt,,,,,,,,,,,,
d3-009,4,post,first,847.194245835282,350,6694.30014917021,-3407.81398877012,160,465,ppt,,,,,,,,,,,,
d3-009,4,pre,pre,986.752533382813,415,5326.69992807244,-3733.13522727901,180,590,ppt,,,,,,,,,,,,
d3-009,5,post,first,914.481116274507,415,7080.46110279365,-3492.22550825987,260,450,ppt,,,,,,,,,,,,
d3-009,5,pre,pre,1257.289795853,385,6613.97465387435,-5991.3669569794,160,495,ppt,,,,,,,,,,,,
d3-009,6,post,first,792.682937138667,370,4628.82162276465,-2952.08260384071,260,545,ppt,,,,,,,,,,,,
d3-009,6,pre,pre,1082.50023228559,420,5286.22951060269,-3942.30978487527,205,495,ppt,,,,,,,,,,,,
d3-009,7,post,first,904.63517134793,350,7776.85666741425,-3419.45380769461,225,555,ppt,,,,,,,,,,,,
d3-009,7,pre,pre,1049.66844081257,360,6416.3627470691,-3118.20372492295,200,475,ppt,,,,,,,,,,,,
d3-009,8,post,first,933.887249988047,320,7529.2386951219,-4065.32199136891,230,535,ppt,,,,,,,,,,,,
d3-009,8,pre,pre,1045.49560211866,370,5622.07888969784,-3111.84263462123,160,455,ppt,,,,,,,,,,,,
d3-009,9,post,first,970.568266290326,315,6599.60641398069,-3828.29694038052,210,465,ppt,,,,,,,,,,,,
d3-009,9,pre,pre,966.915411299151,395,4742.07727676529,-2970.95186199795,270,550,ppt,,,,,,,,,,,,
d3-009,10,post,first,1103.31174851415,290,8322.40907347859,-3549.53896774471,220,480,ppt,,,,,,,,,,,,
d3-009,10,pre,pre,946.052446449193,360,4832.39617036581,-2582.88266555995,190,565,ppt,,,,,,,,,,,,
d3-009,11,post,first,1058.20837288199,380,7169.83314320542,-5042.21949160772,235,505,ppt,,,,,,,,,,,,
d3-009,11,pre,pre,1027.77729441937,390,5721.46471857072,-4631.30024181814,180,455,ppt,,,,,,,,,,,,
d3-009,12,post,first,956.588896029903,285,5628.67982150641,-4236.79818624539,175,465,ppt,,,,,,,,,,,,
d3-009,12,pre,pre,972.178347373968,370,5736.77326092422,-3548.9948877798,195,510,ppt,,,,,,,,,,,,
d3-009,13,post,first,943.504161477687,360,4472.7779383182,-4647.12103977937,160,505,ppt,,,,,,,,,,,,
d3-009,13,pre,pre,940.131876825352,340,5663.45042499724,-3319.53697558193,200,565,ppt,,,,,,,,,,,,
d3-009,14,post,first,1038.51039184253,330,4822.6862384599,-5099.5108821232,250,475,ppt,,,,,,,,,,,,
d3-009,14,pre,pre,959.267195844675,370,4754.23481618528,-2745.92430241453,210,520,ppt,,,,,,,,,,,,
d3-009,15,post,first,971.542323342168,305,6123.07731394689,-4201.16616041941,180,460,ppt,,,,,,,,,,,,
d3-009,15,pre,pre,907.843617854329,425,5055.15902750084,-3469.53724752441,225,625,ppt,,,,,,,,,,,,
d3-009,16,post,first,1158.55807016346,285,7043.35505234828,-5100.78938085286,195,425,ppt,,,,,,,,,,,,
d3-009,16,pre,pre,791.498924260236,365,4626.65238662853,-1771.68914600284,195,715,ppt,,,,,,,,,,,,
d3-009,17,post,first,1107.52878228496,295,6334.47482995684,-4669.64730755733,170,470,ppt,,,,,,,,,,,,
d3-009,17,pre,pre,942.9007024842,310,4535.10057805363,-3310.99724900284,185,530,ppt,,,,,,,,,,,,
d3-009,18,post,first,1002.04945614503,295,6456.55371046455,-2981.29889434723,200,400,ppt,,,,,,,,,,,,
d3-009,18,pre,pre,1014.38227303082,330,6790.94064094127,-4058.51349406006,160,470,ppt,,,,,,,,,,,,
d3-010,1,post,first,1040.40571045477,390,5704.00591884635,-5093.72159382492,155,555,ppt,,,,,,,,,,,,
d3-010,1,pre,pre,1238.45183806845,300,9224.46388190017,-5867.10579141092,150,510,ppt,,,,,,,,,,,,
d3-010,2,post,first,939.605850927862,445,5632.27387184316,-3417.90970868897,210,565,ppt,,,,,,,,,,,,
d3-010,2,pre,pre,1231.30917922287,355,7114.51965824801,-5135.37968866808,175,465,ppt,,,,,,,,,,,,
d3-010,3,post,first,896.90044294957,410,4452.38641859688,-3235.97442428765,185,615,ppt,,,,,,,,,,,,
d3-010,3,pre,pre,1072.83150579339,420,4676.68997051444,-4160.01699548811,145,575,ppt,,,,,,,,,,,,
d3-010,4,post,first,912.11701187818,485,4918.97455314215,-3044.61420048586,210,620,ppt,,,,,,,,,,,,
d3-010,4,pre,pre,1183.83793478606,370,5176.10664060364,-4655.33230329707,125,520,ppt,,,,,,,,,,,,
d3-010,5,post,first,971.638628278775,340,5409.07935989564,-2916.6875871635,130,610,ppt,,,,,,,,,,,,
d3-010,5,pre,pre,968.414861745537,430,4476.06614058245,-4906.29797725929,150,670,ppt,,,,,,,,,,,,
d3-010,6,post,first,1086.09085582517,305,6738.78374135788,-5291.6499313401,130,500,ppt,,,,,,,,,,,,
d3-010,6,pre,pre,1179.46449850116,460,4679.97449934373,-5262.02701152179,270,615,ppt,,,,,,,,,,,,
d3-010,7,post,first,1126.8511727262,410,7924.35874836259,-5513.8168308364,170,490,ppt,,,,,,,,,,,,
d3-010,7,pre,pre,1161.01282583367,335,7362.23300109245,-3722.52820942912,160,475,ppt,,,,,,,,,,,,
d3-010,8,post,first,925.782370804831,400,4483.5862690107,-3500.67374688752,205,560,ppt,,,,,,,,,,,,
d3-010,8,pre,pre,1148.37567180004,355,5616.86998743707,-4237.99682791537,145,630,ppt,,,,,,,,,,,,
d3-010,9,post,first,1049.98629512686,435,4091.26829257538,-6240.91627882307,175,565,ppt,,,,,,,,,,,,
d3-010,9,pre,pre,968.075619270679,375,5260.13262030441,-5245.43334809521,135,620,ppt,,,,,,,,,,,,
d3-010,10,post,first,1029.26951809026,370,7033.57368927894,-3716.92590099232,145,500,ppt,,,,,,,,,,,,
d3-010,10,pre,pre,1144.53295025154,270,8489.15241917823,-3926.67883163477,155,490,ppt,,,,,,,,,,,,
d3-010,11,post,first,1122.80857844079,365,4670.33888241211,-4989.1190019458,245,545,ppt,,,,,,,,,,,,
d3-010,11,pre,pre,1061.64041487463,395,6035.95714942909,-5097.77235947134,150,540,ppt,,,,,,,,,,,,
d3-010,12,post,first,1127.19522845371,440,6755.43442693448,-6605.77880023502,220,515,ppt,,,,,,,,,,,,
d3-010,12,pre,pre,1165.61669150028,390,5677.1801355115,-6261.67763163787,175,510,ppt,,,,,,,,,,,,
d3-010,13,post,first,1130.1395278356,350,5721.6132936983,-5750.44569195314,165,520,ppt,,,,,,,,,,,,
d3-010,13,pre,pre,1032.35916919307,460,4333.94673366496,-5013.21678951858,230,615,ppt,,,,,,,,,,,,
d3-010,14,post,first,1176.54717422187,325,6763.02003844095,-5129.51909663353,135,485,ppt,,,,,,,,,,,,
d3-010,14,pre,pre,1121.39190852016,340,5693.33136675606,-4688.60207002741,140,530,ppt,,,,,,,,,,,,
d3-010,15,post,first,1367.03360894335,305,6358.5536204849,-5171.29584300815,260,485,ppt,,,,,,,,,,,,
d3-010,15,pre,pre,947.12071279356,350,4968.24165626219,-3678.82413023436,180,570,ppt,,,,,,,,,,,,
d3-010,16,post,first,1167.57975939585,290,7431.32204616117,-3607.10868276878,150,445,ppt,,,,,,,,,,,,
d3-010,16,pre,pre,1074.716503075,385,5205.93007308482,-4677.57804603063,200,565,ppt,,,,,,,,,,,,
d3-010,17,post,first,1136.62247520232,265,5827.10514906424,-6582.10421024,125,425,ppt,,,,,,,,,,,,
d3-010,17,pre,pre,1003.13331528717,360,4693.23782767768,-4021.45050899502,150,615,ppt,,,,,,,,,,,,
d3-010,18,post,first,1035.98749285335,310,4517.26413229888,-4424.37614139118,145,465,ppt,,,,,,,,,,,,
d3-010,18,pre,pre,882.183652314695,295,6014.96024118587,-3976.88263304673,145,520,ppt,,,,,,,,,,,,
d3-011,1,post,first,1046.25131638788,450,3908.37894417249,-4527.29835069878,285,645,ppt,,,,,,,,,,,,
d3-011,1,pre,pre,1329.47113797692,385,5926.64244132778,-6394.11163738352,195,490,ppt,,,,,,,,,,,,
d3-011,2,post,first,1070.84579215117,390,4924.28633261117,-4828.08748669197,235,540,ppt,,,,,,,,,,,,
d3-011,2,pre,pre,925.905084587217,545,2632.49095058293,-2811.79063176657,360,680,ppt,,,,,,,,,,,,
d3-011,3,post,first,1182.83098893489,385,5364.72955251454,-4444.74563351919,125,530,ppt,,,,,,,,,,,,
d3-011,3,pre,pre,1082.55051756968,375,4576.46111011388,-3668.01249793129,210,630,ppt,,,,,,,,,,,,
d3-011,4,post,first,1105.70618066224,360,5186.74077634716,-4412.23096758407,145,520,ppt,,,,,,,,,,,,
d3-011,4,pre,pre,850.509559892809,770,4429.25482323942,-3332.03590387449,185,955,ppt,,,,,,,,,,,,
d3-011,5,post,first,997.423628394204,365,4017.59915629196,-3406.63389042876,155,665,ppt,,,,,,,,,,,,
d3-011,5,pre,pre,958.340293445718,455,3562.18593744844,-4387.81856917844,265,675,ppt,,,,,,,,,,,,
d3-011,6,post,first,1108.14433361381,430,4020.2951613939,-4147.7727766461,350,650,ppt,,,,,,,,,,,,
d3-011,6,pre,pre,918.759785258412,485,3944.51631140431,-2534.98352626447,340,880,ppt,,,,,,,,,,,,
d3-011,7,post,first,1069.62664948402,360,4411.20565506218,-3990.70276048197,115,480,ppt,,,,,,,,,,,,
d3-011,7,pre,pre,954.942586476813,420,4169.78362943333,-4728.35084812582,275,565,ppt,,,,,,,,,,,,
d3-011,8,post,first,1131.11120222493,375,5324.00449226913,-3795.32654598118,135,470,ppt,,,,,,,,,,,,
d3-011,8,pre,pre,933.654509766067,405,3880.39406154794,-4139.19181580473,110,595,ppt,,,,,,,,,,,,
d3-011,9,post,first,995.568848501252,425,4094.1041388444,-3683.16414198298,205,605,ppt,,,,,,,,,,,,
d3-011,9,pre,pre,1148.36164428685,400,4430.37751361733,-4188.36434807964,250,600,ppt,,,,,,,,,,,,
d3-011,10,post,first,1038.6211886961,475,3746.12687696673,-4476.5015564952,350,550,ppt,,,,,,,,,,,,
d3-011,10,pre,pre,820.304784096212,465,3637.34482891883,-2602.202834082,110,790,ppt,,,,,,,,,,,,
d3-011,11,post,first,933.938323849506,400,4219.0516107865,-3118.94016010072,270,535,ppt,,,,,,,,,,,,
d3-011,11,pre,pre,1115.95666076162,435,4129.32440767886,-4446.03070704909,300,475,ppt,,,,,,,,,,,,
d3-011,12,post,first,1072.50790171231,420,3979.33153442579,-4749.38982041908,290,565,ppt,,,,,,,,,,,,
d3-011,12,pre,pre,932.518625282239,365,4071.68472081847,-2965.68485828186,240,760,ppt,,,,,,,,,,,,
d3-011,13,post,first,1028.63723979032,415,4574.83341705658,-4224.62930127519,285,620,ppt,,,,,,,,,,,,
d3-011,13,pre,pre,986.83555594833,545,4613.78963729947,-5744.92744890562,205,585,ppt,,,,,,,,,,,,
d3-011,14,post,first,960.319601784922,375,4407.30842275196,-2985.6049034942,170,590,ppt,,,,,,,,,,,,
d3-011,14,pre,pre,975.589824478131,470,3995.31930142659,-3695.78110411527,215,585,ppt,,,,,,,,,,,,
d3-011,15,post,first,1070.87143871564,390,4665.88438385898,-4622.76118696061,120,575,ppt,,,,,,,,,,,,
d3-011,15,pre,pre,956.270434890582,415,4791.30270613086,-3006.62195394013,235,670,ppt,,,,,,,,,,,,
d3-011,16,post,first,1155.89043860605,365,5173.73666019916,-3557.35970858112,285,595,ppt,,,,,,,,,,,,
d3-011,16,pre,pre,1137.89538864687,395,4681.51544539538,-4910.58333185561,220,580,ppt,,,,,,,,,,,,
