ppid,trial_num_in_block,time,order,vel_m_filt,vel_lat_filt,acc_m_filtfilt,dec_m_filtfilt,acc_lat_filtfilt,dec_lat_filtfilt,tracking,combined_vel,combined_vel_lat,combined_acc,combined_acc_lat,combined_dec,combined_dec_lat,ovr_vel_m_filt,ovr_vel_lat_filt,ovr_acc_m_filtfilt,ovr_acc_lat_filtfilt,ovr_dec_m_filtfilt,ovr_dec_lat_filtfilt
d3-011,17,post,first,1120.83177824309,365,6050.92766101668,-4961.33980858173,115,520,ppt,,,,,,,,,,,,
d3-011,17,pre,pre,1237.07823349177,375,5070.59561461154,-4313.18147880258,310,535,ppt,,,,,,,,,,,,
d3-011,18,post,first,1209.24634010926,435,5085.06914232071,-4519.27562915257,255,525,ppt,,,,,,,,,,,,
d3-011,18,pre,pre,1077.35001610328,395,4629.98086351892,-3752.92631169268,320,700,ppt,,,,,,,,,,,,
d3-012,1,post,second,991.068096495634,455,4283.74846004372,-3802.25642490955,210,610,steamvr,991.068096495634,455,4283.74846004372,210,-3802.25642490955,610,1158.84284122666,450,5316.86846756391,210,-4656.71161379695,605
d3-012,1,pre,pre,1046.64596887988,455,4137.41816247915,-3591.693425442,145,565,steamvr,1046.64596887988,455,4137.41816247915,145,-3591.693425442,565,1254.2956607308,455,5405.06948727409,125,-4229.67591464321,555
d3-012,2,post,second,1090.58137265699,470,4300.12699595363,-4677.28984687724,235,620,steamvr,1090.58137265699,470,4300.12699595363,235,-4677.28984687724,620,1275.69748305061,495,5247.06143914526,240,-5633.70719973436,620
d3-012,2,pre,pre,1243.93587847256,395,5752.21399606823,-4866.7055605534,210,475,steamvr,1243.93587847256,395,5752.21399606823,210,-4866.7055605534,475,1473.14360386399,390,7125.62450017459,220,-5906.80677912538,470
d3-012,3,post,second,1136.54624200614,310,8042.44347412491,-4277.41358215522,160,495,steamvr,1136.54624200614,310,8042.44347412491,160,-4277.41358215522,495,1356.89608902958,290,10348.7936201892,170,-5107.51266878321,500
d3-012,3,pre,pre,1233.41596154973,350,7927.44053978771,-5044.47226489334,175,485,steamvr,1233.41596154973,350,7927.44053978771,175,-5044.47226489334,485,1454.52157605077,355,10164.5640808711,175,-5781.46690201625,485
d3-012,4,post,second,1173.2088187886,395,7408.17097522019,-4864.80672058236,160,525,steamvr,1173.2088187886,395,7408.17097522019,160,-4864.80672058236,525,1374.97916644233,390,9428.89619414488,165,-5735.3017872017,515
d3-012,4,pre,pre,911.431967428508,505,2999.56080017472,-3311.10329098667,185,645,steamvr,911.431967428508,505,2999.56080017472,185,-3311.10329098667,645,1056.95862165153,500,3697.28805480022,190,-3666.74745473993,650
d3-012,5,post,second,1165.5854767166,410,6486.32602266523,-5188.85877505227,180,550,steamvr,1165.5854767166,410,6486.32602266523,180,-5188.85877505227,550,1366.70455954646,410,8222.19570231052,180,-6122.58032953465,550
d3-012,5,pre,pre,895.67311232759,680,2189.75015379032,-3518.92847954977,515,790,steamvr,895.67311232759,680,2189.75015379032,515,-3518.92847954977,790,1067.53231590101,675,2708.97980130488,515,-3835.96660924976,795
d3-012,6,post,second,773.957263772762,715,2098.20164696081,-1984.19417887503,375,940,steamvr,773.957263772762,715,2098.20164696081,375,-1984.19417887503,940,911.146029596635,730,3056.01258162007,385,-2406.77733633705,985
d3-012,6,pre,pre,1023.53081736986,505,4083.65105334502,-3279.80360916633,215,640,steamvr,1023.53081736986,505,4083.65105334502,215,-3279.80360916633,640,1199.8653290179,455,5347.85498597489,220,-3791.36644159491,660
d3-012,7,post,second,1166.36590462494,445,5348.5797458932,-4527.33563104608,195,580,steamvr,1166.36590462494,445,5348.5797458932,195,-4527.33563104608,580,1378.34893417245,590,6901.45247378053,340,-5468.30158901343,725
d3-012,7,pre,pre,1145.08872756131,365,7408.70003369498,-4107.60601979968,195,625,steamvr,1145.08872756131,365,7408.70003369498,195,-4107.60601979968,625,1392.63092735685,375,9701.26056134921,210,-5081.49014088356,630
d3-012,8,post,second,1144.57676775521,470,4634.75058377529,-4601.40091799811,190,630,steamvr,1144.57676775521,470,4634.75058377529,190,-4601.40091799811,630,1361.70853186464,495,5939.14747035903,200,-5501.43445040926,645
d3-012,8,pre,pre,1288.62227052116,460,6315.91432229162,-5339.44968306964,215,625,steamvr,1288.62227052116,460,6315.91432229162,215,-5339.44968306964,625,1540.37174684849,480,8223.66825996003,215,-6622.96864995872,625
d3-012,9,post,second,1045.42077595088,460,4115.40989284056,-3185.39682325121,255,575,steamvr,1045.42077595088,460,4115.40989284056,255,-3185.39682325121,575,1218.87996552934,975,4999.80170855978,730,-3644.48769459822,1075
d3-012,9,pre,pre,1254.06794990421,435,7371.92530734027,-5562.04093209559,195,580,steamvr,1254.06794990421,435,7371.92530734027,195,-5562.04093209559,580,1483.81437027643,455,9808.68321637391,195,-6638.59044719687,580
d3-012,10,post,second,1097.5209202754,475,4552.55034130234,-4864.85151782879,210,660,steamvr,1097.5209202754,475,4552.55034130234,210,-4864.85151782879,660,1306.93863447028,490,5586.47622584505,215,-5801.20957932226,675
d3-012,10,pre,pre,1137.85790330985,445,5177.66722353571,-4235.6174763401,170,585,steamvr,1137.85790330985,445,5177.66722353571,170,-4235.6174763401,585,1336.93353441753,535,7101.61932209524,255,-5106.13239690534,670
d3-012,11,post,second,1103.58670445981,405,5537.43798278726,-4193.61280039032,185,570,steamvr,1103.58670445981,405,5537.43798278726,185,-4193.61280039032,570,1308.66042761756,420,7046.09550858229,185,-4960.25167325561,560
d3-012,11,pre,pre,1083.98458354875,450,7151.43537193104,-3973.77307509051,170,600,steamvr,1083.98458354875,450,7151.43537193104,170,-3973.77307509051,600,1317.79737038114,295,9405.27640959323,170,-4567.22199061774,670
d3-012,12,post,second,1029.50268714423,390,6404.9915619565,-3832.53399920745,165,575,steamvr,1029.50268714423,390,6404.9915619565,165,-3832.53399920745,575,1213.40405584764,290,8111.73348693865,165,-4472.73219136796,575
d3-012,12,pre,pre,1205.64464799701,450,6477.53030904201,-5075.21137647547,195,595,steamvr,1205.64464799701,450,6477.53030904201,195,-5075.21137647547,595,1454.76454386532,490,8755.30652836211,230,-6388.1460648923,630
d3-012,13,post,second,1091.42924943784,440,5288.21663090397,-4410.40976230232,165,670,steamvr,1091.42924943784,440,5288.21663090397,165,-4410.40976230232,670,1291.20596546471,475,6701.22896791921,165,-5487.16117894631,690
d3-012,13,pre,pre,1230.23147017109,445,6770.29983814892,-4617.97660929985,205,605,steamvr,1230.23147017109,445,6770.29983814892,205,-4617.97660929985,605,1441.53788008454,455,9035.02494425976,210,-5348.09896346436,615
d3-012,14,post,second,1237.35529806307,415,5648.81484274263,-5954.12689370134,230,565,steamvr,1237.35529806307,415,5648.81484274263,230,-5954.12689370134,565,1454.05917039503,440,6628.17926477393,245,-7064.88836176735,595
d3-012,14,pre,pre,1346.00590665998,505,5219.99220274071,-5391.03096953789,300,685,steamvr,1346.00590665998,505,5219.99220274071,300,-5391.03096953789,685,1619.82376844664,525,6608.63752484716,295,-6677.65985530693,680
d3-012,15,post,second,1104.37491292558,480,6063.97083236008,-4631.32155736007,215,635,steamvr,1104.37491292558,480,6063.97083236008,215,-4631.32155736007,635,1305.13504337159,500,7841.09129192357,220,-5563.0352105821,640
d3-012,15,pre,pre,1271.72161675208,435,8588.23360211188,-5693.22344789871,180,585,steamvr,1271.72161675208,435,8588.23360211188,180,-5693.22344789871,585,1496.69606461128,450,11504.3069536734,175,-6804.19398859496,575
d3-012,16,post,second,1085.35032840267,440,5647.62508614185,-3726.93831144271,155,575,steamvr,1085.35032840267,440,5647.62508614185,155,-3726.93831144271,575,1291.51491301498,445,7468.49143935729,150,-4595.34757500685,575
d3-012,16,pre,pre,1147.52263805299,505,5085.55125309037,-4979.26303897737,200,660,steamvr,1147.52263805299,505,5085.55125309037,200,-4979.26303897737,660,1371.14950389821,520,6632.98358347601,200,-5869.26765599728,660
d3-012,17,post,second,1142.60953023342,415,6328.44237795266,-5114.46158029316,175,545,steamvr,1142.60953023342,415,6328.44237795266,175,-5114.46158029316,545,1343.26192867281,415,8301.88680880999,170,-6144.76908971637,540
d3-012,17,pre,pre,1105.21112647234,420,4912.35177615984,-3432.170213915,245,650,steamvr,1105.21112647234,420,4912.35177615984,245,-3432.170213915,650,1293.62426296476,425,6106.42045003023,260,-4015.03633808848,655
d3-012,18,post,second,1273.79644346204,405,5993.21311525433,-5184.81736505034,155,620,steamvr,1273.79644346204,405,5993.21311525433,155,-5184.81736505034,620,1493.81875511148,400,8118.0581384989,150,-6535.79754829686,615
d3-012,18,pre,pre,1300.88716376851,435,7190.32026527171,-5566.92777859624,205,555,steamvr,1300.88716376851,435,7190.32026527171,205,-5566.92777859624,555,1536.68934210409,450,9422.07986346778,210,-6887.15108244395,565
d3-013,1,post,second,1287.50716757757,295,7086.02365258078,-5453.66941689955,170,430,ppt,,,,,,,,,,,,
d3-013,1,pre,pre,1209.78167548675,355,7154.79721049078,-5853.47232537358,215,440,ppt,,,,,,,,,,,,
d3-013,2,post,second,1515.6339332087,320,9611.83184917037,-6957.20152199942,120,390,ppt,,,,,,,,,,,,
d3-013,2,pre,pre,1332.73643047399,355,8053.70194091458,-6395.79640280161,195,510,ppt,,,,,,,,,,,,
d3-013,3,post,second,1543.83579553578,310,9624.60806134158,-8000.8239776503,145,435,ppt,,,,,,,,,,,,
d3-013,3,pre,pre,1148.48886597182,372.35,6561.28014895358,-4912.87496825999,195.1,522.9,ppt,,,,,,,,,,,,
d3-013,4,post,second,1618.00679326239,300,11013.0677757141,-9908.27728267554,135,420,ppt,,,,,,,,,,,,
d3-013,4,pre,pre,1465.76125473699,300,9782.52749474009,-7568.93074434215,180,465,ppt,,,,,,,,,,,,
d3-013,5,post,second,1591.30802549754,305,10900.2246708858,-8965.07924090909,140,430,ppt,,,,,,,,,,,,
d3-013,5,pre,pre,1478.81188963272,300,8900.88780721653,-7033.07434486036,205,440,ppt,,,,,,,,,,,,
d3-013,6,post,second,1590.47137222241,310,9411.08834972778,-9525.20399666523,160,410,ppt,,,,,,,,,,,,
d3-013,6,pre,pre,1449.84962767237,290,10292.308593871,-7698.11157413209,160,410,ppt,,,,,,,,,,,,
d3-013,7,post,second,1513.37452495451,315,7574.41169084171,-8549.75380529855,135,435,ppt,,,,,,,,,,,,
d3-013,7,pre,pre,1513.98149530216,300,9809.04330801725,-6925.13226962582,180,455,ppt,,,,,,,,,,,,
d3-013,8,post,second,1634.90394547765,335,9890.08128352691,-9847.3134190037,120,455,ppt,,,,,,,,,,,,
d3-013,8,pre,pre,1464.97526199619,340,7033.14549558374,-7455.30375211945,145,440,ppt,,,,,,,,,,,,
d3-013,9,post,second,1508.32320779591,330,8811.09657359203,-8906.0357638633,125,435,ppt,,,,,,,,,,,,
d3-013,9,pre,pre,1732.81804258933,295,11821.738689851,-8777.40661039875,190,360,ppt,,,,,,,,,,,,
d3-013,10,post,second,1509.8375609296,325,8573.98280006895,-8377.85358397769,130,445,ppt,,,,,,,,,,,,
d3-013,10,pre,pre,1485.49045345387,320,9019.94432504835,-7920.79579476916,150,435,ppt,,,,,,,,,,,,
d3-013,11,post,second,1544.0961163603,315,10658.8811200361,-10327.7191958594,140,420,ppt,,,,,,,,,,,,
d3-013,11,pre,pre,1585.4743251996,290,9540.72141652545,-8079.36939425112,160,430,ppt,,,,,,,,,,,,
d3-013,12,post,second,1559.34405006838,310,9888.21682979387,-9123.11881475527,150,430,ppt,,,,,,,,,,,,
d3-013,12,pre,pre,1583.71645600171,305,9274.39838706541,-9054.57442273421,155,415,ppt,,,,,,,,,,,,
d3-013,13,post,second,1570.53761405813,310,8778.50511434686,-8689.22043999517,125,415,ppt,,,,,,,,,,,,
d3-013,13,pre,pre,1407.22676443223,305,8553.34069887707,-5537.47960611245,140,455,ppt,,,,,,,,,,,,
d3-013,14,post,second,1485.14188480838,310,9437.09533330009,-8227.27325521852,140,430,ppt,,,,,,,,,,,,
d3-013,14,pre,pre,1514.45452635271,295,9785.34103314538,-7582.23117942134,185,410,ppt,,,,,,,,,,,,
d3-013,15,post,second,1513.80902686421,310,9641.20504362982,-8497.6061768125,150,430,ppt,,,,,,,,,,,,
d3-013,15,pre,pre,1565.55492005548,320,8531.08010183252,-9547.17228199262,190,450,ppt,,,,,,,,,,,,
d3-013,16,post,second,1576.45451234541,320,9478.61822179535,-9864.93761678465,145,425,ppt,,,,,,,,,,,,
d3-013,16,pre,pre,1586.93398505898,300,9716.90554439321,-9028.68895650637,210,425,ppt,,,,,,,,,,,,
d3-013,17,post,second,1466.50590689536,300,9270.43922089759,-7899.58327338429,125,410,ppt,,,,,,,,,,,,
d3-013,17,pre,pre,1537.6909941034,310,9822.92742072224,-7916.88465688897,185,435,ppt,,,,,,,,,,,,
d3-013,18,post,second,1500.49502897141,345,7886.81028696361,-8436.30919129751,155,485,ppt,,,,,,,,,,,,
d3-013,18,pre,pre,1557.65067032254,335,8468.00579177428,-8906.27667716902,170,435,ppt,,,,,,,,,,,,
d3-014,1,post,second,802.17196736106,515,2846.72678480506,-2245.48704850341,195,640,ppt,,,,,,,,,,,,
d3-014,1,pre,pre,421.471937221658,525,2421.19284531922,-1568.72611518528,465,1285,ppt,,,,,,,,,,,,
d3-014,2,post,second,786.874886444353,345,3704.95828362212,-2319.28667655681,155,500,ppt,,,,,,,,,,,,
d3-014,2,pre,pre,757.105383399752,430,3356.92675314153,-2110.56349800961,255,580,ppt,,,,,,,,,,,,
d3-014,3,post,second,863.289537575418,435,3075.35156526527,-2437.49707100809,180,565,ppt,,,,,,,,,,,,
d3-014,3,pre,pre,715.45950121893,425,5017.47850873935,-1773.4061076128,260,810,ppt,,,,,,,,,,,,
d3-014,4,post,second,886.977131317218,470,2942.37948549596,-2627.5062476803,340,630,ppt,,,,,,,,,,,,
d3-014,4,pre,pre,750.912675744896,450,2981.42669930935,-3895.72085922555,175,850,ppt,,,,,,,,,,,,
d3-014,5,post,second,745.367427252157,425,3366.38731936294,-2997.01339629695,165,725,ppt,,,,,,,,,,,,
d3-014,5,pre,pre,765.76681565828,460,4757.84235501817,-3098.7701637091,140,675,ppt,,,,,,,,,,,,
d3-014,6,post,second,780.305107183573,500,3724.50955841728,-2534.18917565503,210,825,ppt,,,,,,,,,,,,
d3-014,6,pre,pre,877.384746841225,490,2302.01713431608,-2689.24438213761,385,620,ppt,,,,,,,,,,,,
d3-014,7,post,second,951.79139255837,445,3350.32793584559,-3054.68143381081,230,610,ppt,,,,,,,,,,,,
d3-014,7,pre,pre,627.78426479101,480,2750.19757007254,-1822.07168083512,345,780,ppt,,,,,,,,,,,,
d3-014,8,post,second,909.273598452733,435,3885.45844829811,-3062.80872285801,190,570,ppt,,,,,,,,,,,,
d3-014,8,pre,pre,916.95476703582,355,4155.96039628954,-3401.20925266946,235,640,ppt,,,,,,,,,,,,
d3-014,9,post,second,804.095684502368,470,2774.47727905601,-2635.42583022961,210,730,ppt,,,,,,,,,,,,
d3-014,9,pre,pre,925.488363977405,410,3656.63731143802,-3291.99860791071,175,760,ppt,,,,,,,,,,,,
d3-014,10,post,second,948.020863634669,565,2881.42133107765,-3342.5826861043,350,640,ppt,,,,,,,,,,,,
d3-014,10,pre,pre,1018.59411300179,425,6595.61822850529,-4245.36022564795,150,575,ppt,,,,,,,,,,,,
d3-014,11,post,second,766.100711302434,450,3377.0890194544,-2484.2881282456,200,655,ppt,,,,,,,,,,,,
d3-014,11,pre,pre,970.810235268377,490,3543.47551746786,-3294.87200982979,185,595,ppt,,,,,,,,,,,,
d3-014,12,post,second,819.316885153653,420,3911.93279727003,-3039.83755087725,145,495,ppt,,,,,,,,,,,,
d3-014,12,pre,pre,962.045695414171,500,2725.42382218846,-3341.66170665434,110,575,ppt,,,,,,,,,,,,
d3-014,13,post,second,779.546452389451,455,3156.00666951013,-2697.32362299057,195,730,ppt,,,,,,,,,,,,
d3-014,13,pre,pre,853.33337082089,410,4110.01134315238,-2859.80402683981,180,665,ppt,,,,,,,,,,,,
d3-014,14,post,second,884.819982830678,515,2894.36171700759,-3728.35659772214,415,650,ppt,,,,,,,,,,,,
d3-014,14,pre,pre,830.835848288462,550,2918.54338625441,-3389.18316546712,240,770,ppt,,,,,,,,,,,,
d3-014,15,post,second,799.204823405569,465,3692.17199692133,-3257.61986211833,220,660,ppt,,,,,,,,,,,,
d3-014,15,pre,pre,937.825116811364,430,3475.11713805703,-3532.07150719107,240,565,ppt,,,,,,,,,,,,
d3-014,16,post,second,773.127736178201,480,3249.41958268124,-2486.30071606807,285,620,ppt,,,,,,,,,,,,
d3-014,16,pre,pre,889.135893735024,520,3154.21409118391,-3252.7396605764,200,600,ppt,,,,,,,,,,,,
d3-014,17,post,second,741.24330504943,600,2386.62744937204,-2595.51743479122,195,685,ppt,,,,,,,,,,,,
d3-014,17,pre,pre,778.0267554489,425,4722.99461444249,-2605.44188442715,175,785,ppt,,,,,,,,,,,,
d3-014,18,post,second,824.552580975115,440,2764.61415234004,-2605.05512342043,160,625,ppt,,,,,,,,,,,,
d3-014,18,pre,pre,901.196205990133,505,3101.02607021454,-3027.73734788749,205,585,ppt,,,,,,,,,,,,
d3-015,1,post,first,1226.47973457083,375,5701.44940883254,-5510.70370132108,275,475,ppt,,,,,,,,,,,,
d3-015,1,pre,pre,1085.82012695551,315,6671.36589159046,-4134.9056601047,190,480,ppt,,,,,,,,,,,,
d3-015,2,post,first,1114.21411971108,365,4848.04549650141,-4562.63022129831,165,470,ppt,,,,,,,,,,,,
d3-015,2,pre,pre,896.986223201185,420,7070.39574633848,-3097.96036436659,300,675,ppt,,,,,,,,,,,,
d3-015,3,post,first,982.99205861734,360,4282.71891778131,-3878.63074343204,205,460,ppt,,,,,,,,,,,,
d3-015,3,pre,pre,679.341699137089,270,3774.88092783739,-3859.34831750529,155,750,ppt,,,,,,,,,,,,
d3-015,4,post,first,1205.4395883539,370,5825.4551585185,-5613.00986407104,210,455,ppt,,,,,,,,,,,,
d3-015,4,pre,pre,1200.56994383238,365,6173.36186205143,-4789.47597977491,170,480,ppt,,,,,,,,,,,,
d3-015,5,post,first,1244.95458983256,365,5344.52707768388,-6431.71229378302,250,440,ppt,,,,,,,,,,,,
d3-015,5,pre,pre,1154.2832314018,355,6003.54691294141,-3801.80381616065,215,485,ppt,,,,,,,,,,,,
d3-015,6,post,first,1451.01461029962,360,6208.85029362924,-8898.76223739022,295,420,ppt,,,,,,,,,,,,
d3-015,6,pre,pre,1182.93296467514,340,6447.81181883048,-5746.34942742151,235,450,ppt,,,,,,,,,,,,
d3-015,7,post,first,1202.83321125891,350,6700.24754979552,-6010.51865424571,200,440,ppt,,,,,,,,,,,,
d3-015,7,pre,pre,952.605694045766,360,5049.0372165754,-3425.18573707612,270,510,ppt,,,,,,,,,,,,
d3-015,8,post,first,1269.0531158753,365,4805.8732290475,-6737.54137830514,285,440,ppt,,,,,,,,,,,,
d3-015,8,pre,pre,1035.49475236331,405,5103.56244675609,-5107.24236519487,300,485,ppt,,,,,,,,,,,,
d3-015,9,post,first,1293.79769943324,320,7752.50089091103,-5974.89506111647,220,450,ppt,,,,,,,,,,,,
d3-015,9,pre,pre,958.728970490342,375,3797.45310093393,-4429.48046985626,150,570,ppt,,,,,,,,,,,,
d3-015,10,post,first,1373.62520331598,315,7972.48828618973,-8897.23506748433,155,390,ppt,,,,,,,,,,,,
d3-015,10,pre,pre,1057.84702305706,350,5229.52987529653,-4207.14045011242,260,475,ppt,,,,,,,,,,,,
d3-015,11,post,first,1319.26951582994,345,6428.14539763853,-8094.16664465257,145,405,ppt,,,,,,,,,,,,
d3-015,11,pre,pre,1152.30162034774,345,7382.84976271605,-5964.45308622563,240,440,ppt,,,,,,,,,,,,
d3-015,12,post,first,1234.16525032218,340,6623.94846570404,-6276.09016240973,160,410,ppt,,,,,,,,,,,,
d3-015,12,pre,pre,1216.11572217798,365,4671.97034729031,-5111.87687636542,270,405,ppt,,,,,,,,,,,,
d3-015,13,post,first,1292.23369188997,355,7102.78014998725,-7616.45325605339,225,430,ppt,,,,,,,,,,,,
d3-015,13,pre,pre,1067.77824794328,440,4667.91406288644,-4595.75524241391,330,535,ppt,,,,,,,,,,,,
d3-015,14,post,first,1069.36254032723,315,6997.95180233062,-4441.12366117887,180,490,ppt,,,,,,,,,,,,
d3-015,14,pre,pre,970.881086306529,430,4964.53961053281,-3919.75196315938,335,555,ppt,,,,,,,,,,,,
d3-015,15,post,first,1099.72046957469,380,5352.92311181263,-4908.87668006593,215,465,ppt,,,,,,,,,,,,
d3-015,15,pre,pre,934.527787578238,450,3769.93607464625,-4397.55401214002,215,610,ppt,,,,,,,,,,,,
d3-015,16,post,first,958.821687855919,400,5154.14609606385,-3586.44115516267,260,595,ppt,,,,,,,,,,,,
d3-015,16,pre,pre,888.459200325678,450,3294.80738340791,-3018.40523137051,290,715,ppt,,,,,,,,,,,,
d3-015,17,post,first,1219.06076186852,345,8490.51214630163,-6149.59635060842,190,430,ppt,,,,,,,,,,,,
d3-015,17,pre,pre,907.091020746872,385,3741.6289430038,-3470.09887833667,135,585,ppt,,,,,,,,,,,,
d3-015,18,post,first,1214.83145763531,400,4594.45415042235,-5897.15111830848,130,540,ppt,,,,,,,,,,,,
d3-015,18,pre,pre,1115.88050009511,510,3408.65961339936,-5674.60613527662,330,605,ppt,,,,,,,,,,,,
d3-016,1,post,first,834.831981545305,355,5045.12003665561,-2939.62140703544,130,505,ppt,,,,,,,,,,,,
d3-016,1,pre,pre,1132.93737943743,460,5975.40377070157,-4496.06713036697,295,605,ppt,,,,,,,,,,,,
d3-016,2,post,first,1212.26144043041,335,5533.59908439555,-4133.97053171294,300,385,ppt,,,,,,,,,,,,
d3-016,2,pre,pre,1028.71587839461,415,4128.50537641578,-4161.656144328,240,595,ppt,,,,,,,,,,,,
d3-016,3,post,first,940.536185309881,460,5397.59847009728,-4295.58219484249,160,600,ppt,,,,,,,,,,,,
d3-016,3,pre,pre,1085.06565278577,405,5773.65872690261,-4488.28158119187,325,620,ppt,,,,,,,,,,,,
d3-016,4,post,first,911.854677674837,320,5959.83305327892,-3581.86026988042,150,615,ppt,,,,,,,,,,,,
d3-016,4,pre,pre,931.296258051542,485,3355.53560511353,-3699.37782561657,175,630,ppt,,,,,,,,,,,,
d3-016,5,post,first,1052.23331319888,370,5236.11883492559,-6329.79265456509,160,530,ppt,,,,,,,,,,,,
d3-016,5,pre,pre,830.002475855461,505,4534.30887175811,-3872.67331193567,200,660,ppt,,,,,,,,,,,,
d3-016,6,post,first,1066.64017666755,400,5138.10518646895,-4927.40382509727,150,520,ppt,,,,,,,,,,,,
d3-016,6,pre,pre,892.930743382294,575,4347.59230722138,-5353.74797749723,240,630,ppt,,,,,,,,,,,,
d3-016,7,post,first,1131.15504562314,400,4294.85722483993,-4565.25720758754,355,485,ppt,,,,,,,,,,,,
d3-016,7,pre,pre,1081.45001650328,295,6671.25388324601,-4747.27314341113,225,555,ppt,,,,,,,,,,,,
d3-016,8,post,first,932.252442290713,420,4501.14253490998,-4184.8357275516,140,570,ppt,,,,,,,,,,,,
d3-016,8,pre,pre,1201.76739183391,375,6311.77500525583,-4983.52388661566,280,435,ppt,,,,,,,,,,,,
d3-016,9,post,first,1141.77270095329,510,4338.26942800691,-5771.10557049157,360,650,ppt,,,,,,,,,,,,
d3-016,9,pre,pre,1013.40316527306,370,5213.64912849339,-2796.74106014737,255,600,ppt,,,,,,,,,,,,
d3-016,10,post,first,1078.0856790466,405,6216.02138915476,-5034.96229551308,195,535,ppt,,,,,,,,,,,,
d3-016,10,pre,pre,891.146785364465,390,5409.81754244424,-4771.35117692377,160,535,ppt,,,,,,,,,,,,
d3-016,11,post,first,1044.52230495072,395,5413.61916303517,-5315.67113816446,230,530,ppt,,,,,,,,,,,,
d3-016,11,pre,pre,970.615788585581,395,5154.80768824824,-3606.18915069278,145,470,ppt,,,,,,,,,,,,
d3-016,12,post,first,1325.12968197434,435,5889.29796320976,-5782.4185132694,345,500,ppt,,,,,,,,,,,,
d3-016,12,pre,pre,990.449393618838,410,3654.98198948691,-2968.88679255866,350,630,ppt,,,,,,,,,,,,
d3-016,13,post,first,1013.3848579134,315,7549.63447237918,-3358.95048385476,195,630,ppt,,,,,,,,,,,,
d3-016,13,pre,pre,1030.64108669473,360,5622.60734312438,-5785.56904255544,275,540,ppt,,,,,,,,,,,,
d3-016,14,post,first,1154.74174717636,350,5247.94541934613,-6174.18966838275,140,475,ppt,,,,,,,,,,,,
d3-016,14,pre,pre,995.650066614443,450,4443.41267347599,-6221.02566472707,215,515,ppt,,,,,,,,,,,,
d3-016,15,post,first,946.864776590138,325,5572.72868729317,-3074.2372399169,180,540,ppt,,,,,,,,,,,,
d3-016,15,pre,pre,1056.95680191716,375,6371.3730621762,-5169.04437326419,290,460,ppt,,,,,,,,,,,,
d3-016,16,post,first,1055.14202999276,340,6019.63616361866,-5674.13617116226,195,545,ppt,,,,,,,,,,,,
d3-016,16,pre,pre,1053.00619178162,360,4855.60674363904,-5161.78080295061,235,510,ppt,,,,,,,,,,,,
d3-016,17,post,first,1033.50069250618,390,4203.87367034834,-5554.59711390291,225,490,ppt,,,,,,,,,,,,
d3-016,17,pre,pre,879.792690794612,385,3541.39253286066,-3586.52631865994,130,630,ppt,,,,,,,,,,,,
d3-016,18,post,first,1037.22176781408,430,5167.86671413227,-3736.94818664361,190,490,ppt,,,,,,,,,,,,
d3-016,18,pre,pre,905.554717888202,365,4225.46063761966,-3116.76444838691,200,530,ppt,,,,,,,,,,,,
d3-017,1,post,second,852.969293774018,395,4338.71541206402,-2809.94211724501,175,545,ppt,,,,,,,,,,,,
d3-017,1,pre,pre,1000.49562118731,395,6761.10005619348,-3689.85647555,315,615,ppt,,,,,,,,,,,,
d3-017,2,post,second,1141.62583056738,390,7573.02249129073,-4693.64413958128,275,520,ppt,,,,,,,,,,,,
d3-017,2,pre,pre,1141.42252186252,415,5684.19705807605,-4625.22889866701,265,665,ppt,,,,,,,,,,,,
d3-017,3,post,second,1018.8390207916,435,5367.50396154932,-4361.55801085693,205,530,ppt,,,,,,,,,,,,
d3-017,3,pre,pre,982.040917306754,455,4717.83828490027,-4113.13104748399,230,600,ppt,,,,,,,,,,,,
d3-017,4,post,second,1124.69464529639,395,5476.21582142091,-4169.54831957365,130,640,ppt,,,,,,,,,,,,
d3-017,4,pre,pre,961.265806046032,435,4327.53550596276,-2730.91811209103,225,515,ppt,,,,,,,,,,,,
d3-017,5,post,second,1039.7505826704,415,4360.28480545189,-4207.58522802304,180,575,ppt,,,,,,,,,,,,
d3-017,5,pre,pre,1050.2404341943,415,5937.63311640012,-4039.45830787204,245,515,ppt,,,,,,,,,,,,
d3-017,6,post,second,1138.56731132002,380,5384.28861738011,-4227.26659247474,210,450,ppt,,,,,,,,,,,,
d3-017,6,pre,pre,992.631867212142,335,5879.63485873483,-3521.09271876867,205,550,ppt,,,,,,,,,,,,
d3-017,7,post,second,1064.32359177068,375,6491.99693795933,-3622.73918926723,175,495,ppt,,,,,,,,,,,,
d3-017,7,pre,pre,880.553054849602,370,3625.34621147692,-3052.04637729701,145,665,ppt,,,,,,,,,,,,
d3-017,8,post,second,1052.45102600471,390,6807.59542758299,-3960.94173242707,195,585,ppt,,,,,,,,,,,,
d3-017,8,pre,pre,1018.97750072339,415,4730.91508727651,-3443.34328186447,210,500,ppt,,,,,,,,,,,,
d3-017,9,post,second,984.271164047941,425,5288.45255629523,-4760.70700342757,160,525,ppt,,,,,,,,,,,,
d3-017,9,pre,pre,886.57147748862,380,4816.30476527282,-3050.42758807546,110,535,ppt,,,,,,,,,,,,
d3-017,10,post,second,943.105506158003,450,6318.43529555723,-3880.22694528546,220,625,ppt,,,,,,,,,,,,
