experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,openvr_position_offset_x,openvr_position_offset_y,openvr_position_offset_z,openvr_rotation_offset_x,openvr_rotation_offset_y,openvr_rotation_offset_z,openvr_scale_offset_x,openvr_scale_offset_y,openvr_scale_offset_z,landmark_estimates_location_0,landmark_gaze_data_location_0,manual_reach_vrpn_movement_location_0,manual_reach_gaze_data_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,tool_reach_gaze_data_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse,d3-019,1,1,1,1,1225.658,1228.456,0,0,0,0.011974,0,0.317624,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T001.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T001.csv,,,,,,,,
3_avatartooluse,d3-019,1,2,1,2,1232.505,1239.206,0,0,0,0.011974,0,0.317624,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T002.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T002.csv,,,,,,,,
3_avatartooluse,d3-019,1,3,1,3,1243.241,1243.791,0,0,0,0.008393,0,0.315259,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T003.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T003.csv,,,,,,,,
3_avatartooluse,d3-019,1,4,1,4,1247.818,1248.881,0,0,0,0.008393,0,0.315259,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T004.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T004.csv,,,,,,,,
3_avatartooluse,d3-019,1,5,1,5,1252.922,1253.433,0,0,0,0.006841,0,0.31409,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T005.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T005.csv,,,,,,,,
3_avatartooluse,d3-019,1,6,1,6,1257.468,1262.357,0,0,0,0.006841,0,0.31409,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T006.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T006.csv,,,,,,,,
3_avatartooluse,d3-019,1,7,1,7,1266.405,1268.419,0,0,0,0.006841,0,0.31409,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T007.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T007.csv,,,,,,,,
3_avatartooluse,d3-019,1,8,1,8,1272.45,1273.011,0,0,0,0.006841,0,0.31409,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T008.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T008.csv,,,,,,,,
3_avatartooluse,d3-019,1,9,1,9,1277.045,1278.504,0,0,0,0.006841,0,0.31409,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T009.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T009.csv,,,,,,,,
3_avatartooluse,d3-019,1,10,1,10,1282.545,1289.927,0,0,0,0.006841,0,0.31409,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T010.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T010.csv,,,,,,,,
3_avatartooluse,d3-019,1,11,1,11,1293.981,1294.936,0,0,0,0.006841,0,0.31409,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T011.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T011.csv,,,,,,,,
3_avatartooluse,d3-019,1,12,1,12,1298.979,1300.011,0,0,0,0.006841,0,0.31409,1,1,1,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_estimates_T012.csv,3_avatartooluse/d3-019/S001/trackers/landmark/landmark_gaze_data_T012.csv,,,,,,,,
