experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_ppt_hand_movement_location_0,manual_reach_eyeTrackingData_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_eyeTrackingData_location_0,tool_reach_ppt_tool_movement_location_0
1_tooluseinVR,d1-019,1,26,2,8,912.7222,917.2312,,,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T026.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T026.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T026.csv,,,
1_tooluseinVR,d1-019,1,27,2,9,920.9638,925.6273,,,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T027.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T027.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T027.csv,,,
1_tooluseinVR,d1-019,1,28,2,10,932.4799,936.9331,,,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T028.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T028.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T028.csv,,,
1_tooluseinVR,d1-019,1,29,2,11,939.8872,944.7722,,,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T029.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T029.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T029.csv,,,
1_tooluseinVR,d1-019,1,30,2,12,947.7278,952.5026,,,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T030.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T030.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T030.csv,,,
1_tooluseinVR,d1-019,1,31,2,13,955.4577,959.8217,,,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T031.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T031.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T031.csv,,,
1_tooluseinVR,d1-019,1,32,2,14,962.7764,967.2415,,,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T032.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T032.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T032.csv,,,
1_tooluseinVR,d1-019,1,33,2,15,970.1948,974.8152,,,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T033.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T033.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T033.csv,,,
1_tooluseinVR,d1-019,1,34,2,16,977.7692,982.0782,,,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T034.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T034.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T034.csv,,,
1_tooluseinVR,d1-019,1,35,2,17,985.0327,989.2852,,,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T035.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T035.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T035.csv,,,
1_tooluseinVR,d1-019,1,36,2,18,992.2406,996.3496,,,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T036.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T036.csv,1_tooluseinVR/d1-019/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T036.csv,,,
1_tooluseinVR,d1-019,1,37,3,1,1279.614,1287.034,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T037.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv
1_tooluseinVR,d1-019,1,38,3,2,1289.988,1296.463,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T038.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv
1_tooluseinVR,d1-019,1,39,3,3,1299.415,1305.313,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T039.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv
1_tooluseinVR,d1-019,1,40,3,4,1308.267,1313.877,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T040.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv
1_tooluseinVR,d1-019,1,41,3,5,1316.831,1322.227,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T041.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv
1_tooluseinVR,d1-019,1,42,3,6,1325.183,1330.835,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T042.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv
1_tooluseinVR,d1-019,1,43,3,7,1333.787,1339.487,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T043.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv
1_tooluseinVR,d1-019,1,44,3,8,1342.438,1347.305,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T044.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv
1_tooluseinVR,d1-019,1,45,3,9,1350.256,1355.054,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T045.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv
1_tooluseinVR,d1-019,1,46,3,10,1358.01,1363.165,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T046.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T046.csv
1_tooluseinVR,d1-019,1,47,3,11,1366.117,1371.337,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T047.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T047.csv
1_tooluseinVR,d1-019,1,48,3,12,1374.292,1379.668,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T048.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T048.csv
1_tooluseinVR,d1-019,1,49,3,13,1382.621,1388.851,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T049.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T049.csv
1_tooluseinVR,d1-019,1,50,3,14,1391.807,1397.46,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T050.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T050.csv
1_tooluseinVR,d1-019,1,51,3,15,1400.413,1405.931,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T051.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T051.csv
1_tooluseinVR,d1-019,1,52,3,16,1408.887,1413.818,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T052.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T052.csv
1_tooluseinVR,d1-019,1,53,3,17,1416.771,1421.979,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T053.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T053.csv
1_tooluseinVR,d1-019,1,54,3,18,1424.937,1430.021,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T054.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T054.csv
1_tooluseinVR,d1-019,1,55,3,19,1432.974,1437.928,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T055.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T055.csv
1_tooluseinVR,d1-019,1,56,3,20,1440.883,1446.168,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T056.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T056.csv
1_tooluseinVR,d1-019,1,57,3,21,1449.122,1453.8,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T057.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T057.csv
1_tooluseinVR,d1-019,1,58,3,22,1456.755,1461.818,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T058.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T058.csv
1_tooluseinVR,d1-019,1,59,3,23,1464.771,1470.157,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T059.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T059.csv
1_tooluseinVR,d1-019,1,60,3,24,1473.113,1478.298,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T060.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T060.csv
1_tooluseinVR,d1-019,1,61,3,25,1481.253,1485.896,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T061.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T061.csv
1_tooluseinVR,d1-019,1,62,3,26,1488.85,1494.059,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T062.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T062.csv
1_tooluseinVR,d1-019,1,63,3,27,1497.011,1502.04,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T063.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T063.csv
1_tooluseinVR,d1-019,1,64,3,28,1504.996,1511.17,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T064.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T064.csv
1_tooluseinVR,d1-019,1,65,3,29,1514.126,1518.714,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T065.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T065.csv
1_tooluseinVR,d1-019,1,66,3,30,1521.665,1528.463,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T066.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T066.csv
1_tooluseinVR,d1-019,1,67,3,31,1531.419,1536.694,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T067.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T067.csv
1_tooluseinVR,d1-019,1,68,3,32,1539.648,1544.601,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T068.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T068.csv
1_tooluseinVR,d1-019,1,69,3,33,1547.553,1552.319,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T069.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T069.csv
1_tooluseinVR,d1-019,1,70,3,34,1555.274,1560.06,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T070.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T070.csv
1_tooluseinVR,d1-019,1,71,3,35,1563.013,1567.878,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T071.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T071.csv
1_tooluseinVR,d1-019,1,72,3,36,1570.833,1575.597,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T072.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T072.csv
1_tooluseinVR,d1-019,1,73,3,37,1578.549,1583.627,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T073.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T073.csv
1_tooluseinVR,d1-019,1,74,3,38,1586.581,1591.678,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T074.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T074.csv
1_tooluseinVR,d1-019,1,75,3,39,1594.633,1600.618,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T075.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T075.csv
1_tooluseinVR,d1-019,1,76,3,40,1603.573,1608.393,,,,,,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T076.csv,1_tooluseinVR/d1-019/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T076.csv
