participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,perceivedforearmlength,perceivedforearmlengthratio,noisewrist,noiseelbow,startposition,direction,speed,trialtime
d3-007,9,1,0.2869,0.7472,-0.5068,0.2992,0.7692,-0.7606,0.2931,0.7582,-0.6337,0.2921,0.7472,-0.5475,Forearm,0.0862,0.2551,0.3565,1.3977,0.2169,0.1376,-0.6332,backward,0.263572,3.7478
