participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,trialtime
d1-004,18,2,0.3985,0.7734,-1.0087,0.3893,0.7699,-1.2773,0.3939,0.7716,-1.143,0.3938,0.7534,-1.111,Forearm,0.032,0.2688,0.2336,0.2297,1.786729,1.177
