participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,perceivedforearmlength,perceivedforearmlengthratio,noisewrist,noiseelbow,startposition,direction,speed,trialtime
d3-005,17,2,0.2955,0.74,-0.5581,0.2942,0.7724,-0.8268,0.2948,0.7562,-0.6925,0.2947,0.74,-0.7898,Elbow,0.037,0.2706,0.1975,0.73,0.1364,0.1715,-0.7379,backward,0.291958,4.0648
