experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,openvr_position_offset_x,openvr_position_offset_y,openvr_position_offset_z,openvr_rotation_offset_x,openvr_rotation_offset_y,openvr_rotation_offset_z,openvr_scale_offset_x,openvr_scale_offset_y,openvr_scale_offset_z,manual_reach_vrpn_movement_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,landmark_estimates_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse,d3-012,1,83,3,47,2522.034,2526.482,0,-0.015,0,359.5749,0,0.113147,1,1,1,,,,,3_avatartooluse/d3-012/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T083.csv,3_avatartooluse/d3-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T083.csv,3_avatartooluse/d3-012/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T083.csv
3_avatartooluse,d3-012,1,84,3,48,2529.441,2549.177,0,-0.015,0,359.5746,0,0.112592,1,1,1,,,,,3_avatartooluse/d3-012/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T084.csv,3_avatartooluse/d3-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T084.csv,3_avatartooluse/d3-012/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T084.csv
3_avatartooluse,d3-012,1,85,4,1,2641,2645.975,0,-0.015,0,359.571,0,0.119409,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T085.csv,,,
3_avatartooluse,d3-012,1,86,4,2,2650.028,2651.383,0,-0.015,0,359.5712,0,0.117947,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T086.csv,,,
3_avatartooluse,d3-012,1,87,4,3,2655.437,2659.157,0,-0.015,0,359.5712,0,0.117947,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T087.csv,,,
3_avatartooluse,d3-012,1,88,4,4,2663.211,2670.996,0,-0.015,0,359.5712,0,0.117947,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T088.csv,,,
3_avatartooluse,d3-012,1,89,4,5,2675.05,2678.071,0,-0.015,0,359.5742,0,0.117023,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T089.csv,,,
3_avatartooluse,d3-012,1,90,4,6,2682.113,2683.613,0,-0.015,0,359.5742,0,0.117023,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T090.csv,,,
3_avatartooluse,d3-012,1,91,4,7,2687.655,2688.833,0,-0.015,0,359.5744,0,0.118131,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T091.csv,,,
3_avatartooluse,d3-012,1,92,4,8,2692.876,2693.496,0,-0.015,0,359.5744,0,0.118131,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T092.csv,,,
3_avatartooluse,d3-012,1,93,4,9,2697.517,2698.906,0,-0.015,0,359.5744,0,0.118131,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T093.csv,,,
3_avatartooluse,d3-012,1,94,4,10,2702.959,2704.092,0,-0.015,0,359.576,0,0.118494,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T094.csv,,,
3_avatartooluse,d3-012,1,95,4,11,2708.145,2710.922,0,-0.015,0,359.576,0,0.118494,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T095.csv,,,
3_avatartooluse,d3-012,1,96,4,12,2715.831,2721.017,0,-0.015,0,359.576,0,0.118494,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T096.csv,,,
3_avatartooluse,d3-012,1,97,4,13,2725.071,2728.058,0,-0.015,0,359.5775,0,0.117041,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T097.csv,,,
3_avatartooluse,d3-012,1,98,4,14,2732.878,2737.054,0,-0.015,0,359.5783,0,0.116321,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T098.csv,,,
3_avatartooluse,d3-012,1,99,4,15,2749.326,2753.624,0,-0.015,0,359.5778,0,0.117297,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T099.csv,,,
3_avatartooluse,d3-012,1,100,4,16,2757.677,2763.241,0,-0.015,0,359.5772,0,0.11716,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T100.csv,,,
3_avatartooluse,d3-012,1,101,4,17,2767.284,2768.661,0,-0.015,0,359.5772,0,0.11716,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T101.csv,,,
3_avatartooluse,d3-012,1,102,4,18,2772.715,2777.013,0,-0.015,0,359.5771,0,0.113174,1,1,1,,,,3_avatartooluse/d3-012/S001/trackers/landmark/landmark_estimates_T102.csv,,,
3_avatartooluse,d3-012,1,103,5,1,2871.968,2876.7,0,-0.015,0,359.5681,0,0.112592,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T103.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T103.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T103.csv,,,,
3_avatartooluse,d3-012,1,104,5,2,2879.654,2884.418,0,-0.015,0,359.5681,0,0.112592,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T104.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T104.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T104.csv,,,,
3_avatartooluse,d3-012,1,105,5,3,2887.369,2891.947,0,-0.015,0,359.5692,0,0.112836,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T105.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T105.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T105.csv,,,,
3_avatartooluse,d3-012,1,106,5,4,2894.902,2898.833,0,-0.015,0,359.5693,0,0.110806,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T106.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T106.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T106.csv,,,,
3_avatartooluse,d3-012,1,107,5,5,2901.788,2905.608,0,-0.015,0,359.5693,0,0.110806,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T107.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T107.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T107.csv,,,,
3_avatartooluse,d3-012,1,108,5,6,2908.562,2914.237,0,-0.015,0,359.5693,0,0.110806,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T108.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T108.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T108.csv,,,,
3_avatartooluse,d3-012,1,109,5,7,2917.192,2921.134,0,-0.015,0,359.5703,0,0.108856,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T109.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T109.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T109.csv,,,,
3_avatartooluse,d3-012,1,110,5,8,2924.088,2927.998,0,-0.015,0,359.5686,0,0.106427,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T110.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T110.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T110.csv,,,,
3_avatartooluse,d3-012,1,111,5,9,2930.952,2934.994,0,-0.015,0,359.5686,0,0.106427,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T111.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T111.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T111.csv,,,,
3_avatartooluse,d3-012,1,112,5,10,2937.948,2941.923,0,-0.015,0,359.5681,0,0.104733,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T112.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T112.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T112.csv,,,,
3_avatartooluse,d3-012,1,113,5,11,2944.876,2948.577,0,-0.015,0,359.5622,0,0.104001,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T113.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T113.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T113.csv,,,,
3_avatartooluse,d3-012,1,114,5,12,2951.531,2955.407,0,-0.015,0,359.5622,0,0.104001,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T114.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T114.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T114.csv,,,,
3_avatartooluse,d3-012,1,115,5,13,2958.361,2962.079,0,-0.015,0,359.5622,0,0.104001,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T115.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T115.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T115.csv,,,,
3_avatartooluse,d3-012,1,116,5,14,2965.036,2968.767,0,-0.015,0,359.5622,0,0.104001,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T116.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T116.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T116.csv,,,,
3_avatartooluse,d3-012,1,117,5,15,2971.721,2975.951,0,-0.015,0,359.5611,0,0.103772,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T117.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T117.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T117.csv,,,,
3_avatartooluse,d3-012,1,118,5,16,2978.907,2982.938,0,-0.015,0,359.5602,0,0.102774,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T118.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T118.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T118.csv,,,,
3_avatartooluse,d3-012,1,119,5,17,2985.892,2989.913,0,-0.015,0,359.5602,0,0.102774,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T119.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T119.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T119.csv,,,,
3_avatartooluse,d3-012,1,120,5,18,2992.867,3009.126,0,-0.015,0,359.5602,0,0.102774,1,1,1,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_vrpn_movement_T120.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T120.csv,3_avatartooluse/d3-012/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T120.csv,,,,
