experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,openvr_position_offset_x,openvr_position_offset_y,openvr_position_offset_z,openvr_rotation_offset_x,openvr_rotation_offset_y,openvr_rotation_offset_z,openvr_scale_offset_x,openvr_scale_offset_y,openvr_scale_offset_z,manual_reach_vrpn_movement_location_0,manual_reach_gaze_data_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,landmark_estimates_location_0,landmark_gaze_data_location_0,tool_reach_gaze_data_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse,d3-014,1,1,1,1,1657.354,1667.494,0,0,0,359.2902,0,359.9398,1,1,1,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_vrpn_movement_T001.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_gaze_data_T001.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T001.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T001.csv,,,,,,
3_avatartooluse,d3-014,1,2,1,2,1681.109,1686.295,0,0,0,359.2997,0,359.9406,1,1,1,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_vrpn_movement_T002.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_gaze_data_T002.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T002.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T002.csv,,,,,,
3_avatartooluse,d3-014,1,3,1,3,1689.249,1694.48,0,0,0,359.2997,0,359.9406,1,1,1,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_vrpn_movement_T003.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_gaze_data_T003.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T003.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T003.csv,,,,,,
3_avatartooluse,d3-014,1,4,1,4,1724.266,1729.147,0,0,0,359.3032,0,359.9398,1,1,1,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_vrpn_movement_T004.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_gaze_data_T004.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T004.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T004.csv,,,,,,
3_avatartooluse,d3-014,1,5,1,5,1732.107,1736.693,0,0,0,359.3043,0,359.9445,1,1,1,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_vrpn_movement_T005.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_gaze_data_T005.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T005.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T005.csv,,,,,,
3_avatartooluse,d3-014,1,6,1,6,1739.647,1744.257,0,0,0,359.3097,0,359.9475,1,1,1,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_vrpn_movement_T006.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_gaze_data_T006.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T006.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T006.csv,,,,,,
3_avatartooluse,d3-014,1,7,1,7,1747.211,1752.053,0,0,0,359.3097,0,359.9475,1,1,1,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_vrpn_movement_T007.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_gaze_data_T007.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T007.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T007.csv,,,,,,
3_avatartooluse,d3-014,1,8,1,8,1755.007,1759.366,0,0,0,359.3097,0,359.9475,1,1,1,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_vrpn_movement_T008.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_gaze_data_T008.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T008.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T008.csv,,,,,,
3_avatartooluse,d3-014,1,9,1,9,1762.326,1766.735,0,0,0,359.3097,0,359.9475,1,1,1,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_vrpn_movement_T009.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_gaze_data_T009.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T009.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T009.csv,,,,,,
3_avatartooluse,d3-014,1,10,1,10,1769.689,1774.166,0,0,0,359.3148,0,359.9484,1,1,1,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_vrpn_movement_T010.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_gaze_data_T010.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T010.csv,3_avatartooluse/d3-014/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T010.csv,,,,,,
