participant,block,trial,tracked,pos_x,pos_y,pos_z,aperture,time_ms,phase
218,2,16,wrist,0.1638,0.7903,-0.9479,0.0000,0,startbuffer
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,4.9861,startbuffer
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,9.9732,startbuffer
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,14.9596,startbuffer
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,19.9491,startbuffer
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,24.9357,startbuffer
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,29.922,startbuffer
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,34.9099,startbuffer
218,2,16,wrist,0.1635,0.7905,-0.9479,0.0000,39.8776,startbuffer
218,2,16,wrist,0.1635,0.7905,-0.9479,0.0000,44.8647,startbuffer
218,2,16,wrist,0.1635,0.7905,-0.9479,0.0000,49.7629,startbuffer
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,54.7496,startbuffer
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,59.7368,begin
218,2,16,wrist,0.1635,0.7905,-0.9479,0.0000,64.7234,begin
218,2,16,wrist,0.1635,0.7905,-0.9479,0.0000,69.7097,begin
218,2,16,wrist,0.1635,0.7905,-0.9479,0.0000,74.696,begin
218,2,16,wrist,0.1638,0.7903,-0.9478,0.0000,79.6829,begin
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,84.6692,begin
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,89.6561,begin
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,94.6427,begin
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,99.6295,begin
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,104.6159,begin
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,109.6031,begin
218,2,16,wrist,0.1639,0.7902,-0.9478,0.0000,114.5899,begin
218,2,16,wrist,0.1635,0.7905,-0.9479,0.0000,119.5765,begin
