participant,block,trial,tracked,pos_x,pos_y,pos_z,aperture,time_ms,phase
218,2,7,wrist,0.1690,0.7905,-0.9583,0.0000,0,startbuffer
218,2,7,wrist,0.1690,0.7905,-0.9583,0.0000,4.9871,startbuffer
218,2,7,wrist,0.1690,0.7905,-0.9583,0.0000,9.9745,startbuffer
218,2,7,wrist,0.1691,0.7905,-0.9583,0.0000,14.9599,startbuffer
218,2,7,wrist,0.1691,0.7905,-0.9583,0.0000,19.4561,startbuffer
218,2,7,wrist,0.1691,0.7905,-0.9583,0.0000,24.4424,startbuffer
218,2,7,wrist,0.1691,0.7905,-0.9583,0.0000,29.2077,startbuffer
218,2,7,wrist,0.1691,0.7905,-0.9583,0.0000,34.195,startbuffer
218,2,7,wrist,0.1691,0.7905,-0.9583,0.0000,39.1806,startbuffer
218,2,7,wrist,0.1691,0.7905,-0.9583,0.0000,44.1676,startbuffer
218,2,7,wrist,0.1691,0.7905,-0.9583,0.0000,49.154,startbuffer
218,2,7,wrist,0.1691,0.7905,-0.9583,0.0000,54.1408,startbuffer
218,2,7,wrist,0.1690,0.7905,-0.9583,0.0000,59.1275,begin
218,2,7,wrist,0.1690,0.7905,-0.9583,0.0000,64.1144,begin
218,2,7,wrist,0.1690,0.7905,-0.9583,0.0000,69.1015,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,74.087,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,79.0742,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,84.0609,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,89.0486,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,94.0339,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,99.0172,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,104.0038,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,108.9907,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,113.9779,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,118.9638,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,123.9504,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,127.9793,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,132.9544,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,138.018,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,142.9966,begin
218,2,7,wrist,0.1692,0.7904,-0.9582,0.0000,147.9832,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,152.9695,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,157.9568,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,162.9431,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,167.9303,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,172.4277,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,177.4153,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,182.4004,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,187.3869,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,192.3741,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,197.3608,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,202.1962,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,207.1826,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,212.17,begin
218,2,7,wrist,0.1692,0.7903,-0.9582,0.0000,217.1559,begin
218,2,7,wrist,0.1692,0.7903,-0.9582,0.0000,221.2634,begin
218,2,7,wrist,0.1692,0.7903,-0.9582,0.0000,226.2505,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,231.1841,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,236.1708,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,241.1602,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,246.1469,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,251.1345,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,256.1211,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,261.1073,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,266.094,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,271.0806,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,276.0687,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,280.1548,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,285.1401,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,290.1264,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,295.1128,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,300.1,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,305.0862,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,309.2547,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,314.2414,begin
218,2,7,wrist,0.1693,0.7903,-0.9582,0.0000,319.2274,begin
218,2,7,wrist,0.1689,0.7906,-0.9583,0.0000,324.2147,begin
218,2,7,wrist,0.1688,0.7906,-0.9583,0.0000,328.3082,begin
218,2,7,wrist,0.1685,0.7905,-0.9582,0.0000,333.2487,begin
218,2,7,wrist,0.1689,0.7903,-0.9579,0.0000,338.2359,begin
218,2,7,wrist,0.1680,0.7905,-0.9579,0.0000,343.2228,begin
218,2,7,wrist,0.1674,0.7913,-0.9582,0.0000,348.2803,begin
218,2,7,wrist,0.1671,0.7919,-0.9583,0.0000,353.2536,begin
218,2,7,wrist,0.1668,0.7925,-0.9584,0.0000,358.2403,begin
218,2,7,wrist,0.1669,0.7928,-0.9582,0.0000,363.2277,begin
218,2,7,wrist,0.1662,0.7942,-0.9584,0.0000,368.6846,begin
218,2,7,wrist,0.1652,0.7953,-0.9589,0.0000,373.6629,begin
218,2,7,wrist,0.1645,0.7965,-0.9592,0.0000,378.6496,begin
218,2,7,wrist,0.1640,0.7974,-0.9595,0.0000,383.6363,begin
218,2,7,wrist,0.1633,0.7983,-0.9598,0.0000,388.6232,begin
218,2,7,wrist,0.1619,0.8000,-0.9604,0.0000,393.6097,begin
218,2,7,wrist,0.1607,0.8012,-0.9609,0.0000,398.2205,begin
218,2,7,wrist,0.1590,0.8025,-0.9616,0.0000,403.193,begin
218,2,7,wrist,0.1579,0.8035,-0.9621,0.0000,408.1797,begin
218,2,7,wrist,0.1565,0.8045,-0.9625,0.0000,413.1665,begin
218,2,7,wrist,0.1542,0.8065,-0.9632,0.0000,418.1533,begin
218,2,7,wrist,0.1542,0.8065,-0.9632,0.0000,423.1401,begin
218,2,7,wrist,0.1521,0.8096,-0.9664,0.0000,428.0195,begin
218,2,7,wrist,0.1506,0.8107,-0.9671,0.0000,432.991,begin
218,2,7,wrist,0.1487,0.8118,-0.9679,0.0000,437.9768,begin
218,2,7,wrist,0.1473,0.8127,-0.9685,0.0000,442.9642,begin
218,2,7,wrist,0.1445,0.8154,-0.9697,0.0000,447.9606,begin
218,2,7,wrist,0.1430,0.8171,-0.9703,0.0000,452.9399,begin
218,2,7,wrist,0.1416,0.8192,-0.9710,0.0000,457.9268,begin
218,2,7,wrist,0.1405,0.8208,-0.9714,0.0000,462.9129,begin
218,2,7,wrist,0.1393,0.8230,-0.9719,0.0000,467.9001,begin
218,2,7,wrist,0.1374,0.8267,-0.9728,0.0000,472.3967,begin
218,2,7,wrist,0.1374,0.8267,-0.9728,0.0000,477.3831,begin
218,2,7,wrist,0.1357,0.8318,-0.9736,0.0000,482.3692,begin
218,2,7,wrist,0.1347,0.8341,-0.9741,0.0000,487.3561,begin
218,2,7,wrist,0.1338,0.8365,-0.9746,0.0000,492.3428,begin
218,2,7,wrist,0.1330,0.8386,-0.9746,0.0000,497.3295,begin
218,2,7,wrist,0.1316,0.8436,-0.9749,0.0000,501.9582,begin
218,2,7,wrist,0.1305,0.8464,-0.9752,0.0000,506.9444,begin
218,2,7,wrist,0.1296,0.8492,-0.9751,0.0000,511.2459,begin
218,2,7,wrist,0.1287,0.8517,-0.9749,0.0000,516.232,begin
218,2,7,wrist,0.1280,0.8538,-0.9746,0.0000,520.2554,begin
218,2,7,wrist,0.1269,0.8562,-0.9744,0.0000,525.2421,out
