experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_ppt_hand_movement_location_0,manual_reach_eyeTrackingData_location_0,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0,tool_reach_eyeTrackingData_location_0
1_tooluseinVR,d1-020,1,35,2,17,1237.989,1241.465,,,,1_tooluseinVR/d1-020/S001/trackers/landmark/landmarkstimulus_estimates_T035.csv,1_tooluseinVR/d1-020/S001/trackers/landmark/landmark_eyeTrackingData_T035.csv,,,
1_tooluseinVR,d1-020,1,36,2,18,1245.519,1250.638,,,,1_tooluseinVR/d1-020/S001/trackers/landmark/landmarkstimulus_estimates_T036.csv,1_tooluseinVR/d1-020/S001/trackers/landmark/landmark_eyeTrackingData_T036.csv,,,
1_tooluseinVR,d1-020,1,37,3,1,1625.616,1634.489,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T037.csv
1_tooluseinVR,d1-020,1,38,3,2,1637.442,1645.484,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T038.csv
1_tooluseinVR,d1-020,1,39,3,3,1648.438,1656.988,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T039.csv
1_tooluseinVR,d1-020,1,40,3,4,1659.943,1668.273,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T040.csv
1_tooluseinVR,d1-020,1,41,3,5,1671.227,1680.268,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T041.csv
1_tooluseinVR,d1-020,1,42,3,6,1683.221,1691.885,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T042.csv
1_tooluseinVR,d1-020,1,43,3,7,1694.839,1702.792,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T043.csv
1_tooluseinVR,d1-020,1,44,3,8,1705.745,1714.494,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T044.csv
1_tooluseinVR,d1-020,1,45,3,9,1717.451,1727.089,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T045.csv
1_tooluseinVR,d1-020,1,46,3,10,1775.966,1785.374,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T046.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T046.csv
1_tooluseinVR,d1-020,1,47,3,11,1788.328,1798.101,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T047.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T047.csv
1_tooluseinVR,d1-020,1,48,3,12,1801.054,1810.162,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T048.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T048.csv
1_tooluseinVR,d1-020,1,49,3,13,1813.114,1821.445,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T049.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T049.csv
1_tooluseinVR,d1-020,1,50,3,14,1824.521,1832.939,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T050.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T050.csv
1_tooluseinVR,d1-020,1,51,3,15,1835.894,1851.276,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T051.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T051.csv
1_tooluseinVR,d1-020,1,52,3,16,1880.985,1889.104,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T052.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T052.csv
1_tooluseinVR,d1-020,1,53,3,17,1892.056,1899.586,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T053.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T053.csv
1_tooluseinVR,d1-020,1,54,3,18,1902.541,1910.581,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T054.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T054.csv
1_tooluseinVR,d1-020,1,55,3,19,1913.535,1926.263,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T055.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T055.csv
1_tooluseinVR,d1-020,1,56,3,20,1929.217,1938.156,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T056.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T056.csv
1_tooluseinVR,d1-020,1,57,3,21,1941.111,1951.562,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T057.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T057.csv
1_tooluseinVR,d1-020,1,58,3,22,1982.359,1992.887,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T058.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T058.csv
1_tooluseinVR,d1-020,1,59,3,23,1995.842,2006.281,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T059.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T059.csv
1_tooluseinVR,d1-020,1,60,3,24,2009.233,2017.731,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T060.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T060.csv
1_tooluseinVR,d1-020,1,61,3,25,2020.685,2030.203,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T061.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T061.csv
1_tooluseinVR,d1-020,1,62,3,26,2064.331,2073.827,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T062.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T062.csv
1_tooluseinVR,d1-020,1,63,3,27,2076.781,2084.677,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T063.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T063.csv
1_tooluseinVR,d1-020,1,64,3,28,2087.632,2096.193,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T064.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T064.csv
1_tooluseinVR,d1-020,1,65,3,29,2099.148,2105.899,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T065.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T065.csv
1_tooluseinVR,d1-020,1,66,3,30,2108.855,2118.226,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T066.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T066.csv
1_tooluseinVR,d1-020,1,67,3,31,2121.183,2129.155,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T067.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T067.csv
1_tooluseinVR,d1-020,1,68,3,32,2169.659,2177.178,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T068.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T068.csv
1_tooluseinVR,d1-020,1,69,3,33,2180.131,2188.784,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T069.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T069.csv
1_tooluseinVR,d1-020,1,70,3,34,2191.738,2198.388,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T070.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T070.csv
1_tooluseinVR,d1-020,1,71,3,35,2201.345,2207.664,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T071.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T071.csv
1_tooluseinVR,d1-020,1,72,3,36,2211.476,2216.959,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T072.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T072.csv
1_tooluseinVR,d1-020,1,73,3,37,2254.129,2259.64,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T073.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T073.csv
1_tooluseinVR,d1-020,1,74,3,38,2262.595,2271.565,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T074.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T074.csv
1_tooluseinVR,d1-020,1,75,3,39,2274.522,2280.996,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T075.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T075.csv
1_tooluseinVR,d1-020,1,76,3,40,2283.95,2290.369,,,,,,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T076.csv,1_tooluseinVR/d1-020/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T076.csv
