participant,block,trial,tracked,time_ms,phase,pos_x,pos_y,pos_z
d3-001,2,24,Wrist,0.0000,startbuffer,0.3243,0.8207,-0.8825
d3-001,2,24,Wrist,5.9842,startbuffer,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,11.9688,startbuffer,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,17.9525,startbuffer,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,23.4447,startbuffer,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,29.4290,startbuffer,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,35.4132,startbuffer,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,40.5034,startbuffer,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,46.4874,startbuffer,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,52.4722,startbuffer,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,58.4563,startbuffer,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,64.4411,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,70.4252,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,76.4098,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,82.3933,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,89.3757,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,96.3570,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,102.3414,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,108.3260,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,114.3100,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,120.2947,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,125.8844,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,131.8690,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,137.8532,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,143.8386,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,149.8217,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,155.8066,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,161.7908,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,167.7753,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,173.7594,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,179.7438,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,185.7277,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,191.7118,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,197.6965,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,203.6806,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,209.3611,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,215.3449,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,221.6677,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,227.6378,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,233.6223,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,239.6063,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,245.5906,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,251.5751,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,257.3063,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,263.2905,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,269.2744,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,275.2593,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,281.2432,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,287.2286,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,292.7211,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,298.7060,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,304.6899,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,309.9189,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,315.9031,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,321.8873,begin,0.3254,0.8121,-0.8779
d3-001,2,24,Wrist,327.8717,begin,0.3254,0.8121,-0.8779
