participant,block,trial,tracked,time_ms,phase,pos_x,pos_y,pos_z
d3-001,4,94,Wrist,0.9979,startbuffer,0.2845,0.8122,-0.8668
d3-001,4,94,Wrist,6.9808,startbuffer,0.2807,0.8099,-0.8639
d3-001,4,94,Wrist,12.9654,startbuffer,0.2807,0.8099,-0.8639
d3-001,4,94,Wrist,18.9496,startbuffer,0.2807,0.8099,-0.8639
d3-001,4,94,Wrist,24.9333,startbuffer,0.2807,0.8099,-0.8639
d3-001,4,94,Wrist,30.4260,startbuffer,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,36.4098,startbuffer,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,42.3949,startbuffer,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,48.3787,startbuffer,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,54.3630,startbuffer,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,60.3467,startbuffer,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,66.3316,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,72.3155,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,78.2999,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,84.2841,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,90.2680,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,96.2522,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,102.1817,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,108.1654,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,114.1497,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,119.9287,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,125.9121,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,131.4057,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,137.3887,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,143.3734,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,149.3573,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,155.3418,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,161.3260,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,167.5032,begin,0.2806,0.8100,-0.8639
d3-001,4,94,Wrist,173.4780,begin,0.2805,0.8100,-0.8640
d3-001,4,94,Wrist,179.4623,begin,0.2805,0.8100,-0.8640
d3-001,4,94,Wrist,185.4467,begin,0.2805,0.8100,-0.8640
d3-001,4,94,Wrist,190.9395,begin,0.2805,0.8099,-0.8638
d3-001,4,94,Wrist,196.9241,begin,0.2805,0.8099,-0.8638
d3-001,4,94,Wrist,202.9085,begin,0.2805,0.8099,-0.8638
d3-001,4,94,Wrist,208.8934,begin,0.2805,0.8099,-0.8638
d3-001,4,94,Wrist,214.8763,begin,0.2805,0.8099,-0.8638
d3-001,4,94,Wrist,220.3685,begin,0.2805,0.8099,-0.8638
d3-001,4,94,Wrist,226.3524,begin,0.2805,0.8099,-0.8638
d3-001,4,94,Wrist,232.3404,begin,0.2805,0.8100,-0.8640
d3-001,4,94,Wrist,237.8322,begin,0.2805,0.8100,-0.8640
d3-001,4,94,Wrist,243.8163,begin,0.2805,0.8100,-0.8640
d3-001,4,94,Wrist,249.8006,begin,0.2805,0.8100,-0.8640
d3-001,4,94,Wrist,255.7856,begin,0.2806,0.8099,-0.8641
d3-001,4,94,Wrist,261.7692,begin,0.2806,0.8099,-0.8641
d3-001,4,94,Wrist,267.7533,begin,0.2806,0.8099,-0.8641
d3-001,4,94,Wrist,273.7378,begin,0.2806,0.8099,-0.8641
