experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_eyeTrackingData_location_0,manual_reach_ppt_hand_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_eyeTrackingData_location_0,tool_reach_ppt_tool_movement_location_0
1_tooluseinVR,d1-012,1,29,2,11,1112.592,1118.967,,,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T029.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T029.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T029.csv,,,
1_tooluseinVR,d1-012,1,30,2,12,1121.922,1126.575,,,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T030.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T030.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T030.csv,,,
1_tooluseinVR,d1-012,1,31,2,13,1129.536,1136.191,,,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T031.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T031.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T031.csv,,,
1_tooluseinVR,d1-012,1,32,2,14,1139.145,1144.378,,,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T032.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T032.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T032.csv,,,
1_tooluseinVR,d1-012,1,33,2,15,1147.332,1152.396,,,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T033.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T033.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T033.csv,,,
1_tooluseinVR,d1-012,1,34,2,16,1155.35,1160.236,,,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T034.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T034.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T034.csv,,,
1_tooluseinVR,d1-012,1,35,2,17,1163.191,1168.055,,,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T035.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T035.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T035.csv,,,
1_tooluseinVR,d1-012,1,36,2,18,1171.009,1176.208,,,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T036.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T036.csv,1_tooluseinVR/d1-012/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T036.csv,,,
1_tooluseinVR,d1-012,1,37,3,1,1451.466,1461.172,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T037.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv
1_tooluseinVR,d1-012,1,38,3,2,1464.125,1470.468,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T038.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv
1_tooluseinVR,d1-012,1,39,3,3,1473.422,1479.931,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T039.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv
1_tooluseinVR,d1-012,1,40,3,4,1482.884,1489.625,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T040.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv
1_tooluseinVR,d1-012,1,41,3,5,1492.579,1498.666,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T041.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv
1_tooluseinVR,d1-012,1,42,3,6,1501.617,1507.793,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T042.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv
1_tooluseinVR,d1-012,1,43,3,7,1510.749,1516.869,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T043.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv
1_tooluseinVR,d1-012,1,44,3,8,1519.822,1525.807,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T044.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv
1_tooluseinVR,d1-012,1,45,3,9,1528.762,1534.682,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T045.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv
1_tooluseinVR,d1-012,1,46,3,10,1537.636,1543.233,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T046.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T046.csv
1_tooluseinVR,d1-012,1,47,3,11,1546.187,1551.64,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T047.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T047.csv
1_tooluseinVR,d1-012,1,48,3,12,1554.594,1560.257,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T048.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T048.csv
1_tooluseinVR,d1-012,1,49,3,13,1563.212,1569.265,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T049.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T049.csv
1_tooluseinVR,d1-012,1,50,3,14,1572.218,1578.337,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T050.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T050.csv
1_tooluseinVR,d1-012,1,51,3,15,1581.294,1587.49,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T051.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T051.csv
1_tooluseinVR,d1-012,1,52,3,16,1590.445,1596.253,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T052.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T052.csv
1_tooluseinVR,d1-012,1,53,3,17,1599.207,1605.016,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T053.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T053.csv
1_tooluseinVR,d1-012,1,54,3,18,1607.968,1613.855,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T054.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T054.csv
1_tooluseinVR,d1-012,1,55,3,19,1616.81,1623.085,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T055.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T055.csv
1_tooluseinVR,d1-012,1,56,3,20,1626.039,1632.269,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T056.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T056.csv
1_tooluseinVR,d1-012,1,57,3,21,1635.222,1641.852,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T057.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T057.csv
1_tooluseinVR,d1-012,1,58,3,22,1644.808,1651.449,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T058.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T058.csv
1_tooluseinVR,d1-012,1,59,3,23,1654.403,1661.009,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T059.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T059.csv
1_tooluseinVR,d1-012,1,60,3,24,1663.964,1672.563,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T060.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T060.csv
1_tooluseinVR,d1-012,1,61,3,25,1675.516,1680.891,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T061.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T061.csv
1_tooluseinVR,d1-012,1,62,3,26,1683.844,1689.374,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T062.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T062.csv
1_tooluseinVR,d1-012,1,63,3,27,1692.33,1698.591,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T063.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T063.csv
1_tooluseinVR,d1-012,1,64,3,28,1701.548,1707.799,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T064.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T064.csv
1_tooluseinVR,d1-012,1,65,3,29,1710.755,1717.185,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T065.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T065.csv
1_tooluseinVR,d1-012,1,66,3,30,1720.139,1725.825,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T066.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T066.csv
1_tooluseinVR,d1-012,1,67,3,31,1728.78,1743.282,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T067.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T067.csv
1_tooluseinVR,d1-012,1,68,3,32,1762.585,1767.982,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T068.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T068.csv
1_tooluseinVR,d1-012,1,69,3,33,1770.936,1776.723,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T069.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T069.csv
1_tooluseinVR,d1-012,1,70,3,34,1779.676,1789.185,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T070.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T070.csv
1_tooluseinVR,d1-012,1,71,3,35,1792.138,1797.735,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T071.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T071.csv
1_tooluseinVR,d1-012,1,72,3,36,1800.69,1807.243,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T072.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T072.csv
1_tooluseinVR,d1-012,1,73,3,37,1810.33,1817.103,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T073.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T073.csv
1_tooluseinVR,d1-012,1,74,3,38,1820.057,1830.988,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T074.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T074.csv
1_tooluseinVR,d1-012,1,75,3,39,1833.941,1840.149,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T075.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T075.csv
1_tooluseinVR,d1-012,1,76,3,40,1843.102,1849.032,,,,,,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T076.csv,1_tooluseinVR/d1-012/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T076.csv
