experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_eyeTrackingData_location_0,manual_reach_ppt_hand_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_ppt_tool_movement_location_0,tool_reach_eyeTrackingData_location_0
1_tooluseinVR,d1-006,1,19,2,1,699.9069,706.7695,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T019.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T019.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T019.csv,,,
1_tooluseinVR,d1-006,1,20,2,2,709.7245,716.6236,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T020.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T020.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T020.csv,,,
1_tooluseinVR,d1-006,1,21,2,3,719.5838,726.5958,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T021.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T021.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T021.csv,,,
1_tooluseinVR,d1-006,1,22,2,4,734.6676,741.7888,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T022.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T022.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T022.csv,,,
1_tooluseinVR,d1-006,1,23,2,5,744.739,752.5828,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T023.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T023.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T023.csv,,,
1_tooluseinVR,d1-006,1,24,2,6,755.5358,760.4125,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T024.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T024.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T024.csv,,,
1_tooluseinVR,d1-006,1,25,2,7,763.3661,768.1963,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T025.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T025.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T025.csv,,,
1_tooluseinVR,d1-006,1,26,2,8,771.1505,776.348,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T026.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T026.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T026.csv,,,
1_tooluseinVR,d1-006,1,27,2,9,779.303,784.421,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T027.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T027.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T027.csv,,,
1_tooluseinVR,d1-006,1,28,2,10,787.3746,792.6403,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T028.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T028.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T028.csv,,,
1_tooluseinVR,d1-006,1,29,2,11,795.5952,800.7371,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T029.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T029.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T029.csv,,,
1_tooluseinVR,d1-006,1,30,2,12,803.6913,808.7104,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T030.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T030.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T030.csv,,,
1_tooluseinVR,d1-006,1,31,2,13,811.6657,816.7293,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T031.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T031.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T031.csv,,,
1_tooluseinVR,d1-006,1,32,2,14,819.6823,824.7238,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T032.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T032.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T032.csv,,,
1_tooluseinVR,d1-006,1,33,2,15,827.6797,832.3531,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T033.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T033.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T033.csv,,,
1_tooluseinVR,d1-006,1,34,2,16,835.3096,840.2072,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T034.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T034.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T034.csv,,,
1_tooluseinVR,d1-006,1,35,2,17,846.0598,850.9672,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T035.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T035.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T035.csv,,,
1_tooluseinVR,d1-006,1,36,2,18,853.9218,858.343,,,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T036.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T036.csv,1_tooluseinVR/d1-006/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T036.csv,,,
1_tooluseinVR,d1-006,1,37,3,1,1220.395,1226.904,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T037.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T037.csv
1_tooluseinVR,d1-006,1,38,3,2,1229.856,1238.877,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T038.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T038.csv
1_tooluseinVR,d1-006,1,39,3,3,1241.83,1247.95,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T039.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T039.csv
1_tooluseinVR,d1-006,1,40,3,4,1250.904,1257.89,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T040.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T040.csv
1_tooluseinVR,d1-006,1,41,3,5,1260.844,1266.963,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T041.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T041.csv
1_tooluseinVR,d1-006,1,42,3,6,1269.913,1275.737,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T042.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T042.csv
1_tooluseinVR,d1-006,1,43,3,7,1278.688,1283.788,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T043.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T043.csv
1_tooluseinVR,d1-006,1,44,3,8,1286.742,1292.196,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T044.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T044.csv
1_tooluseinVR,d1-006,1,45,3,9,1295.146,1300.624,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T045.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T045.csv
1_tooluseinVR,d1-006,1,46,3,10,1303.578,1311.232,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T046.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T046.csv
1_tooluseinVR,d1-006,1,47,3,11,1340.838,1345.803,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T047.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T047.csv
1_tooluseinVR,d1-006,1,48,3,12,1348.756,1353.443,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T048.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T048.csv
1_tooluseinVR,d1-006,1,49,3,13,1356.397,1361.184,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T049.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T049.csv
1_tooluseinVR,d1-006,1,50,3,14,1364.137,1371.059,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T050.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T050.csv
1_tooluseinVR,d1-006,1,51,3,15,1374.012,1380.976,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T051.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T051.csv
1_tooluseinVR,d1-006,1,52,3,16,1383.926,1390.69,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T052.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T052.csv
1_tooluseinVR,d1-006,1,53,3,17,1393.646,1400.922,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T053.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T053.csv
1_tooluseinVR,d1-006,1,54,3,18,1403.875,1409.074,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T054.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T054.csv
1_tooluseinVR,d1-006,1,55,3,19,1412.025,1417.748,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T055.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T055.csv
1_tooluseinVR,d1-006,1,56,3,20,1420.701,1427.41,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T056.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T056.csv
1_tooluseinVR,d1-006,1,57,3,21,1430.427,1435.706,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T057.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T057.csv
1_tooluseinVR,d1-006,1,58,3,22,1438.66,1465.712,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T058.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T058.csv
1_tooluseinVR,d1-006,1,59,3,23,1690.395,1695.272,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T059.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T059.csv
1_tooluseinVR,d1-006,1,60,3,24,1698.225,1703.68,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T060.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T060.csv
1_tooluseinVR,d1-006,1,61,3,25,1706.63,1711.898,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T061.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T061.csv
1_tooluseinVR,d1-006,1,62,3,26,1714.849,1719.049,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T062.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T062.csv
1_tooluseinVR,d1-006,1,63,3,27,1722.004,1725.98,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T063.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T063.csv
1_tooluseinVR,d1-006,1,64,3,28,1728.933,1734.698,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T064.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T064.csv
1_tooluseinVR,d1-006,1,65,3,29,1737.65,1741.839,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T065.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T065.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T065.csv
1_tooluseinVR,d1-006,1,66,3,30,1744.793,1749.547,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T066.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T066.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T066.csv
1_tooluseinVR,d1-006,1,67,3,31,1752.5,1757.121,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T067.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T067.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T067.csv
1_tooluseinVR,d1-006,1,68,3,32,1760.074,1766.362,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T068.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T068.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T068.csv
1_tooluseinVR,d1-006,1,69,3,33,1769.314,1773.369,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T069.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T069.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T069.csv
1_tooluseinVR,d1-006,1,70,3,34,1776.323,1784.838,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T070.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T070.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T070.csv
1_tooluseinVR,d1-006,1,71,3,35,1787.795,1793.082,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T071.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T071.csv
1_tooluseinVR,d1-006,1,72,3,36,1796.034,1800.934,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T072.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T072.csv
1_tooluseinVR,d1-006,1,73,3,37,1803.888,1809.297,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T073.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T073.csv
1_tooluseinVR,d1-006,1,74,3,38,1812.249,1819.103,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T074.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T074.csv
1_tooluseinVR,d1-006,1,75,3,39,1822.054,1827.144,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T075.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T075.csv
1_tooluseinVR,d1-006,1,76,3,40,1830.098,1836.395,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T076.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T076.csv
1_tooluseinVR,d1-006,1,77,3,41,1839.347,1846.135,,,,,,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T077.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T077.csv,1_tooluseinVR/d1-006/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T077.csv
