participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,speed,startposition,direction,trialtime
219,9,5,0.2909,0.7785,-0.502,0.2997,0.81,-0.7252,0.2953,0.7942,-0.6136,0.2954,0.7585,-0.6191,Wrist,-0.1171,0.2256,0.2158,0.209,0.2876,1.142223,backward,2.8535
