experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,landmark_estimates_location_0,landmark_gaze_data_location_0,manual_reach_vrpn_movement_location_0,manual_reach_gaze_data_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,tool_reach_gaze_data_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse,d3-001,1,32,2,14,1110.985,1114.672,,,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_vrpn_movement_T032.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_gaze_data_T032.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T032.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T032.csv,,,,
3_avatartooluse,d3-001,1,33,2,15,1117.627,1121.603,,,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_vrpn_movement_T033.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_gaze_data_T033.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T033.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T033.csv,,,,
3_avatartooluse,d3-001,1,34,2,16,1124.557,1128.688,,,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_vrpn_movement_T034.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_gaze_data_T034.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T034.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T034.csv,,,,
3_avatartooluse,d3-001,1,35,2,17,1131.643,1135.419,,,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_vrpn_movement_T035.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_gaze_data_T035.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T035.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T035.csv,,,,
3_avatartooluse,d3-001,1,36,2,18,1138.372,1150.356,,,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_vrpn_movement_T036.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_gaze_data_T036.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T036.csv,3_avatartooluse/d3-001/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T036.csv,,,,
3_avatartooluse,d3-001,1,37,3,1,1406.591,1413.143,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T037.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T037.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T037.csv
3_avatartooluse,d3-001,1,38,3,2,1437.754,1443.251,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T038.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T038.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T038.csv
3_avatartooluse,d3-001,1,39,3,3,1446.202,1451.312,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T039.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T039.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T039.csv
3_avatartooluse,d3-001,1,40,3,4,1454.268,1458.522,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T040.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T040.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T040.csv
3_avatartooluse,d3-001,1,41,3,5,1461.476,1466.396,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T041.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T041.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T041.csv
3_avatartooluse,d3-001,1,42,3,6,1469.35,1473.792,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T042.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T042.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T042.csv
3_avatartooluse,d3-001,1,43,3,7,1476.747,1481.644,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T043.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T043.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T043.csv
3_avatartooluse,d3-001,1,44,3,8,1484.599,1488.686,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T044.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T044.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T044.csv
3_avatartooluse,d3-001,1,45,3,9,1491.64,1495.948,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T045.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T045.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T045.csv
3_avatartooluse,d3-001,1,46,3,10,1498.903,1504.023,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T046.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T046.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T046.csv
3_avatartooluse,d3-001,1,47,3,11,1506.977,1512.33,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T047.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T047.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T047.csv
3_avatartooluse,d3-001,1,48,3,12,1515.284,1519.571,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T048.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T048.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T048.csv
3_avatartooluse,d3-001,1,49,3,13,1522.525,1526.69,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T049.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T049.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T049.csv
3_avatartooluse,d3-001,1,50,3,14,1529.643,1533.92,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T050.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T050.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T050.csv
3_avatartooluse,d3-001,1,51,3,15,1536.874,1541.128,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T051.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T051.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T051.csv
3_avatartooluse,d3-001,1,52,3,16,1544.082,1548.791,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T052.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T052.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T052.csv
3_avatartooluse,d3-001,1,53,3,17,1551.743,1556.067,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T053.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T053.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T053.csv
3_avatartooluse,d3-001,1,54,3,18,1559.019,1563.472,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T054.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T054.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T054.csv
3_avatartooluse,d3-001,1,55,3,19,1566.427,1570.658,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T055.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T055.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T055.csv
3_avatartooluse,d3-001,1,56,3,20,1573.612,1578.155,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T056.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T056.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T056.csv
3_avatartooluse,d3-001,1,57,3,21,1581.109,1586.517,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T057.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T057.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T057.csv
3_avatartooluse,d3-001,1,58,3,22,1589.471,1594.092,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T058.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T058.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T058.csv
3_avatartooluse,d3-001,1,59,3,23,1597.045,1601.532,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T059.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T059.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T059.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T059.csv
3_avatartooluse,d3-001,1,60,3,24,1604.486,1609.462,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T060.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T060.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T060.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T060.csv
3_avatartooluse,d3-001,1,61,3,25,1612.416,1616.959,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T061.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T061.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T061.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T061.csv
3_avatartooluse,d3-001,1,62,3,26,1619.913,1624.999,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T062.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T062.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T062.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T062.csv
3_avatartooluse,d3-001,1,63,3,27,1627.953,1632.718,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T063.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T063.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T063.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T063.csv
3_avatartooluse,d3-001,1,64,3,28,1635.672,1640.358,,,,,,,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_gaze_data_T064.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T064.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T064.csv,3_avatartooluse/d3-001/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T064.csv
