participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,trialtime
d1-017,2,5,0.2874,0.7721,-1.0121,0.2694,0.8123,-1.2378,0.2784,0.7922,-1.125,0.279,0.7521,-1.1291,Forearm,-0.0041,0.23,0.2296,0.2051,0.4109033,2.4988
