participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-012,1,16,startbuffer,1.0000,right_hand,0.2767,0.8010,-0.7647,0.4742,-0.8371,0.2363,-0.1362,0.0000,0.0005,-0.0023
d3-012,1,16,startbuffer,1.0000,right_elbow,0.2829,0.8099,-1.0803,0.2911,-0.2396,0.9258,0.0254,-0.0028,0.0010,0.0000
d3-012,1,16,startbuffer,1.0000,stimulus,-0.0015,0.8091,-0.3478,0.0017,-0.0040,-0.7048,-0.7078,0.0015,0.0002,-0.0005
d3-012,1,16,startbuffer,1.0000,origin,-0.0019,0.7397,0.0012,0.0003,0.0003,0.7282,0.7341,0.0004,0.0004,0.0004
d3-012,1,16,startbuffer,6.0000,right_hand,0.2767,0.8011,-0.7647,0.4743,-0.8371,0.2363,-0.1362,0.0000,0.0006,-0.0024
d3-012,1,16,startbuffer,6.0000,right_elbow,0.2829,0.8099,-1.0803,0.2910,-0.2396,0.9259,0.0254,-0.0025,0.0006,0.0001
d3-012,1,16,startbuffer,6.0000,stimulus,-0.0015,0.8091,-0.3478,0.0017,-0.0040,-0.7047,-0.7077,0.0017,0.0001,-0.0005
d3-012,1,16,startbuffer,6.0000,origin,-0.0019,0.7397,0.0012,0.0002,0.0004,0.7356,0.7415,0.0004,0.0007,0.0004
d3-012,1,16,startbuffer,11.0000,right_hand,0.2767,0.8011,-0.7647,0.4744,-0.8370,0.2363,-0.1361,0.0000,0.0007,-0.0023
d3-012,1,16,startbuffer,11.0000,right_elbow,0.2829,0.8099,-1.0803,0.2910,-0.2396,0.9259,0.0254,-0.0024,0.0002,0.0000
d3-012,1,16,startbuffer,11.0000,stimulus,-0.0015,0.8091,-0.3478,0.0017,-0.0040,-0.7059,-0.7090,0.0018,0.0006,-0.0009
d3-012,1,16,startbuffer,11.0000,origin,-0.0019,0.7397,0.0013,0.0003,0.0003,0.6769,0.6823,0.0008,0.0004,-0.0009
d3-012,1,16,startbuffer,16.0000,right_hand,0.2767,0.8011,-0.7647,0.4744,-0.8370,0.2363,-0.1361,-0.0004,0.0007,-0.0014
d3-012,1,16,startbuffer,16.0000,right_elbow,0.2829,0.8100,-1.0802,0.2910,-0.2396,0.9259,0.0254,-0.0020,0.0003,-0.0008
d3-012,1,16,startbuffer,16.0000,stimulus,-0.0015,0.8091,-0.3478,0.0017,-0.0039,-0.7055,-0.7085,0.0019,0.0009,-0.0008
d3-012,1,16,startbuffer,16.0000,origin,-0.0019,0.7397,0.0014,0.0003,0.0004,0.7679,0.7742,0.0010,0.0009,-0.0018
d3-012,1,16,startbuffer,21.0000,right_hand,0.2767,0.8011,-0.7647,0.4745,-0.8370,0.2363,-0.1361,-0.0006,0.0011,-0.0012
d3-012,1,16,startbuffer,21.0000,right_elbow,0.2830,0.8100,-1.0803,0.2910,-0.2396,0.9259,0.0253,-0.0010,0.0004,-0.0002
