participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,direction,trialtime
216,4,1,0.2811,0.7741,-0.5805,0.2715,0.812,-0.7501,0.2763,0.7931,-0.6653,0.2764,0.7541,-0.6526,Wrist,-0.0721,0.1741,0.2671,0.2747,1.029348,forward,2.9313
