participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,noisewrist,noiseelbow,startposition,direction,trialtime
216,15,1,0.2854,0.7735,-0.5774,0.2756,0.8114,-0.7462,0.2805,0.7924,-0.6618,0.2773,0.7535,-0.8978,Elbow,-0.1516,0.1733,0.2824,0.227,1.995064,backward,2.2319
