participant,trial,block,wpos_x,wpos_y,wpos_z,epos_x,epos_y,epos_z,fpos_x,fpos_y,fpos_z,spos_x,spos_y,spos_z,target,error,forearmlength,perceivedforearmlength,perceivedforearmlengthratio,noisewrist,noiseelbow,startposition,direction,speed,trialtime
d3-011,3,5,0.2782,0.7859,-0.3587,0.2827,0.788,-0.6135,0.2805,0.7869,-0.4861,0.281,0.7859,-0.5407,Forearm,0.0546,0.2549,0.2934,1.1512,0.21,0.175,-0.3236,forward,0.29116,5.7034
