experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,openvr_position_offset_x,openvr_position_offset_y,openvr_position_offset_z,openvr_rotation_offset_x,openvr_rotation_offset_y,openvr_rotation_offset_z,openvr_scale_offset_x,openvr_scale_offset_y,openvr_scale_offset_z,landmark_estimates_location_0,landmark_gaze_data_location_0,manual_reach_vrpn_movement_location_0,manual_reach_gaze_data_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,tool_reach_gaze_data_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse 1,d3-017,1,1,1,1,1713.3,1715.216,0,0,0,0.51107,2.09,359.9504,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T001.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T001.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,2,1,2,1719.251,1722.951,0,0,0,0.51107,2.09,359.9504,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T002.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T002.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,3,1,3,1727.004,1732.202,0,0,0,0.51107,2.09,359.9504,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T003.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T003.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,4,1,4,1736.255,1739.754,0,0,0,0.509091,2.09,359.9532,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T004.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T004.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,5,1,5,1743.808,1748.705,0,0,0,0.509091,2.09,359.9532,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T005.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T005.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,6,1,6,1752.759,1755.88,0,0,0,0.50681,2.09,359.9518,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T006.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T006.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,7,1,7,1759.935,1767.452,0,0,0,0.507221,2.09,359.9527,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T007.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T007.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,8,1,8,1771.495,1776.725,0,0,0,0.510358,2.09,359.9528,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T008.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T008.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,9,1,9,1780.78,1788.098,0,0,0,0.510358,2.09,359.9528,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T009.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T009.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,10,1,10,1792.152,1796.283,0,0,0,0.510358,2.09,359.9528,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T010.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T010.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,11,1,11,1800.336,1803.224,0,0,0,0.510358,2.09,359.9528,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T011.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T011.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,12,1,12,1807.267,1810.941,0,0,0,0.511264,2.09,359.9529,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T012.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T012.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,13,1,13,1814.985,1820.305,0,0,0,0.51469,2.09,359.9546,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T013.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T013.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,14,1,14,1824.359,1827.013,0,0,0,0.513322,2.09,359.9554,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T014.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T014.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,15,1,15,1831.067,1834.021,0,0,0,0.514733,2.09,359.9545,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T015.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T015.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,16,1,16,1838.074,1840.062,0,0,0,0.514733,2.09,359.9545,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T016.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T016.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,17,1,17,1844.094,1846.504,0,0,0,0.514733,2.09,359.9545,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T017.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T017.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,18,1,18,1850.532,1853.638,0,0,0,0.515138,2.09,359.9535,0.99,1,1,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_estimates_T018.csv,3_avatartooluse 1/d3-017/S001/trackers/landmark/landmark_gaze_data_T018.csv,,,,,,,,
3_avatartooluse 1,d3-017,1,19,2,1,2004.275,2012.815,0,0,0,0.511918,2.09,359.9499,0.99,1,1,,,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_vrpn_movement_T019.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_gaze_data_T019.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T019.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T019.csv,,,,
3_avatartooluse 1,d3-017,1,20,2,2,2015.769,2020.089,0,0,0,0.511918,2.09,359.9499,0.99,1,1,,,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_vrpn_movement_T020.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_gaze_data_T020.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T020.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T020.csv,,,,
3_avatartooluse 1,d3-017,1,21,2,3,2023.043,2029.496,0,0,0,0.515981,2.09,359.9481,0.99,1,1,,,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_vrpn_movement_T021.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_gaze_data_T021.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T021.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T021.csv,,,,
3_avatartooluse 1,d3-017,1,22,2,4,2032.45,2037.221,0,0,0,0.515981,2.09,359.9481,0.99,1,1,,,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_vrpn_movement_T022.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_gaze_data_T022.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T022.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T022.csv,,,,
3_avatartooluse 1,d3-017,1,23,2,5,2040.179,2046.897,0,0,0,0.515981,2.09,359.9481,0.99,1,1,,,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_vrpn_movement_T023.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_gaze_data_T023.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T023.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T023.csv,,,,
3_avatartooluse 1,d3-017,1,24,2,6,2049.853,2055.323,0,0,0,0.515981,2.09,359.9481,0.99,1,1,,,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_vrpn_movement_T024.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_gaze_data_T024.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T024.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T024.csv,,,,
3_avatartooluse 1,d3-017,1,25,2,7,2058.282,2062.926,0,0,0,0.515981,2.09,359.9481,0.99,1,1,,,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_vrpn_movement_T025.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_gaze_data_T025.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T025.csv,3_avatartooluse 1/d3-017/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T025.csv,,,,
