experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,openvr_position_offset_x,openvr_position_offset_y,openvr_position_offset_z,openvr_rotation_offset_x,openvr_rotation_offset_y,openvr_rotation_offset_z,openvr_scale_offset_x,openvr_scale_offset_y,openvr_scale_offset_z,landmark_estimates_location_0,landmark_gaze_data_location_0,manual_reach_gaze_data_location_0,manual_reach_vrpn_movement_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,tool_reach_gaze_data_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse 1,d3-016,1,71,3,35,1828.378,1834.031,0,0,0,0.871413,359.4,0.148224,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T071.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T071.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T071.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T071.csv
3_avatartooluse 1,d3-016,1,72,3,36,1836.986,1842.594,0,0,0,0.869829,359.4,0.15051,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T072.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T072.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T072.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T072.csv
3_avatartooluse 1,d3-016,1,73,3,37,1845.548,1850.734,0,0,0,0.86867,359.4,0.151868,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T073.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T073.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T073.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T073.csv
3_avatartooluse 1,d3-016,1,74,3,38,1853.689,1858.987,0,0,0,0.869439,359.4,0.149521,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T074.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T074.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T074.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T074.csv
3_avatartooluse 1,d3-016,1,75,3,39,1861.939,1867.125,0,0,0,0.869439,359.4,0.149521,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T075.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T075.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T075.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T075.csv
3_avatartooluse 1,d3-016,1,76,3,40,1870.081,1875.057,0,0,0,0.871328,359.4,0.150494,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T076.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T076.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T076.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T076.csv
3_avatartooluse 1,d3-016,1,77,3,41,1878.011,1883.031,0,0,0,0.871328,359.4,0.150494,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T077.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T077.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T077.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T077.csv
3_avatartooluse 1,d3-016,1,78,3,42,1885.984,1891.182,0,0,0,0.872042,359.4,0.147763,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T078.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T078.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T078.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T078.csv
3_avatartooluse 1,d3-016,1,79,3,43,1894.136,1899.977,0,0,0,0.87173,359.4,0.147226,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T079.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T079.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T079.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T079.csv
3_avatartooluse 1,d3-016,1,80,3,44,1902.932,1908.496,0,0,0,0.873821,359.4,0.147101,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T080.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T080.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T080.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T080.csv
3_avatartooluse 1,d3-016,1,81,3,45,1911.45,1916.482,0,0,0,0.873134,359.4,0.147134,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T081.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T081.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T081.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T081.csv
3_avatartooluse 1,d3-016,1,82,3,46,1919.435,1923.922,0,0,0,0.873134,359.4,0.147134,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T082.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T082.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T082.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T082.csv
3_avatartooluse 1,d3-016,1,83,3,47,1926.876,1931.541,0,0,0,0.873134,359.4,0.147134,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T083.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T083.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T083.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T083.csv
3_avatartooluse 1,d3-016,1,84,3,48,1934.495,1954.264,0,0,0,0.873192,359.4,0.146814,1,1,1,,,,,,,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_gaze_data_T084.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vrpn_tool_movement_T084.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T084.csv,3_avatartooluse 1/d3-016/S001/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T084.csv
3_avatartooluse 1,d3-016,1,85,4,1,2197.321,2201.624,0,0,0,0.211511,359.97,0.10173,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T085.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T085.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T085.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T085.csv,,,,
3_avatartooluse 1,d3-016,1,86,4,2,2204.578,2208.999,0,0,0,0.213718,359.97,0.104157,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T086.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T086.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T086.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T086.csv,,,,
3_avatartooluse 1,d3-016,1,87,4,3,2211.953,2216.517,0,0,0,0.222641,359.97,0.096567,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T087.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T087.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T087.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T087.csv,,,,
3_avatartooluse 1,d3-016,1,88,4,4,2219.472,2224.309,0,0,0,0.222641,359.97,0.096567,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T088.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T088.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T088.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T088.csv,,,,
3_avatartooluse 1,d3-016,1,89,4,5,2227.268,2231.388,0,0,0,0.222641,359.97,0.096567,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T089.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T089.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T089.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T089.csv,,,,
3_avatartooluse 1,d3-016,1,90,4,6,2234.342,2238.107,0,0,0,0.226761,359.97,0.093503,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T090.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T090.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T090.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T090.csv,,,,
3_avatartooluse 1,d3-016,1,91,4,7,2241.061,2244.971,0,0,0,0.23898,359.97,0.091962,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T091.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T091.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T091.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T091.csv,,,,
3_avatartooluse 1,d3-016,1,92,4,8,2247.925,2251.879,0,0,0,0.234512,359.97,0.087738,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T092.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T092.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T092.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T092.csv,,,,
3_avatartooluse 1,d3-016,1,93,4,9,2254.833,2258.531,0,0,0,0.234512,359.97,0.087738,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T093.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T093.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T093.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T093.csv,,,,
3_avatartooluse 1,d3-016,1,94,4,10,2261.485,2265.45,0,0,0,0.23746,359.97,0.083859,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T094.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T094.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T094.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T094.csv,,,,
3_avatartooluse 1,d3-016,1,95,4,11,2268.404,2282.175,0,0,0,0.238217,359.97,0.07413,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T095.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T095.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T095.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T095.csv,,,,
3_avatartooluse 1,d3-016,1,96,4,12,2285.129,2289.627,0,0,0,0.238629,359.97,0.065537,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T096.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T096.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T096.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T096.csv,,,,
3_avatartooluse 1,d3-016,1,97,4,13,2292.582,2297.091,0,0,0,0.240479,359.97,0.061948,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T097.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T097.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T097.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T097.csv,,,,
3_avatartooluse 1,d3-016,1,98,4,14,2300.044,2304.021,0,0,0,0.242041,359.97,0.057022,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T098.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T098.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T098.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T098.csv,,,,
3_avatartooluse 1,d3-016,1,99,4,15,2306.975,2311.206,0,0,0,0.242041,359.97,0.057022,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T099.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T099.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T099.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T099.csv,,,,
3_avatartooluse 1,d3-016,1,100,4,16,2314.16,2317.609,0,0,0,0.244782,359.97,0.052713,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T100.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T100.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T100.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T100.csv,,,,
3_avatartooluse 1,d3-016,1,101,4,17,2320.568,2324.233,0,0,0,0.245221,359.97,0.05134,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T101.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T101.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T101.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T101.csv,,,,
3_avatartooluse 1,d3-016,1,102,4,18,2327.188,2338.427,0,0,0,0.245221,359.97,0.05134,1,1,1,,,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_gaze_data_T102.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_vrpn_movement_T102.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T102.csv,3_avatartooluse 1/d3-016/S001/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T102.csv,,,,
3_avatartooluse 1,d3-016,1,103,5,1,2431.438,2435.103,0,0,0,0.268518,359.97,0.031882,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T103.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T103.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,104,5,2,2440.673,2445.094,0,0,0,0.268518,359.97,0.031882,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T104.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T104.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,105,5,3,2451.035,2452.512,0,0,0,0.274789,359.97,0.025691,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T105.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T105.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,106,5,4,2456.566,2458.512,0,0,0,0.274789,359.97,0.025691,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T106.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T106.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,107,5,5,2462.556,2463.123,0,0,0,0.27504,359.97,0.027119,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T107.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T107.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,108,5,6,2467.177,2471.075,0,0,0,0.27504,359.97,0.027119,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T108.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T108.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,109,5,7,2475.128,2479.237,0,0,0,0.276834,359.97,0.024433,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T109.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T109.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,110,5,8,2483.291,2483.73,0,0,0,0.276834,359.97,0.024433,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T110.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T110.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,111,5,9,2487.778,2488.988,0,0,0,0.276834,359.97,0.024433,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T111.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T111.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,112,5,10,2493.02,2497.096,0,0,0,0.276593,359.97,0.0236,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T112.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T112.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,113,5,11,2501.149,2506.414,0,0,0,0.280487,359.97,0.025696,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T113.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T113.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,114,5,12,2510.467,2513.944,0,0,0,0.281836,359.97,0.020438,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T114.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T114.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,115,5,13,2517.997,2522.571,0,0,0,0.281836,359.97,0.020438,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T115.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T115.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,116,5,14,2526.604,2527.126,0,0,0,0.283691,359.97,0.015472,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T116.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T116.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,117,5,15,2531.18,2532.457,0,0,0,0.285706,359.97,0.014633,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T117.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T117.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,118,5,16,2536.511,2538.276,0,0,0,0.285706,359.97,0.014633,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T118.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T118.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,119,5,17,2542.319,2546.228,0,0,0,0.285706,359.97,0.014633,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T119.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T119.csv,,,,,,,,
3_avatartooluse 1,d3-016,1,120,5,18,2550.282,2551.659,0,0,0,0.283646,359.97,0.014459,1,1,1,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_estimates_T120.csv,3_avatartooluse 1/d3-016/S001/trackers/landmark/landmark_gaze_data_T120.csv,,,,,,,,
