participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-024,4,95,startbuffer,0.0000,right_hand,0.3109,0.8157,-0.7375,0.5457,-0.8123,0.0335,-0.2032,0.0002,0.0017,-0.0052
d3-024,4,95,startbuffer,0.0000,right_elbow,0.3518,0.7375,-1.0433,0.2629,-0.3764,0.8486,-0.2629,-0.0005,-0.0014,-0.0021
d3-024,4,95,startbuffer,0.0000,stimulus,0.0146,0.8127,-0.3552,0.7061,-0.7080,-0.0145,-0.0037,0.0018,-0.0003,-0.0010
d3-024,4,95,startbuffer,0.0000,origin,0.0025,0.7423,-0.0012,0.0007,0.0007,-0.6966,-0.6952,0.0001,0.0011,0.0000
d3-024,4,95,startbuffer,6.0000,right_hand,0.3108,0.8157,-0.7375,0.5458,-0.8122,0.0335,-0.2032,-0.0009,0.0017,-0.0045
d3-024,4,95,startbuffer,6.0000,right_elbow,0.3518,0.7375,-1.0433,0.2629,-0.3763,0.8486,-0.2629,-0.0006,-0.0009,-0.0028
d3-024,4,95,startbuffer,6.0000,stimulus,0.0144,0.8126,-0.3552,0.7061,-0.7080,-0.0146,-0.0037,-0.0001,-0.0015,-0.0013
d3-024,4,95,startbuffer,6.0000,origin,0.0025,0.7423,-0.0012,0.0007,0.0007,-0.6849,-0.6834,0.0000,0.0012,-0.0001
d3-024,4,95,startbuffer,11.0000,right_hand,0.3108,0.8157,-0.7375,0.5458,-0.8122,0.0335,-0.2029,-0.0030,0.0015,-0.0029
d3-024,4,95,startbuffer,11.0000,right_elbow,0.3517,0.7374,-1.0433,0.2629,-0.3764,0.8486,-0.2629,-0.0019,-0.0009,-0.0024
d3-024,4,95,startbuffer,11.0000,stimulus,0.0144,0.8126,-0.3552,0.7061,-0.7080,-0.0145,-0.0036,-0.0004,-0.0019,-0.0013
d3-024,4,95,startbuffer,11.0000,origin,0.0025,0.7423,-0.0012,0.0007,0.0007,-0.6880,-0.6866,0.0001,0.0012,-0.0004
d3-024,4,95,startbuffer,16.0000,right_hand,0.3108,0.8157,-0.7375,0.5459,-0.8122,0.0335,-0.2028,-0.0035,0.0012,-0.0019
d3-024,4,95,startbuffer,16.0000,right_elbow,0.3517,0.7374,-1.0433,0.2630,-0.3763,0.8486,-0.2630,-0.0017,-0.0005,-0.0027
d3-024,4,95,startbuffer,16.0000,stimulus,0.0144,0.8126,-0.3552,0.7061,-0.7080,-0.0145,-0.0036,-0.0004,-0.0020,-0.0013
d3-024,4,95,startbuffer,16.0000,origin,0.0025,0.7424,-0.0012,0.0007,0.0008,-0.6987,-0.6973,0.0002,0.0013,-0.0006
d3-024,4,95,startbuffer,21.0000,right_hand,0.3108,0.8157,-0.7375,0.5460,-0.8122,0.0334,-0.2027,-0.0040,0.0009,-0.0009
d3-024,4,95,startbuffer,21.0000,right_elbow,0.3517,0.7375,-1.0433,0.2631,-0.3763,0.8485,-0.2630,-0.0010,0.0004,-0.0029
d3-024,4,95,startbuffer,21.0000,stimulus,0.0144,0.8126,-0.3552,0.7061,-0.7079,-0.0146,-0.0036,-0.0010,-0.0014,-0.0018
d3-024,4,95,startbuffer,21.0000,origin,0.0025,0.7424,-0.0012,0.0007,0.0007,-0.6778,-0.6764,0.0000,0.0010,-0.0007
d3-024,4,95,startbuffer,26.0000,right_hand,0.3108,0.8157,-0.7375,0.5459,-0.8123,0.0334,-0.2026,-0.0042,0.0002,0.0002
d3-024,4,95,startbuffer,26.0000,right_elbow,0.3517,0.7374,-1.0433,0.2631,-0.3764,0.8485,-0.2630,-0.0004,0.0009,-0.0028
d3-024,4,95,startbuffer,26.0000,stimulus,0.0142,0.8125,-0.3552,0.7061,-0.7080,-0.0146,-0.0036,-0.0030,-0.0027,-0.0013
d3-024,4,95,startbuffer,26.0000,origin,0.0025,0.7424,-0.0010,0.0007,0.0007,-0.6852,-0.6837,0.0000,0.0005,-0.0022
d3-024,4,95,startbuffer,31.0000,right_hand,0.3106,0.8158,-0.7376,0.5458,-0.8125,0.0333,-0.2024,-0.0057,0.0011,0.0023
d3-024,4,95,startbuffer,31.0000,right_elbow,0.3517,0.7375,-1.0433,0.2632,-0.3764,0.8485,-0.2630,0.0003,0.0014,-0.0028
d3-024,4,95,startbuffer,31.0000,stimulus,0.0142,0.8125,-0.3552,0.7061,-0.7080,-0.0146,-0.0036,-0.0032,-0.0027,-0.0015
d3-024,4,95,startbuffer,31.0000,origin,0.0025,0.7423,-0.0010,0.0007,0.0007,-0.6910,-0.6896,-0.0003,0.0003,-0.0025
d3-024,4,95,startbuffer,36.0000,right_hand,0.3105,0.8159,-0.7376,0.5457,-0.8126,0.0333,-0.2023,-0.0058,0.0009,0.0036
d3-024,4,95,startbuffer,36.0000,right_elbow,0.3517,0.7375,-1.0433,0.2633,-0.3765,0.8484,-0.2630,0.0003,0.0031,-0.0020
d3-024,4,95,startbuffer,36.0000,stimulus,0.0142,0.8125,-0.3552,0.7061,-0.7080,-0.0146,-0.0036,-0.0033,-0.0021,-0.0019
d3-024,4,95,startbuffer,36.0000,origin,0.0025,0.7423,-0.0010,0.0007,0.0007,-0.6926,-0.6911,-0.0005,0.0002,-0.0026
d3-024,4,95,startbuffer,41.0000,right_hand,0.3105,0.8159,-0.7376,0.5454,-0.8127,0.0333,-0.2021,-0.0056,0.0005,0.0058
d3-024,4,95,startbuffer,41.0000,right_elbow,0.3517,0.7375,-1.0433,0.2634,-0.3765,0.8483,-0.2630,0.0004,0.0039,-0.0016
