participant,block,trial,tracked,time_ms,phase,pos_x,pos_y,pos_z
d3-024,1,14,Wrist,0.0000,startbuffer,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,5.9838,startbuffer,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,11.9679,startbuffer,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,17.9519,startbuffer,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,23.9360,startbuffer,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,29.9196,startbuffer,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,35.4178,startbuffer,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,41.3968,startbuffer,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,47.3804,startbuffer,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,53.3645,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,59.3486,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,65.0463,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,71.0239,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,77.0079,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,82.9921,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,88.9760,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,94.9605,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,100.9439,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,106.9284,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,112.9118,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,118.8964,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,124.8797,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,130.5345,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,136.5091,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,142.4928,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,148.4770,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,154.4611,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,160.4451,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,166.4292,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,172.1337,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,178.1177,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,184.1019,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,190.0852,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,196.0696,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,202.0532,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,208.0374,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,214.0213,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,220.0055,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,225.9894,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,231.9730,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,237.4667,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,243.4507,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,249.4344,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,255.4185,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,261.4024,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,267.3869,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,273.3707,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,279.3546,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,285.3385,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,291.3228,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,297.2617,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,303.2459,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,309.2297,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,315.2139,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,321.1977,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,327.1822,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,333.1657,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,339.1498,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,345.1344,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,351.1177,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,357.1019,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,363.0861,begin,0.3469,1.7860,-1.4406
d3-024,1,14,Wrist,369.0699,begin,0.3469,1.7860,-1.4406
