participant,block,trial,phase,time_ms,tracker,pos_x,pos_y,pos_z,rot_w,rot_x,rot_y,rot_z,velocity_x,velocity_y,velocity_z
d3-024,4,93,startbuffer,0.0000,right_hand,0.3128,0.8077,-0.7485,0.5453,-0.8117,0.0961,-0.1857,0.0033,0.0008,-0.0017
d3-024,4,93,startbuffer,0.0000,right_elbow,0.3430,0.7384,-1.0558,0.2695,-0.3622,0.8640,-0.2230,-0.0002,0.0008,-0.0009
d3-024,4,93,startbuffer,0.0000,stimulus,0.0170,0.8125,-0.3505,0.7054,-0.7087,-0.0157,-0.0039,-0.0022,-0.0013,-0.0004
d3-024,4,93,startbuffer,0.0000,origin,0.0023,0.7422,-0.0010,0.0007,0.0009,-0.7108,-0.7096,0.0000,0.0001,-0.0011
d3-024,4,93,startbuffer,6.0000,right_hand,0.3128,0.8077,-0.7485,0.5454,-0.8117,0.0962,-0.1858,0.0027,0.0007,-0.0017
d3-024,4,93,startbuffer,6.0000,right_elbow,0.3430,0.7384,-1.0557,0.2696,-0.3622,0.8639,-0.2230,-0.0004,0.0008,-0.0017
d3-024,4,93,startbuffer,6.0000,stimulus,0.0170,0.8125,-0.3505,0.7054,-0.7086,-0.0158,-0.0039,-0.0024,-0.0015,-0.0002
d3-024,4,93,startbuffer,6.0000,origin,0.0023,0.7422,-0.0010,0.0007,0.0009,-0.7184,-0.7171,0.0002,0.0006,-0.0009
d3-024,4,93,startbuffer,11.0000,right_hand,0.3128,0.8077,-0.7485,0.5454,-0.8116,0.0963,-0.1859,0.0023,0.0006,-0.0015
d3-024,4,93,startbuffer,11.0000,right_elbow,0.3430,0.7384,-1.0557,0.2697,-0.3622,0.8639,-0.2230,-0.0004,0.0009,-0.0019
d3-024,4,93,startbuffer,11.0000,stimulus,0.0170,0.8125,-0.3505,0.7054,-0.7087,-0.0157,-0.0039,-0.0024,-0.0012,-0.0007
d3-024,4,93,startbuffer,11.0000,origin,0.0023,0.7421,-0.0010,0.0007,0.0009,-0.7177,-0.7165,0.0007,-0.0002,-0.0015
d3-024,4,93,startbuffer,16.0000,right_hand,0.3129,0.8077,-0.7485,0.5454,-0.8116,0.0964,-0.1859,0.0022,0.0004,-0.0014
d3-024,4,93,startbuffer,16.0000,right_elbow,0.3431,0.7385,-1.0557,0.2697,-0.3622,0.8639,-0.2230,0.0007,0.0014,-0.0027
d3-024,4,93,startbuffer,16.0000,stimulus,0.0170,0.8125,-0.3505,0.7054,-0.7087,-0.0158,-0.0039,-0.0026,-0.0013,-0.0009
d3-024,4,93,startbuffer,16.0000,origin,0.0023,0.7421,-0.0010,0.0007,0.0009,-0.7290,-0.7277,0.0007,-0.0006,-0.0009
d3-024,4,93,startbuffer,21.0000,right_hand,0.3129,0.8077,-0.7485,0.5454,-0.8116,0.0965,-0.1859,0.0017,0.0002,-0.0003
d3-024,4,93,startbuffer,21.0000,right_elbow,0.3431,0.7385,-1.0557,0.2698,-0.3623,0.8639,-0.2230,0.0006,0.0015,-0.0029
d3-024,4,93,startbuffer,21.0000,stimulus,0.0170,0.8125,-0.3505,0.7054,-0.7087,-0.0157,-0.0039,-0.0025,-0.0016,-0.0010
d3-024,4,93,startbuffer,21.0000,origin,0.0023,0.7421,-0.0010,0.0007,0.0009,-0.7115,-0.7102,0.0001,-0.0004,-0.0007
d3-024,4,93,startbuffer,26.0000,right_hand,0.3129,0.8077,-0.7485,0.5453,-0.8116,0.0966,-0.1859,0.0013,0.0000,0.0000
d3-024,4,93,startbuffer,26.0000,right_elbow,0.3431,0.7385,-1.0557,0.2699,-0.3623,0.8638,-0.2229,0.0003,0.0016,-0.0032
d3-024,4,93,startbuffer,26.0000,stimulus,0.0170,0.8125,-0.3504,0.7053,-0.7087,-0.0157,-0.0039,-0.0014,-0.0018,-0.0011
d3-024,4,93,startbuffer,26.0000,origin,0.0023,0.7421,-0.0010,0.0007,0.0009,-0.7163,-0.7150,0.0001,-0.0004,-0.0008
d3-024,4,93,startbuffer,31.0000,right_hand,0.3129,0.8077,-0.7485,0.5452,-0.8117,0.0967,-0.1859,0.0009,-0.0001,0.0004
d3-024,4,93,startbuffer,31.0000,right_elbow,0.3431,0.7385,-1.0556,0.2700,-0.3623,0.8638,-0.2229,0.0000,0.0015,-0.0032
d3-024,4,93,startbuffer,31.0000,stimulus,0.0170,0.8125,-0.3504,0.7054,-0.7087,-0.0157,-0.0039,-0.0016,-0.0019,-0.0012
d3-024,4,93,startbuffer,31.0000,origin,0.0023,0.7421,-0.0010,0.0007,0.0009,-0.7167,-0.7154,-0.0001,-0.0006,-0.0008
