experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,openvr_position_offset_x,openvr_position_offset_y,openvr_position_offset_z,openvr_rotation_offset_x,openvr_rotation_offset_y,openvr_rotation_offset_z,openvr_scale_offset_x,openvr_scale_offset_y,openvr_scale_offset_z,manual_reach_vrpn_movement_location_0,manual_reach_gaze_data_location_0,manual_reach_openvr_movement_steamvr_location_0,manual_reach_manus_movement_manus_Bip01 R Hand_location_0,landmark_estimates_location_0,landmark_gaze_data_location_0,tool_reach_gaze_data_location_0,tool_reach_vrpn_tool_movement_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_manus_movement_manus_Bip01 R Hand_location_0
3_avatartooluse,d3-024,2,11,1,11,206.214,210.2517,0,0,0,0.123326,1.91,0.143108,1,1,1,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_vrpn_movement_T011.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_gaze_data_T011.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T011.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T011.csv,,,,,,
3_avatartooluse,d3-024,2,12,1,12,213.2067,216.8867,0,0,0,0.125589,1.91,0.13908,1,1,1,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_vrpn_movement_T012.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_gaze_data_T012.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T012.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T012.csv,,,,,,
3_avatartooluse,d3-024,2,13,1,13,219.8418,223.5035,0,0,0,0.1274,1.91,0.139149,1,1,1,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_vrpn_movement_T013.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_gaze_data_T013.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T013.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T013.csv,,,,,,
3_avatartooluse,d3-024,2,14,1,14,226.4599,230.3761,0,0,0,0.1274,1.91,0.139149,1,1,1,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_vrpn_movement_T014.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_gaze_data_T014.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T014.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T014.csv,,,,,,
3_avatartooluse,d3-024,2,15,1,15,233.3346,237.0392,0,0,0,0.128579,1.91,0.135983,1,1,1,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_vrpn_movement_T015.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_gaze_data_T015.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T015.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T015.csv,,,,,,
3_avatartooluse,d3-024,2,16,1,16,239.9948,243.6501,0,0,0,0.128409,1.91,0.135975,1,1,1,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_vrpn_movement_T016.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_gaze_data_T016.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T016.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T016.csv,,,,,,
3_avatartooluse,d3-024,2,17,1,17,246.6018,250.5229,0,0,0,0.128409,1.91,0.135975,1,1,1,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_vrpn_movement_T017.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_gaze_data_T017.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T017.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T017.csv,,,,,,
3_avatartooluse,d3-024,2,18,1,18,253.4774,264.7536,0,0,0,0.130842,1.91,0.134415,1,1,1,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_vrpn_movement_T018.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_gaze_data_T018.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_openvr_movement_steamvr_T018.csv,3_avatartooluse/d3-024/S002/trackers/manual_reach/manual_reach_manus_movement_manus_Bip01 R Hand_T018.csv,,,,,,
3_avatartooluse,d3-024,2,19,2,1,421.1683,422.2343,0,0,0,0.152431,1.91,0.120579,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T019.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T019.csv,,,,
3_avatartooluse,d3-024,2,20,2,2,426.2768,428.9425,0,0,0,0.152431,1.91,0.120579,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T020.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T020.csv,,,,
3_avatartooluse,d3-024,2,21,2,3,432.9959,434.1176,0,0,0,0.149081,1.91,0.119728,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T021.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T021.csv,,,,
3_avatartooluse,d3-024,2,22,2,4,438.1605,441.038,0,0,0,0.149081,1.91,0.119728,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T022.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T022.csv,,,,
3_avatartooluse,d3-024,2,23,2,5,445.0903,447.067,0,0,0,0.149613,1.91,0.120064,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T023.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T023.csv,,,,
3_avatartooluse,d3-024,2,24,2,6,451.1209,455.8187,0,0,0,0.151992,1.91,0.116898,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T024.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T024.csv,,,,
3_avatartooluse,d3-024,2,25,2,7,459.8722,461.1271,0,0,0,0.151992,1.91,0.116898,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T025.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T025.csv,,,,
3_avatartooluse,d3-024,2,26,2,8,465.1814,473.3324,0,0,0,0.154141,1.91,0.117519,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T026.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T026.csv,,,,
3_avatartooluse,d3-024,2,27,2,9,477.3862,479.0186,0,0,0,0.147726,1.91,0.117596,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T027.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T027.csv,,,,
3_avatartooluse,d3-024,2,28,2,10,483.0725,488.1032,0,0,0,0.144966,1.91,0.117046,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T028.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T028.csv,,,,
3_avatartooluse,d3-024,2,29,2,11,492.1572,495.2336,0,0,0,0.143826,1.91,0.119152,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T029.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T029.csv,,,,
3_avatartooluse,d3-024,2,30,2,12,499.2869,501.3973,0,0,0,0.143826,1.91,0.119152,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T030.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T030.csv,,,,
3_avatartooluse,d3-024,2,31,2,13,505.4509,509.8331,0,0,0,0.143826,1.91,0.119152,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T031.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T031.csv,,,,
3_avatartooluse,d3-024,2,32,2,14,513.8698,518.7005,0,0,0,0.142776,1.91,0.123718,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T032.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T032.csv,,,,
3_avatartooluse,d3-024,2,33,2,15,522.7535,525.4746,0,0,0,0.142776,1.91,0.123718,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T033.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T033.csv,,,,
3_avatartooluse,d3-024,2,34,2,16,529.5172,531.9271,0,0,0,0.142776,1.91,0.123718,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T034.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T034.csv,,,,
3_avatartooluse,d3-024,2,35,2,17,535.9808,539.2794,0,0,0,0.141113,1.91,0.124519,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T035.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T035.csv,,,,
3_avatartooluse,d3-024,2,36,2,18,543.3328,546.2205,0,0,0,0.141113,1.91,0.124519,1,1,1,,,,,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_estimates_T036.csv,3_avatartooluse/d3-024/S002/trackers/landmark/landmark_gaze_data_T036.csv,,,,
3_avatartooluse,d3-024,2,37,3,1,691.9153,699.6982,0,0,0,0.13137,1.91,0.120869,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T037.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T037.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T037.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T037.csv
3_avatartooluse,d3-024,2,38,3,2,702.6586,713.856,0,0,0,0.13722,1.91,0.122158,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T038.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T038.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T038.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T038.csv
3_avatartooluse,d3-024,2,39,3,3,729.9573,734.4587,0,0,0,0.134318,1.91,0.126617,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T039.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T039.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T039.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T039.csv
3_avatartooluse,d3-024,2,40,3,4,737.4199,742.4879,0,0,0,0.129914,1.91,0.127895,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T040.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T040.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T040.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T040.csv
3_avatartooluse,d3-024,2,41,3,5,746.5822,754.6013,0,0,0,0.121827,1.91,0.127033,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T041.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T041.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T041.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T041.csv
3_avatartooluse,d3-024,2,42,3,6,757.5552,762.8815,0,0,0,0.121827,1.91,0.127033,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T042.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T042.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T042.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T042.csv
3_avatartooluse,d3-024,2,43,3,7,765.8408,770.3442,0,0,0,0.118653,1.91,0.130768,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T043.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T043.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T043.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T043.csv
3_avatartooluse,d3-024,2,44,3,8,773.3032,777.6566,0,0,0,0.117173,1.91,0.12777,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T044.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T044.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T044.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T044.csv
3_avatartooluse,d3-024,2,45,3,9,780.6108,784.9752,0,0,0,0.118691,1.91,0.129768,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T045.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T045.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T045.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T045.csv
3_avatartooluse,d3-024,2,46,3,10,787.9297,792.012,0,0,0,0.118691,1.91,0.129768,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T046.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T046.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T046.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T046.csv
3_avatartooluse,d3-024,2,47,3,11,794.9708,799.6301,0,0,0,0.121584,1.91,0.130249,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T047.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T047.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T047.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T047.csv
3_avatartooluse,d3-024,2,48,3,12,802.5895,807.2312,0,0,0,0.123269,1.91,0.131302,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T048.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T048.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T048.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T048.csv
3_avatartooluse,d3-024,2,49,3,13,810.1857,814.9172,0,0,0,0.123269,1.91,0.131302,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T049.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T049.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T049.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T049.csv
3_avatartooluse,d3-024,2,50,3,14,817.8711,822.224,0,0,0,0.123269,1.91,0.131302,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T050.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T050.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T050.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T050.csv
3_avatartooluse,d3-024,2,51,3,15,825.1783,829.4063,0,0,0,0.123609,1.91,0.124008,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T051.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T051.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T051.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T051.csv
3_avatartooluse,d3-024,2,52,3,16,832.3591,837.1635,0,0,0,0.126183,1.91,0.120762,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T052.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T052.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T052.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T052.csv
3_avatartooluse,d3-024,2,53,3,17,840.1141,844.5165,0,0,0,0.129552,1.91,0.120384,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T053.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T053.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T053.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T053.csv
3_avatartooluse,d3-024,2,54,3,18,847.4745,851.7001,0,0,0,0.129552,1.91,0.120384,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T054.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T054.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T054.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T054.csv
3_avatartooluse,d3-024,2,55,3,19,856.4643,860.6509,0,0,0,0.134349,1.91,0.115017,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T055.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T055.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T055.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T055.csv
3_avatartooluse,d3-024,2,56,3,20,863.6042,867.799,0,0,0,,1.91,0.114697,1,1,1,,,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T056.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T056.csv
3_avatartooluse,d3-024,2,57,3,21,870.7573,875.1997,0,0,0,0.134897,1.91,0.112309,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T057.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T057.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T057.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T057.csv
3_avatartooluse,d3-024,2,58,3,22,878.1537,882.6185,0,0,0,0.134897,1.91,0.112309,1,1,1,,,,,,,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_gaze_data_T058.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vrpn_tool_movement_T058.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T058.csv,3_avatartooluse/d3-024/S002/trackers/tool_reach/tool_reach_manus_movement_manus_Bip01 R Hand_T058.csv
