ppid,trial_num_in_block,time,order,vel_m_filt,vel_lat_filt,acc_m_filtfilt,dec_m_filtfilt,acc_lat_filtfilt,dec_lat_filtfilt
d2-014,12,pre,pre,1471.5823197635323,345,7655.832929983319,-8876.336788688353,265,475
d2-014,13,post,first,1460.7051884955192,330,9084.518992823185,-7133.3172625168845,245,485
d2-014,13,pre,pre,1593.87815369264,350,6912.2898555730535,-10965.280141260193,265,460
d2-014,14,post,first,1742.6516532244075,335,9674.091577572646,-10748.108222874938,255,460
d2-014,14,pre,pre,1533.9355432982518,375,9414.907205283525,-8652.677979876324,285,500
d2-014,15,post,first,1656.961303104,340,8531.116467208001,-11795.342434759697,200,430
d2-014,15,pre,pre,1395.6213867119884,335,6645.153354897226,-9741.048241288121,265,480
d2-014,16,post,first,1472.177887912095,300,7700.686170899917,-7801.782988673795,155,440
d2-014,16,pre,pre,1563.4591872053861,385,8265.91384916529,-9793.005370453075,270,465
d2-014,17,post,first,1538.5781274407911,320,9178.084780172658,-9043.269441188733,245,465
d2-014,17,pre,pre,1501.833705633891,335,7725.737162772606,-8951.025119307695,220,440
d2-014,18,post,first,1698.9607658255218,305,10492.868071996609,-10578.731283325029,235,415
d2-014,18,pre,pre,1564.2384393219788,390,6985.507905413268,-9748.076314117998,285,500
d2-015,1,post,first,960.6554405037607,425,3892.358827846934,-3216.1560648195195,310,550
d2-015,1,pre,pre,613.0729649798021,545,1676.6031932451754,-1585.2303751196769,330,745
d2-015,2,post,first,960.3188526431765,495,3723.2621608414943,-3903.3640894009795,310,645
d2-015,2,pre,pre,993.5361779106582,465,3378.6741390633665,-3900.12810227659,330,690
d2-015,3,post,first,1069.2696972444842,530,3825.9674067543747,-3924.0422506194836,375,630
d2-015,3,pre,pre,1059.9574150601002,455,4125.231881452532,-4301.801596809238,310,625
d2-015,4,post,first,948.5753162068133,455,3781.974033493748,-3094.6276129578273,290,635
d2-015,4,pre,pre,1047.7851703688707,445,3967.449208580856,-4107.199686720849,310,520
d2-015,5,post,first,979.4162927270563,455,3430.2547941606476,-3349.1726349009,310,610
d2-015,5,pre,pre,953.6106764314799,440,3644.0450358325143,-3929.528377119338,250,550
d2-015,6,post,first,1072.9062207579584,460,4285.122814044809,-4031.2775511443874,330,555
d2-015,6,pre,pre,932.6506426489836,480,3401.2457185265202,-3417.764751489681,245,640
d2-015,7,post,first,980.5432004617513,475,3733.3865916767577,-2838.405578133773,320,555
d2-015,7,pre,pre,957.018008937919,440,3148.3953196994617,-3234.533270025651,255,610
d2-015,8,post,first,1034.9031257944312,435,3920.7017789086945,-3831.3407318920463,315,615
d2-015,8,pre,pre,987.9515820857501,445,3876.204315040575,-3654.049463259567,250,575
d2-015,9,post,first,933.130039187412,435,3446.5510006969375,-3539.742108242311,275,665
d2-015,9,pre,pre,883.1571915286817,445,3296.8755083262286,-2996.0320016021087,240,650
d2-015,10,post,first,1066.08771939542,435,4139.902759996747,-3794.2013973285148,325,635
d2-015,10,pre,pre,929.7592488102327,405,4255.888382868917,-2891.503908078766,290,610
d2-015,11,post,first,989.8724658332932,420,3630.1379017661766,-3047.8154975297234,330,545
d2-015,11,pre,pre,930.1595574692484,430,3402.646342665845,-2921.839263111443,305,665
d2-015,12,post,first,964.5737620849712,535,4335.865528870709,-4903.092772531363,330,605
d2-015,12,pre,pre,1019.6431248273086,435,3328.323582535163,-3213.296035010752,230,625
d2-015,13,post,first,1211.5279182753982,450,5248.278057941838,-5643.947756481171,315,560
d2-015,13,pre,pre,1051.9889059636175,415,3411.8743797380857,-4029.8342731679068,260,550
d2-015,14,post,first,954.8401309617052,475,3676.6409623349496,-3708.557164090273,285,615
d2-015,14,pre,pre,1024.7725753301506,460,3573.437086681247,-3827.5456060166725,290,570
d2-015,15,post,first,1054.8126289050595,460,3618.314039374758,-4211.549610463196,345,525
d2-015,15,pre,pre,1003.2815107960631,415,3448.93727142865,-3861.651646991895,165,515
d2-015,16,post,first,1087.152673267645,475,3644.3144578620127,-4468.629314428492,365,555
d2-015,16,pre,pre,980.9817410939454,435,3118.1476772210144,-3266.206630342619,295,530
d2-015,17,post,first,1029.5810443987846,455,3987.050481269146,-3406.0096533807687,320,620
d2-015,17,pre,pre,1035.15879196063,485,3814.368889517952,-3785.884265958532,360,640
d2-015,18,post,first,920.9593409128479,510,3283.1826201766526,-3656.342636586328,285,610
d2-015,18,pre,pre,978.3283731024644,405,3833.5381124947253,-2707.4609588085814,265,550
d2-016,1,post,second,1174.400977654153,410,4576.218492432704,-5580.969015826474,125,560
d2-016,1,pre,pre,851.2949958899055,550,2967.286148542401,-3391.05382397027,430,635
d2-016,2,post,second,1073.5022586249902,450,5851.358092995849,-4273.965039607949,120,630
d2-016,2,pre,pre,1021.8370693093735,370,4202.121101888453,-2726.7915826365265,150,525
d2-016,3,post,second,1115.23426240576,540,4443.572457752423,-6202.557292674954,180,655
d2-016,3,pre,pre,904.5205618876464,640,2894.9238690219927,-2976.833622302478,260,785
d2-016,4,post,second,1136.5426665817247,425,4782.29969623521,-3903.446893442686,150,575
d2-016,4,pre,pre,943.4905544742562,395,4327.672527200446,-2403.2434286783086,160,560
d2-016,5,post,second,1225.085322785576,445,5423.168901933014,-5713.3948999174445,130,550
d2-016,5,pre,pre,756.6893583206061,495,2489.162806159331,-2154.513814385736,320,740
d2-016,6,post,second,1211.9486188318551,450,5779.5976907859895,-5394.972503962268,190,590
d2-016,6,pre,pre,994.3119556919322,480,3347.2477876210123,-2957.7207017181213,360,645
d2-016,7,post,second,1216.9595830790583,485,4678.266218972294,-5324.103432311448,140,625
d2-016,7,pre,pre,782.1825343165071,580,2823.786266394279,-2232.6011712380223,175,860
d2-016,8,post,second,1326.5565344492843,450,4825.895034344574,-5467.16561977339,115,565
d2-016,8,pre,pre,769.7113630297763,655,3239.5355289083955,-2379.900031343826,105,990
d2-016,9,post,second,1315.66118649298,450,5365.409958780292,-5489.212230107465,370,550
d2-016,9,pre,pre,842.948790291262,535,2496.1608257130456,-2750.1131795224255,165,760
d2-016,10,post,second,1290.4924240659982,445,4455.171230848013,-5491.6202350797685,215,620
d2-016,10,pre,pre,949.795594164008,440,2922.451282743784,-2249.8077290705187,160,650
d2-016,11,post,second,1179.9177751268226,440,6000.686430818442,-4689.306744532332,130,525
d2-016,11,pre,pre,990.7186650036219,530,3551.3627748793187,-3509.9384560221233,150,680
d2-016,12,post,second,1169.0924797411826,465,4066.4167005040904,-5343.372299302943,145,600
d2-016,12,pre,pre,952.3808688436418,455,3477.1013275912323,-2733.5888232114985,105,575
d2-016,13,post,second,1250.6357262836032,440,4769.50883992646,-5122.493914579563,150,635
d2-016,13,pre,pre,928.0445106102744,475,2626.0007794072444,-2500.312208833592,375,680
d2-016,14,post,second,1515.6364443955367,435,6996.790074363547,-6971.05122527678,135,505
d2-016,14,pre,pre,923.2356705872228,635,3759.4016930728462,-2599.357023497825,315,785
d2-016,15,post,second,1216.6203737664077,515,4594.960805602593,-4223.6103271869715,365,670
d2-016,15,pre,pre,994.3386705373088,445,3054.151081824172,-2787.3362991641034,355,535
d2-016,16,post,second,1255.8400372090655,425,5797.692104411585,-4300.031690327564,135,615
d2-016,16,pre,pre,1007.922699592081,470,3198.547427372945,-2400.7288269937603,145,635
d2-016,17,post,second,1402.7218755459812,510,6910.689460011771,-7534.579532541211,195,605
d2-016,17,pre,pre,1016.7079828825351,490,4174.439000523463,-3453.893197584833,125,665
d2-016,18,post,second,1489.9223145863539,540,6324.598844167115,-10027.583671036282,130,720
d2-016,18,pre,pre,1018.501906933934,485,2930.4399218575345,-4023.20209549612,105,705
d2-017,1,post,first,1116.6928228938095,410,4178.736969402786,-4636.487044924272,260,575
d2-017,1,pre,pre,1250.896218111275,380,4715.901027844242,-5406.963016579111,270,550
d2-017,2,post,first,1166.6827777916374,360,4848.614557960651,-5038.993265548607,200,465
d2-017,2,pre,pre,1121.8529570743563,360,4998.600677868439,-4639.195827326021,250,465
d2-017,3,post,first,1114.8126698705564,395,5363.80054340867,-3947.1410578247423,275,540
d2-017,3,pre,pre,1166.7543279960375,355,5400.581480108477,-5405.926748967864,270,495
d2-017,4,post,first,1069.2226965191276,420,4282.7205539746865,-4613.7162118290325,290,555
d2-017,4,pre,pre,1109.8014631876247,420,4272.375218850717,-5144.244042920877,275,550
d2-017,5,post,first,1089.663188528397,395,5016.085772852484,-4436.5572742748855,295,590
d2-017,5,pre,pre,1242.5282426765887,375,5950.6952092665915,-5048.570475043907,255,500
d2-017,6,post,first,1131.6309637037027,360,5337.306284904684,-4249.578018180469,275,575
d2-017,6,pre,pre,1193.465659379909,385,4701.250127216459,-5321.428124425524,200,490
d2-017,7,post,first,1064.65619645766,420,5470.7937168686,-4378.253615301232,305,605
d2-017,7,pre,pre,1155.124452895017,435,4969.921909043251,-4517.749914853119,310,530
d2-017,8,post,first,1275.9027038002343,355,6478.166387120277,-6657.887751938453,225,510
d2-017,8,pre,pre,1088.8360700572052,405,4624.564568900561,-4847.199781291932,290,500
d2-017,9,post,first,1147.6863579757273,405,4899.847229396875,-4736.605706431831,280,575
d2-017,9,pre,pre,917.9692163959846,465,3506.2459605061586,-3324.298025655543,220,605
d2-017,10,post,first,1187.9123877178654,355,5662.704782778084,-4733.724216602898,200,535
d2-017,10,pre,pre,987.1736667350036,430,3741.2758504064486,-3811.339840248244,255,555
d2-017,11,post,first,1137.3441241290573,380,5197.529814337356,-5099.668072382853,210,520
d2-017,11,pre,pre,921.6836249453163,440,3031.2766259227574,-3469.5330223846317,295,580
d2-017,12,post,first,1167.443784576641,370,5649.611053267358,-5009.358417940084,225,520
d2-017,12,pre,pre,1060.3367792293257,415,4796.047515709482,-3659.811552741413,290,575
d2-017,13,post,first,1079.7874041209925,435,4567.9474379882095,-3789.457380535459,280,640
d2-017,13,pre,pre,1017.9565471951473,400,4099.218408238891,-4080.3136436246587,260,530
d2-017,14,post,first,1203.820781778912,340,6317.2196588609095,-6475.050182033607,190,510
d2-017,14,pre,pre,932.742430591988,485,4103.61766903928,-3089.4229824024505,305,600
d2-017,15,post,first,1162.5956719760143,325,5927.214697523037,-4822.516217707527,250,450
d2-017,15,pre,pre,1021.8998771235962,445,4363.028113619585,-4263.393106731162,295,560
d2-017,16,post,first,1156.4995725873584,390,4731.602980768944,-4745.541593972983,260,490
d2-017,16,pre,pre,941.9066317521198,355,3789.381280959046,-3115.2188642820784,270,575
d2-017,17,post,first,1303.528376311092,305,8319.406607494791,-5866.866575866746,205,510
d2-017,17,pre,pre,971.0238544984288,455,3928.9648523164983,-3421.282727634193,305,535
d2-017,18,post,first,1303.9340184448072,325,6936.399730767964,-6875.061123681691,250,475
d2-017,18,pre,pre,952.6955693689584,480,3883.058134014851,-3133.520509383671,315,655
d2-018,1,post,NA,1006.544953365544,475,4686.4280940012595,-3231.533245384029,105,580
d2-018,1,pre,pre,1011.5321915255569,415,4511.409690128896,-3344.519218979778,140,620
d2-018,2,post,NA,982.3355539322802,500,3743.892177452861,-3630.841548858906,145,685
d2-018,2,pre,pre,916.5795359898541,500,4131.33422240039,-2969.199010992983,150,690
d2-018,3,post,NA,1084.250752730614,490,4863.707605559237,-4293.95423823168,110,675
d2-018,3,pre,pre,1065.1795416750238,480,4505.437628514642,-4112.354221862987,145,650
d2-018,4,post,NA,1068.565877972847,515,3474.0213158062384,-4588.062973258884,260,675
d2-018,4,pre,pre,1064.6841482139343,520,4340.944914722519,-4526.791263592517,100,685
d2-018,5,post,NA,1120.0803675923976,450,4004.3836766871923,-4385.2153176351685,345,640
d2-018,5,pre,pre,1048.5389133857666,515,3956.0412673058463,-3094.326995155493,145,665
d2-018,6,post,NA,1176.3862907547039,460,4001.3436293272985,-4155.891198354002,385,630
d2-018,6,pre,pre,1030.5337757572825,470,4593.966881636568,-3672.2334866593264,115,700
d2-018,7,post,NA,1085.7098768624355,510,4150.226986145457,-5180.208116418519,135,615
d2-018,7,pre,pre,1061.3748294017782,500,4006.351111319713,-3612.021831522481,115,720
d2-018,8,post,NA,1296.7098543671198,460,4772.27660109645,-5596.587111007878,385,615
d2-018,8,pre,pre,1132.9161232111883,470,3806.5931043755304,-3440.277634162615,130,605
d2-018,9,post,NA,1224.4418863191106,460,3938.1032183693287,-5094.322687120593,145,550
d2-018,9,pre,pre,985.4546004813074,460,3090.3846152770816,-2569.9739100233433,120,610
d2-018,10,post,NA,1178.6538552067752,475,3923.3046520393264,-4382.385151156487,355,615
d2-018,10,pre,pre,966.4134696200931,475,4608.666142360824,-3493.5897666759647,110,720
d2-018,11,post,NA,1049.3577288080023,420,4211.700688980156,-3190.8418934599254,100,605
d2-018,11,pre,pre,1099.0437498046167,490,3202.6071308137434,-4483.469955112385,105,650
d2-018,12,post,NA,1193.814587782039,430,4364.031953526256,-3992.335621109595,360,530
d2-018,12,pre,pre,1058.2685784127684,490,3566.3121841084476,-4389.490336778767,120,650
d2-018,13,post,NA,1237.4293702877444,460,4278.845871483886,-5302.3292842468545,105,625
d2-018,13,pre,pre,1083.7728873178924,510,4089.963873021552,-3944.112816525105,200,670
d2-018,14,post,NA,1231.5167519176948,470,5116.643412656153,-4795.0372499106925,370,595
d2-018,14,pre,pre,1166.2122714440793,440,4377.758063600519,-4823.247142420698,365,610
d2-018,15,post,NA,1072.6177491121657,485,4078.096070418395,-3982.044770360172,365,645
d2-018,15,pre,pre,1060.6076515230825,490,4085.357514560099,-3665.4766062287836,145,640
d2-018,16,post,NA,1184.5096998376362,490,4182.7653525630685,-5167.374550557766,370,650
d2-018,16,pre,pre,1038.1115254597732,455,3621.685204750686,-3658.514574842008,105,615
d2-018,17,post,NA,1224.1808112953545,485,4349.318694710129,-5591.707697855859,355,625
d2-018,17,pre,pre,1045.7391904208005,482.6,3890.642236244229,-3780.5661583146275,110,635
d2-018,18,post,NA,1189.709973308787,465,4222.333735896007,-5667.855553856989,360,635
d2-018,18,pre,pre,1120.5977051303573,470,3701.9029005838593,-4439.218698541114,400,685
d2-019,1,post,first,1336.149444850225,360,5816.671136618386,-5967.986564146171,170,475
d2-019,1,pre,pre,1002.445544688015,390,4994.54501874196,-3684.964201000977,110,565
d2-019,2,post,first,1293.7795888958285,385,4843.254231988722,-4848.8116741196345,145,440
d2-019,2,pre,pre,1289.1660298379231,390,5781.898816580572,-5916.0836013420185,185,485
d2-019,3,post,first,1454.3386351784525,360,7529.654517529424,-7437.896747877584,130,435
d2-019,3,pre,pre,1240.4384641499666,450,4361.694328306705,-5787.93186429444,280,540
d2-019,4,post,first,1532.6973280570255,385,6983.848590998908,-7914.3049432220205,175,450
d2-019,4,pre,pre,1260.8535418909373,405,5032.448881180387,-5746.91674954084,215,475
d2-019,5,post,first,1650.4381352432847,390,7733.203362395335,-8563.253971496179,145,445
d2-019,5,pre,pre,1292.8025592069146,435,4660.173006161478,-5320.163382197439,365,525
d2-019,6,post,first,1712.5803981686295,360,8263.378887862287,-10175.932616456499,185,430
d2-019,6,pre,pre,1327.850080895278,370,6033.350061703993,-4725.174396492363,190,430
d2-019,7,post,first,1862.1337957498577,325,9252.338717050583,-12210.655770704594,180,405
d2-019,7,pre,pre,1450.5017455379932,375,5737.69238062805,-6313.473695181565,320,455
d2-019,8,post,first,1862.7229335991901,330,10390.301243985181,-11792.51622499725,185,425
d2-019,8,pre,pre,1628.4574550259724,390,7781.938759775866,-10001.83913344047,260,450
d2-019,9,post,first,1856.1116892573182,335,10702.047715407381,-12035.999933358991,170,410
d2-019,9,pre,pre,1426.2181579515166,335,7942.029110415289,-6896.420517816746,150,400
d2-019,10,post,first,2006.1422424463995,355,9354.275921972267,-12664.474636034698,170,425
d2-019,10,pre,pre,1637.2976608150097,440,7099.586818484587,-10141.3449847459,140,500
d2-019,11,post,first,2088.5849400669567,350,9912.089158417331,-13833.47157364263,165,410
d2-019,11,pre,pre,1609.838186766314,375,6881.164702141645,-9001.673804378745,135,435
d2-019,12,post,first,2043.9391583132615,350,9835.331277034875,-12893.1092653328,205,430
d2-019,12,pre,pre,1606.4892872431483,420,6744.532890072682,-10552.725995493001,360,485
d2-019,13,post,first,2129.571881137248,355,9893.183162547894,-14824.743738096713,225,425
d2-019,13,pre,pre,1847.970734837067,385,7061.501417956489,-12424.985949204824,145,450
d2-019,14,post,first,1966.9022290609532,370,10213.65143858294,-14642.323921362975,185,435
d2-019,14,pre,pre,1734.9029541111017,460,5607.687626555663,-10464.5061126932,355,515
d2-019,15,post,first,2012.1863858277734,345,10924.056269624201,-13678.49559557054,175,415
d2-019,15,pre,pre,1560.262575454045,380,7191.07777910886,-8564.38195021579,170,440
d2-019,16,post,first,1889.7447676141676,345,10892.698429092674,-12512.31039545509,150,425
d2-019,16,pre,pre,1666.7086870364176,385,6199.56667879033,-10019.076981790435,110,465
d2-019,17,post,first,2051.529578994626,345,13417.987603718062,-13242.056901674607,185,410
d2-019,17,pre,pre,1874.8184437931843,450,6312.662175430985,-12776.50576670176,360,515
d2-019,18,post,first,2053.0371463752917,360,11293.72184799339,-15986.9200813604,165,425
d2-019,18,pre,pre,1678.4715478187286,335,6312.8250047786405,-10758.510278640251,95,415
d2-020,1,post,first,709.912059932615,460,3403.807958363408,-1926.1736831224682,370,720
d2-020,1,pre,pre,649.8810525719355,490,2538.3437287644274,-1799.2528901992994,210,645
d2-020,2,post,first,707.4977817352776,510,2874.9145495964044,-2181.084312623267,185,655
d2-020,2,pre,pre,796.9569842404169,525,3375.570860843475,-2269.628104960411,210,560
d2-020,3,post,first,829.7355347502566,500,2644.6776394850526,-2052.171477854435,185,630
d2-020,3,pre,pre,730.4851095747036,555,2366.8093618661137,-2078.2392455033623,190,740
d2-020,4,post,first,841.377950239427,520,2409.0955092888057,-3144.9638631459193,405,610
d2-020,4,pre,pre,708.7631384531936,585,2076.0977377142067,-1784.8071898121589,275,710
d2-020,5,post,first,769.6422027273678,515,3877.4266184063526,-1675.9882123436337,170,905
d2-020,5,pre,pre,778.5042738956477,500,2565.2010711090716,-2519.536742671702,95,635
d2-020,6,post,first,743.9786788597876,565,2136.164222905033,-2926.820345169608,105,695
d2-020,6,pre,pre,808.7150897112003,695,2407.2822512086555,-2318.5528702170955,550,795
d2-020,7,post,first,731.1708245954779,525,2372.104754003078,-1997.1658101678026,180,630
d2-020,7,pre,pre,734.3297951388867,740,2578.813446156442,-3486.9931048278386,205,810
d2-020,8,post,first,734.530839772447,470,3042.7730382383534,-2203.326121382356,125,700
d2-020,8,pre,pre,846.0762205211595,670,2170.6305629206436,-3429.7613537970906,325,785
d2-020,9,post,first,733.2419994290068,620,2138.463475218447,-2305.3971086123724,190,835
d2-020,9,pre,pre,769.3216404608803,570,2128.02957558896,-2316.4874497295013,215,720
d2-020,10,post,first,842.5422386633265,675,2641.5704664862533,-3412.4142998397965,540,750
d2-020,10,pre,pre,879.914817927157,600,2691.0387466460807,-2743.581097747923,220,700
d2-020,11,post,first,621.958283193255,700,1955.6960467608724,-1816.652265886924,255,1110
d2-020,11,pre,pre,786.0429296776812,475,3033.285021707265,-2057.219140707918,175,730
d2-020,12,post,first,678.4679854868394,670,1760.318861808748,-1591.337490572333,290,1095
d2-020,12,pre,pre,835.8758682464579,570,2188.647274386979,-3358.7049484034987,200,635
d2-020,13,post,first,672.6975402696622,700,2613.513970628475,-1617.5422618373389,290,985
d2-020,13,pre,pre,862.4582039546976,520,2984.690435531002,-2718.571724551356,120,700
d2-020,14,post,first,723.2058557989251,580,2486.5899656809706,-1488.020655242401,175,665
d2-020,14,pre,pre,756.9690444432354,600,2054.7752321251005,-2590.6913581840245,465,815
d2-020,15,post,first,723.6728792918042,550,2530.7540919339312,-1739.7246118471135,165,635
d2-020,15,pre,pre,865.4125735062842,605,2866.3049737367237,-2879.287826546175,115,715
d2-020,16,post,first,578.186319212154,490,2065.8380262040546,-1204.6220563237807,90,880
d2-020,16,pre,pre,808.3782732160128,595,2508.1116168517206,-2518.067578420861,120,745
d2-020,17,post,first,744.2244596923161,655,1913.5015607941448,-2950.557007652563,205,830
d2-020,17,pre,pre,726.2177911895972,710,2219.3371021353655,-2543.556940519813,315,900
d2-020,18,post,first,754.5012059424163,600,1934.8786542155187,-1698.749409611836,235,705
d2-020,18,pre,pre,761.4599361518002,575,1977.8921905636935,-3460.6413881680264,225,765
d2-021,1,post,second,673.0336403128322,610,2081.6478399616703,-1743.8157795917598,370,805
d2-021,1,pre,pre,578.3231362138526,550,2313.8492422723966,-1284.5270300025945,220,835
d2-021,2,post,second,593.0629542129045,570,1586.7893396078096,-1699.2537387481145,305,765
d2-021,2,pre,pre,695.6576435900895,520,2637.448388277492,-2254.7228281020507,200,725
d2-021,3,post,second,641.8993924488302,630,1670.9683159858637,-1731.2774796464846,125,830
d2-021,3,pre,pre,534.300882901485,535,1817.7466847670087,-1409.2730838335851,215,850
d2-021,4,post,second,746.9037592938488,555,2558.442226200034,-2101.4871565619096,255,735
d2-021,4,pre,pre,597.4034682575349,545,2414.6856877039572,-1596.0505548938104,195,750
d2-021,5,post,second,739.5570431848734,595,2398.374918508445,-1676.3682289192157,170,770
d2-021,5,pre,pre,666.524747385004,535,2225.8440181471196,-1889.1576034285742,180,655
d2-021,6,post,second,697.9149466547822,600,2294.8477717783167,-1494.557055079081,150,845
d2-021,6,pre,pre,596.9592472306489,550,2364.9125835831887,-1733.5589820923146,195,785
d2-021,7,post,second,645.8612142849267,525,2636.018737631496,-1084.8145538684685,195,820
d2-021,7,pre,pre,651.634066702095,490,2457.905633971147,-2211.12842638825,205,710
d2-021,8,post,second,645.1941914797203,850,2173.427854518265,-1191.1457284065425,445,1185
d2-021,8,pre,pre,579.3030931947794,535,2098.3942909578996,-1696.6141121267303,195,800
d2-021,9,post,second,690.852441035928,600,2767.7824064913575,-1510.4177713321105,170,900
d2-021,9,pre,pre,646.0919081954582,515,1985.6154251995033,-1665.923940885876,235,700
d2-021,10,post,second,628.0976667340144,595,2596.7533026199244,-1380.6237088541027,195,890
d2-021,10,pre,pre,597.7438227317841,550,2549.0674653512756,-1720.0785623932184,220,680
d2-021,11,post,second,777.9893137426178,655,2064.4235962485127,-1701.2681704472677,255,880
d2-021,11,pre,pre,595.9312046297773,635,2044.5372183888412,-1837.5839815330812,175,805
d2-021,12,post,second,745.9945163214703,565,3282.8918350718195,-1853.5050600453544,180,720
d2-021,12,pre,pre,538.0273381383931,515,1908.0776534072652,-1594.5509616949098,180,650
d2-021,13,post,second,732.1391184239787,575,3409.1186894226685,-1663.8146321729334,200,865
d2-021,13,pre,pre,554.6636579247146,530,1696.715914692157,-1219.32337527731,195,860
d2-021,14,post,second,752.521840573271,545,3577.31912693868,-1812.3803100865673,190,765
d2-021,14,pre,pre,567.9172633889293,530,1808.82851148418,-1400.5202325152604,165,820
d2-021,15,post,second,817.9380182270061,525,3531.943500557254,-1869.6237119282114,175,800
d2-021,15,pre,pre,569.9116863800862,535,1661.4877373365703,-1498.4527562059234,185,805
d2-021,16,post,second,829.8281617040866,575,3203.3643136632636,-1881.9523545638215,235,820
d2-021,16,pre,pre,540.4330936369659,560,1902.6060087190222,-1666.614039533989,170,820
d2-021,17,post,second,766.0185784358978,580,2939.7874881188604,-1710.1349231221657,235,895
d2-021,17,pre,pre,555.1863035145561,630,1399.718605765948,-1698.8704634392186,140,795
d2-021,18,post,second,823.0083498963297,550,3206.503154828429,-1809.6800178170058,205,800
d2-021,18,pre,pre,609.1951089069221,550,2012.1468270644712,-1485.3102795056157,210,680
d2-022,1,post,second,987.4477243722056,430,3644.277755157729,-3040.1539364655555,210,595
d2-022,1,pre,pre,602.4300889167343,645,2233.520491157406,-1827.9306012522106,200,875
d2-022,2,post,second,823.8299172530753,475,3057.2205721898745,-2338.593234488322,220,785
d2-022,2,pre,pre,796.977288639491,485,2742.9347821216134,-1984.199352990126,220,645
d2-022,3,post,second,954.1463647153766,505,3253.8664342531847,-3130.9435768537705,375,635
d2-022,3,pre,pre,878.002739665546,420,3652.3482584028825,-3602.8581200036397,170,580
d2-022,4,post,second,1079.9484540731935,435,4281.077491450636,-4728.780002132387,310,560
d2-022,4,pre,pre,834.6315092269854,450,3512.704271594348,-2245.334785419941,185,545
d2-022,5,post,second,948.5121942702735,490,2712.826405354976,-3310.048104044442,305,615
d2-022,5,pre,pre,833.0567879626993,470,3049.0388922682205,-2648.0039465255772,205,630
d2-022,6,post,second,997.3261326856476,465,3478.2921698678715,-3419.1388644658095,155,625
d2-022,6,pre,pre,814.2754162765805,485,3004.264729706357,-2400.082639751814,300,590
d2-022,7,post,second,1028.0225020250073,465,3425.418602262872,-3882.7647524243416,335,565
d2-022,7,pre,pre,872.9607261005376,460,3434.602037670124,-2770.083784924973,175,605
d2-022,8,post,second,1071.4731352314109,405,4066.7563572978293,-3540.7288121935453,330,580
d2-022,8,pre,pre,968.5305639373838,420,4832.517612691222,-2968.9576978326745,175,580
d2-022,9,post,second,1094.3842587547185,405,4046.2935628852365,-4078.5396927210077,300,535
d2-022,9,pre,pre,980.6663350525556,390,4086.322555123439,-3630.676889961508,240,530
d2-022,10,post,second,1038.28061830144,445,3720.984789205178,-3922.410435423215,210,600
d2-022,10,pre,pre,988.2842196870488,400,3953.352874019818,-3162.5352292264874,145,570
d2-022,11,post,second,1083.7451112436147,415,3937.7396824692464,-4116.8043510036205,300,590
d2-022,11,pre,pre,1025.4886945013304,390,4268.7069291149855,-3706.86480338382,125,550
d2-022,12,post,second,1094.1126650670046,440,4193.100711740664,-3813.6040951855944,225,645
d2-022,12,pre,pre,976.7537888931524,420,4202.986985994313,-3609.8360615965203,135,580
d2-022,13,post,second,1025.4026336487357,450,3882.5066607675567,-3555.252031721465,335,605
d2-022,13,pre,pre,1042.110955629998,415,4107.714234642878,-3357.9470892363206,305,530
d2-022,14,post,second,1128.012051601438,395,4639.277568661101,-4284.392025908003,300,595
d2-022,14,pre,pre,1057.9913488155594,425,4303.053849555766,-4245.400170659414,290,505
d2-022,15,post,second,984.9315779988978,335,3512.2676391142636,-3620.9281156231837,110,545
d2-022,15,pre,pre,1045.3700954049714,410,4299.107611762402,-3796.3473164293478,290,580
