ppid,trial_num_in_block,time,order,vel_m_filt,vel_lat_filt,acc_m_filtfilt,dec_m_filtfilt,acc_lat_filtfilt,dec_lat_filtfilt
d2-005,17,post,second,1101.374154781105,340,5460.011190231122,-3778.112615739015,205,450
d2-005,17,pre,pre,1108.018182360353,410,4376.288250363768,-4041.4222248377973,195,510
d2-005,18,post,second,1054.7147287455707,310,5460.428835409679,-3707.614285716263,190,490
d2-005,18,pre,pre,1033.0655218547367,470,3913.257119835556,-4217.197416779376,250,615
d2-006,1,post,first,849.7001437940714,545,2320.9368237750386,-2566.5832326760897,455,790
d2-006,1,pre,pre,762.8978755750909,490,2222.1793801931394,-2689.925664714613,215,675
d2-006,2,post,first,806.5298318387025,625,2561.030914704733,-2615.1465882609727,295,800
d2-006,2,pre,pre,817.5585214440159,470,3551.506989155426,-2145.315255205658,115,615
d2-006,3,post,first,718.9111809309205,605,1818.4248143776704,-2224.1083526919647,525,815
d2-006,3,pre,pre,810.7041062266064,530,2424.8656204856743,-2467.151105500435,200,745
d2-006,4,post,first,883.3582162999683,660,2197.3606472527617,-3484.3893749136437,535,770
d2-006,4,pre,pre,865.5300672425087,500,2322.0403191383793,-2727.857751325125,235,605
d2-006,5,post,first,834.4958637858197,590,2602.0754963583922,-2692.799717087013,256.2,755
d2-006,5,pre,pre,834.4196766762971,560,2564.414867941483,-2329.107407454598,440,815
d2-006,6,post,first,878.1263180665177,560,2748.6674175070116,-3726.8863022522382,140,710
d2-006,6,pre,pre,1025.4024529618787,545,3498.6838075374626,-3959.7558947738858,425,695
d2-006,7,post,first,960.9808855008793,560,2661.908410874453,-3650.0612259928344,150,690
d2-006,7,pre,pre,824.3961088655954,570,2104.5314853997843,-2597.755316576583,375,695
d2-006,8,post,first,857.1148734220982,535,2450.56744862462,-2960.0249893593245,235,710
d2-006,8,pre,pre,917.0257821093837,590,2774.093071606754,-3113.1475768000696,225,715
d2-006,9,post,first,867.4654871471823,530,2758.9118485705535,-3661.6446024339925,155,700
d2-006,9,pre,pre,770.3565318252977,660,2371.3951284860796,-2191.6099124606326,415,785
d2-006,10,post,first,885.4413208851092,575,2360.5110174312204,-3389.459922157198,135,700
d2-006,10,pre,pre,763.4924685148025,615,2429.884822386815,-2239.043478580471,185,865
d2-006,11,post,first,875.0583331736229,595,2024.358074651406,-3205.2729892223333,165,710
d2-006,11,pre,pre,892.7783601400145,750,2272.302277236701,-2744.3820125197126,645,945
d2-006,12,post,first,912.1464652567909,545,2806.2971888473426,-3370.00588609411,240,715
d2-006,12,pre,pre,768.8066933521582,635,2489.8352053495414,-2246.581535246176,130,885
d2-006,13,post,first,877.918339039143,560,2848.1806273666552,-3071.1992804353326,130,705
d2-006,13,pre,pre,851.330019889538,645,2991.6074674343017,-2396.228380452312,190,780
d2-006,14,post,first,924.5345038669917,520,3297.7830114026624,-3242.737050554645,145,650
d2-006,14,pre,pre,752.3147610624967,665,2774.1881350526755,-2726.3236751367367,135,775
d2-006,15,post,first,898.016519078919,550,2779.2092465168475,-3200.568310105691,130,715
d2-006,15,pre,pre,728.6797882460805,700,1999.4058950694186,-2467.8698807880783,135,820
d2-006,16,post,first,1004.6868123333434,535,3165.313197000882,-3687.466231460966,395,660
d2-006,16,pre,pre,860.4698796548796,660,2369.8372096138773,-2602.5867398269434,510,800
d2-006,17,post,first,843.7076924496332,565,3275.2214223188594,-3421.4410359614476,180,660
d2-006,17,pre,pre,860.3037146021618,655,2417.1587488054315,-2944.6838480702295,515,815
d2-006,18,post,first,811.2084089428088,540,2264.181582341018,-2031.6387043455175,105,655
d2-006,18,pre,pre,842.9413578801139,715,2628.936241926541,-3333.124376402256,280,840
d2-007,1,post,second,1065.6406181047244,510,4204.9833844263585,-4014.9105296099456,200,710
d2-007,1,pre,pre,1036.0468882139685,465,3609.280952807977,-4076.5674972633897,105,605
d2-007,2,post,second,1036.099639093604,515,3620.109860312748,-3293.8912515729326,430,620
d2-007,2,pre,pre,1057.9062258827203,565,3783.3509808691633,-4173.307974044255,185,685
d2-007,3,post,second,1095.4687513139618,440,4517.42495269941,-4032.584225726987,140,570
d2-007,3,pre,pre,1054.9585601122687,485,4267.840302195782,-5617.931220701598,175,620
d2-007,4,post,second,1028.6348265863026,570,3396.9407923669332,-3730.2917799308343,225,740
d2-007,4,pre,pre,794.7243655282222,645,1786.832062201542,-2294.3742687026775,310,865
d2-007,5,post,second,990.3759869708512,480,3829.8808235008414,-3182.1700700185556,145,645
d2-007,5,pre,pre,984.4442551882362,510,4141.412386889277,-3285.1395680298006,155,640
d2-007,6,post,second,1014.7883592361452,440,3567.8781207130014,-3527.1360807557,205,645
d2-007,6,pre,pre,934.728302758851,490,3854.797524142759,-2865.861310971999,125,730
d2-007,7,post,second,1065.1137822935896,545,3844.692800251025,-4692.025691123508,160,680
d2-007,7,pre,pre,1102.3769837373138,485,3311.373593540861,-4270.633929503946,390,625
d2-007,8,post,second,1069.3848392751931,470,4079.3750145340555,-4609.891533187794,415,680
d2-007,8,pre,pre,1027.7584851660952,490,3819.8522574137874,-4099.8108106392965,180,635
d2-007,9,post,second,1131.5383059074554,505,5165.892377953005,-4450.0720977911915,425,675
d2-007,9,pre,pre,1082.5655832665202,460,3912.9600457634765,-4673.893236484794,180,590
d2-007,10,post,second,1136.9883593733375,460,5229.996290057298,-3559.784324675499,135,570
d2-007,10,pre,pre,1174.1282246473647,445,3634.738545755407,-6073.072479681777,175,555
d2-007,11,post,second,1086.1474622965031,550,3551.8278874240714,-4213.957100454301,425,685
d2-007,11,pre,pre,1087.886779362519,500,3419.7771779677,-5016.933672121024,205,615
d2-007,12,post,second,1208.1745548042152,540,4183.142247926668,-4331.908693084124,195,715
d2-007,12,pre,pre,1288.6142828397942,450,4555.917280242782,-6859.99895737654,340,555
d2-007,13,post,second,1064.0296479741137,560,3659.680149923858,-3831.184085170655,150,690
d2-007,13,pre,pre,1189.0963216170503,460,4112.933623156687,-5610.449771096502,190,580
d2-007,14,post,second,1186.5901889465629,465,4975.577612629992,-4127.669515798445,395,580
d2-007,14,pre,pre,1224.1350671340706,465,3633.4987186472913,-5409.161551207444,180,580
d2-007,15,post,second,1083.58039846661,500,4817.301800512939,-4055.108995845137,130,620
d2-007,15,pre,pre,1136.7070537517873,475,3808.485770043984,-6042.49724844027,220,560
d2-007,16,post,second,1317.401633751926,470,6473.743743171282,-5993.065747013872,400,645
d2-007,16,pre,pre,1180.6277826891614,415,4592.344831484497,-5943.3400016879805,185,555
d2-007,17,post,second,1224.088903535614,500,5781.269153513512,-5205.41061503484,425,615
d2-007,17,pre,pre,1189.4759138845395,440,4026.357590890228,-5033.185359901539,165,565
d2-007,18,post,second,1111.5422776195717,555,4587.836036023355,-4114.914413782515,445,780
d2-007,18,pre,pre,1162.8626365764094,435,3644.855269909183,-5623.761192190469,395,600
d2-008,1,post,second,1039.615865318478,545,3730.4975265470594,-3793.978489277715,425,660
d2-008,1,pre,pre,1065.3653712247115,535,4304.455977356777,-3732.028445817324,435,630
d2-008,2,post,second,1275.4727330491726,515,6481.277406534362,-5203.719069244988,430,665
d2-008,2,pre,pre,810.0004747702699,650,1792.6956789932283,-2556.9532148471762,310,870
d2-008,3,post,second,1350.5443563572203,435,6849.974016029559,-5429.459322497324,365,595
d2-008,3,pre,pre,1168.6159984128326,505,3849.4544240377,-5977.347467119794,395,620
d2-008,4,post,second,1385.0879804315828,420,7071.588226809309,-6628.769845507042,335,540
d2-008,4,pre,pre,1045.785931604055,640,3561.0521235596852,-4011.759500725754,540,790
d2-008,5,post,second,1300.9577779168303,430,6114.171443026526,-4860.057341062398,345,550
d2-008,5,pre,pre,1171.4272016668115,415,4430.3465739843505,-4637.375179326371,305,570
d2-008,6,post,second,1290.8717906577585,450,5771.162410158412,-5205.159179866367,385,530
d2-008,6,pre,pre,911.1429086129216,515,4051.321698419075,-3135.685066830374,145,645
d2-008,7,post,second,1257.6750315026848,500,6029.368275004171,-6026.016848208425,335,575
d2-008,7,pre,pre,1141.6004505371534,455,4311.220417894561,-4381.202051807794,370,580
d2-008,8,post,second,1308.1126415122772,400,5775.595854215584,-5628.950334630486,310,510
d2-008,8,pre,pre,1060.1718078550566,460,6916.123018115426,-3533.3432755510626,150,600
d2-008,9,post,second,1199.5209964439377,415,5012.722573707195,-5270.989243211632,335,590
d2-008,9,pre,pre,888.5810648507451,650,4975.03200871326,-3105.934671978883,570,820
d2-008,10,post,second,1338.6185625851708,415,6459.046298323266,-5962.430512693709,330,500
d2-008,10,pre,pre,953.1508890691838,540,3436.384785211232,-2882.308718059965,405,660
d2-008,11,post,second,1351.7091552808301,425,5777.311018633725,-6449.8060601420475,360,515
d2-008,11,pre,pre,1000.4096795172511,555,3065.672864323727,-3426.400302434099,120,675
d2-008,12,post,second,1509.5036633555924,445,7560.238861344686,-7857.484361573744,380,520
d2-008,12,pre,pre,899.6288716601459,530,4014.926666212661,-2766.275521149973,125,635
d2-008,13,post,second,1333.4227010637157,420,6343.7846784276035,-5413.103919914776,360,560
d2-008,13,pre,pre,1008.8458623709828,625,3172.9919069550124,-4086.0074244843245,510,715
d2-008,14,post,second,1425.4148037256355,395,7343.852069684568,-6188.018049192846,330,515
d2-008,14,pre,pre,1036.9869033931022,510,5367.996147563059,-3666.8735213583773,135,645
d2-008,15,post,second,1361.4665150646188,375,7630.647735661469,-6019.238598373574,310,460
d2-008,15,pre,pre,1115.1400286247344,500,4931.377614143741,-4323.672842324186,130,645
d2-008,16,post,second,1352.1340404714545,410,6611.333537883123,-6706.630058669662,325,495
d2-008,16,pre,pre,1123.713234963588,530,6188.137603483148,-4770.939739450216,130,645
d2-008,17,post,second,1250.402635060358,490,6419.620256754191,-6066.123614142252,370,555
d2-008,17,pre,pre,1219.4773346887864,470,5306.317945651723,-4967.813908250586,130,575
d2-008,18,post,second,1073.9821132730106,410,4179.327435494768,-4980.301289735369,305,545
d2-008,18,pre,pre,1205.5682677660666,435,5388.807030237745,-4257.566827355419,125,565
d2-009,1,post,first,1273.0292253442617,450,5760.42796242562,-5414.4024625322545,370,545
d2-009,1,pre,pre,1149.4909429724019,500,4419.2031985079175,-4013.8537144525544,385,570
d2-009,2,post,first,1224.5150082157636,425,5084.130809931979,-4015.950042741064,195,480
d2-009,2,pre,pre,1285.4599161950755,385,5239.484827920441,-5610.181696026203,195,520
d2-009,3,post,first,1181.3807967174284,460,4330.290405683913,-4361.075075397541,400,555
d2-009,3,pre,pre,1245.2581880432635,380,5257.4520325941085,-5265.262085361281,235,555
d2-009,4,post,first,1183.3748023037324,445,4554.500641333949,-4716.105002718224,370,525
d2-009,4,pre,pre,1243.3003650754827,370,6024.898147906092,-5036.355598221193,170,420
d2-009,5,post,first,1140.6215339851428,410,4004.5497308535846,-4779.521043185732,150,535
d2-009,5,pre,pre,1152.546279379138,355,6557.435529157849,-5179.395845632083,120,455
d2-009,6,post,first,1152.9038452311836,430,5643.2649051521785,-5465.64367540518,130,520
d2-009,6,pre,pre,1440.7478744431755,375,6082.336270700013,-5699.830788811694,315,435
d2-009,7,post,first,1139.4625383640546,440,4427.290655880223,-5277.07526817965,135,520
d2-009,7,pre,pre,1291.563883541938,425,5570.603709108963,-6407.342916459567,365,505
d2-009,8,post,first,1219.6937550427447,485,4720.884076053155,-6349.128366283302,210,560
d2-009,8,pre,pre,1255.1020357465768,435,4571.303158160106,-5729.914729662221,190,495
d2-009,9,post,first,1122.8562147136367,385,4334.555293523866,-5045.616172999006,265,500
d2-009,9,pre,pre,1292.5519451836815,410,4742.522607544873,-5801.597672677921,165,485
d2-009,10,post,first,1143.9062845898284,420,4191.196682795613,-5620.37693561514,135,525
d2-009,10,pre,pre,1368.1250036311883,405,4992.329781959572,-7101.296158485164,175,470
d2-009,11,post,first,1238.151912529968,405,5043.2625623588065,-5516.915128436828,135,505
d2-009,11,pre,pre,1291.9472781274437,370,5725.564969653674,-6802.589218239464,165,440
d2-009,12,post,first,1196.7892769516213,425,4139.870638247718,-4737.065104944133,165,505
d2-009,12,pre,pre,1296.5922791983796,405,4536.29419485598,-6905.2479071114185,340,455
d2-009,13,post,first,1170.0642880910382,375,5283.252386587792,-5288.272249719905,200,490
d2-009,13,pre,pre,1261.007623515758,405,5163.103396508823,-5659.870470093785,205,475
d2-009,14,post,first,1235.889918374061,410,5158.784302366106,-6775.403938016849,230,500
d2-009,14,pre,pre,1352.4635632145805,405,4829.134544397092,-5946.193544814714,180,470
d2-009,15,post,first,1311.9008957119927,400,5491.874888914233,-8225.97303975734,240,490
d2-009,15,pre,pre,1470.2386569226035,400,6644.343513595628,-7488.243892392129,340,480
d2-009,16,post,first,1293.2776213357852,425,4546.803012891762,-5264.7516628410995,245,575
d2-009,16,pre,pre,1271.7220439483167,440,5807.233965767145,-5470.65733845593,270,525
d2-009,17,post,first,1289.308405354448,395,4812.493948955076,-7083.66321437968,235,485
d2-009,17,pre,pre,1487.4387159806656,385,6291.415834525599,-9069.454743986673,305,460
d2-009,18,post,first,1235.1932016292978,405,4353.41277283091,-6042.631517824231,330,480
d2-009,18,pre,pre,1412.2797640935369,350,6420.9458131927395,-7327.2325871274115,155,410
d2-010,1,post,second,1045.4248255525954,480,5794.224842731515,-4063.875408500951,135,640
d2-010,1,pre,pre,865.779251004149,445,2879.1488294151804,-2352.368753755568,100,630
d2-010,2,post,second,1186.3249460476886,405,4916.235659869782,-5251.057656874958,150,520
d2-010,2,pre,pre,1176.308797299938,345,4996.741116429361,-4535.605125234344,135,525
d2-010,3,post,second,1185.0291156360431,455,4105.0866503038815,-5098.422216631823,365,530
d2-010,3,pre,pre,1188.731987216172,410,4461.412663453433,-4541.04572918576,335,490
d2-010,4,post,second,1176.809417411338,440,4737.152661107051,-4547.787068555927,370,510
d2-010,4,pre,pre,1181.9587201826528,420,4720.518079790791,-4581.595989400974,325,550
d2-010,5,post,second,1192.6616002814444,420,5413.44714892642,-5724.841657087293,325,510
d2-010,5,pre,pre,1280.8721409017278,420,4828.7143013991445,-5527.459928010241,345,510
d2-010,6,post,second,1172.8395443090494,465,3985.8146856001604,-6016.762563527425,210,540
d2-010,6,pre,pre,1298.2195104584634,495,5569.218788188848,-6554.7759583116,365,575
d2-010,7,post,second,1142.051464882713,405,4860.706780879949,-5753.594819529353,330,515
d2-010,7,pre,pre,1328.296982401464,415,4869.664151229708,-5782.291381664714,335,515
d2-010,8,post,second,1080.046039989021,445,4487.57726181147,-5345.516501481267,345,530
d2-010,8,pre,pre,1267.7019740870305,450,4342.337651435913,-4668.56664904398,125,500
d2-010,9,post,second,1197.0507731912262,480,4356.544433787189,-5078.209027308683,160,595
d2-010,9,pre,pre,1249.225098250277,435,4657.933118375937,-6285.598807331315,135,505
d2-010,10,post,second,1221.954614922477,475,6320.318353550035,-7161.578351275829,170,570
d2-010,10,pre,pre,1380.519158251567,390,4782.856474565109,-6553.505448386915,280,445
d2-010,11,post,second,1181.0850819464704,490,4542.67294546897,-5062.144693119275,390,575
d2-010,11,pre,pre,1331.998606515901,435,5313.003917949916,-6677.73445014884,330,490
d2-010,12,post,second,1256.962138132672,490,5905.567996302219,-5979.0121776435935,395,585
d2-010,12,pre,pre,1353.0659394810473,410,5988.555677571001,-7383.568580858981,300,495
d2-010,13,post,second,1497.3229551668312,620,9536.736932299258,-6258.073749228848,525,755
d2-010,13,pre,pre,1241.2801779743636,390,4985.727718310316,-5621.35104231551,285,475
d2-010,14,post,second,1267.432673851119,455,5412.2160799308995,-5177.599461088955,365,545
d2-010,14,pre,pre,1355.3293379902066,380,5224.736121460401,-7302.112333404182,310,470
d2-010,15,post,second,1366.8788531087282,495,5792.80280761588,-5847.579863174366,415,600
d2-010,15,pre,pre,1283.0254529122733,400,5358.499461909227,-5497.036386983289,325,595
d2-010,16,post,second,1302.2832124287172,455,5921.875366918683,-5975.197389238563,365,540
d2-010,16,pre,pre,1268.56702680045,370,4999.6421519434925,-7339.278080318059,290,490
d2-010,17,post,second,1240.719600782565,495,6734.19209885882,-5259.907440793536,155,590
d2-010,17,pre,pre,1345.7722197557098,395,5645.959043837012,-6170.669011859165,295,545
d2-010,18,post,second,1129.3778929588145,530,5490.666851661542,-4995.30812560176,120,615
d2-010,18,pre,pre,1332.4432564752278,400,5544.083072934723,-5871.98256102354,325,470
d2-011,1,post,second,1021.5567156110642,440,3328.863029721979,-3268.573100516202,195,555
d2-011,1,pre,pre,728.2687463865235,405,3499.849592598225,-2896.096364900586,140,475
d2-011,2,post,second,810.7576998026077,470,3270.4534963146243,-1887.6156883253316,200,635
d2-011,2,pre,pre,757.7591287752718,560,2929.8234119241474,-2318.308949959009,190,820
d2-011,3,post,second,985.3957206385239,395,3620.2471451231286,-3211.871340724515,125,585
d2-011,3,pre,pre,884.9826065039318,375,5022.845873297265,-2867.2905708169033,150,520
d2-011,4,post,second,954.3203463190036,390,3932.788303746842,-2795.847889970207,120,545
d2-011,4,pre,pre,965.8362745539418,410,4002.161875498367,-3393.0618808823315,170,535
d2-011,5,post,second,1009.4560127371806,455,3951.546261774141,-4299.331982768158,230,545
d2-011,5,pre,pre,812.1808717155532,520,2234.89513174066,-2254.944461106485,180,585
d2-011,6,post,second,997.585727841836,445,3671.269542860173,-3987.412722944438,165,520
d2-011,6,pre,pre,906.3377556672572,430,3331.595408375788,-2715.189025366143,175,545
d2-011,7,post,second,896.2594709488903,455,2840.785630992859,-3072.5652402542714,310,615
d2-011,7,pre,pre,893.9518023493661,370,3891.106969305907,-2832.585314338985,170,515
d2-011,8,post,second,871.6369287574391,445,3302.6948430560196,-2568.4365969012206,120,685
d2-011,8,pre,pre,933.2757116056631,461.1,3280.5082415858888,-3037.171746401255,300,616.65
d2-011,9,post,second,893.6880957116064,465,2402.3416999007686,-2801.1408923793488,390,615
d2-011,9,pre,pre,892.1575054382672,460,3627.2675960669776,-3063.3479439938355,170,560
d2-011,10,post,second,857.7261796082046,470,2694.52101928486,-2723.5419610694316,325,770
d2-011,10,pre,pre,935.7518115300741,425,4135.03693880569,-2593.275449591621,155,565
d2-011,11,post,second,987.4320463282511,445,3297.60189026198,-3025.0136548880873,315,585
d2-011,11,pre,pre,845.4949380450289,510,3626.5374671060176,-3862.715450896757,225,650
d2-011,12,post,second,948.6443099361468,440,3343.2179442848233,-3326.0185470288757,175,575
d2-011,12,pre,pre,967.0487069240844,425,3649.741253721252,-3141.80679919627,370,595
d2-011,13,post,second,774.7893291202136,540,2412.906953666273,-2145.8207111957645,245,650
d2-011,13,pre,pre,864.4948218334728,435,3569.2972724716324,-2999.2263814631165,155,550
d2-011,14,post,second,995.129765640767,365,4165.50318111846,-2616.5019815142377,145,535
d2-011,14,pre,pre,760.5853719468955,510,2369.9988139549637,-1974.1742459297468,105,700
d2-011,15,post,second,1088.6375623902961,425,3754.7862445826245,-4520.988770301214,275,555
d2-011,15,pre,pre,804.8468599817406,490,2626.3485049055653,-2348.6497687364936,290,615
d2-011,16,post,second,890.5452476253524,425,2958.923250625142,-2936.189218982893,190,680
d2-011,16,pre,pre,801.8750204929054,460,3146.471212152145,-1982.097020560461,125,545
d2-011,17,post,second,992.3024605665786,380,4015.7191379068895,-3472.709048675284,200,515
d2-011,17,pre,pre,749.6121820439586,485,2308.4738591299765,-1868.7239947580752,205,775
d2-011,18,post,second,950.8762682108412,425,3328.018925036136,-3748.6939979244703,230,595
d2-011,18,pre,pre,819.3898543644475,450,3210.0294124199604,-2640.9436244437757,190,565
d2-012,1,post,first,874.3015698756508,570,2473.9104259539586,-2465.1002248891896,445,695
d2-012,1,pre,pre,467.8999263014765,875,889.2937807214179,-708.1542653548512,190,1025
d2-012,2,post,first,868.6357685119212,655,3072.278995265552,-2221.248558756125,185,820
d2-012,2,pre,pre,558.4834826953586,730,1523.7086564406059,-1038.7913275532246,125,975
d2-012,3,post,first,929.5548743033655,575,3869.7648081913953,-3059.438109161929,160,790
d2-012,3,pre,pre,651.2591012836567,725,3640.0658545324427,-1582.4256501514135,235,895
d2-012,4,post,first,1091.726484574373,445,4502.812817474734,-4179.618032699281,350,590
d2-012,4,pre,pre,685.5324415916817,755,2076.422746900993,-1830.724192830069,620,1035
d2-012,5,post,first,1122.3801409747607,485,5750.872280848274,-4465.187520365697,375,585
d2-012,5,pre,pre,889.5695233763126,635,2930.6217457480766,-2305.822045685255,135,860
d2-012,6,post,first,1034.7655762551076,550,5056.038731604282,-3181.0302639233523,450,655
d2-012,6,pre,pre,780.7497933376819,745,2980.3349426688337,-2118.777108855971,220,860
d2-012,7,post,first,1032.7301738383799,445,4366.525402629277,-3842.6886393056125,130,600
d2-012,7,pre,pre,838.1919910828044,600,3197.626946761824,-2548.329648061202,125,805
d2-012,8,post,first,905.057385803737,375,3170.6776835208,-2473.860075020877,175,520
d2-012,8,pre,pre,825.5607287031139,585,3018.397744414312,-2138.64996232917,115,835
d2-012,9,post,first,1080.9567961072821,540,4711.508598501459,-3212.8779344666,440,690
d2-012,9,pre,pre,789.1829617666899,840,2239.775778292502,-2654.0728248148616,670,955
d2-012,10,post,first,1072.109849727367,515,4624.803785803564,-3616.126225076533,130,645
d2-012,10,pre,pre,767.1130615063604,560,2701.6642169496868,-2599.576154931997,100,865
d2-012,11,post,first,1145.4281476835158,480,4629.853301697583,-4207.607536634885,145,610
d2-012,11,pre,pre,880.4068362619882,700,2699.1670682546037,-3262.7220363004308,570,900
d2-012,12,post,first,1068.1553559874358,560,3511.033008234127,-4182.100457562087,275,730
d2-012,12,pre,pre,759.7685370391634,615,2038.2003365291725,-2132.3629920057265,440,820
d2-012,13,post,first,1355.2792282880823,465,6285.492727428031,-6047.247454368076,375,575
d2-012,13,pre,pre,672.7714146830631,595,2336.0426489783968,-2082.658801398316,110,810
d2-012,14,post,first,1158.2598365670492,470,4925.651878550826,-4478.490212221253,125,625
d2-012,14,pre,pre,685.8257146677054,770,1599.8688958008443,-1854.1640486949163,130,895
d2-012,15,post,first,1121.1631358125617,570,4028.9059375456795,-3983.4075186262276,240,715
d2-012,15,pre,pre,758.7835682039631,690,1806.0465121382142,-2711.067447069794,570,920
d2-012,16,post,first,988.8168939117425,505,4327.30768884197,-2933.1724155931715,130,550
d2-012,16,pre,pre,748.6267232181399,635,2100.08822468328,-2011.4887228076914,485,740
d2-012,17,post,first,1082.5015754936016,460,3874.2892630135975,-4355.474912182334,320,605
d2-012,17,pre,pre,775.3441946894446,635,1993.4067205564306,-2700.0403478867697,435,870
d2-012,18,post,first,1269.544794008475,455,6591.656821525252,-5935.808006897292,360,560
d2-012,18,pre,pre,755.7023665220975,645,2117.214859619696,-2204.999398749039,125,785
d2-013,1,post,second,888.2621164610073,665,2382.997318437041,-2058.1159760319133,540,775
d2-013,1,pre,pre,906.193180013348,420,4527.083720309768,-2656.2725393054043,325,615
d2-013,2,post,second,961.0392565727169,585,4071.147418446526,-3687.689868170254,185,675
d2-013,2,pre,pre,884.7531484376365,475,3344.016028050404,-2687.1549607067354,365,680
d2-013,3,post,second,938.401049368709,555,3768.2599682600344,-3110.306928635933,165,755
d2-013,3,pre,pre,930.5094836050839,560,2823.6165884629577,-3380.9006017794118,180,755
d2-013,4,post,second,946.6215428053551,540,5175.588342655824,-3359.067086088167,170,710
d2-013,4,pre,pre,948.2828566198309,605,2834.7597459975905,-3839.139919586618,240,725
d2-013,5,post,second,954.1322503238804,630,3177.1260448976955,-3279.219684029319,390,810
d2-013,5,pre,pre,971.8749206180318,485,3399.127624046464,-3174.7556378358668,190,585
d2-013,6,post,second,971.1355038468123,545,3848.67689733805,-4011.6752772206137,165,705
d2-013,6,pre,pre,931.9934272592948,480,3109.7481059510774,-3698.5016774244214,345,570
d2-013,7,post,second,978.4124383539441,515,4738.059199663921,-2979.5337083534605,135,720
d2-013,7,pre,pre,763.7392609476867,535,2425.4435223540418,-2874.7752472195098,305,730
d2-013,8,post,second,1044.7963581543036,570,3274.698078435224,-3777.64463109416,485,745
d2-013,8,pre,pre,788.6981755491947,505,2814.322295441727,-1999.4250674591312,195,715
d2-013,9,post,second,1097.4101633032026,510,4618.343978414465,-4277.334904166236,125,655
d2-013,9,pre,pre,794.2712170694197,560,2597.2513475883716,-2578.210925427661,210,655
d2-013,10,post,second,1128.4311722340387,510,4171.244342486472,-4467.901517164473,170,645
d2-013,10,pre,pre,995.654561428176,460,3993.750223013002,-5012.959404419351,145,645
d2-013,11,post,second,1124.934290135272,490,4631.939826516974,-4440.688532858639,145,680
d2-013,11,pre,pre,958.5406012327863,605,2974.7355363124007,-4279.687453326465,280,795
d2-013,12,post,second,1058.7964992481338,535,5239.556736395302,-3404.362285604976,185,680
d2-013,12,pre,pre,960.6820300459925,450,2861.983821706296,-2974.81958421509,130,615
d2-013,13,post,second,1104.4999254463278,520,4482.571380869367,-3998.0473229015524,410,600
d2-013,13,pre,pre,1013.0432322282745,515,3350.4184808482214,-3751.77085893683,440,650
d2-013,14,post,second,1055.9422148060314,530,4250.6296864906035,-3636.8740321100086,410,710
d2-013,14,pre,pre,888.0991974814433,530,2835.5431151736066,-3222.3683003436354,360,690
d2-013,15,post,second,983.0256664853284,525,3568.4937076507895,-3525.4747503761782,180,610
d2-013,15,pre,pre,863.6843762092351,550,2463.4954752700596,-3502.6455111349396,355,690
d2-013,16,post,second,896.9801204279637,475,3051.0286819832727,-2368.191182602444,140,615
d2-013,16,pre,pre,895.4020199998862,560,2818.388392309122,-3467.893983724746,380,680
d2-013,17,post,second,1067.9918156838419,455,4960.0826853019025,-3291.3244842389818,375,665
d2-013,17,pre,pre,940.657290520842,565,2713.914378601244,-3451.0667653964356,450,720
d2-013,18,post,second,1125.366602969193,540,4256.302472358759,-4337.188367192977,440,685
d2-013,18,pre,pre,1048.9902760731134,445,3797.4417220647792,-3797.7353728464896,325,535
d2-014,1,post,first,1417.9520550747661,320,7442.308877865116,-7482.879033690945,240,410
d2-014,1,pre,pre,1371.2057036718247,265,9615.109385702717,-5409.213777873019,205,475
d2-014,2,post,first,1255.0920303112591,330,6223.341749462044,-5868.462985932469,210,485
d2-014,2,pre,pre,1355.7641262267502,360,5911.511095867971,-6558.277905403601,195,465
d2-014,3,post,first,1323.5587386250145,345,5732.50898624352,-7110.15929072579,145,505
d2-014,3,pre,pre,1524.4958767087974,300,8465.569046571149,-8385.541132025483,225,465
d2-014,4,post,first,1263.2386796953588,350,5562.9547630825255,-6832.251037223291,240,495
d2-014,4,pre,pre,1407.264235244104,280,8316.068058001632,-8017.866691356511,210,485
d2-014,5,post,first,1333.3544224036164,335,7716.323606338034,-6514.264999966032,275,515
d2-014,5,pre,pre,1470.2657865140636,355,7939.851527370165,-8269.03210017571,285,500
d2-014,6,post,first,1659.739018429837,340,10409.297773927654,-7864.217291200774,270,465
d2-014,6,pre,pre,1591.6162598350602,370,8299.678173306287,-11278.101256923537,265,460
d2-014,7,post,first,1506.6987237219412,415,8490.85079122391,-8316.406181536582,340,550
d2-014,7,pre,pre,1590.4160626536382,355,8929.504081625824,-10401.37288348364,280,500
d2-014,8,post,first,1513.39732263351,325,7100.245098032543,-8500.35594320832,250,445
d2-014,8,pre,pre,1523.4857718297303,355,7830.983005452544,-7838.411388741746,245,470
d2-014,9,post,first,1543.1832407988254,315,7936.820881655949,-8881.654409008966,265,455
d2-014,9,pre,pre,1463.87997061783,350,6651.433893035569,-9477.319225465724,280,495
d2-014,10,post,first,1549.1727902848652,360,8352.730926694152,-8837.72083458444,290,470
d2-014,10,pre,pre,1532.3371089051418,360,6980.652021499468,-10111.422250146305,200,450
d2-014,11,post,first,1651.7737016451488,395,9857.067549394633,-9207.611468782718,315,515
d2-014,11,pre,pre,1617.8664869787472,470,8326.696759500968,-10234.575242331885,385,565
d2-014,12,post,first,1497.0488697364397,315,8104.615280138847,-8489.57383996637,250,435
