ppid,experiment,order,block,trial,time,target,lapse_fix_target,error,lapse_fix_error,forearmlength,closest_to,lapse
d2-007,2_toolusenotinVR,pre,1,11,pre,Forearm,Forearm,-0.0131,-0.0131,0.2411,Forearm,FALSE
d2-007,2_toolusenotinVR,pre,1,12,pre,Elbow,Elbow,-0.0072,-0.0072,0.241,Elbow,FALSE
d2-007,2_toolusenotinVR,pre,1,13,pre,Wrist,Wrist,-0.0042,-0.0042,0.2409,Wrist,FALSE
d2-007,2_toolusenotinVR,pre,1,14,pre,Forearm,Forearm,-0.019,-0.019,0.2404,Forearm,FALSE
d2-007,2_toolusenotinVR,pre,1,15,pre,Elbow,Elbow,-0.0074,-0.0074,0.2402,Elbow,FALSE
d2-007,2_toolusenotinVR,pre,1,16,pre,Forearm,Forearm,-0.0746,-0.0746,0.2396,Elbow,FALSE
d2-007,2_toolusenotinVR,pre,1,17,pre,Wrist,Wrist,-0.0367,-0.0367,0.24,Wrist,FALSE
d2-007,2_toolusenotinVR,pre,1,18,pre,Elbow,Elbow,-0.0481,-0.0481,0.239,Elbow,FALSE
d2-007,2_toolusenotinVR,first,4,1,post,Wrist,Wrist,-0.0078,-0.0078,0.2434,Wrist,FALSE
d2-007,2_toolusenotinVR,first,4,2,post,Elbow,Elbow,0.0081,0.0081,0.2434,Elbow,FALSE
d2-007,2_toolusenotinVR,first,4,3,post,Forearm,Forearm,-0.05,-0.05,0.2438,Forearm,FALSE
d2-007,2_toolusenotinVR,first,4,4,post,Wrist,Wrist,-0.0631,-0.0631,0.2443,Forearm,FALSE
d2-007,2_toolusenotinVR,first,4,5,post,Elbow,Elbow,-0.0503,-0.0503,0.2448,Elbow,FALSE
d2-007,2_toolusenotinVR,first,4,6,post,Forearm,Forearm,-0.0418,-0.0418,0.2451,Forearm,FALSE
d2-007,2_toolusenotinVR,first,4,7,post,Elbow,Elbow,-0.0095,-0.0095,0.2451,Elbow,FALSE
d2-007,2_toolusenotinVR,first,4,8,post,Wrist,Wrist,-0.0399,-0.0399,0.2448,Wrist,FALSE
d2-007,2_toolusenotinVR,first,4,9,post,Elbow,Elbow,-0.0442,-0.0442,0.2444,Elbow,FALSE
d2-007,2_toolusenotinVR,first,4,10,post,Forearm,Forearm,-0.0543,-0.0543,0.2443,Forearm,FALSE
d2-007,2_toolusenotinVR,first,4,11,post,Elbow,Elbow,-0.0319,-0.0319,0.2436,Elbow,FALSE
d2-007,2_toolusenotinVR,first,4,12,post,Wrist,Wrist,-0.0726,-0.0726,0.2438,Forearm,FALSE
d2-007,2_toolusenotinVR,first,4,13,post,Elbow,Elbow,-0.0313,-0.0313,0.2432,Elbow,FALSE
d2-007,2_toolusenotinVR,first,4,14,post,Forearm,Forearm,-0.0577,-0.0577,0.2431,Forearm,FALSE
d2-007,2_toolusenotinVR,first,4,15,post,Wrist,Wrist,-0.0802,-0.0802,0.2428,Forearm,FALSE
d2-007,2_toolusenotinVR,first,4,16,post,Forearm,Forearm,-0.0572,-0.0572,0.2428,Forearm,FALSE
d2-007,2_toolusenotinVR,first,4,17,post,Wrist,Wrist,-0.0699,-0.0699,0.2425,Forearm,FALSE
d2-007,2_toolusenotinVR,first,4,18,post,Forearm,Forearm,-0.0436,-0.0436,0.2422,Forearm,FALSE
d2-008,2_toolusenotinVR,pre,1,1,pre,Forearm,Forearm,0.0512,0.0512,0.2278,Forearm,FALSE
d2-008,2_toolusenotinVR,pre,1,2,pre,Elbow,Elbow,0.01,0.01,0.2296,Elbow,FALSE
d2-008,2_toolusenotinVR,pre,1,3,pre,Wrist,Wrist,-0.0478,-0.0478,0.23,Wrist,FALSE
d2-008,2_toolusenotinVR,pre,1,4,pre,Elbow,Elbow,-0.0266,-0.0266,0.2302,Elbow,FALSE
d2-008,2_toolusenotinVR,pre,1,5,pre,Forearm,Elbow,-0.132,-0.0186,0.2301,Elbow,TRUE
d2-008,2_toolusenotinVR,pre,1,6,pre,Wrist,Wrist,-0.0481,-0.0481,0.229,Wrist,FALSE
d2-008,2_toolusenotinVR,pre,1,7,pre,Forearm,Forearm,-0.0459,-0.0459,0.2301,Forearm,FALSE
d2-008,2_toolusenotinVR,pre,1,8,pre,Elbow,Elbow,-0.0746,-0.0746,0.2309,Elbow,FALSE
d2-008,2_toolusenotinVR,pre,1,9,pre,Wrist,Wrist,0.0221,0.0221,0.2306,Wrist,FALSE
d2-008,2_toolusenotinVR,pre,1,10,pre,Elbow,Elbow,-0.0374,-0.0374,0.2305,Elbow,FALSE
d2-008,2_toolusenotinVR,pre,1,11,pre,Wrist,Wrist,-0.0343,-0.0343,0.2305,Wrist,FALSE
d2-008,2_toolusenotinVR,pre,1,12,pre,Forearm,Forearm,-0.0173,-0.0173,0.2305,Forearm,FALSE
d2-008,2_toolusenotinVR,pre,1,13,pre,Elbow,Elbow,-0.0648,-0.0648,0.2307,Elbow,FALSE
d2-008,2_toolusenotinVR,pre,1,14,pre,Wrist,Wrist,0.0711,0.0711,0.2299,Wrist,FALSE
d2-008,2_toolusenotinVR,pre,1,15,pre,Elbow,Elbow,-0.0618,-0.0618,0.2302,Elbow,FALSE
d2-008,2_toolusenotinVR,pre,1,16,pre,Forearm,Forearm,-0.0113,-0.0113,0.2299,Forearm,FALSE
d2-008,2_toolusenotinVR,pre,1,17,pre,Wrist,Wrist,-0.0436,-0.0436,0.2299,Wrist,FALSE
d2-008,2_toolusenotinVR,pre,1,18,pre,Forearm,Elbow,-0.1313,-0.0178,0.2301,Elbow,TRUE
d2-008,2_toolusenotinVR,first,4,1,post,Wrist,Wrist,-0.0498,-0.0498,0.2248,Wrist,FALSE
d2-008,2_toolusenotinVR,first,4,2,post,Forearm,Forearm,-0.0653,-0.0653,0.2265,Elbow,FALSE
d2-008,2_toolusenotinVR,first,4,3,post,Elbow,Elbow,-0.0516,-0.0516,0.2289,Elbow,FALSE
d2-008,2_toolusenotinVR,first,4,4,post,Wrist,Wrist,-0.0288,-0.0288,0.2273,Wrist,FALSE
d2-008,2_toolusenotinVR,first,4,5,post,Elbow,Elbow,-0.0675,-0.0675,0.229,Elbow,FALSE
d2-008,2_toolusenotinVR,first,4,6,post,Forearm,Forearm,-0.0689,-0.0689,0.228,Elbow,FALSE
d2-008,2_toolusenotinVR,first,4,7,post,Elbow,Elbow,-0.0795,-0.0795,0.2289,Elbow,FALSE
d2-008,2_toolusenotinVR,first,4,8,post,Forearm,Forearm,-0.0093,-0.0093,0.2286,Forearm,FALSE
d2-008,2_toolusenotinVR,first,4,9,post,Elbow,Elbow,-0.041,-0.041,0.2285,Elbow,FALSE
d2-008,2_toolusenotinVR,first,4,10,post,Wrist,Wrist,-0.0434,-0.0434,0.227,Wrist,FALSE
d2-008,2_toolusenotinVR,first,4,11,post,Forearm,Forearm,-0.029,-0.029,0.2281,Forearm,FALSE
d2-008,2_toolusenotinVR,first,4,12,post,Elbow,Elbow,-0.0553,-0.0553,0.2285,Elbow,FALSE
d2-008,2_toolusenotinVR,first,4,13,post,Forearm,Forearm,-0.048,-0.048,0.228,Forearm,FALSE
d2-008,2_toolusenotinVR,first,4,14,post,Wrist,Wrist,-0.0291,-0.0291,0.2277,Wrist,FALSE
d2-008,2_toolusenotinVR,first,4,15,post,Forearm,Forearm,-0.0292,-0.0292,0.2282,Forearm,FALSE
d2-008,2_toolusenotinVR,first,4,16,post,Wrist,Wrist,-0.0305,-0.0305,0.2279,Wrist,FALSE
d2-008,2_toolusenotinVR,first,4,17,post,Elbow,Elbow,-0.1269,-0.1269,0.2282,Elbow,FALSE
d2-008,2_toolusenotinVR,first,4,18,post,Wrist,Wrist,0.0024,0.0024,0.2279,Wrist,FALSE
d2-009,2_toolusenotinVR,pre,2,1,pre,Wrist,Wrist,0.0526,0.0526,0.2454,Wrist,FALSE
d2-009,2_toolusenotinVR,pre,2,2,pre,Forearm,Forearm,0.0377,0.0377,0.2461,Forearm,FALSE
d2-009,2_toolusenotinVR,pre,2,3,pre,Elbow,Elbow,0.0268,0.0268,0.2472,Elbow,FALSE
d2-009,2_toolusenotinVR,pre,2,4,pre,Wrist,Wrist,0.014,0.014,0.2487,Wrist,FALSE
d2-009,2_toolusenotinVR,pre,2,5,pre,Elbow,Elbow,-0.0308,-0.0308,0.2506,Elbow,FALSE
d2-009,2_toolusenotinVR,pre,2,6,pre,Wrist,Wrist,0.0039,0.0039,0.2518,Wrist,FALSE
d2-009,2_toolusenotinVR,pre,2,7,pre,Forearm,Forearm,0.0079,0.0079,0.2528,Forearm,FALSE
d2-009,2_toolusenotinVR,pre,2,8,pre,Wrist,Wrist,-0.0102,-0.0102,0.2551,Wrist,FALSE
d2-009,2_toolusenotinVR,pre,2,9,pre,Elbow,Elbow,-0.0421,-0.0421,0.2551,Elbow,FALSE
d2-009,2_toolusenotinVR,pre,2,10,pre,Forearm,Forearm,-0.0166,-0.0166,0.2564,Forearm,FALSE
d2-009,2_toolusenotinVR,pre,2,11,pre,Elbow,Elbow,0.0066,0.0066,0.2566,Elbow,FALSE
d2-009,2_toolusenotinVR,pre,2,12,pre,Forearm,Forearm,-0.0424,-0.0424,0.2573,Forearm,FALSE
d2-009,2_toolusenotinVR,pre,2,13,pre,Wrist,Wrist,0.0046,0.0046,0.2575,Wrist,FALSE
d2-009,2_toolusenotinVR,pre,2,14,pre,Forearm,Forearm,-0.0622,-0.0622,0.2572,Forearm,FALSE
d2-009,2_toolusenotinVR,pre,2,15,pre,Elbow,Elbow,-0.0274,-0.0274,0.2576,Elbow,FALSE
d2-009,2_toolusenotinVR,pre,2,16,pre,Forearm,Forearm,0.0076,0.0076,0.257,Forearm,FALSE
d2-009,2_toolusenotinVR,pre,2,17,pre,Wrist,Wrist,-0.0651,-0.0651,0.257,Forearm,FALSE
d2-009,2_toolusenotinVR,pre,2,18,pre,Elbow,Elbow,-0.0452,-0.0452,0.258,Elbow,FALSE
d2-009,2_toolusenotinVR,second,5,1,post,Forearm,Forearm,0.0202,0.0202,0.232,Forearm,FALSE
d2-009,2_toolusenotinVR,second,5,2,post,Wrist,Wrist,-0.0154,-0.0154,0.2314,Wrist,FALSE
d2-009,2_toolusenotinVR,second,5,3,post,Forearm,Forearm,-0.022,-0.022,0.2317,Forearm,FALSE
d2-009,2_toolusenotinVR,second,5,4,post,Elbow,Elbow,-0.058,-0.058,0.2314,Elbow,FALSE
d2-009,2_toolusenotinVR,second,5,5,post,Forearm,Forearm,-0.0859,-0.0859,0.2311,Elbow,FALSE
d2-009,2_toolusenotinVR,second,5,6,post,Elbow,Elbow,-0.1033,-0.1033,0.2308,Elbow,FALSE
d2-009,2_toolusenotinVR,second,5,7,post,Forearm,Forearm,-0.0996,-0.0996,0.2305,Elbow,FALSE
d2-009,2_toolusenotinVR,second,5,8,post,Elbow,Elbow,-0.0887,-0.0887,0.2301,Elbow,FALSE
d2-009,2_toolusenotinVR,second,5,9,post,Forearm,Forearm,-0.0753,-0.0753,0.2301,Elbow,FALSE
d2-009,2_toolusenotinVR,second,5,10,post,Wrist,Wrist,-0.1041,-0.1041,0.2302,Forearm,FALSE
d2-009,2_toolusenotinVR,second,5,11,post,Elbow,Elbow,-0.0812,-0.0812,0.2306,Elbow,FALSE
d2-009,2_toolusenotinVR,second,5,12,post,Wrist,Wrist,-0.0362,-0.0362,0.2312,Wrist,FALSE
d2-009,2_toolusenotinVR,second,5,13,post,Elbow,Elbow,-0.1111,-0.1111,0.2315,Elbow,FALSE
d2-009,2_toolusenotinVR,second,5,14,post,Wrist,Wrist,-0.0734,-0.0734,0.2311,Forearm,FALSE
d2-009,2_toolusenotinVR,second,5,15,post,Forearm,Forearm,-0.0904,-0.0904,0.231,Elbow,FALSE
d2-009,2_toolusenotinVR,second,5,16,post,Wrist,Elbow,-0.3635,-0.1367,0.2308,Elbow,TRUE
d2-009,2_toolusenotinVR,second,5,17,post,Elbow,Elbow,-0.1314,-0.1314,0.2304,Elbow,FALSE
d2-009,2_toolusenotinVR,second,5,18,post,Wrist,Wrist,-0.0919,-0.0919,0.2295,Forearm,FALSE
d2-010,2_toolusenotinVR,pre,1,1,pre,Elbow,Elbow,-0.0335,-0.0335,0.1976,Elbow,FALSE
d2-010,2_toolusenotinVR,pre,1,2,pre,Wrist,Wrist,0.0212,0.0212,0.1976,Wrist,FALSE
d2-010,2_toolusenotinVR,pre,1,3,pre,Forearm,Forearm,0.0552,0.0552,0.1979,Wrist,FALSE
d2-010,2_toolusenotinVR,pre,1,4,pre,Wrist,Wrist,0.005,0.005,0.1977,Wrist,FALSE
d2-010,2_toolusenotinVR,pre,1,5,pre,Forearm,Forearm,-0.0518,-0.0518,0.1982,Elbow,FALSE
d2-010,2_toolusenotinVR,pre,1,6,pre,Elbow,Elbow,0.0245,0.0245,0.1981,Elbow,FALSE
d2-010,2_toolusenotinVR,pre,1,7,pre,Forearm,Forearm,0.0623,0.0623,0.1982,Wrist,FALSE
d2-010,2_toolusenotinVR,pre,1,8,pre,Wrist,Wrist,0.0051,0.0051,0.1986,Wrist,FALSE
d2-010,2_toolusenotinVR,pre,1,9,pre,Elbow,Elbow,0.0016,0.0016,0.1986,Elbow,FALSE
d2-010,2_toolusenotinVR,pre,1,10,pre,Wrist,Wrist,0.1018,0.1018,0.1988,Wrist,FALSE
d2-010,2_toolusenotinVR,pre,1,11,pre,Forearm,Forearm,0.0576,0.0576,0.1987,Wrist,FALSE
d2-010,2_toolusenotinVR,pre,1,12,pre,Elbow,Elbow,-0.1119,-0.1119,0.1987,Elbow,FALSE
d2-010,2_toolusenotinVR,pre,1,13,pre,Forearm,Forearm,0.064,0.064,0.1987,Wrist,FALSE
d2-010,2_toolusenotinVR,pre,1,14,pre,Wrist,Wrist,-0.0307,-0.0307,0.1987,Wrist,FALSE
d2-010,2_toolusenotinVR,pre,1,15,pre,Elbow,Elbow,-0.0914,-0.0914,0.1989,Elbow,FALSE
d2-010,2_toolusenotinVR,pre,1,16,pre,Wrist,Wrist,0.0877,0.0877,0.1986,Wrist,FALSE
d2-010,2_toolusenotinVR,pre,1,17,pre,Elbow,Elbow,-0.1581,-0.1581,0.1988,Elbow,FALSE
d2-010,2_toolusenotinVR,pre,1,18,pre,Forearm,Forearm,-0.0167,-0.0167,0.199,Forearm,FALSE
d2-010,2_toolusenotinVR,first,4,1,post,Elbow,Elbow,-0.1926,-0.1926,0.1958,Elbow,FALSE
d2-010,2_toolusenotinVR,first,4,2,post,Wrist,Wrist,0.0272,0.0272,0.1966,Wrist,FALSE
d2-010,2_toolusenotinVR,first,4,3,post,Elbow,Elbow,-0.1344,-0.1344,0.1965,Elbow,FALSE
d2-010,2_toolusenotinVR,first,4,4,post,Forearm,Elbow,-0.1336,-0.0357999999999999,0.1971,Elbow,TRUE
d2-010,2_toolusenotinVR,first,4,5,post,Wrist,Wrist,-0.0346,-0.0346,0.1973,Wrist,FALSE
d2-010,2_toolusenotinVR,first,4,6,post,Elbow,Elbow,-0.1409,-0.1409,0.1981,Elbow,FALSE
d2-010,2_toolusenotinVR,first,4,7,post,Forearm,Forearm,-0.0601,-0.0601,0.1984,Elbow,FALSE
d2-010,2_toolusenotinVR,first,4,8,post,Wrist,Wrist,-0.0211,-0.0211,0.1991,Wrist,FALSE
d2-010,2_toolusenotinVR,first,4,9,post,Forearm,Forearm,-0.0363,-0.0363,0.1995,Forearm,FALSE
d2-010,2_toolusenotinVR,first,4,10,post,Wrist,Forearm,-0.1216,-0.0223,0.1998,Forearm,TRUE
d2-010,2_toolusenotinVR,first,4,11,post,Forearm,Elbow,-0.1047,-0.00509999999999999,0.2003,Elbow,TRUE
d2-010,2_toolusenotinVR,first,4,12,post,Elbow,Elbow,-0.1105,-0.1105,0.2014,Elbow,FALSE
d2-010,2_toolusenotinVR,first,4,13,post,Forearm,Forearm,-0.0023,-0.0023,0.2016,Forearm,FALSE
d2-010,2_toolusenotinVR,first,4,14,post,Elbow,Elbow,-0.1478,-0.1478,0.2022,Elbow,FALSE
d2-010,2_toolusenotinVR,first,4,15,post,Forearm,Forearm,1e-04,1e-04,0.2026,Forearm,FALSE
d2-010,2_toolusenotinVR,first,4,16,post,Wrist,Wrist,-0.0123,-0.0123,0.2031,Wrist,FALSE
d2-010,2_toolusenotinVR,first,4,17,post,Elbow,Elbow,-0.1223,-0.1223,0.2036,Elbow,FALSE
d2-010,2_toolusenotinVR,first,4,18,post,Wrist,Wrist,-0.0468,-0.0468,0.2037,Wrist,FALSE
d2-011,2_toolusenotinVR,pre,2,1,pre,Forearm,Forearm,-0.1016,-0.1016,0.215,Elbow,FALSE
d2-011,2_toolusenotinVR,pre,2,2,pre,Elbow,Elbow,-0.0844,-0.0844,0.2147,Elbow,FALSE
d2-011,2_toolusenotinVR,pre,2,3,pre,Wrist,Wrist,-0.0015,-0.0015,0.215,Wrist,FALSE
d2-011,2_toolusenotinVR,pre,2,4,pre,Elbow,Elbow,-0.1034,-0.1034,0.2152,Elbow,FALSE
d2-011,2_toolusenotinVR,pre,2,5,pre,Forearm,Forearm,-0.0674,-0.0674,0.2146,Elbow,FALSE
d2-011,2_toolusenotinVR,pre,2,6,pre,Elbow,Elbow,-0.1032,-0.1032,0.2146,Elbow,FALSE
d2-011,2_toolusenotinVR,pre,2,7,pre,Wrist,Wrist,-0.0335,-0.0335,0.2144,Wrist,FALSE
d2-011,2_toolusenotinVR,pre,2,8,pre,Elbow,Wrist,0.1581,-0.0523,0.2143,Wrist,TRUE
d2-011,2_toolusenotinVR,pre,2,9,pre,Wrist,Wrist,0.0063,0.0063,0.2145,Wrist,FALSE
d2-011,2_toolusenotinVR,pre,2,10,pre,Forearm,Forearm,-0.0363,-0.0363,0.2149,Forearm,FALSE
d2-011,2_toolusenotinVR,pre,2,11,pre,Wrist,Wrist,-0.0131,-0.0131,0.2148,Wrist,FALSE
d2-011,2_toolusenotinVR,pre,2,12,pre,Elbow,Elbow,-0.0609,-0.0609,0.2147,Elbow,FALSE
d2-011,2_toolusenotinVR,pre,2,13,pre,Forearm,Forearm,-0.0274,-0.0274,0.2149,Forearm,FALSE
d2-011,2_toolusenotinVR,pre,2,14,pre,Wrist,Wrist,-0.0183,-0.0183,0.2147,Wrist,FALSE
d2-011,2_toolusenotinVR,pre,2,15,pre,Forearm,Forearm,-0.1035,-0.1035,0.2149,Elbow,FALSE
d2-011,2_toolusenotinVR,pre,2,16,pre,Wrist,Wrist,-0.0371,-0.0371,0.215,Wrist,FALSE
d2-011,2_toolusenotinVR,pre,2,17,pre,Forearm,Forearm,-0.0474,-0.0474,0.215,Forearm,FALSE
d2-011,2_toolusenotinVR,pre,2,18,pre,Elbow,Elbow,-0.0696,-0.0696,0.2149,Elbow,FALSE
d2-011,2_toolusenotinVR,first,4,1,post,Wrist,Elbow,-0.3214,-0.1083,0.2161,Elbow,TRUE
d2-011,2_toolusenotinVR,first,4,2,post,Elbow,Elbow,-0.0366,-0.0366,0.2172,Elbow,FALSE
d2-011,2_toolusenotinVR,first,4,3,post,Forearm,Forearm,-0.0565,-0.0565,0.2178,Elbow,FALSE
d2-011,2_toolusenotinVR,first,4,4,post,Wrist,Wrist,-0.0322,-0.0322,0.2179,Wrist,FALSE
d2-011,2_toolusenotinVR,first,4,5,post,Forearm,Forearm,-0.0499,-0.0499,0.2182,Forearm,FALSE
d2-011,2_toolusenotinVR,first,4,6,post,Elbow,Elbow,-0.0513,-0.0513,0.2183,Elbow,FALSE
d2-011,2_toolusenotinVR,first,4,7,post,Forearm,Forearm,-0.0695,-0.0695,0.2185,Elbow,FALSE
d2-011,2_toolusenotinVR,first,4,8,post,Elbow,Elbow,-0.1043,-0.1043,0.2188,Elbow,FALSE
d2-011,2_toolusenotinVR,first,4,9,post,Wrist,Wrist,-0.0213,-0.0213,0.219,Wrist,FALSE
d2-011,2_toolusenotinVR,first,4,10,post,Elbow,Elbow,-0.0461,-0.0461,0.2191,Elbow,FALSE
d2-011,2_toolusenotinVR,first,4,11,post,Forearm,Forearm,-0.0664,-0.0664,0.2195,Elbow,FALSE
d2-011,2_toolusenotinVR,first,4,12,post,Wrist,Wrist,-0.0513,-0.0513,0.2197,Wrist,FALSE
d2-011,2_toolusenotinVR,first,4,13,post,Elbow,Elbow,-0.0607,-0.0607,0.22,Elbow,FALSE
d2-011,2_toolusenotinVR,first,4,14,post,Wrist,Wrist,-0.0572,-0.0572,0.22,Forearm,FALSE
d2-011,2_toolusenotinVR,first,4,15,post,Forearm,Forearm,-0.0777,-0.0777,0.2201,Elbow,FALSE
d2-011,2_toolusenotinVR,first,4,16,post,Elbow,Elbow,-0.0357,-0.0357,0.2201,Elbow,FALSE
d2-011,2_toolusenotinVR,first,4,17,post,Forearm,Forearm,-0.0258,-0.0258,0.2207,Forearm,FALSE
d2-011,2_toolusenotinVR,first,4,18,post,Wrist,Wrist,-0.0306,-0.0306,0.221,Wrist,FALSE
d2-012,2_toolusenotinVR,pre,1,1,pre,Elbow,Elbow,-0.033,-0.033,0.2273,Elbow,FALSE
d2-012,2_toolusenotinVR,pre,1,2,pre,Forearm,Forearm,0.0117,0.0117,0.2267,Forearm,FALSE
d2-012,2_toolusenotinVR,pre,1,3,pre,Elbow,Elbow,-0.0118,-0.0118,0.2273,Elbow,FALSE
d2-012,2_toolusenotinVR,pre,1,4,pre,Forearm,Forearm,-0.0075,-0.0075,0.2266,Forearm,FALSE
d2-012,2_toolusenotinVR,pre,1,5,pre,Elbow,Elbow,-0.0676,-0.0676,0.2269,Elbow,FALSE
d2-012,2_toolusenotinVR,pre,1,6,pre,Wrist,Wrist,-0.0808,-0.0808,0.2265,Forearm,FALSE
d2-012,2_toolusenotinVR,pre,1,7,pre,Forearm,Forearm,-0.0351,-0.0351,0.2266,Forearm,FALSE
d2-012,2_toolusenotinVR,pre,1,8,pre,Wrist,Wrist,-0.0577,-0.0577,0.2265,Forearm,FALSE
d2-012,2_toolusenotinVR,pre,1,9,pre,Forearm,Forearm,-0.0488,-0.0488,0.2265,Forearm,FALSE
d2-012,2_toolusenotinVR,pre,1,10,pre,Wrist,Wrist,-0.0805,-0.0805,0.2267,Forearm,FALSE
d2-012,2_toolusenotinVR,pre,1,11,pre,Forearm,Forearm,0.038,0.038,0.227,Forearm,FALSE
d2-012,2_toolusenotinVR,pre,1,12,pre,Elbow,Elbow,0.0239,0.0239,0.2274,Elbow,FALSE
d2-012,2_toolusenotinVR,pre,1,13,pre,Wrist,Wrist,-0.026,-0.026,0.2272,Wrist,FALSE
d2-012,2_toolusenotinVR,pre,1,14,pre,Elbow,Elbow,-0.0523,-0.0523,0.2272,Elbow,FALSE
d2-012,2_toolusenotinVR,pre,1,15,pre,Wrist,Wrist,-0.0597,-0.0597,0.2271,Forearm,FALSE
d2-012,2_toolusenotinVR,pre,1,16,pre,Elbow,Elbow,-0.0277,-0.0277,0.2272,Elbow,FALSE
d2-012,2_toolusenotinVR,pre,1,17,pre,Wrist,Wrist,-0.0662,-0.0662,0.2264,Forearm,FALSE
d2-012,2_toolusenotinVR,pre,1,18,pre,Forearm,Forearm,-0.0544,-0.0544,0.2263,Forearm,FALSE
d2-012,2_toolusenotinVR,second,5,1,post,Elbow,Elbow,0.0073,0.0073,0.231,Elbow,FALSE
d2-012,2_toolusenotinVR,second,5,2,post,Forearm,Forearm,-0.0553,-0.0553,0.2308,Forearm,FALSE
d2-012,2_toolusenotinVR,second,5,3,post,Elbow,Elbow,0.008,0.008,0.2307,Elbow,FALSE
d2-012,2_toolusenotinVR,second,5,4,post,Forearm,Forearm,-0.0846,-0.0846,0.231,Elbow,FALSE
d2-012,2_toolusenotinVR,second,5,5,post,Wrist,Wrist,-0.0507,-0.0507,0.2307,Wrist,FALSE
d2-012,2_toolusenotinVR,second,5,6,post,Elbow,Elbow,-0.0853,-0.0853,0.2307,Elbow,FALSE
d2-012,2_toolusenotinVR,second,5,7,post,Wrist,Wrist,-0.0112,-0.0112,0.2306,Wrist,FALSE
d2-012,2_toolusenotinVR,second,5,8,post,Forearm,Forearm,0.0207,0.0207,0.2304,Forearm,FALSE
d2-012,2_toolusenotinVR,second,5,9,post,Wrist,Wrist,-0.018,-0.018,0.23,Wrist,FALSE
d2-012,2_toolusenotinVR,second,5,10,post,Elbow,Elbow,0.0168,0.0168,0.2305,Elbow,FALSE
d2-012,2_toolusenotinVR,second,5,11,post,Wrist,Wrist,-0.0943,-0.0943,0.2307,Forearm,FALSE
d2-012,2_toolusenotinVR,second,5,12,post,Forearm,Forearm,-0.0093,-0.0093,0.2304,Forearm,FALSE
d2-012,2_toolusenotinVR,second,5,13,post,Wrist,Wrist,-0.0444,-0.0444,0.2308,Wrist,FALSE
d2-012,2_toolusenotinVR,second,5,14,post,Forearm,Forearm,-0.007,-0.007,0.2306,Forearm,FALSE
d2-012,2_toolusenotinVR,second,5,15,post,Elbow,Elbow,0.0254,0.0254,0.2304,Elbow,FALSE
d2-012,2_toolusenotinVR,second,5,16,post,Wrist,Wrist,-0.0589,-0.0589,0.2305,Forearm,FALSE
d2-012,2_toolusenotinVR,second,5,17,post,Elbow,Elbow,-0.0123,-0.0123,0.2312,Elbow,FALSE
d2-012,2_toolusenotinVR,second,5,18,post,Forearm,Forearm,-0.0022,-0.0022,0.231,Forearm,FALSE
d2-013,2_toolusenotinVR,pre,2,1,pre,Forearm,Forearm,0.0425,0.0425,0.2601,Forearm,FALSE
d2-013,2_toolusenotinVR,pre,2,2,pre,Elbow,Elbow,-0.0891,-0.0891,0.2599,Elbow,FALSE
d2-013,2_toolusenotinVR,pre,2,3,pre,Forearm,Forearm,-0.0535,-0.0535,0.2604,Forearm,FALSE
d2-013,2_toolusenotinVR,pre,2,4,pre,Wrist,Wrist,-0.1114,-0.1114,0.2604,Forearm,FALSE
d2-013,2_toolusenotinVR,pre,2,5,pre,Forearm,Forearm,-0.0558,-0.0558,0.26,Forearm,FALSE
d2-013,2_toolusenotinVR,pre,2,6,pre,Elbow,Elbow,-0.1236,-0.1236,0.2607,Elbow,FALSE
d2-013,2_toolusenotinVR,pre,2,7,pre,Forearm,Forearm,0.0089,0.0089,0.2608,Forearm,FALSE
d2-013,2_toolusenotinVR,pre,2,8,pre,Wrist,Wrist,-0.1039,-0.1039,0.2606,Forearm,FALSE
d2-013,2_toolusenotinVR,pre,2,9,pre,Forearm,Forearm,-0.0966,-0.0966,0.2607,Elbow,FALSE
d2-013,2_toolusenotinVR,pre,2,10,pre,Wrist,Wrist,-0.0768,-0.0768,0.2606,Forearm,FALSE
d2-013,2_toolusenotinVR,pre,2,11,pre,Elbow,Elbow,-0.1548,-0.1548,0.2608,Elbow,FALSE
d2-013,2_toolusenotinVR,pre,2,12,pre,Wrist,Wrist,-0.0759,-0.0759,0.2612,Forearm,FALSE
d2-013,2_toolusenotinVR,pre,2,13,pre,Forearm,Forearm,-0.0361,-0.0361,0.2613,Forearm,FALSE
d2-013,2_toolusenotinVR,pre,2,14,pre,Elbow,Elbow,-0.1203,-0.1203,0.2614,Elbow,FALSE
d2-013,2_toolusenotinVR,pre,2,15,pre,Wrist,Wrist,-0.1202,-0.1202,0.2619,Forearm,FALSE
d2-013,2_toolusenotinVR,pre,2,16,pre,Elbow,Elbow,-0.1455,-0.1455,0.2618,Elbow,FALSE
d2-013,2_toolusenotinVR,pre,2,17,pre,Wrist,Wrist,-0.0202,-0.0202,0.2617,Wrist,FALSE
d2-013,2_toolusenotinVR,pre,2,18,pre,Elbow,Elbow,-0.1522,-0.1522,0.2615,Elbow,FALSE
d2-013,2_toolusenotinVR,first,4,1,post,Forearm,Forearm,0.0224,0.0224,0.2456,Forearm,FALSE
d2-013,2_toolusenotinVR,first,4,2,post,Elbow,Elbow,-0.0135,-0.0135,0.2454,Elbow,FALSE
d2-013,2_toolusenotinVR,first,4,3,post,Wrist,Wrist,-0.0661,-0.0661,0.2454,Forearm,FALSE
